stock_id,stock_name,setup_id,setup_family,calendar_year,raw_signal_count,deoverlapped_signal_count,deoverlapped_trade_count,day5_gross_positive_rate,day5_net_positive_rate,day5_gross_mean,day5_net_mean,day5_gross_pf,day5_net_pf,day5_gross_median,day5_net_median,day10_gross_positive_rate,day10_net_positive_rate,day10_gross_mean,day10_net_mean,day10_gross_pf,day10_net_pf,day10_gross_median,day10_net_median,median_mfe5,median_mae5,median_mfe10,median_mae10,plus8_before_minus5_rate,downside_first_rate
1101,台泥,A1,BREAKOUT,2020,0,0,14,0.5,0.35714285714285715,-0.008307867597443619,-0.014046010787404589,0.41859511138471234,0.20197503122112045,-0.0006432624169338541,-0.006439305777837562,0.5,0.2857142857142857,-0.005905738078247291,-0.01166154887510631,0.5235123551937615,0.26560003222476813,-0.003812895978199504,-0.00958487957539126,0.005590133065065839,-0.009303119879319643,0.009444433639604233,-0.018944816338938575,0.0,0.14285714285714285
1101,台泥,A1,BREAKOUT,2021,0,0,11,0.45454545454545453,0.45454545454545453,0.008594992256489247,0.002760228782832708,1.873568215284678,1.2133222687385017,-0.005841121495327117,-0.011590742738140834,0.6363636363636364,0.5454545454545454,0.019183153750698092,0.01328063315909393,2.345630698582562,1.8106603707467785,0.010752688172043001,0.004894833410731343,0.005219206680584509,-0.009782608695652284,0.01505376344086029,-0.01565762004175364,0.18181818181818182,0.09090909090909091
1101,台泥,A1,BREAKOUT,2022,0,0,6,0.16666666666666666,0.16666666666666666,-0.01385681645299928,-0.019562102645214244,0.12814439304594402,0.051395237996266094,-0.011943716441624341,-0.017665963114127256,0.3333333333333333,0.16666666666666666,-0.027701059113299436,-0.03332867995337847,0.08969285040406204,0.035568921998984974,-0.021311807692390716,-0.02697598710269085,0.008810648680235622,-0.01547979318414322,0.008810648680235622,-0.028037016040078633,0.0,0.3333333333333333
1101,台泥,A2,BREAKOUT,2020,0,0,9,0.4444444444444444,0.3333333333333333,-0.014114894052309764,-0.01982000076048381,0.25780605774614945,0.12477660190668273,0.0,-0.005796447666203713,0.3333333333333333,0.2222222222222222,-0.014335418812116455,-0.020043718407272888,0.22997671698467903,0.10912944879011853,-0.01038062283737029,-0.01612000852817502,0.002200220022002153,-0.013636363636363669,0.006920415224913379,-0.020902090209021007,0.0,0.2222222222222222
1101,台泥,A2,BREAKOUT,2021,0,0,6,0.3333333333333333,0.3333333333333333,0.009653091223473576,0.003813560179938589,1.70300297159288,1.2178015817247372,-0.011404531028973042,-0.01712527896348498,0.3333333333333333,0.3333333333333333,-0.008166562632069144,-0.0139077408307059,0.6819737155231519,0.5267770268803985,-0.008491171749598736,-0.014236802993260314,0.0035621234326657647,-0.014254600227975978,0.010552489427354761,-0.0142556637862164,0.16666666666666666,0.16666666666666666
1101,台泥,A2,BREAKOUT,2022,0,0,4,0.25,0.25,-0.010222828574934173,-0.015955882282400455,0.23008221129348275,0.09060954344930619,-0.010355342232459541,-0.016080447646852736,0.5,0.25,-0.006561812716317783,-0.012311995572951283,0.3842087155599993,0.13024925217920189,-0.005751606559787237,-0.01150445350153051,0.008810648680235622,-0.01547979318414322,0.008810648680235622,-0.016211857605812396,0.0,0.0
1101,台泥,A3,BREAKOUT,2020,0,0,10,0.4,0.3,-0.015114920468563654,-0.020813644800702035,0.21687172809014105,0.10029728788502809,-0.0040983606557377095,-0.009870286746820167,0.3,0.2,-0.015301652816143985,-0.021003279429930393,0.17160408799663351,0.07740978034128619,-0.013771547116625649,-0.019487401508412827,0.0011001100110010764,-0.0176470893122313,0.005590133065065839,-0.027196019271271632,0.0,0.2
1101,台泥,A3,BREAKOUT,2021,0,0,6,0.6666666666666666,0.6666666666666666,0.01937719633765665,0.013481912816709725,3.2437573950966385,2.282125497873586,0.008660589060308532,0.002824423186569767,0.6666666666666666,0.6666666666666666,0.020858826981236162,0.014948997723511602,1.8679615543826276,1.578999541327833,0.014071996259934494,0.008206183911362453,0.009198223468910749,-0.007023500509872993,0.016766012155212784,-0.007023500509872993,0.3333333333333333,0.16666666666666666
1101,台泥,A3,BREAKOUT,2022,0,0,2,0.5,0.5,-0.011962309523225245,-0.017666326860444736,0.3380855397148678,0.1525291578967996,-0.011962309523225245,-0.017666326860444736,0.5,0.5,-0.025509369453373565,-0.031147541721411504,0.2060208757637467,0.10585754416390201,-0.025509369453373565,-0.031147541721411504,0.00865580448065173,-0.012471474492675327,0.00865580448065173,-0.02903773955291633,0.0,0.5
1101,台泥,A4,BREAKOUT,2020,0,0,7,0.42857142857142855,0.2857142857142857,-0.020380552176653244,-0.026048846652790215,0.1431784919084551,0.057171335982169086,0.0,-0.005796447666203713,0.14285714285714285,0.14285714285714285,-0.021994534700861688,-0.027658979183350915,0.08110945898668394,0.03836261231824464,-0.023917995444191265,-0.029593462751617818,0.002200220022002153,-0.016987542468856143,0.004259850905218299,-0.03189066059225509,0.0,0.2857142857142857
