time_slice_type,time_slice,family,family_type,all_winners_denominator,winner_coverage_recall,total_signals,evaluable_signals,winner_signals,precision_all_signals,precision_evaluable_signals,gross_mean,net_mean,median,profit_factor,day1_return,day3_return,day5_return,day10_return,mfe5,mae5,mfe10,mae10,mfe_abs_mae,plus10_before_minus5_rate,plus15_before_minus5_rate,top1_removed_count,top1_removed_gross,top1_removed_pf,top5_removed_count,top5_removed_gross,top5_removed_pf,tail_dependent
YEAR,2021,RETURN20_TOP20PCT_SAME_DAY,DESCRIPTIVE_COHORT,29304,0.260988260988261,25759,25623,7648,0.2969059357894328,0.29848183272840806,-0.0019955349475542757,-0.0077705653540401575,-0.0505050505050505,0.9486729303937459,-0.005019865565861574,-0.0023174084699185164,-0.0003265628575595601,0.0032483211664000988,0.043515141517832125,-0.04654208303520391,0.07916690266448977,-0.07269559837141219,1.0890192038865236,0.24673145221090426,0.16329079342777972,105,-0.0027586829906797827,0.9293348010983059,522,-0.005656286665720023,0.8574787604266163,False
YEAR,2022,N_COMPACT_RETEST_HYPOTHESIS,FROZEN_SETUP,16708,0.0009576250897773521,52,51,16,0.3076923076923077,0.3137254901960784,0.008439746400939772,0.002603354208051388,-0.015444015444015413,1.296112437348954,0.004514769427209041,0.014471136910480622,0.016998430690914036,0.0024806768004319644,0.043771449274175055,-0.019100653927579717,0.06529636847036133,-0.0445221552928405,1.4666039422593153,0.21568627450980393,0.0784313725490196,1,0.005789158069046674,1.1991326568018184,2,0.003388575141496864,1.1142273960043705,False
YEAR,2022,N_RETEST,FROZEN_SETUP,16708,0.0065238209241082114,408,406,109,0.26715686274509803,0.2684729064039409,0.008172386940291822,0.002338867027947564,0.0020502327074305438,1.299054872147124,0.0006604659186620015,0.006817258437131887,0.008582001539771174,0.009367726108473797,0.03665357267719961,-0.02535472715657004,0.05851675813872916,-0.044649211703031544,1.310588830278409,0.18719211822660098,0.07881773399014778,3,0.007072766356623048,1.2569036564025866,11,0.00438510738497217,1.1561180996808653,False
YEAR,2022,V_REVERSAL,FROZEN_SETUP,16708,0.014424227914771368,1285,1278,241,0.18754863813229572,0.18857589984350548,-0.011368505843578968,-0.017089263983983104,-0.050000000000000044,0.6974469270420641,-0.0012547046105119114,-0.001943676223029419,-0.015187563150229382,-0.006642506338374793,0.025407969779042444,-0.039498732085821796,0.045267529227606594,-0.061946326672916004,0.7307540520784154,0.1322378716744914,0.05868544600938967,5,-0.012137103689697648,0.6782557523792633,25,-0.014850407319711115,0.6125133344600165,False
YEAR,2022,MOMENTUM_DIRECTIONAL,FROZEN_SETUP,16708,0.01831457984199186,1267,1264,306,0.24151539068666142,0.24208860759493672,-0.014443107346785368,-0.020145365567928595,-0.05421523846474907,0.6723478901101902,-0.0050427253602681535,-0.009658033245552484,-0.010994015010128099,-0.014850593441481664,0.03212084599548092,-0.048302078595574484,0.05761264381135518,-0.07588088590169208,0.7592510699729518,0.18829113924050633,0.10363924050632911,5,-0.015232930512803798,0.6557971618962941,22,-0.0177845459845724,0.6035671502393568,False
YEAR,2022,TREND_PULLBACK,FROZEN_SETUP,16708,0.013227196552549676,1495,1491,221,0.14782608695652175,0.1482226693494299,-0.018826950463178903,-0.024504592163164036,-0.05052005943536397,0.5177134487019207,-0.004113928120046895,-0.008408108694385621,-0.014971318456706436,-0.023716372202819,0.021640100090271692,-0.03982435657589269,0.0367448472133896,-0.06395061673616939,0.57458159262141,0.10462776659959759,0.0482897384305835,5,-0.019500935225521238,0.5021233284795757,24,-0.02179489245729594,0.45067119504345465,False
YEAR,2022,CONSOLIDATION_BREAKOUT_V2,FROZEN_SETUP,16708,0.0012568829303327748,203,203,21,0.10344827586206896,0.10344827586206896,-0.00013441723918441965,-0.0059216570102425415,-0.0016949152542372614,0.993559280777928,-0.0023879911029835647,0.001905559305888144,0.0016107509810666851,-0.002634922626127363,0.01932406309993837,-0.017960053045154193,0.031016538788497444,-0.03199541420275763,0.9694057589610507,0.06896551724137931,0.019704433497536946,1,-0.0008656900829477986,0.9587240412572433,5,-0.0034246923980761706,0.8399446785945843,False
YEAR,2022,NEAR_OR_ABOVE_PRIOR20_CLOSE_HIGH_WITHIN_2PCT,DESCRIPTIVE_COHORT,16708,0.19373952597558056,23411,23305,3237,0.13826833539788988,0.1388972323535722,-0.008950748074139595,-0.01468582865328462,-0.017391304347826098,0.7047120935847694,-0.0024791935351777153,-0.0054477967092726185,-0.0065437496284502525,-0.011447442993080936,0.020798634652665952,-0.030109693592585494,0.03637531435528091,-0.049192681261321126,0.7394456537558531,0.09658871486805407,0.04441107058571122,92,-0.009685926315806132,0.6817197782367798,457,-0.012166285387374623,0.6065012026364559,False
YEAR,2022,RETURN20_TOP20PCT_SAME_DAY,DESCRIPTIVE_COHORT,16708,0.2568829303327747,20867,20788,4292,0.20568361527771123,0.20646526842409083,-0.012387974903631568,-0.01810272838093413,-0.050808314087759765,0.682602656506926,-0.003951682234409093,-0.007378983923523981,-0.010199018780588516,-0.01576112315101186,0.02793197542258432,-0.041681503745160345,0.04822460463316844,-0.0661426804267672,0.7290996421979368,0.15061573984991342,0.07292668847411969,76,-0.0130985639755368,0.665623316790251,376,-0.015669670136793643,0.605782702484652,False
YEAR,2023,N_COMPACT_RETEST_HYPOTHESIS,FROZEN_SETUP,21920,0.0008211678832116788,37,37,18,0.4864864864864865,0.4864864864864865,0.035860505076346715,0.029864248670233004,0.07150964812712846,3.092398705741781,0.006867220447975101,0.023297089967017376,0.02607865957040919,0.026753753880270455,0.04860869659355937,-0.01320900230881716,0.07815240616144814,-0.03593397120156451,2.1748892078492426,0.2702702702702703,0.13513513513513514,1,0.03187759457794335,2.8097323939734338,2,0.029083154505365857,2.605224839425425,False
YEAR,2023,N_RETEST,FROZEN_SETUP,21920,0.0032846715328467154,274,274,72,0.26277372262773724,0.26277372262773724,0.008151399507506565,0.0023172149938879318,-0.00626855178878305,1.3135471295657446,-0.0007126536264590357,0.002163468864630055,0.0023978906004461027,0.008987846557978347,0.030187467837655985,-0.025592389880658078,0.05582673590455785,-0.044032488591901474,1.2678532985488717,0.17883211678832117,0.08029197080291971,2,0.006881244483449443,1.2627580195294899,7,0.004019021515688417,1.150643944967209,False
YEAR,2023,V_REVERSAL,FROZEN_SETUP,21920,0.007436131386861314,855,852,163,0.19064327485380117,0.19131455399061034,-0.00021625511706330723,-0.006002061395991491,-0.012913929939792013,0.9923916245324258,-0.0020572872078265456,-0.0029416645324104153,-0.003143270135397454,0.005895233415799278,0.023999412823021003,-0.02760332562069738,0.04555977076709868,-0.04411989380746699,1.0326355490771377,0.1267605633802817,0.06572769953051644,4,-0.0010469877951094038,0.9633373864963033,19,-0.0038864452901580175,0.8663147449117007,False
YEAR,2023,MOMENTUM_DIRECTIONAL,FROZEN_SETUP,21920,0.017153284671532848,1266,1265,376,0.296998420221169,0.2972332015810277,-0.0013348876965780852,-0.007113532080077177,-0.05022831050228316,0.9645256735576367,-0.00435518635964476,-0.0037946969649995397,-0.000513451860718037,0.008636012304201683,0.0375955947927226,-0.04186649169046946,0.0708497766555626,-0.06289465479627326,1.1264832740565531,0.23715415019762845,0.14466403162055336,6,-0.0022137829898301264,0.941448277127951,26,-0.004986950044070142,0.8701968515822681,False
YEAR,2023,TREND_PULLBACK,FROZEN_SETUP,21920,0.02559306569343066,2624,2622,561,0.21379573170731708,0.2139588100686499,-0.0010399435367193016,-0.006820338640203284,-0.014838141496090362,0.9649893105158358,-0.0019386457422914916,0.00032157281238142727,0.00043087669733968026,0.0034763456878218924,0.02973792182572804,-0.028539594275885434,0.05170940978503807,-0.04524880766149992,1.1427794997797294,0.16704805491990846,0.08924485125858124,12,-0.0018765390297844564,0.9371136591676932,56,-0.004615754764131108,0.8479250806430654,False
YEAR,2023,CONSOLIDATION_BREAKOUT_V2,FROZEN_SETUP,21920,0.002144160583941606,357,357,47,0.13165266106442577,0.13165266106442577,0.0065833025971778186,0.000757333954596929,0.0031914893617019935,1.3858068463303985,-0.0011996955008040427,0.0015597690252870313,0.0016730906559137555,0.011135464116512252,0.019477768217900364,-0.016406323438709,0.037142380823621785,-0.024955489513733914,1.4883451115307107,0.09243697478991597,0.047619047619047616,2,0.005839847672165764,1.3403202319083105,10,0.003175141489440401,1.1808633014559915,False
YEAR,2023,NEAR_OR_ABOVE_PRIOR20_CLOSE_HIGH_WITHIN_2PCT,DESCRIPTIVE_COHORT,21920,0.2934762773722628,35827,35722,6433,0.17955731710720965,0.1800851016180505,0.0024532066310813338,-0.003348077116810516,-0.004237288135593209,1.1009385129047582,-0.002541555144834404,-0.0013839928737319335,5.170578474962973e-05,0.006039852778246602,0.02391890650753685,-0.025177028841867344,0.04509919929113769,-0.03835977843338387,1.1756897754103974,0.1366664800403113,0.07354011533508763,165,0.0016325569059451239,1.0668621667280416,824,-0.0011888951647855057,0.952210652025588,False
YEAR,2023,RETURN20_TOP20PCT_SAME_DAY,DESCRIPTIVE_COHORT,21920,0.2990419708029197,23831,23776,6555,0.2750618941714573,0.2756981830417227,0.0015688721920471458,-0.0042265871040872705,-0.02345434320962686,1.0473204322474867,-0.0035091079515092104,-0.0014236372598987162,0.0010270809595890995,0.007248999403452672,0.03524978848735056,-0.0354914228239512,0.06434382044299539,-0.05424953352300149,1.1860714049405416,0.21900235531628534,0.12731325706594884,102,0.000788954992665197,1.0236944273868671,508,-0.0021078296874629783,0.9377818751919152,False
YEAR,2024,N_COMPACT_RETEST_HYPOTHESIS,FROZEN_SETUP,27203,0.0007352130279748557,42,42,20,0.47619047619047616,0.47619047619047616,0.021326834625115133,0.015416669010094922,0.012933130699088191,1.7690594955678602,-0.003830267713817704,0.01260027571931582,0.01921324293147755,0.007012352832758266,0.049793142023469204,-0.02825078873196055,0.07416459065379202,-0.04884222519347265,1.5184523301305997,0.30952380952380953,0.11904761904761904,1,0.018198460739522176,1.6406233436498747,2,0.015268005591343562,1.524356370509507,False
