fit_period,winner_state,feature,winner_n,control_n,winner_mean,control_mean,mean_difference,winner_median,control_median,standardized_mean_difference,probability_superiority_minus_half
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,atr60,45064,42542,0.04380570726411282,0.03780990949223744,0.00599579777187538,0.042898590520935365,0.036260643493318534,0.4016789237372903,0.12174086033694853
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,atr5_atr20,45064,42542,0.9380030208370472,0.9910889335910209,-0.053085912753973674,0.9117293232331161,0.9528372517225117,-0.2104461752710378,-0.05130392366377157
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,range_compression10,45064,42542,0.10848382337978625,0.10958903081085108,-0.0011052074310648335,0.09259259259259256,0.08695652173913038,-0.014499871020680252,0.029687522990302195
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,range_compression20,45064,42542,0.19197826076236035,0.18806758694208534,0.003910673820275018,0.16860465116279078,0.15108901889477422,0.03126822006429097,0.05096099546548927
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,volatility20,45064,42542,0.030003117561657973,0.026843771791089478,0.0031593457705684953,0.028813064718962993,0.025059270967774903,0.2581915075611573,0.0859105612470914
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,volume_ratio5,45064,42542,0.9480662804900678,1.080330948474217,-0.13226466798414915,0.7961396736724902,0.8357846637752482,-0.1544631415561518,-0.02736451556988495
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,volume_ratio20,45064,42542,0.7553576893204602,1.0168300506897365,-0.2614723613692763,0.6402919419218098,0.7422003572568421,-0.3219793810942864,-0.07373511525160797
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,prior_volume_contraction_5_20,45064,42542,0.8569958437024772,1.198841230632023,-0.3418453869295459,0.7452535237223175,0.857841109264222,-0.24944249605665827,-0.07696218063943039
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,rs5_vs_0050,45064,42542,-0.01215066373590986,0.0037365665847406563,-0.015887230320650515,-0.010540386695445714,-0.002165375381108059,-0.27189500780411474,-0.06312441295573962
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,rs20_vs_0050,45064,42542,-0.0153154166112491,0.020261310921427272,-0.03557672753267637,-0.01659826395436792,0.0002711408830772255,-0.2818865601092605,-0.05969050735321196
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,rs60_vs_0050,45064,42542,0.053842400152741485,0.0683149865475289,-0.01447258639478742,0.019723342558257695,0.013457160453315575,-0.05486280486306194,0.0031214007593067805
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,recent_local_low_distance,45064,42542,0.0978628215460691,0.11697571939945758,-0.01911289785338849,0.080793713888486,0.07572475654202038,-0.1731694846900821,0.0013187164300901832
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,recent_local_high_distance,45064,42542,-0.11472281209315371,-0.0917344373316844,-0.02298837476146931,-0.10144927536231885,-0.07680472673559824,-0.3241173359923572,-0.10053250870769886
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,days_since_20d_high,45064,42542,10.8549396413989,9.493300738094119,1.3616389033047813,11.0,9.0,0.21045846242920174,0.0880088666963118
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,days_since_60d_high,45064,42542,28.870162435647078,27.838159936063185,1.0320024995838928,26.0,26.0,0.05246379579510829,0.03198067248929504
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,recent_breakout_flag,45064,42542,0.04400408308183916,0.11134878473038409,-0.06734470164854493,0.0,0.0,-0.2536186709601929,0.3935510164439536
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,recent_retest_flag,45064,42542,0.2667317592756968,0.28898500305580366,-0.022253243780106846,0.0,0.0,-0.04969405167387617,0.2880964752135634
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,bias5,45064,42542,-0.005667544212875129,0.000737857578834456,-0.006405401791709585,-0.0037526652725093923,0.0,-0.20865284084256705,-0.049990613801623396
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,bias10,45064,42542,-0.010706357472190946,0.00263077142550525,-0.013337128897696195,-0.007571062090686531,-0.0002999175204360105,-0.2862343604807577,-0.06748227832917036
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_1_MIXED_MARKET_STATE,bias20,45064,42542,-0.0157616435728998,0.006771072428777506,-0.022532716001677305,-0.009887849226889511,0.0010785037736009695,-0.32971671141181996,-0.07206784341098682
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,signal_close,12697,12634,86.49556588170435,86.22087224948551,0.2746936322188418,56.4,56.0,0.003281629952104692,0.0004111115110487784
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,average_volume_20,12697,12634,15333472.373560682,11211822.686773786,4121649.6867868956,4911267.55,4874915.2,0.11184291844792182,0.005795931721576886
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,return_3,12697,12634,0.04266956986522226,0.007551891478006056,0.0351176783872162,0.03671071953010285,0.003237993387713578,0.5223486872206708,0.15558999756991132
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,return_5,12697,12634,0.07773871418804564,0.014388967519116258,0.06334974666892938,0.06779661016949157,0.006451612903225712,0.7614871652500524,0.23221485460069047
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,return_10,12697,12634,0.15831001873296008,0.03323389180922973,0.12507612692373035,0.1336898395721926,0.016724746797822876,1.0589209192897047,0.3160626955153225
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,return_20,12697,12634,0.2814619641987338,0.07498192172324175,0.20648004247549206,0.24081632653061225,0.041132776611103816,1.1476418865744544,0.3351086699482858
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,return_60,12697,12634,0.466887405952259,0.14883096610643773,0.3180564398458213,0.3355263157894737,0.06635071090047395,0.7189177628151687,0.2440449392982147
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,distance_to_prior20_close_high,12697,12634,-0.016896936531430016,-0.05162250439007168,0.03472556785864167,-0.012919896640826822,-0.039314139314139296,0.5783635136316762,0.16374425363069234
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,distance_to_prior60_close_high,12697,12634,-0.037790723998355896,-0.0938836385384376,0.05609291454008171,-0.027896995708154626,-0.07722548111557065,0.6949262294780049,0.1954304420680557
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,drawdown_from_20d_high,12697,12634,-0.05877767333941713,-0.07554642963888564,0.016768756299468508,-0.047169811320754707,-0.061224489795918324,0.3009644265009822,0.08053880094603771
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,drawdown_from_60d_high,12697,12634,-0.0765365253201735,-0.1180883724323372,0.0415518471121637,-0.06199460916442057,-0.10124483471074375,0.5459706078731423,0.14970108138635219
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,close_vs_ma5,12697,12634,0.02615194079092095,0.004302717731850499,0.02184922305907045,0.022340942204946757,0.001968789522530101,0.5312703621426872,0.1576752034290695
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,close_vs_ma10,12697,12634,0.06460423741509026,0.011780430294463752,0.05282380712062651,0.05695142378558171,0.005951809596945079,0.9073205122662282,0.2730890561614556
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,close_vs_ma20,12697,12634,0.13135109949983823,0.028677535857058793,0.10267356364277944,0.11380763826797602,0.016650482168690584,1.2593128754973022,0.356179144777094
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,close_vs_ma60,12697,12634,0.26021302336150937,0.07113437144291641,0.18907865191859297,0.22300889415202985,0.040975017931036084,1.107611517821336,0.3205041747691961
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,ma5_slope,12697,12634,0.0801017047222109,0.01590246629767501,0.06419923842453588,0.067303863002794,0.007731024385921104,0.9554976852680609,0.29004977486426997
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,ma10_slope,12697,12634,0.07329311912700281,0.01639225591803223,0.05690086320897059,0.061505832449630704,0.009578665500798333,1.0871873422690745,0.3125731287946135
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,ma20_slope,12697,12634,0.05803022699794737,0.016160654525906044,0.04186957247204132,0.05144966546181484,0.010374196308503114,1.0916728403759743,0.30491774472059774
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,ma60_slope,12692,12633,0.0284157247150809,0.008854770520472462,0.01956095419460844,0.0241264473701156,0.005368799951192216,0.7881848343821202,0.2315528175734921
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,atr5,12697,12634,0.06349672315834204,0.038506590965528914,0.024990132192813125,0.06152338347754451,0.03404008052618792,1.1997894423860465,0.3133000358859179
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,atr20,12697,12634,0.0559103345515639,0.039296277272624296,0.016614057278939602,0.05447068953256604,0.03696257008227226,0.9016895501699334,0.24487944305174858
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,atr60,12697,12634,0.04994551532826508,0.03917773892263784,0.01076777640562724,0.048714741832219015,0.03767083488107804,0.6620664901891098,0.18586001818869835
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,atr5_atr20,12697,12634,1.173340736529399,0.9798869655738475,0.1934537709555516,1.151135402198356,0.9377164405414842,0.7039156442135508,0.20694751149305046
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,range_compression10,12697,12634,0.2052931641018706,0.10728518576480385,0.09800797833706675,0.17673048600883656,0.08345120226308333,0.9526684808898203,0.3019655815607697
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,range_compression20,12697,12634,0.3602889779663726,0.19056815086259432,0.16972082710377828,0.30952380952380953,0.14850025705288872,0.9483351595473521,0.2941009076408081
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,volatility20,12697,12634,0.038113392388011015,0.026500776306537247,0.011612616081473768,0.03693055927733679,0.02475569198380155,0.8803967034797746,0.23969583982056208
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,volume_ratio5,12697,12634,1.4572473335545784,1.102273583907471,0.35497374964710726,0.9573182688153701,0.8369403952637542,0.2847920017996163,0.05216480058355044
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,volume_ratio20,12697,12634,1.8703887870038287,1.0738515568916127,0.796537230112216,1.3836670108320452,0.7777989504602097,0.5600133702386553,0.20116703977856087
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,prior_volume_contraction_5_20,12697,12634,2.1519626340163382,1.2432140729158259,0.9087485611005124,1.7598110195147014,0.8869968564118661,0.642588610738903,0.2503328608098533
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,rs5_vs_0050,12697,12634,0.07004919266443564,0.0070949145562161945,0.06295427810821945,0.06117118135352717,-0.00019453121890478098,0.7765876664881383,0.23700548065978677
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,rs20_vs_0050,12697,12634,0.2481207136326255,0.04609266409685628,0.20202804953576922,0.20679588679931782,0.016621011962403953,1.1591001222304418,0.33777604481626655
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,rs60_vs_0050,12697,12634,0.4019878077396757,0.09681077697605896,0.30517703076361674,0.27544072971132105,0.026444193058464127,0.741922084997757,0.2533285364089837
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,recent_local_low_distance,12697,12634,0.3428059679609533,0.142520448694812,0.2002855192661413,0.30000000000000004,0.09523809523809534,1.166584379451909,0.3479058279601186
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,recent_local_high_distance,12697,12634,-0.05877767333941713,-0.07554642963888564,0.016768756299468508,-0.047169811320754707,-0.061224489795918324,0.3009644265009822,0.08053880094603771
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,days_since_20d_high,12697,12634,2.111758683153501,7.7718062371378815,-5.660047553984381,1.0,6.0,-1.1075703446507859,-0.2100485208582114
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,days_since_60d_high,12697,12634,11.045443805623375,25.079151495963274,-14.033707690339899,2.0,20.0,-0.7092571926658545,-0.20350320269631506
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,recent_breakout_flag,12697,12634,0.39977947546664566,0.15996517334177615,0.2398143021248695,0.0,0.0,0.5543212223786583,0.40398561974973013
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,recent_retest_flag,12697,12634,0.36662203670158305,0.3329111920215292,0.033710844680053864,0.0,0.0,0.07073221455592353,0.2891413872381555
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,bias5,12697,12634,0.02615194079092095,0.004302717731850499,0.02184922305907045,0.022340942204946757,0.001968789522530101,0.5312703621426872,0.1576752034290695
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,bias10,12697,12634,0.06460423741509026,0.011780430294463752,0.05282380712062651,0.05695142378558171,0.005951809596945079,0.9073205122662282,0.2730890561614556
HISTORICAL_DISCOVERY_2020_2022_ONLY,CANDIDATE_2_DIRECT_CONTINUATION_STATE,bias20,12697,12634,0.13135109949983823,0.028677535857058793,0.10267356364277944,0.11380763826797602,0.016650482168690584,1.2593128754973022,0.356179144777094
