time_slice_type,time_slice,left_setup,right_setup,left_winners,right_winners,intersection_winners,intersection_share_all_winners,winner_jaccard
YEAR,2022,MOMENTUM_DIRECTIONAL,V_REVERSAL,306,241,2,0.00011970313622216902,0.003669724770642202
YEAR,2022,MOMENTUM_DIRECTIONAL,MOMENTUM_DIRECTIONAL,306,306,306,0.01831457984199186,1.0
YEAR,2022,MOMENTUM_DIRECTIONAL,TREND_PULLBACK,306,221,10,0.0005985156811108451,0.019342359767891684
YEAR,2022,MOMENTUM_DIRECTIONAL,CONSOLIDATION_BREAKOUT_V2,306,21,0,0.0,0.0
YEAR,2022,TREND_PULLBACK,N_COMPACT_RETEST_HYPOTHESIS,221,16,0,0.0,0.0
YEAR,2022,TREND_PULLBACK,N_RETEST,221,109,0,0.0,0.0
YEAR,2022,TREND_PULLBACK,V_REVERSAL,221,241,0,0.0,0.0
YEAR,2022,TREND_PULLBACK,MOMENTUM_DIRECTIONAL,221,306,10,0.0005985156811108451,0.019342359767891684
YEAR,2022,TREND_PULLBACK,TREND_PULLBACK,221,221,221,0.013227196552549676,1.0
YEAR,2022,TREND_PULLBACK,CONSOLIDATION_BREAKOUT_V2,221,21,1,5.985156811108451e-05,0.004149377593360996
YEAR,2022,CONSOLIDATION_BREAKOUT_V2,N_COMPACT_RETEST_HYPOTHESIS,21,16,0,0.0,0.0
YEAR,2022,CONSOLIDATION_BREAKOUT_V2,N_RETEST,21,109,0,0.0,0.0
YEAR,2022,CONSOLIDATION_BREAKOUT_V2,V_REVERSAL,21,241,0,0.0,0.0
YEAR,2022,CONSOLIDATION_BREAKOUT_V2,MOMENTUM_DIRECTIONAL,21,306,0,0.0,0.0
YEAR,2022,CONSOLIDATION_BREAKOUT_V2,TREND_PULLBACK,21,221,1,5.985156811108451e-05,0.004149377593360996
YEAR,2022,CONSOLIDATION_BREAKOUT_V2,CONSOLIDATION_BREAKOUT_V2,21,21,21,0.0012568829303327748,1.0
YEAR,2023,N_COMPACT_RETEST_HYPOTHESIS,N_COMPACT_RETEST_HYPOTHESIS,18,18,18,0.0008211678832116788,1.0
YEAR,2023,N_COMPACT_RETEST_HYPOTHESIS,N_RETEST,18,72,18,0.0008211678832116788,0.25
YEAR,2023,N_COMPACT_RETEST_HYPOTHESIS,V_REVERSAL,18,163,0,0.0,0.0
YEAR,2023,N_COMPACT_RETEST_HYPOTHESIS,MOMENTUM_DIRECTIONAL,18,376,0,0.0,0.0
YEAR,2023,N_COMPACT_RETEST_HYPOTHESIS,TREND_PULLBACK,18,561,0,0.0,0.0
YEAR,2023,N_COMPACT_RETEST_HYPOTHESIS,CONSOLIDATION_BREAKOUT_V2,18,47,0,0.0,0.0
YEAR,2023,N_RETEST,N_COMPACT_RETEST_HYPOTHESIS,72,18,18,0.0008211678832116788,0.25
YEAR,2023,N_RETEST,N_RETEST,72,72,72,0.0032846715328467154,1.0
YEAR,2023,N_RETEST,V_REVERSAL,72,163,0,0.0,0.0
YEAR,2023,N_RETEST,MOMENTUM_DIRECTIONAL,72,376,0,0.0,0.0
YEAR,2023,N_RETEST,TREND_PULLBACK,72,561,1,4.562043795620438e-05,0.0015822784810126582
YEAR,2023,N_RETEST,CONSOLIDATION_BREAKOUT_V2,72,47,0,0.0,0.0
YEAR,2023,V_REVERSAL,N_COMPACT_RETEST_HYPOTHESIS,163,18,0,0.0,0.0
YEAR,2023,V_REVERSAL,N_RETEST,163,72,0,0.0,0.0
YEAR,2023,V_REVERSAL,V_REVERSAL,163,163,163,0.007436131386861314,1.0
YEAR,2023,V_REVERSAL,MOMENTUM_DIRECTIONAL,163,376,0,0.0,0.0
YEAR,2023,V_REVERSAL,TREND_PULLBACK,163,561,0,0.0,0.0
YEAR,2023,V_REVERSAL,CONSOLIDATION_BREAKOUT_V2,163,47,0,0.0,0.0
YEAR,2023,MOMENTUM_DIRECTIONAL,N_COMPACT_RETEST_HYPOTHESIS,376,18,0,0.0,0.0
YEAR,2023,MOMENTUM_DIRECTIONAL,N_RETEST,376,72,0,0.0,0.0
YEAR,2023,MOMENTUM_DIRECTIONAL,V_REVERSAL,376,163,0,0.0,0.0
YEAR,2023,MOMENTUM_DIRECTIONAL,MOMENTUM_DIRECTIONAL,376,376,376,0.017153284671532848,1.0
YEAR,2023,MOMENTUM_DIRECTIONAL,TREND_PULLBACK,376,561,13,0.0005930656934306569,0.01406926406926407
YEAR,2023,MOMENTUM_DIRECTIONAL,CONSOLIDATION_BREAKOUT_V2,376,47,0,0.0,0.0
YEAR,2023,TREND_PULLBACK,N_COMPACT_RETEST_HYPOTHESIS,561,18,0,0.0,0.0
YEAR,2023,TREND_PULLBACK,N_RETEST,561,72,1,4.562043795620438e-05,0.0015822784810126582
YEAR,2023,TREND_PULLBACK,V_REVERSAL,561,163,0,0.0,0.0
YEAR,2023,TREND_PULLBACK,MOMENTUM_DIRECTIONAL,561,376,13,0.0005930656934306569,0.01406926406926407
YEAR,2023,TREND_PULLBACK,TREND_PULLBACK,561,561,561,0.02559306569343066,1.0
YEAR,2023,TREND_PULLBACK,CONSOLIDATION_BREAKOUT_V2,561,47,1,4.562043795620438e-05,0.0016474464579901153
YEAR,2023,CONSOLIDATION_BREAKOUT_V2,N_COMPACT_RETEST_HYPOTHESIS,47,18,0,0.0,0.0
YEAR,2023,CONSOLIDATION_BREAKOUT_V2,N_RETEST,47,72,0,0.0,0.0
YEAR,2023,CONSOLIDATION_BREAKOUT_V2,V_REVERSAL,47,163,0,0.0,0.0
YEAR,2023,CONSOLIDATION_BREAKOUT_V2,MOMENTUM_DIRECTIONAL,47,376,0,0.0,0.0
YEAR,2023,CONSOLIDATION_BREAKOUT_V2,TREND_PULLBACK,47,561,1,4.562043795620438e-05,0.0016474464579901153
YEAR,2023,CONSOLIDATION_BREAKOUT_V2,CONSOLIDATION_BREAKOUT_V2,47,47,47,0.002144160583941606,1.0
YEAR,2024,N_COMPACT_RETEST_HYPOTHESIS,N_COMPACT_RETEST_HYPOTHESIS,20,20,20,0.0007352130279748557,1.0
YEAR,2024,N_COMPACT_RETEST_HYPOTHESIS,N_RETEST,20,72,20,0.0007352130279748557,0.2777777777777778
YEAR,2024,N_COMPACT_RETEST_HYPOTHESIS,V_REVERSAL,20,250,0,0.0,0.0
YEAR,2024,N_COMPACT_RETEST_HYPOTHESIS,MOMENTUM_DIRECTIONAL,20,429,0,0.0,0.0
YEAR,2024,N_COMPACT_RETEST_HYPOTHESIS,TREND_PULLBACK,20,573,0,0.0,0.0
YEAR,2024,N_COMPACT_RETEST_HYPOTHESIS,CONSOLIDATION_BREAKOUT_V2,20,23,0,0.0,0.0
YEAR,2024,N_RETEST,N_COMPACT_RETEST_HYPOTHESIS,72,20,20,0.0007352130279748557,0.2777777777777778
YEAR,2024,N_RETEST,N_RETEST,72,72,72,0.0026467669007094806,1.0
YEAR,2024,N_RETEST,V_REVERSAL,72,250,0,0.0,0.0
YEAR,2024,N_RETEST,MOMENTUM_DIRECTIONAL,72,429,0,0.0,0.0
YEAR,2024,N_RETEST,TREND_PULLBACK,72,573,0,0.0,0.0
YEAR,2024,N_RETEST,CONSOLIDATION_BREAKOUT_V2,72,23,0,0.0,0.0
YEAR,2024,V_REVERSAL,N_COMPACT_RETEST_HYPOTHESIS,250,20,0,0.0,0.0
YEAR,2024,V_REVERSAL,N_RETEST,250,72,0,0.0,0.0
YEAR,2024,V_REVERSAL,V_REVERSAL,250,250,250,0.009190162849685697,1.0
YEAR,2024,V_REVERSAL,MOMENTUM_DIRECTIONAL,250,429,0,0.0,0.0
YEAR,2024,V_REVERSAL,TREND_PULLBACK,250,573,0,0.0,0.0
YEAR,2024,V_REVERSAL,CONSOLIDATION_BREAKOUT_V2,250,23,0,0.0,0.0
YEAR,2024,MOMENTUM_DIRECTIONAL,N_COMPACT_RETEST_HYPOTHESIS,429,20,0,0.0,0.0
YEAR,2024,MOMENTUM_DIRECTIONAL,N_RETEST,429,72,0,0.0,0.0
YEAR,2024,MOMENTUM_DIRECTIONAL,V_REVERSAL,429,250,0,0.0,0.0
YEAR,2024,MOMENTUM_DIRECTIONAL,MOMENTUM_DIRECTIONAL,429,429,429,0.015770319450060657,1.0
YEAR,2024,MOMENTUM_DIRECTIONAL,TREND_PULLBACK,429,573,11,0.0004043671653861706,0.011099899091826439
YEAR,2024,MOMENTUM_DIRECTIONAL,CONSOLIDATION_BREAKOUT_V2,429,23,0,0.0,0.0
YEAR,2024,TREND_PULLBACK,N_COMPACT_RETEST_HYPOTHESIS,573,20,0,0.0,0.0
YEAR,2024,TREND_PULLBACK,N_RETEST,573,72,0,0.0,0.0
YEAR,2024,TREND_PULLBACK,V_REVERSAL,573,250,0,0.0,0.0
YEAR,2024,TREND_PULLBACK,MOMENTUM_DIRECTIONAL,573,429,11,0.0004043671653861706,0.011099899091826439
YEAR,2024,TREND_PULLBACK,TREND_PULLBACK,573,573,573,0.021063853251479615,1.0
YEAR,2024,TREND_PULLBACK,CONSOLIDATION_BREAKOUT_V2,573,23,1,3.676065139874279e-05,0.0016806722689075631
YEAR,2024,CONSOLIDATION_BREAKOUT_V2,N_COMPACT_RETEST_HYPOTHESIS,23,20,0,0.0,0.0
YEAR,2024,CONSOLIDATION_BREAKOUT_V2,N_RETEST,23,72,0,0.0,0.0
YEAR,2024,CONSOLIDATION_BREAKOUT_V2,V_REVERSAL,23,250,0,0.0,0.0
YEAR,2024,CONSOLIDATION_BREAKOUT_V2,MOMENTUM_DIRECTIONAL,23,429,0,0.0,0.0
YEAR,2024,CONSOLIDATION_BREAKOUT_V2,TREND_PULLBACK,23,573,1,3.676065139874279e-05,0.0016806722689075631
YEAR,2024,CONSOLIDATION_BREAKOUT_V2,CONSOLIDATION_BREAKOUT_V2,23,23,23,0.0008454949821710841,1.0
YEAR,2025,N_COMPACT_RETEST_HYPOTHESIS,N_COMPACT_RETEST_HYPOTHESIS,10,10,10,0.00042593065848879803,1.0
YEAR,2025,N_COMPACT_RETEST_HYPOTHESIS,N_RETEST,10,69,10,0.00042593065848879803,0.14492753623188406
YEAR,2025,N_COMPACT_RETEST_HYPOTHESIS,V_REVERSAL,10,214,0,0.0,0.0
YEAR,2025,N_COMPACT_RETEST_HYPOTHESIS,MOMENTUM_DIRECTIONAL,10,393,0,0.0,0.0
YEAR,2025,N_COMPACT_RETEST_HYPOTHESIS,TREND_PULLBACK,10,427,0,0.0,0.0
YEAR,2025,N_COMPACT_RETEST_HYPOTHESIS,CONSOLIDATION_BREAKOUT_V2,10,17,0,0.0,0.0
YEAR,2025,N_RETEST,N_COMPACT_RETEST_HYPOTHESIS,69,10,10,0.00042593065848879803,0.14492753623188406
YEAR,2025,N_RETEST,N_RETEST,69,69,69,0.0029389215435727065,1.0
YEAR,2025,N_RETEST,V_REVERSAL,69,214,0,0.0,0.0
YEAR,2025,N_RETEST,MOMENTUM_DIRECTIONAL,69,393,0,0.0,0.0
YEAR,2025,N_RETEST,TREND_PULLBACK,69,427,0,0.0,0.0
YEAR,2025,N_RETEST,CONSOLIDATION_BREAKOUT_V2,69,17,0,0.0,0.0
YEAR,2025,V_REVERSAL,N_COMPACT_RETEST_HYPOTHESIS,214,10,0,0.0,0.0
YEAR,2025,V_REVERSAL,N_RETEST,214,69,0,0.0,0.0
YEAR,2025,V_REVERSAL,V_REVERSAL,214,214,214,0.009114916091660277,1.0
YEAR,2025,V_REVERSAL,MOMENTUM_DIRECTIONAL,214,393,1,4.25930658488798e-05,0.0016501650165016502
YEAR,2025,V_REVERSAL,TREND_PULLBACK,214,427,0,0.0,0.0
YEAR,2025,V_REVERSAL,CONSOLIDATION_BREAKOUT_V2,214,17,0,0.0,0.0
YEAR,2025,MOMENTUM_DIRECTIONAL,N_COMPACT_RETEST_HYPOTHESIS,393,10,0,0.0,0.0
YEAR,2025,MOMENTUM_DIRECTIONAL,N_RETEST,393,69,0,0.0,0.0
YEAR,2025,MOMENTUM_DIRECTIONAL,V_REVERSAL,393,214,1,4.25930658488798e-05,0.0016501650165016502
YEAR,2025,MOMENTUM_DIRECTIONAL,MOMENTUM_DIRECTIONAL,393,393,393,0.01673907487860976,1.0
YEAR,2025,MOMENTUM_DIRECTIONAL,TREND_PULLBACK,393,427,15,0.000638895987733197,0.018633540372670808
YEAR,2025,MOMENTUM_DIRECTIONAL,CONSOLIDATION_BREAKOUT_V2,393,17,0,0.0,0.0
YEAR,2025,TREND_PULLBACK,N_COMPACT_RETEST_HYPOTHESIS,427,10,0,0.0,0.0
YEAR,2025,TREND_PULLBACK,N_RETEST,427,69,0,0.0,0.0
YEAR,2025,TREND_PULLBACK,V_REVERSAL,427,214,0,0.0,0.0
YEAR,2025,TREND_PULLBACK,MOMENTUM_DIRECTIONAL,427,393,15,0.000638895987733197,0.018633540372670808
YEAR,2025,TREND_PULLBACK,TREND_PULLBACK,427,427,427,0.018187239117471676,1.0
YEAR,2025,TREND_PULLBACK,CONSOLIDATION_BREAKOUT_V2,427,17,1,4.25930658488798e-05,0.002257336343115124
YEAR,2025,CONSOLIDATION_BREAKOUT_V2,N_COMPACT_RETEST_HYPOTHESIS,17,10,0,0.0,0.0
YEAR,2025,CONSOLIDATION_BREAKOUT_V2,N_RETEST,17,69,0,0.0,0.0
YEAR,2025,CONSOLIDATION_BREAKOUT_V2,V_REVERSAL,17,214,0,0.0,0.0
YEAR,2025,CONSOLIDATION_BREAKOUT_V2,MOMENTUM_DIRECTIONAL,17,393,0,0.0,0.0
YEAR,2025,CONSOLIDATION_BREAKOUT_V2,TREND_PULLBACK,17,427,1,4.25930658488798e-05,0.002257336343115124
YEAR,2025,CONSOLIDATION_BREAKOUT_V2,CONSOLIDATION_BREAKOUT_V2,17,17,17,0.0007240821194309567,1.0
OVERALL,2020_2025,N_COMPACT_RETEST_HYPOTHESIS,N_COMPACT_RETEST_HYPOTHESIS,82,82,82,0.000585091581102969,1.0
OVERALL,2020_2025,N_COMPACT_RETEST_HYPOTHESIS,N_RETEST,82,442,82,0.000585091581102969,0.18552036199095023
OVERALL,2020_2025,N_COMPACT_RETEST_HYPOTHESIS,V_REVERSAL,82,1327,0,0.0,0.0
OVERALL,2020_2025,N_COMPACT_RETEST_HYPOTHESIS,MOMENTUM_DIRECTIONAL,82,2318,1,7.135263184182549e-06,0.00041684035014589413
OVERALL,2020_2025,N_COMPACT_RETEST_HYPOTHESIS,TREND_PULLBACK,82,2850,0,0.0,0.0
OVERALL,2020_2025,N_COMPACT_RETEST_HYPOTHESIS,CONSOLIDATION_BREAKOUT_V2,82,163,0,0.0,0.0
OVERALL,2020_2025,N_RETEST,N_COMPACT_RETEST_HYPOTHESIS,442,82,82,0.000585091581102969,0.18552036199095023
OVERALL,2020_2025,N_RETEST,N_RETEST,442,442,442,0.0031537863274086865,1.0
OVERALL,2020_2025,N_RETEST,V_REVERSAL,442,1327,0,0.0,0.0
OVERALL,2020_2025,N_RETEST,MOMENTUM_DIRECTIONAL,442,2318,1,7.135263184182549e-06,0.0003624501631025734
OVERALL,2020_2025,N_RETEST,TREND_PULLBACK,442,2850,4,2.8541052736730195e-05,0.0012165450121654502
OVERALL,2020_2025,N_RETEST,CONSOLIDATION_BREAKOUT_V2,442,163,0,0.0,0.0
OVERALL,2020_2025,V_REVERSAL,N_COMPACT_RETEST_HYPOTHESIS,1327,82,0,0.0,0.0
OVERALL,2020_2025,V_REVERSAL,N_RETEST,1327,442,0,0.0,0.0
OVERALL,2020_2025,V_REVERSAL,V_REVERSAL,1327,1327,1327,0.009468494245410242,1.0
OVERALL,2020_2025,V_REVERSAL,MOMENTUM_DIRECTIONAL,1327,2318,5,3.5676315920912743e-05,0.0013736263736263737
OVERALL,2020_2025,V_REVERSAL,TREND_PULLBACK,1327,2850,0,0.0,0.0
OVERALL,2020_2025,V_REVERSAL,CONSOLIDATION_BREAKOUT_V2,1327,163,0,0.0,0.0
OVERALL,2020_2025,MOMENTUM_DIRECTIONAL,N_COMPACT_RETEST_HYPOTHESIS,2318,82,1,7.135263184182549e-06,0.00041684035014589413
OVERALL,2020_2025,MOMENTUM_DIRECTIONAL,N_RETEST,2318,442,1,7.135263184182549e-06,0.0003624501631025734
OVERALL,2020_2025,MOMENTUM_DIRECTIONAL,V_REVERSAL,2318,1327,5,3.5676315920912743e-05,0.0013736263736263737
OVERALL,2020_2025,MOMENTUM_DIRECTIONAL,MOMENTUM_DIRECTIONAL,2318,2318,2318,0.016539540060935148,1.0
OVERALL,2020_2025,MOMENTUM_DIRECTIONAL,TREND_PULLBACK,2318,2850,74,0.0005280094756295086,0.014526894385551629
OVERALL,2020_2025,MOMENTUM_DIRECTIONAL,CONSOLIDATION_BREAKOUT_V2,2318,163,0,0.0,0.0
OVERALL,2020_2025,TREND_PULLBACK,N_COMPACT_RETEST_HYPOTHESIS,2850,82,0,0.0,0.0
OVERALL,2020_2025,TREND_PULLBACK,N_RETEST,2850,442,4,2.8541052736730195e-05,0.0012165450121654502
OVERALL,2020_2025,TREND_PULLBACK,V_REVERSAL,2850,1327,0,0.0,0.0
OVERALL,2020_2025,TREND_PULLBACK,MOMENTUM_DIRECTIONAL,2850,2318,74,0.0005280094756295086,0.014526894385551629
OVERALL,2020_2025,TREND_PULLBACK,TREND_PULLBACK,2850,2850,2850,0.020335500074920264,1.0
OVERALL,2020_2025,TREND_PULLBACK,CONSOLIDATION_BREAKOUT_V2,2850,163,6,4.281157910509529e-05,0.0019953441968739607
OVERALL,2020_2025,CONSOLIDATION_BREAKOUT_V2,N_COMPACT_RETEST_HYPOTHESIS,163,82,0,0.0,0.0
OVERALL,2020_2025,CONSOLIDATION_BREAKOUT_V2,N_RETEST,163,442,0,0.0,0.0
OVERALL,2020_2025,CONSOLIDATION_BREAKOUT_V2,V_REVERSAL,163,1327,0,0.0,0.0
OVERALL,2020_2025,CONSOLIDATION_BREAKOUT_V2,MOMENTUM_DIRECTIONAL,163,2318,0,0.0,0.0
OVERALL,2020_2025,CONSOLIDATION_BREAKOUT_V2,TREND_PULLBACK,163,2850,6,4.281157910509529e-05,0.0019953441968739607
OVERALL,2020_2025,CONSOLIDATION_BREAKOUT_V2,CONSOLIDATION_BREAKOUT_V2,163,163,163,0.0011630478990217554,1.0
