period,dimension,group,cohort,observations,evaluable_observations,unique_dates,unique_months,unique_stocks,path_success_rate,downside_first_rate,timeout_rate,plus10_before_minus5_rate,plus15_before_minus5_rate,day1_return,day3_return,day5_return,day10_return,mfe5_mean,mfe10_mean,mae5_mean,mae10_mean,mfe_abs_mae,gross_mean,net_mean,median_net,gross_profit_factor,net_profit_factor,top1_positive_winners_removed,top1_removed_net_mean,top1_removed_net_pf,top1_removed_gross_mean,top1_removed_gross_pf,top5_positive_winners_removed,top5_removed_net_mean,top5_removed_net_pf,top5_removed_gross_mean,top5_removed_gross_pf,removed_best_signal_date,remove_best_signal_date_net_mean,remove_best_signal_date_net_pf,removed_best_calendar_month,remove_best_calendar_month_net_mean,remove_best_calendar_month_net_pf
HISTORICAL_DISCOVERY,0050_CLOSE_VS_MA20,ABOVE_OR_EQUAL,STAGE_A_TOP30,11850,11796,395,30,622,0.3675822312648355,0.5367921329264157,0.09562563580874874,0.31324177687351645,0.2155815530688369,-0.0026839688852669545,0.004790209109092765,0.009174652566091282,0.01890187216805317,0.05838490663219769,0.10358150244177773,-0.04778097979046148,-0.07541192063958628,1.3735428240426524,0.0028151892271572466,-0.002987832285436423,-0.05743457966145468,1.0689693487210765,0.9320052019797762,50,-0.0037566907928617364,0.9148704857441782,0.002041891580236012,1.0498122826765577,246,-0.006698234232597907,0.8507456412013169,-0.000916782673546982,0.9780081304729592,20210326,-0.003235751026481308,0.9265269368508909,202103,-0.003723962354710031,0.9158032265111885
HISTORICAL_DISCOVERY,0050_CLOSE_VS_MA20,ABOVE_OR_EQUAL,GROUP_CONTEXT_TOP10,3950,3935,395,30,482,0.3634053367217281,0.5235069885641678,0.11308767471410419,0.30495552731893266,0.2,-0.0023879277872872425,0.005656885127276804,0.009347866150675288,0.020075955424614954,0.05517135864152673,0.09940766867942603,-0.044209618350650785,-0.07114168712110056,1.3973195281440243,0.0037556666256952738,-0.002052766720115502,-0.05662865554769877,1.096292349179213,0.9512586695275019,17,-0.0028316986848402432,0.9330540181208496,0.00297222418982224,1.075876275814164,83,-0.005772516769303141,0.865827186545552,1.427381720424702e-05,1.0003582501819512,20210329,-0.0023277370734648057,0.9448486520803556,202103,-0.0029500470984192614,0.9305034369862571
HISTORICAL_DISCOVERY,0050_CLOSE_VS_MA20,ABOVE_OR_EQUAL,GROUP_CONTEXT_TOP5,1975,1967,395,30,387,0.35129639044229793,0.5277071682765633,0.12099644128113879,0.2918149466192171,0.19471276054905948,-0.0022293700048951286,0.004849330703226735,0.008784190078558803,0.018994208609939094,0.054152867758274215,0.09776787622682885,-0.043963034824551946,-0.07111438401938197,1.3747974840108657,0.002460399104808294,-0.0033404801881214024,-0.05666916330579542,1.0635162945151337,0.9202760568364526,9,-0.004172898509763069,0.9008652261299819,0.0016231372777886204,1.0417102865151207,41,-0.007052771353455484,0.8351869494513838,-0.0012735378183427366,0.9678083407222956,20210205,-0.0036762921085794313,0.9124845912369306,202110,-0.004537033438434874,0.8928431164563749
HISTORICAL_DISCOVERY,0050_CLOSE_VS_MA20,BELOW,STAGE_A_TOP30,9480,9421,316,31,594,0.33351024307398364,0.5843328733680077,0.08215688355800871,0.2860630506315678,0.19732512472136715,-0.0050241146253343204,-0.004231747101666274,0.0005511663575666929,0.01030871544312408,0.05105821898763903,0.09466490006367724,-0.05616948361786999,-0.08655461612651622,1.0937013448861732,-0.006228183864532472,-0.011978877340314517,-0.06045081060793918,0.8632699639630308,0.754927514083302,36,-0.012708815813369797,0.7409874563295388,-0.006962340739949289,0.847736765778227,178,-0.015470275989398532,0.689477946854955,-0.009739893690405144,0.790215851635169,20210520,-0.012329984188073427,0.7484294191067797,202211,-0.012838290260956207,0.7396688603189939
HISTORICAL_DISCOVERY,0050_CLOSE_VS_MA20,BELOW,GROUP_CONTEXT_TOP10,3160,3144,316,31,446,0.3482824427480916,0.5674300254452926,0.08428753180661577,0.2961195928753181,0.19815521628498728,-0.003953143917189306,-0.00331706940209074,0.0015897428517856523,0.010649268344171552,0.04938397995355769,0.09192314174347281,-0.05287085549235366,-0.08253965940497701,1.1136845294267108,-0.0031592334975779385,-0.008927721228458755,-0.05954308384688949,0.9277039856848178,0.8098209973298405,13,-0.009702302275922843,0.7941754019359801,-0.0039382967480033546,0.9102485245624936,62,-0.012465260299271155,0.7397004641870706,-0.00671737889075142,0.8493106457325595,20210517,-0.009347989429661661,0.8015017820501611,202004,-0.00942546385172521,0.8002284802537789
HISTORICAL_DISCOVERY,0050_CLOSE_VS_MA20,BELOW,GROUP_CONTEXT_TOP5,1580,1569,316,31,352,0.34608030592734224,0.567240280433397,0.08667941363926067,0.295729764181007,0.19247928616953475,-0.003532271397636012,-0.003235295850755005,-8.095524708111508e-05,0.0047848877616519505,0.048486588832138564,0.0871715699222128,-0.05323696694613251,-0.0836555482336052,1.0420297489269836,-0.003944817389633211,-0.009709000881603744,-0.059669034258401345,0.9101668250049395,0.7942700102076309,7,-0.010545257644908415,0.7775469600612865,-0.00478594180944599,0.8914985991968144,31,-0.013261456865586352,0.7245468818843009,-0.007517978632284783,0.8321797652595483,20211018,-0.010184455028718696,0.7848830340109775,202201,-0.010806055671312306,0.7731202243456431
HISTORICAL_DISCOVERY,0050_MA20_SLOPE5,RISING_OR_FLAT,STAGE_A_TOP30,12090,12040,403,27,621,0.35764119601328903,0.5550664451827243,0.08729235880398671,0.30548172757475084,0.21137873754152825,-0.0032024341040090823,0.0025692760580177474,0.005966766687281995,0.013069251928493175,0.05818165528682391,0.10137991252996427,-0.05154395866984114,-0.08043438308852441,1.2604051729766814,-0.00018560887753899658,-0.0059711343870930056,-0.05846699203740052,0.9956461060014344,0.8697143959569833,49,-0.0067219751718214866,0.8539285281481761,-0.000940780691353241,0.9780215825292008,242,-0.009602155075424832,0.7946994060879564,-0.003837730920047132,0.9117864026257602,20210623,-0.006181529936078239,0.8653650715796141,202103,-0.006558736327754651,0.8575909303453225
HISTORICAL_DISCOVERY,0050_MA20_SLOPE5,RISING_OR_FLAT,GROUP_CONTEXT_TOP10,4030,4011,403,27,481,0.3572675143355772,0.5402642732485664,0.1024682124158564,0.2989279481426078,0.19845425081027177,-0.0025840440392816905,0.003214023814973238,0.00531215576680264,0.013216648567061335,0.054892819932893105,0.09715861870869126,-0.0482211446960804,-0.0765360738990303,1.2694486894750716,0.001330935402190324,-0.00446334196693139,-0.05759258327909951,1.0328668004909267,0.8977989133953564,17,-0.005235660561512037,0.8806225680668338,0.000554138069513505,1.0136261710787282,82,-0.008095036080539547,0.8184302454379636,-0.0023218921061685573,0.9438342124092207,20210205,-0.004731810305262239,0.8919216847829525,202103,-0.004949596578625633,0.8871723959387156
HISTORICAL_DISCOVERY,0050_MA20_SLOPE5,RISING_OR_FLAT,GROUP_CONTEXT_TOP5,2015,2005,403,27,397,0.3451371571072319,0.5466334164588529,0.10822942643391521,0.28428927680798005,0.18802992518703243,-0.0026340659020262277,0.0015445933364647989,0.002796504319353921,0.008465334876794768,0.052811755392444974,0.09328185100804218,-0.04891052192204207,-0.07797545270496843,1.1962976523007536,3.549098601271114e-05,-0.005751320323897632,-0.05747350872484122,1.0008803847719943,0.8679176786162318,8,-0.006483909477510869,0.8516874959360016,-0.0007013593174888094,0.9826715899748599,40,-0.009323476080726168,0.7901528016827521,-0.0035575036512907558,0.9135135663158186,20220126,-0.006091970378155466,0.8604433492413482,202103,-0.0063093932933154994,0.8558313759500886
HISTORICAL_DISCOVERY,0050_MA20_SLOPE5,FALLING,STAGE_A_TOP30,9240,9177,308,23,537,0.3456467255094257,0.5616214449166395,0.09273182957393483,0.2955214122262177,0.20235371036286368,-0.0044061211990426355,-0.0015578148122995957,0.004530551270499443,0.017732494177287714,0.051130076284471096,0.09731625579626718,-0.05145558247655547,-0.08026153230975645,1.2124893830918997,-0.0025316570969427937,-0.00830391359284203,-0.05897597212806939,0.9415304811594774,0.8215432534867534,37,-0.009058126957557753,0.8061195509194778,-0.0032902344256257013,0.9243172430230268,182,-0.011902595253921048,0.7492781109723468,-0.006151279468123971,0.8607514977429122,20210520,-0.008652333347393222,0.8145694040079651,202103,-0.011093093155457206,0.7672825759634476
HISTORICAL_DISCOVERY,0050_MA20_SLOPE5,FALLING,GROUP_CONTEXT_TOP10,3080,3068,308,23,399,0.3559322033898305,0.5466101694915254,0.09745762711864407,0.30378096479791394,0.2001303780964798,-0.0037355214071250393,-0.0003456560450445613,0.006673711880142095,0.019383379031112185,0.04960476808264629,0.09467806853144045,-0.04784087565247467,-0.0757695683121799,1.2495526982726788,-0.00016051624591249304,-0.005946521498229147,-0.05810554001057629,0.9961657892015304,0.8679381164108402,13,-0.006730702683372398,0.8511561962269034,-0.0009492341499889621,0.9774219617027943,63,-0.009603971578723823,0.7910922838642166,-0.003839262880159154,0.9101756748782815,20210517,-0.006367485705314697,0.859050156354437,202004,-0.007586528191287167,0.835156245926112
HISTORICAL_DISCOVERY,0050_MA20_SLOPE5,FALLING,GROUP_CONTEXT_TOP5,1540,1531,308,23,317,0.35401698236446766,0.5434356629653821,0.10254735467015023,0.30568256041802744,0.20117570215545394,-0.0030346195225062268,0.0008919298914438033,0.007540491144056358,0.01822083658119439,0.0501022724992153,0.09278347124428454,-0.04698791259613406,-0.0749815583743887,1.237417216390856,-0.0009281338158929346,-0.006709829956797073,-0.057802237104101435,0.9778892261438208,0.8514630182818033,7,-0.00756034225116039,0.8334002624256226,-0.001783591936352139,0.9577040656692092,31,-0.010335972578246483,0.7758232868318846,-0.004575376707316568,0.8932086020081639,20211018,-0.007187296818830987,0.8414128464761892,202004,-0.008348002081766408,0.8189448979381915
HISTORICAL_DISCOVERY,0050_VOLATILITY20,HIGH,STAGE_A_TOP30,10680,10609,356,26,583,0.37477613347158073,0.5260627768875483,0.09916108964087096,0.324630031105665,0.2260344990102743,-0.0027412424013293296,0.004349650469440989,0.014434663789968384,0.03832101543294309,0.05813823720946531,0.10978607815246136,-0.04598846975387653,-0.06897894024091017,1.5915883568090716,0.004206415948572098,-0.0016048549709391695,-0.05677107364284055,1.1045279076627343,0.9629358919834548,46,-0.002387775169423124,0.9450934668126968,0.0034189639261003116,1.0845916294624727,228,-0.005377720554958272,0.8784707735000585,0.0004116073616694479,1.010008475192303,20210520,-0.0018871145168530238,0.9565198792060845,202103,-0.003482411792127191,0.9209096231881847
HISTORICAL_DISCOVERY,0050_VOLATILITY20,HIGH,GROUP_CONTEXT_TOP10,3560,3536,356,26,433,0.3843325791855204,0.5121606334841629,0.10350678733031674,0.33031674208144796,0.21889140271493213,-0.0019166207269254553,0.004863968102831485,0.013703384875227934,0.03559518291784642,0.055232507057998696,0.10455980844519354,-0.04323414728860433,-0.06635802606921455,1.575691964316912,0.006682169309826635,0.0008565210888668063,-0.05607854884215991,1.1735029625827662,1.0206342175668306,16,5.106405108733704e-05,1.001224603843161,0.005872042436482433,1.1517780651061336,78,-0.0029331730853943082,0.9308964483656967,0.0028704011611882124,1.0728861061269852,20210517,0.0005107246851808583,1.0122689344464093,202108,0.000737808541072306,1.0177502196952422
HISTORICAL_DISCOVERY,0050_VOLATILITY20,HIGH,GROUP_CONTEXT_TOP5,1780,1767,356,26,341,0.3876627051499717,0.5093378607809848,0.10299943406904358,0.33389926428975664,0.22410865874363328,-0.001319968515396489,0.006142929770613395,0.014546891982913562,0.03280085954454595,0.05572086771249401,0.1014264575982099,-0.04215636573264401,-0.06520856865391249,1.5554161008581553,0.007137505412275386,0.0013091568337919703,-0.05590716872853131,1.1876409810552355,1.03190491219565,8,0.0005022367388586806,1.0121843858894792,0.00632587443995979,1.1655507306445505,39,-0.0024879732609465735,0.9407049043667568,0.003318225299384045,1.0853088923694567,20211018,0.0009183966195406619,1.0223185259471355,202201,0.00046257714578358685,1.0111870869417157
