period,cohort,tail_treatment,removed_trades,observations,evaluable_observations,unique_dates,unique_months,unique_stocks,path_success_rate,downside_first_rate,timeout_rate,plus10_before_minus5_rate,plus15_before_minus5_rate,day1_return,day3_return,day5_return,day10_return,mfe5_mean,mfe10_mean,mae5_mean,mae10_mean,mfe_abs_mae,gross_mean,net_mean,median_net,gross_profit_factor,net_profit_factor,top1_positive_winners_removed,top1_removed_net_mean,top1_removed_net_pf,top1_removed_gross_mean,top1_removed_gross_pf,top5_positive_winners_removed,top5_removed_net_mean,top5_removed_net_pf,top5_removed_gross_mean,top5_removed_gross_pf,removed_best_signal_date,remove_best_signal_date_net_mean,remove_best_signal_date_net_pf,removed_best_calendar_month,remove_best_calendar_month_net_mean,remove_best_calendar_month_net_pf
HISTORICAL_DISCOVERY,STAGE_A_TOP30,ORIGINAL,0,22050,21937,735,36,710,0.35123307653735697,0.5565482973970917,0.09221862606555135,0.299858686237863,0.20563431645165703,-0.0035876345979332955,0.0007324849735841881,0.005218609580774094,0.014685216834081888,0.05466720961806812,0.09873434199949929,-0.05113639650156463,-0.0799365142134015,1.235159463370074,-0.001318744346892492,-0.007097842528103798,-0.058578264114997024,0.9692693346937196,0.8461190412360942,88,-0.007842903346173753,0.8306482394039478,-0.002068109109419347,0.9520002330587582,438,-0.010711045423494627,0.7724214064349025,-0.004952959099791186,0.8868858027160006,20210520,-0.007241669312370817,0.843182061971899,202103,-0.0085415216300873,0.8171218607630802
HISTORICAL_DISCOVERY,STAGE_A_TOP30,REMOVE_TOP1_PERCENT_POSITIVE_WINNERS,88,21962,21849,735,36,710,0.3486200741452698,0.5587898759668635,0.09259004988786672,0.2970387660762506,0.20243489404549408,-0.0037516331720001132,0.00021131485997411372,0.0045035810026516476,0.013650812685889559,0.05400859482223853,0.09766821519303316,-0.05144030665359881,-0.08032835167697731,1.2158623095589496,-0.002068109109419347,-0.007842903346173753,-0.05871753187899079,0.9520002330587582,0.8306482394039478,87,-0.0085699869941991,0.8156851796950921,-0.002799422780334759,0.9352855276069943,434,-0.011381451442177063,0.7591220663475304,-0.005627309414294679,0.8719873198164211,20210520,-0.007988334630260085,0.827707952084546,202103,-0.009271529126862561,0.8022660456698912
HISTORICAL_DISCOVERY,STAGE_A_TOP30,REMOVE_TOP5_PERCENT_POSITIVE_WINNERS,438,21612,21499,735,36,710,0.33801572166147265,0.5678868784594633,0.09409739987906414,0.2855946788222708,0.18945067212428485,-0.004281333316268225,-0.0017335221621890809,0.0017265287525345015,0.01017827426576489,0.0515563186041063,0.09416945405895555,-0.05254734446687592,-0.08174089760146902,1.1520482013554885,-0.004952959099791186,-0.010711045423494627,-0.059200820887661786,0.8868858027160006,0.7724214064349025,84,-0.011381451442177063,0.7591220663475304,-0.005627309414294679,0.8719873198164211,416,-0.013982208165208843,0.7086671477910299,-0.008243301407455125,0.8153846938287881,20200320,-0.010850863361242918,0.7697088360599107,202103,-0.01198416420354695,0.7482587875218942
HISTORICAL_DISCOVERY,STRONG_GROUP_CONTEXT,ORIGINAL,0,8968,8918,676,36,559,0.36364655752410857,0.532406369141063,0.10394707333482844,0.3093742991702175,0.20811841220004484,-0.001610957284890695,0.003918169746718549,0.010285570251339502,0.024708161537494888,0.05436795059739602,0.09898974744124683,-0.04473172351016192,-0.07056457098544512,1.4028250446199806,0.0019459010324953327,-0.0038521777444877137,-0.05720093822047212,1.047937641466802,0.9118805445723265,38,-0.004626529862595796,0.8946180199851961,0.0011670646086543923,1.0286283495595032,186,-0.007509685067261094,0.8317971034966941,-0.0017329464001911757,0.9581989391484841,20211123,-0.0038703114950639026,0.9114756584329711,202211,-0.005215422563044893,0.8825163892335645
HISTORICAL_DISCOVERY,STRONG_GROUP_CONTEXT,REMOVE_TOP1_PERCENT_POSITIVE_WINNERS,38,8930,8880,676,36,559,0.36092342342342343,0.5346846846846847,0.1043918918918919,0.3064189189189189,0.20472972972972972,-0.0017372720011947982,0.0034385683406215994,0.009617736803699746,0.023562186763981283,0.05377265923922093,0.09788545402646048,-0.04500223538245343,-0.0709388803199139,1.3798562027625092,0.0011670646086543923,-0.004626529862595796,-0.0573233279921311,1.0286283495595032,0.8946180199851961,37,-0.005364231827346545,0.8783239276744675,0.0004250457532128776,1.010383021487038,184,-0.008190491865218238,0.8173046334298008,-0.0024177153096646385,0.9419218013216419,20211123,-0.004644828432930969,0.8942131338458407,202102,-0.005963720149888926,0.8657848187030135
HISTORICAL_DISCOVERY,STRONG_GROUP_CONTEXT,REMOVE_TOP5_PERCENT_POSITIVE_WINNERS,186,8782,8732,676,36,559,0.3500916170407696,0.5437471369674759,0.10616124599175447,0.29466330737517177,0.1912505726065048,-0.002149625835239366,0.0019944300560761226,0.007184219349218368,0.019793289052422322,0.05171045051560835,0.09430700045764749,-0.04591782060338313,-0.07222648042618197,1.3057122526416416,-0.0017329464001911757,-0.007509685067261094,-0.05781873310466659,0.9581989391484841,0.8317971034966941,36,-0.008190491865218238,0.8173046334298008,-0.0024177153096646385,0.9419218013216419,177,-0.010791676561374433,0.763186229185994,-0.0050341984106643195,0.8810296365089555,20211123,-0.007528624038880685,0.8313922173573387,202211,-0.008841871401823503,0.8049126264944187
HISTORICAL_DISCOVERY,GROUP_CONTEXT_TOP15,ORIGINAL,0,11025,10974,735,36,638,0.3501002369236377,0.5496628394386732,0.10023692363768909,0.29733916529979953,0.19901585565882995,-0.003063906370483422,0.001366128867623029,0.005541101612273412,0.016161486691870064,0.0527300729702291,0.09666876249325083,-0.04868001452267247,-0.07685378621626217,1.2578269367397261,-0.000724543987692945,-0.006507089101747316,-0.05811111519115287,0.9827105744853537,0.8557153555814859,45,-0.007263457725462108,0.8396044765405579,-0.0014852927998755528,0.9647025483641721,222,-0.010128344944733919,0.7799627828985836,-0.00436688708212147,0.8979032146430508,20210517,-0.006677535288659504,0.852138358654336,202103,-0.008109800339146945,0.8227413317421457
HISTORICAL_DISCOVERY,GROUP_CONTEXT_TOP15,REMOVE_TOP1_PERCENT_POSITIVE_WINNERS,45,10980,10929,735,36,638,0.34742428401500597,0.5519260682587611,0.10064964772623296,0.29444596943910695,0.19571781498764754,-0.0032262781990994934,0.0008303012106599906,0.004791089540559321,0.015011922910535927,0.052054637351440045,0.09557304402398667,-0.04898620624211487,-0.07726332315830974,1.2369781691652193,-0.0014852927998755528,-0.007263457725462108,-0.05820588430627611,0.9647025483641721,0.8396044765405579,44,-0.007991559923408177,0.8242366191601669,-0.002217645936218589,0.9475106140153795,219,-0.01078950905546886,0.7665146915469532,-0.005031938180523033,0.8828140303515498,20210517,-0.0074356462257119185,0.836027479613408,202103,-0.008843400658394077,0.8074687766221272
HISTORICAL_DISCOVERY,GROUP_CONTEXT_TOP15,REMOVE_TOP5_PERCENT_POSITIVE_WINNERS,222,10803,10752,735,36,638,0.3366815476190476,0.5610119047619048,0.10230654761904762,0.28283110119047616,0.18247767857142858,-0.0036865110196290254,-0.0009299688734301885,0.0021887166293477938,0.011430513174499368,0.04976128449879005,0.09201519434719567,-0.05000226310291874,-0.07864134668293139,1.170061274741204,-0.00436688708212147,-0.010128344944733919,-0.05866205268317095,0.8979032146430508,0.7799627828985836,42,-0.01078950905546886,0.7665146915469532,-0.005031938180523033,0.8828140303515498,210,-0.013372806181017879,0.7151514807754844,-0.007630402719068535,0.8250873088158742,20210517,-0.010307374338420749,0.7763857859714335,202103,-0.011531410103926575,0.7527328368478708
HISTORICAL_DISCOVERY,GROUP_CONTEXT_TOP10,ORIGINAL,0,7350,7319,735,36,583,0.35619620166689436,0.539827845334062,0.10397595299904358,0.3005875119551851,0.19825112720316984,-0.0028454433520954583,0.0019477260586799863,0.006160685831136702,0.015785613435768137,0.05247563361247523,0.09552571804158123,-0.04748577101254937,-0.07565622740522153,1.2626286205091477,0.0007692049794228704,-0.005021952350834233,-0.05767234518124338,1.018768015492587,0.8862354834535761,30,-0.005773775967542739,0.8697402112805989,1.3028190480051379e-05,1.0003165749660445,150,-0.008663643372338815,0.8077609383714208,-0.002893691964046321,0.9308431190708298,20210517,-0.005196813871397052,0.8824351172599233,202103,-0.006545674230314166,0.8536998104339063
