period,feature,bucket,lower,upper,observations,evaluable_observations,unique_dates,unique_months,unique_stocks,path_success_rate,downside_first_rate,timeout_rate,plus10_before_minus5_rate,plus15_before_minus5_rate,day1_return,day3_return,day5_return,day10_return,mfe5_mean,mfe10_mean,mae5_mean,mae10_mean,mfe_abs_mae,gross_mean,net_mean,median_net,gross_profit_factor,net_profit_factor,top1_positive_winners_removed,top1_removed_net_mean,top1_removed_net_pf,top1_removed_gross_mean,top1_removed_gross_pf,top5_positive_winners_removed,top5_removed_net_mean,top5_removed_net_pf,top5_removed_gross_mean,top5_removed_gross_pf,removed_best_signal_date,remove_best_signal_date_net_mean,remove_best_signal_date_net_pf,removed_best_calendar_month,remove_best_calendar_month_net_mean,remove_best_calendar_month_net_pf
HISTORICAL_DISCOVERY,txo_oi_pc_ratio,3,1.0925146220771194,1.1604820573932766,2190,2179,73,25,484,0.3428178063331804,0.5722808627810922,0.08490133088572739,0.29508949059201467,0.20192748967416246,-0.008536652985704545,-0.001717918718580341,-0.0002062967574963981,0.025182743851742732,0.04863312913794966,0.09788864248783995,-0.05520427916236941,-0.08028837304969567,1.219213178317243,-0.004506890500751024,-0.010267505271389721,-0.06001644754408247,0.8996305446180912,0.7868751858425409,9,-0.011042075062455215,0.771743958221832,-0.0052859351673794725,0.8827672650728506,43,-0.013875628980391479,0.7176643104519687,-0.008136034115887677,0.8223843047619569,20210520,-0.011777930234273013,0.7583910129798953,202211,-0.011062809592370134,0.7727415330073757
HISTORICAL_DISCOVERY,txo_oi_pc_ratio,4,1.1604820573932766,1.2257975044846732,2220,2205,74,27,487,0.3746031746031746,0.526984126984127,0.09841269841269841,0.32154195011337866,0.2235827664399093,-0.0011884794907793522,0.006894577338083525,0.007221892812698694,0.013792794064130455,0.06020698191785067,0.10329720869491227,-0.04825109254843939,-0.07856367800048751,1.3148214457865794,0.004493476626201807,-0.0013191259353435283,-0.057097508916391954,1.1113077829466338,0.9696323003660862,10,-0.002136155053944693,0.9510464332582941,0.003671746134808481,1.0905402360974465,47,-0.005040817641258271,0.8864284719282385,0.000750138041113655,1.0181855768736496,20210519,-0.002533050166188786,0.942263226717991,202102,-0.002347713780094726,0.9464791311076095
HISTORICAL_DISCOVERY,txo_oi_pc_ratio,5,1.2257975044846732,1.4009816823066563,4410,4376,147,30,559,0.36654478976234006,0.5525594149908593,0.08089579524680073,0.31512797074954296,0.2273765996343693,-0.0010195885567729917,0.004395772760978355,0.010135583245461193,0.008600631553265941,0.06164248171596711,0.10275023568903091,-0.04952268505873722,-0.08242924264047548,1.246526504400723,0.0005400749644689841,-0.005249969068504683,-0.0585271739970431,1.0126377003721492,0.8856488954707994,18,-0.006009290086294872,0.8696482995393671,-0.00022364157833434098,0.9947883352650774,89,-0.008927549563479197,0.8095012811228782,-0.003158855619130143,0.927586430619605,20210326,-0.005936779011124601,0.8714692906727551,202004,-0.006194481366929614,0.8665669499503429
HISTORICAL_DISCOVERY,txo_oi_pc_ratio,6,1.4009816823066563,,4410,4391,147,25,475,0.3919380551127306,0.5167387838761103,0.09132316101115918,0.3502618993395582,0.2539284900933728,-0.0019151857076667117,0.007929932302646246,0.01453987398464694,0.0328181827606209,0.06602288637142084,0.12091926792717646,-0.04983719962393219,-0.077837265260081,1.5534881335198982,0.006635779126582225,0.0008104107173091631,-0.056356382912160524,1.1654056773758859,1.0188015043741683,20,1.4833910836101623e-06,1.000034257877963,0.005822173359541933,1.1444644512656557,97,-0.0030352341486768264,0.9311382227733956,0.00276777968295516,1.067466566740744,20200331,0.0001575149072874894,1.0036316858744514,202103,-0.00019453729119177178,0.9955269899846475
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_ratio,1,,0.9179254460963615,2910,2900,97,19,455,0.3682758620689655,0.5306896551724138,0.10103448275862069,0.31103448275862067,0.20517241379310344,-0.0038352787396554494,0.007337200707685027,0.012322207571238203,0.016053869408389557,0.05637877955544582,0.09415539364396402,-0.04439958738134016,-0.07160749313907998,1.314881858258748,0.0020155417207993113,-0.0037832160799677033,-0.05693827519325662,1.049313703355401,0.9140296876833762,13,-0.004598233623549232,0.8959775265259629,0.0011958021101582488,1.0291262067181377,61,-0.007475861447224822,0.8336909066257484,-0.0016986341490967413,0.9593141801731666,20230815,-0.004712947124541828,0.8938436944988167,202302,-0.00457655528944519,0.8970615011280308
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_ratio,2,0.9179254460963615,1.0925146220771194,4470,4448,149,21,536,0.3358812949640288,0.5530575539568345,0.1110611510791367,0.27585431654676257,0.18053057553956833,-0.0031299763030066974,-0.0025111608692911457,2.3193311982156424e-05,0.002686544971231745,0.048680857563311176,0.08377882022135795,-0.04932058218762361,-0.07696420787926599,1.0885426164949565,-0.002332863035391645,-0.00810639626430283,-0.05791342130121878,0.9444341753448332,0.8207822780352901,18,-0.008858354055801963,0.8049503814672988,-0.0030891790705604404,0.926717453227794,88,-0.011681160268012546,0.7468599762670791,-0.005928470876245553,0.8615850743302947,20240910,-0.008696335249334993,0.8086478929005854,202304,-0.008617618010709156,0.810362271510125
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_ratio,3,1.0925146220771194,1.1604820573932766,2040,2031,68,20,444,0.34219596258000984,0.533727227966519,0.1240768094534712,0.2919743968488429,0.189561792220581,-0.002682034990008326,-0.0003558734607555984,0.0023627347664230748,0.01687118351838206,0.04673797085890738,0.08813605963964581,-0.04448804092217146,-0.06654068475500499,1.3245439232276082,0.0015115522573954905,-0.004283235855800416,-0.05653456185236499,1.0391617392971948,0.8975865847399431,9,-0.005084768575451582,0.8789604559355314,0.0007053590108051657,1.018193667452752,41,-0.0078067260447960375,0.8171070554685055,-0.002032564483670549,0.9484027813790643,20230214,-0.0054942849788756345,0.870318009489081,202302,-0.006842519125123497,0.841932264088485
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_ratio,4,1.1604820573932766,1.2257975044846732,1620,1613,54,19,423,0.38561686298822073,0.5009299442033478,0.1134531928084315,0.3254804711717297,0.2194668319900806,-0.0016437541713819474,0.007475382028648366,0.010464512213774025,0.00919111947426148,0.05200294262019586,0.08875571772020681,-0.038681173057478875,-0.06566865341861663,1.3515690226570893,0.008739369728734764,0.0029024029232112363,-0.055477108828889565,1.2351755155864397,1.0723020049644436,8,0.0020355610349481303,1.0504565365357357,0.007867508813890247,1.2106637929327286,36,-0.0009223413025143936,0.9775362829280991,0.004892328100894061,1.1287137349836969,20230406,0.0015720557578749977,1.0387182200457785,202304,-0.0004343621976853689,0.9895031358765558
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_ratio,5,1.2257975044846732,1.4009816823066563,2280,2277,76,19,428,0.34606938954765043,0.5384277558190602,0.11550285463328941,0.2872200263504611,0.19982433025911286,-0.004184066286334798,-0.0020384817249428965,0.0033250948233029807,0.020619042421736154,0.04701885084200335,0.09104238381909832,-0.04656166736187707,-0.06967839707304202,1.3066084703937864,0.001132349875201016,-0.0046604426257325655,-0.05720093822047212,1.0287460211325294,0.8905717786015208,10,-0.0054624064168792615,0.8723047702668718,0.0003257299091386792,1.0082327178497024,47,-0.00830274993758208,0.8090736082265205,-0.002531241835522672,0.9370678489867087,20240130,-0.005435326018261117,0.8731050753740288,202410,-0.005049749572058446,0.8819180796032807
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_oi_pc_ratio,6,1.4009816823066563,,1110,1109,37,13,320,0.3327321911632101,0.5807033363390441,0.08656447249774572,0.2840396753832281,0.19477006311992787,-0.005525824659060052,-0.007678996403767477,-0.0036983069809679516,0.013897539664432591,0.04485192889815835,0.08345448370724387,-0.052986862062172436,-0.07635649611464702,1.092958529447703,-0.004678626331527167,-0.010438411114549791,-0.06030589090696625,0.8939659490760052,0.7799265303620788,5,-0.011310248014697372,0.762620643235743,-0.005555488244400014,0.8746608477442741,22,-0.01410980702616343,0.7084236029734226,-0.008371413345645787,0.8140381847585779,20240220,-0.011876912793742176,0.7534284953113692,202402,-0.014430318650164116,0.7065902321488552
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_ratio,1,,0.9179254460963615,2190,2189,73,12,278,0.3325719506624029,0.5842850616719963,0.08314298766560073,0.28506167199634536,0.1927820922795797,-0.004770938161923634,-0.003341930599603977,0.0013584139701996426,0.003077582187804098,0.05270964649898217,0.09078273612311674,-0.05704259215202252,-0.09145652104670283,0.992632729565101,-0.0058215255828489515,-0.011574832963405115,-0.0602637200874284,0.8706034039108478,0.7605073547328108,9,-0.012379566317224793,0.7449098957853596,-0.00663091573183873,0.8532188512090672,42,-0.015228821850843554,0.6909490822273058,-0.0094967815009116,0.7929626165092633,20250410,-0.013035317069930746,0.7333165326819293,202512,-0.013454061497401842,0.7260188271614287
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_ratio,2,0.9179254460963615,1.0925146220771194,2160,2155,72,12,294,0.34663573085846866,0.5327146171693735,0.12064965197215777,0.28584686774942,0.18607888631090488,-0.00219288270139841,0.00021745068138111473,0.0016615583401075591,0.016959072059335827,0.04502990145448885,0.08822362431490884,-0.043064876413235635,-0.06697868115491956,1.3171896309939337,0.0012601938573652174,-0.004533332620808943,-0.05719816462632948,1.0323298911584626,0.8925564277810373,9,-0.005293136683778922,0.8750723974443787,0.000496000551759997,1.012671600923352,44,-0.008096754968414131,0.8120186306345538,-0.002323974577663072,0.9415964540584759,20250423,-0.0053437495134282505,0.8742945545682892,202512,-0.007151016528881347,0.8350210282353268
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_ratio,3,1.0925146220771194,1.1604820573932766,540,540,18,9,202,0.28888888888888886,0.6018518518518519,0.10925925925925926,0.2351851851851852,0.13148148148148148,-0.005373117360678264,-0.00445515744483882,-0.005337477400687062,-0.00015733173694954712,0.04222923942520246,0.07225875415556031,-0.053093862386366056,-0.07740929506746622,0.9334635342252252,-0.011833908853001639,-0.01755238130821733,-0.060349426063800046,0.7392837856539252,0.6409722870061935,2,-0.01828353284446416,0.6274019653450605,-0.01256924617717475,0.7241089769446203,10,-0.021082713075079428,0.5767465217975676,-0.015384764387311177,0.6673306567233227,20250205,-0.02164869552740429,0.574902176986115,202507,-0.020179710714288857,0.6014942779145733
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_ratio,4,1.1604820573932766,1.2257975044846732,480,479,16,7,198,0.38413361169102295,0.524008350730689,0.0918580375782881,0.33402922755741127,0.23799582463465555,-0.004255870326273148,0.0063459483003254205,0.021064757115369728,0.0195704931553637,0.05980967105781062,0.10354332209068584,-0.03917753803433483,-0.06772489523921575,1.5288812441119823,0.0064634635721663725,0.0006404092394513652,-0.05652444674574832,1.1746715156543885,1.015970172173386,3,-0.0004592856236591521,0.9886183218612082,0.005357374806211974,1.1438733160642658,11,-0.0032799567484851316,0.9200846021728827,0.002520181712808967,1.0665424793897578,20250811,-0.0037042577360333045,0.9110254104637581,202508,-0.02086937732353651,0.5667676449134172
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_ratio,5,1.2257975044846732,1.4009816823066563,1170,1168,39,7,232,0.3398972602739726,0.5565068493150684,0.1035958904109589,0.2842465753424658,0.19263698630136986,-0.005956134432365486,0.002520410533762057,0.006045311942787894,0.01775762279513242,0.049499473004864215,0.08931777443322414,-0.0468360523306138,-0.07023921427467625,1.271622630685184,-0.00039077067983137834,-0.006174685869944662,-0.058314845772343624,0.9903668374207769,0.8590580031916198,5,-0.006955801743157227,0.8419081000341304,-0.0011764163069330818,0.9711234817640966,24,-0.00980585549561189,0.7807729082950173,-0.004043058748606752,0.902379696577941,20251126,-0.007650574997867327,0.8282393225450593,202512,-0.01349102338170259,0.7099350347886656
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_oi_pc_ratio,6,1.4009816823066563,,750,750,25,8,198,0.332,0.5893333333333334,0.07866666666666666,0.2653333333333333,0.16933333333333334,0.0010692747596746177,-0.0031044204186800608,-0.01128137207466447,0.011584298000044619,0.044860772492912,0.08177730879523583,-0.05122239127651487,-0.07478501390587125,1.0934986105393454,-0.00522328894239271,-0.010979683450916784,-0.05935518067671923,0.879023344494959,0.7643252395905923,3,-0.011733442930335108,0.7491534926037712,-0.005981443393703468,0.8620178656122048,14,-0.014377570252569022,0.6971515856399451,-0.008640981045061316,0.8036019703290778,20251229,-0.012801618676043944,0.7290079625519867,202511,-0.01406106713877894,0.7066372624285359
HISTORICAL_DISCOVERY,txo_volume_pc_change_1,1,,-0.13420049835421471,4410,4385,147,36,598,0.35279361459521097,0.5630558722919042,0.08415051311288484,0.3033067274800456,0.20364880273660205,-0.00400042767932549,-0.002551046650496074,0.0058115517375159605,0.015403162263956174,0.052609481732202444,0.09750421641001136,-0.05134596721448119,-0.07876831886057431,1.237860828064656,-0.0014808363070403182,-0.007258554774926368,-0.05900167105444537,0.9654875070005489,0.842666169589898,18,-0.008020635360755323,0.8268612314080824,-0.002247323025889242,0.947838703986289,87,-0.010858340166864764,0.7693081700987707,-0.0051015935655083795,0.883460822846643,20200331,-0.00796793424502317,0.8283692975281952,202103,-0.009158445656187196,0.8048593405893881
HISTORICAL_DISCOVERY,txo_volume_pc_change_1,2,-0.13420049835421471,-0.04015591298498878,4410,4387,147,36,596,0.3533166172783223,0.5450193754273991,0.10166400729427855,0.30271255983587875,0.21381354000455893,-0.0027429964001142093,0.0007162912441879389,0.009998728576602733,0.018962614750285704,0.05675060082652011,0.10208145651360931,-0.0488619773713937,-0.07642624451003259,1.3356858912543965,-3.1441872515563976e-05,-0.00581834470988597,-0.058034042414297896,0.9992553769331,0.8718807972916579,18,-0.006574909168546909,0.8558153765575625,-0.0007923790667569608,0.9813114551468649,89,-0.009459594311488302,0.7959267561076351,-0.0036938574055090097,0.9142948368035229,20210520,-0.006532695967262852,0.856979284435914,202211,-0.0072407188652752865,0.8431338875118188
HISTORICAL_DISCOVERY,txo_volume_pc_change_1,3,-0.04015591298498878,-0.0030135610999985074,2190,2183,73,30,494,0.3522675217590472,0.5643609711406321,0.08337150710032067,0.2945487860742098,0.19514429683921208,0.0025585883646685455,0.0020380100933076635,-0.0021520786113670845,-0.0022247335983994945,0.05669265121561323,0.09537542040209067,-0.05305895514374748,-0.09077247538172761,1.0507085986253673,-0.0024214426327093873,-0.00819453526196413,-0.058786452935782135,0.945035634954737,0.8267286105452247,9,-0.008965111736238401,0.8112164970245996,-0.003196460461940598,0.9277426264156908,43,-0.011758736849337629,0.7562620025915112,-0.006006369688478619,0.8663468718919015,20200325,-0.009422115599016226,0.8030469677532962,202102,-0.010833303219373642,0.7763908688387394
HISTORICAL_DISCOVERY,txo_volume_pc_change_1,4,-0.0030135610999985074,0.03860696299572745,2190,2181,73,31,505,0.3255387436955525,0.5965153599266392,0.07794589637780834,0.2764786795048143,0.176983035304906,-0.0028095357325588167,-0.0016086266146699817,-0.009137524642455413,0.002367895179799553,0.04913542154104907,0.08998443162894565,-0.05525359010063178,-0.08766567483728424,1.0264499964891074,-0.008106989590826699,-0.013846525031170868,-0.06101919001824864,0.8253490913428534,0.722015149778836,8,-0.014554266706167789,0.7088782033435754,-0.008818810280084282,0.8107110359022482,40,-0.017295621711407787,0.6591388439640982,-0.011576103800325836,0.7551869028900425,20200401,-0.015168163197088367,0.6987990574780032,202004,-0.015168163197088367,0.6987990574780032
HISTORICAL_DISCOVERY,txo_volume_pc_change_1,5,0.03860696299572745,0.13531403054561905,4410,4384,147,36,596,0.36724452554744524,0.5387773722627737,0.09397810218978102,0.31843065693430656,0.2258211678832117,-0.00477453713861909,0.003250614234267087,0.007877469415151769,0.023856148213941653,0.05711939337995323,0.10353422312856808,-0.051055322440094676,-0.07688320983807757,1.3466428280845681,0.0017239843193451625,-0.004073005919367837,-0.057848360177711625,1.0413549036179455,0.9090736577826716,19,-0.004865409830236303,0.8918546600327134,0.0009269967937437911,1.0221404088420063,92,-0.007812942711244598,0.829243011442747,-0.002037695992014859,0.9521455575444587,20210326,-0.004750444393449614,0.8945867767982173,202003,-0.005354269681937791,0.8818636082843128
HISTORICAL_DISCOVERY,txo_volume_pc_change_1,6,0.13531403054561905,,4410,4387,147,36,599,0.3453385001139731,0.5545931160246181,0.1000683838614087,0.29063141098700707,0.19968087531342604,-0.006166926787017107,0.002405361991816431,0.008276334156276741,0.015112795109609039,0.05433422332401133,0.09830346718571506,-0.05014999193587999,-0.07847498287381259,1.2526726809712923,-0.0013847268368447699,-0.007163203086968874,-0.058234061233255405,0.9674112423897022,0.8432984161069068,18,-0.007924303599644366,0.8273599161005418,-0.0021502230227513812,0.9496033564867276,88,-0.010790209844115524,0.7686892464152307,-0.005032825804710691,0.88393122402592,20200320,-0.007870785152627771,0.828798673938188,202103,-0.00841299889390126,0.8176858863495321
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_1,1,,-0.13420049835421471,3210,3198,107,24,535,0.33677298311444653,0.5500312695434647,0.1131957473420888,0.28361475922451534,0.1894934333958724,-0.006981134178103023,0.000492771627172965,0.0025248709699907737,0.014881490737326178,0.04659390791985633,0.08793591800613634,-0.04747067503363543,-0.0715406308837064,1.2291744833657041,-0.0015256846141115756,-0.00730356443189196,-0.05790417634418023,0.9629640821958022,0.8357490778163148,13,-0.00805074773955551,0.8196815574398659,-0.0022772016867837037,0.944945754000865,63,-0.010798480128609114,0.7619354823251971,-0.005041033295178458,0.8800398509648072,20230215,-0.007985401506466218,0.8217080489258223,202302,-0.00970866798668816,0.7890580065288716
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_1,2,-0.13420049835421471,-0.04015591298498878,2670,2660,89,23,505,0.3545112781954887,0.5368421052631579,0.10864661654135338,0.2981203007518797,0.19360902255639098,-0.0017270577819156238,0.0030180119422602574,0.0060235936868801,0.005197491394381069,0.05163122666769426,0.0854941225430104,-0.044780935443310924,-0.07325070558043788,1.1671440140481353,0.000823697140347662,-0.004967678349961901,-0.056832236803945266,1.0203145663020907,0.8863399945332323,11,-0.005723421328256889,0.8695901955468066,6.356628832535706e-05,1.001561231020638,55,-0.00862238487696439,0.8067997429071085,-0.0028523787298493034,0.9311072886887957,20240910,-0.0059228832543124195,0.8655407882508264,202304,-0.006070270103398022,0.8624580424119729
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_1,3,-0.04015591298498878,-0.0030135610999985074,1140,1136,38,19,382,0.3221830985915493,0.5484154929577465,0.12940140845070422,0.2711267605633803,0.16637323943661972,-0.004239625495148361,-0.007476828423140156,-0.0004084105175037045,0.006210583318415585,0.04553137271515714,0.08010318097736846,-0.0505181172235935,-0.07635456666334088,1.0490948279564705,-0.004328248583963597,-0.010089827270673824,-0.05733653708913273,0.8974500526067549,0.778224326256689,5,-0.01093632366669338,0.7606762472549466,-0.005179622953603448,0.8778184397792711,22,-0.013639840207153904,0.7060006855481669,-0.00789894323056241,0.8164733664610158,20230316,-0.011657636107035275,0.7479318759240845,202303,-0.011657636107035275,0.7479318759240845
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_1,4,-0.0030135610999985074,0.03860696299572745,1560,1556,52,21,425,0.37724935732647813,0.538560411311054,0.08419023136246787,0.3245501285347044,0.2377892030848329,-0.004824020832364675,0.00041332504783067397,0.0076399800925912266,0.017466318846986604,0.053632239299387555,0.09870814074736994,-0.047921556487140214,-0.07331322737391546,1.3463892435662965,0.003518457875743186,-0.0022887715450039584,-0.05726213310630161,1.0866517312386428,0.9476373171423783,7,-0.0030989810446332244,0.9294202380216879,0.0027035505984846038,1.0662828563454685,33,-0.006032072439416688,0.8649245871745703,-0.00024671146726046214,0.9940529096702134,20230406,-0.003770865120871404,0.9147961535205599,202306,-0.004430470088106622,0.900989149224259
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_1,5,0.03860696299572745,0.13531403054561905,2820,2812,94,24,501,0.34246088193456614,0.548719772403983,0.10881934566145092,0.2855618776671408,0.1895448079658606,-0.0025349312412005077,0.0007791754873793066,0.00253398633521052,0.009116414917788031,0.050209839600123325,0.0851136859872895,-0.046432087856516195,-0.07172680270979502,1.1866371115363596,-0.0003603368648234803,-0.006145131547253385,-0.05764542279832575,0.9911454230140265,0.8601224549452896,12,-0.006931303211621123,0.8429006348708924,-0.0011510741922531485,0.9718352983833087,56,-0.009725588522692247,0.783031540503773,-0.0039616842222042785,0.9045880272584164,20230426,-0.0069433878991298865,0.8430796468588041,202304,-0.0069433878991298865,0.8430796468588041
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,txo_volume_pc_change_1,6,0.13531403054561905,,3030,3016,101,23,519,0.3647214854111406,0.5205570291777188,0.11472148541114058,0.2984084880636605,0.19728116710875332,-0.0008050502438427368,0.0014394321065193329,0.006080449592356209,0.016138609358375744,0.05070535137763177,0.09123357983184431,-0.04383885334606572,-0.06905156055206958,1.3212384934160608,0.004366169921584344,-0.0014456145324495118,-0.056266818731635915,1.1124778264806192,0.9655025166536589,13,-0.0022222082204774265,0.9471988169858446,0.00358508309266463,1.0919579969702018,64,-0.005145598319549171,0.8798134676268857,0.0006446331620157537,1.0162541379456111,20230815,-0.00231574181024663,0.9452010624810899,202305,-0.003037794487016163,0.9287208164227275
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_1,1,,-0.13420049835421471,1710,1708,57,12,298,0.3202576112412178,0.5755269320843092,0.10421545667447307,0.2640515222482436,0.18266978922716628,-0.0037607442873348997,-0.002278590137444855,0.0014092500797987999,0.008357270367362883,0.046053170803859615,0.08595998350608348,-0.04967146527044766,-0.07719269124807489,1.1135767145341917,-0.005902460949182436,-0.011655214161365657,-0.05914045960242621,0.8631761750215347,0.7494667443784989,7,-0.012455690234538486,0.7333575013586021,-0.0067075726279287075,0.845150275941961,32,-0.01513189638790362,0.6808281132752291,-0.009399377410592663,0.7861969773775476,20250808,-0.012974259417105546,0.724677063200028,202512,-0.01601500208871619,0.6688218726546105
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_1,2,-0.13420049835421471,-0.04015591298498878,1320,1318,44,12,286,0.34294385432473445,0.563732928679818,0.09332321699544764,0.2905918057663126,0.18361153262518967,-0.004123502957971563,0.000606521307080318,0.005849489577785662,0.012652384294398,0.0505940460841396,0.08951214540739859,-0.047303181409957214,-0.07536678117457986,1.1876869890469697,-0.0014410608243672427,-0.007218664891071452,-0.05828342740834343,0.9656184420660053,0.8402354257925675,6,-0.008060697781958635,0.8224115697535201,-0.002287945377870582,0.9456615411440952,26,-0.010812217850280992,0.7654229631716393,-0.005055511463966956,0.8817624443095162,20250410,-0.009565326493415268,0.792191898234947,202512,-0.009074275554921215,0.8031094330653363
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_1,3,-0.04015591298498878,-0.0030135610999985074,510,510,17,9,194,0.34901960784313724,0.5823529411764706,0.06862745098039216,0.2901960784313726,0.20588235294117646,-0.006161132272468664,-0.005946338795024717,0.004851616497131888,-0.004348556260094962,0.050707008409467874,0.09286113019792962,-0.054178348546576764,-0.09277885589864991,1.000886778549733,-0.0032301398845492888,-0.00899813297560891,-0.06017542353355259,0.9251199755568729,0.8062956536015268,2,-0.009735565506761723,0.7912426966191193,-0.003971858886609726,0.908286768981683,10,-0.012598047647468563,0.7341173286415068,-0.006851005396554846,0.844296352999196,20250421,-0.013530073151564365,0.7194969802479019,202504,-0.013767039556876646,0.7143517698307231
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_1,4,-0.0030135610999985074,0.03860696299572745,540,540,18,8,218,0.34444444444444444,0.5648148148148148,0.09074074074074075,0.28703703703703703,0.1962962962962963,0.0007706341594652195,-0.0030754550139300467,-0.013605787995581,-0.004980253606440924,0.05174859427444473,0.08765174126472898,-0.05822524787624182,-0.08721913815375404,1.0049599562679963,-0.0045604459887909,-0.010321887625669223,-0.05996003211260431,0.8961157320342448,0.7812714651231603,3,-0.011351406503453843,0.7607915485589655,-0.00559598222024825,0.8732350121637192,11,-0.01400475502755556,0.7092740850144754,-0.00826474031489352,0.8155691398690168,20250310,-0.0135877414733026,0.7216461840045492,202507,-0.016128450408709135,0.6829376608545797
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_1,5,0.03860696299572745,0.13531403054561905,1170,1169,39,12,285,0.33704020530367834,0.5449101796407185,0.11804961505560307,0.2797262617621899,0.1710863986313088,-0.005379530206324552,-0.00013453945254119162,0.004965094290677185,0.016087431611606248,0.04677659461775888,0.08457469438884216,-0.04450719593635047,-0.06778792642367518,1.247636546075322,0.0005846417770220225,-0.0052051287440404515,-0.057519242351511526,1.0150429537300605,0.8763554826254653,5,-0.0059907850910825965,0.8583013876211719,-0.00020556376398065733,0.9947334246226351,24,-0.008816812691287637,0.7948620657211035,-0.0030481382016368844,0.9231809550750524,20250811,-0.00707178511936738,0.8345944702239608,202502,-0.006957140532091665,0.8386702471934657
STRESS_PREVALENCE_SEEN_NOT_BLIND,txo_volume_pc_change_1,6,0.13531403054561905,,2040,2036,68,12,305,0.34577603143418467,0.5550098231827112,0.09921414538310412,0.2917485265225933,0.19400785854616895,-0.0026479695976653747,0.001152092596237519,0.0006453251656310389,0.018247983548071185,0.049855607371947115,0.09074795998635002,-0.04908797270931265,-0.07468989095181848,1.214996552142383,-0.0011240240290653148,-0.006903731811645504,-0.05829129677979758,0.972890545912123,0.845613542340582,9,-0.007727916125577589,0.8279464390976494,-0.0019529515423126762,0.9531065031741147,41,-0.01058191027438363,0.7681246984986185,-0.00482358844324258,0.8860063790802466,20250422,-0.008104464767030852,0.8204493354386395,202512,-0.013000300964660186,0.7253128883765063
HISTORICAL_DISCOVERY,txo_volume_pc_change_5,1,,-0.14334585951220757,4380,4360,146,35,596,0.3470183486238532,0.5596330275229358,0.09334862385321101,0.29334862385321103,0.1988532110091743,-0.003935590696807223,0.0014993670785028975,0.005348821054890824,0.024630788912410568,0.05427029072829989,0.1003998153216647,-0.050764363939217134,-0.07828954658256965,1.2824166150429293,-0.0018867410376299043,-0.007662627245147128,-0.05863240857444103,0.9561009409290984,0.8340984414044139,18,-0.008426330498156812,0.8183168773850742,-0.0026548589499522457,0.9384840552423662,88,-0.011280030815850259,0.760708204989801,-0.005525214141759393,0.87403880113415,20210323,-0.00833456331551451,0.8205491511028545,202102,-0.008419371166725328,0.8189800024786976
HISTORICAL_DISCOVERY,txo_volume_pc_change_5,2,-0.14334585951220757,-0.04244742324464736,4380,4357,146,36,593,0.3438145512967638,0.5747073674546707,0.08147808124856552,0.2937801239384898,0.21322010557723203,-0.0054003101095126075,-0.0006876377712731512,0.0037024608334282243,0.010906498579664614,0.053749051705969095,0.10027801772969258,-0.054545742687900654,-0.08625276317446917,1.1626064376262775,-0.004092342504167485,-0.00985561118174154,-0.05995448682454374,0.9092578717602563,0.7963446165817959,17,-0.010591068940898268,0.7820011022687736,-0.004832062586441501,0.8932736377438886,84,-0.013431221625663079,0.7278093633965886,-0.0076887653165351915,0.8327989792072974,20210520,-0.010602906403037297,0.7821877139759211,202204,-0.010217775049902221,0.7895861322737947
