period,feature,bucket,lower,upper,observations,evaluable_observations,unique_dates,unique_months,unique_stocks,path_success_rate,downside_first_rate,timeout_rate,plus10_before_minus5_rate,plus15_before_minus5_rate,day1_return,day3_return,day5_return,day10_return,mfe5_mean,mfe10_mean,mae5_mean,mae10_mean,mfe_abs_mae,gross_mean,net_mean,median_net,gross_profit_factor,net_profit_factor,top1_positive_winners_removed,top1_removed_net_mean,top1_removed_net_pf,top1_removed_gross_mean,top1_removed_gross_pf,top5_positive_winners_removed,top5_removed_net_mean,top5_removed_net_pf,top5_removed_gross_mean,top5_removed_gross_pf,removed_best_signal_date,remove_best_signal_date_net_mean,remove_best_signal_date_net_pf,removed_best_calendar_month,remove_best_calendar_month_net_mean,remove_best_calendar_month_net_pf
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi,5,94256.2,103608.2,750,747,25,5,201,0.3493975903614458,0.5542168674698795,0.0963855421686747,0.2971887550200803,0.18473895582329317,-0.0034731804558260416,-0.004503555848380657,-0.010468644370249516,-0.005670462624312823,0.044998264550285716,0.08352739310637276,-0.051994756261443696,-0.08327527427034076,1.0030275353427662,-0.00019974885098038333,-0.005985045892642055,-0.05800451495852785,0.9951344226960032,0.8649416504401233,3,-0.006714956093939008,0.8490790728729997,-0.0009339006239473998,0.9773429644290752,15,-0.009564968839767943,0.7884914187229002,-0.0038006021805389828,0.909282101815115,20240220,-0.007963487113271555,0.8241777078881458,202402,-0.007963487113271555,0.8241777078881458
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi,6,103608.2,,420,412,14,2,71,0.3616504854368932,0.4878640776699029,0.15048543689320387,0.32524271844660196,0.23786407766990292,-0.0023954382529982427,0.003244247814107987,0.016196930754027856,0.042108996205573325,0.05157553687943004,0.09781576557700306,-0.037678773586002814,-0.05347265342907377,1.8292670983074755,0.006872659051172785,0.0010449719665986815,-0.04075992905586527,1.1842059168367332,1.0258040548327243,2,0.00017446539946001555,1.0042872545123311,0.0059971806149882075,1.1599604237106647,9,-0.0028595424452973507,0.9309302802737823,0.0029455332413449303,1.0772236873689136,20240109,-0.0023335450711289684,0.9439568626234539,202401,-0.022261668010772062,0.5768802445032463
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi,1,,83003.8,4500,4499,150,10,312,0.3307401644809958,0.582351633696377,0.08690820182262725,0.2778395198933096,0.19115358968659701,-0.0037262760651658655,-0.0019334431592619337,-0.0006400055333706565,0.009393852787560334,0.050595658763901125,0.09118622476618718,-0.053619098378082486,-0.08328179074396548,1.094911912335344,-0.0054557643533310295,-0.011211090563035191,-0.05992107440081631,0.8770026992342629,0.7650199736815605,17,-0.011938519268703249,0.7507188663425548,-0.006187391731973851,0.8610356345910184,85,-0.014741352451043356,0.696864532431065,-0.009006556289446218,0.8007881905844954,20250410,-0.01191421719404386,0.7516409826812105,202512,-0.017185691281630288,0.6593370762579567
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi,2,83003.8,88218.2,450,450,15,7,152,0.3844444444444444,0.5577777777777778,0.057777777777777775,0.3,0.17777777777777778,0.004093035490502215,0.007054744558493984,0.008949749428650938,-0.004158389609791796,0.057858706986052486,0.08909382488196108,-0.04340857782518688,-0.08155233757184989,1.092474201655678,0.0019523760590414252,-0.0038453877839825434,-0.058251253692539195,1.0477447202556867,0.9127196303951922,2,-0.00465676896961298,0.8947731361599786,0.0011363265113252042,1.0276649900921047,10,-0.007833057154901329,0.8261607288238351,-0.0020583896910303127,0.950781356458299,20250423,-0.00789657243091406,0.8275745360988699,202501,-0.009368727183251187,0.7955743379960467
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi,3,88218.2,91564.0,300,300,10,5,122,0.30333333333333334,0.6366666666666667,0.06,0.25666666666666665,0.17333333333333334,-0.019045452184749092,-0.01077907144363235,-0.015760166203605045,-0.006317812557796817,0.0404875974638683,0.08103073501308285,-0.06669918503519288,-0.09513650245378993,0.8517312800356667,-0.012829250149133282,-0.018542480512597093,-0.06304391156740785,0.7345408701235423,0.6429103130118626,1,-0.01918469298501434,0.6317741583548956,-0.013475260580576734,0.7221032299389147,5,-0.021768401683315553,0.5877726710253854,-0.016074000605666973,0.6729447425168565,20250814,-0.025200680242403347,0.541595994465647,202508,-0.03975698352119202,0.3357488566785177
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi,4,91564.0,94256.2,210,207,7,2,91,0.4830917874396135,0.4057971014492754,0.1111111111111111,0.42995169082125606,0.33816425120772947,-0.003079679302399096,0.012104500642430818,0.04054757984003013,0.08069174708508901,0.07157611348433883,0.15283968570845638,-0.03279680584313731,-0.048995775852285435,3.1194461777530376,0.02779620466607601,0.021849793481539426,0.042382483396637124,1.965033611083503,1.6967450802017068,2,0.020346470528506744,1.6425385273611754,0.02628418931864477,1.9037223877111449,6,0.01741682675305065,1.5392886972355275,0.023337399488246327,1.78674702855121,20250811,0.014423387014138436,1.427160831320519,202508,-0.03467929217229666,0.3283021860872179
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi,5,94256.2,103608.2,1200,1195,40,4,158,0.3497907949790795,0.507112970711297,0.14309623430962343,0.29623430962343095,0.18075313807531382,-0.002794023788840456,0.0024804052450754913,0.0085185689142117,0.020894806920229846,0.0440016380760431,0.08188490412596837,-0.03762107856149107,-0.05678473592427012,1.442023156278698,0.00542102861680838,-0.0003956518968717746,-0.05563562096689081,1.154492084709569,0.9896451764788757,6,-0.0012906351708409248,0.9663916729721932,0.004520860197377268,1.1281915976574282,26,-0.004043430002370022,0.8964795897425659,0.001751873267998544,1.0488397942068628,20250805,-0.001959063777099969,0.9494703703012892,202508,-0.0033514001516591805,0.9144217386694898
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi,6,103608.2,,630,630,21,3,120,0.30317460317460315,0.5444444444444444,0.1523809523809524,0.24285714285714285,0.13015873015873017,-0.0026213687636849445,-0.0036658733407164785,-0.004176331440917853,0.002909922522872687,0.03511692100405797,0.06187285418402963,-0.04080476992465224,-0.06187718267750725,0.9999300470174899,-0.0038286575361606108,-0.009592388657159478,-0.05736314575868591,0.9000187484940237,0.7696385999504384,3,-0.010475954942088321,0.7496177396894425,-0.0047173280905075205,0.8773986870681656,12,-0.0127787589590946,0.6989632294021474,-0.007033741522984069,0.8198200850637748,20250714,-0.010872304466928849,0.7428999435978408,202507,-0.018927354325567677,0.5887215548170361
HISTORICAL_DISCOVERY,tx_total_oi_change_1,1,,-2085.6000000000004,4410,4384,147,36,592,0.3505930656934307,0.5479014598540146,0.10150547445255474,0.29927007299270075,0.2062043795620438,-0.0031568491465387596,0.002428569023586007,0.007733718606690378,0.024257455577383916,0.054335344241817046,0.09921115033557482,-0.04755580101008401,-0.07330303611783345,1.3534384875422416,0.00021030368121510064,-0.005577843393689667,-0.05832875753803715,1.005051731248477,0.8754875243748711,18,-0.006333752959827918,0.8591940984577593,-0.0005499798436043662,0.986843107616786,90,-0.009273484403877772,0.797240602527703,-0.003506812959232773,0.9174917338688868,20210520,-0.0062910297485140095,0.8603744864395417,202102,-0.006329616143487672,0.8596982628987795
HISTORICAL_DISCOVERY,tx_total_oi_change_1,2,-2085.6000000000004,-248.4000000000002,4410,4382,147,35,586,0.3831583751711547,0.5292104062072113,0.08763121862163396,0.3320401643085349,0.22843450479233227,0.0009641518233900332,0.005500348612807116,0.01278888418097338,0.01915407312940313,0.06173807639779887,0.10620312561260312,-0.04706487791644954,-0.07613042038306006,1.395015620276735,0.004457688399245125,-0.0013548204902451037,-0.056936808105823314,1.1099485628848984,0.9689290244930965,19,-0.002131675293988897,0.9513248807834784,0.003676356285721871,1.0902838941937645,94,-0.005112784874180137,0.8852604729231562,0.0006778596487510392,1.0163607058177344,20210329,-0.0019931216315165236,0.954536238521888,202004,-0.0027432029313820094,0.93810631929393
HISTORICAL_DISCOVERY,tx_total_oi_change_1,3,-248.4000000000002,302.5,2190,2182,73,31,515,0.3510540788267644,0.5545371219065078,0.09440879926672777,0.3006416131989001,0.20439963336388633,-0.0032146184820932965,0.0013044443509449986,0.008480965204673277,0.014567856160364188,0.055199671511997825,0.10149039076525576,-0.049526162336756656,-0.07895016141074981,1.285499471460699,-0.0010521699047609059,-0.0068327939530767705,-0.05832707099232799,0.9752475122159171,0.8505135735262391,9,-0.007595274564922219,0.8345175684789561,-0.001819061592634016,0.9573827557347059,44,-0.010482582445231682,0.7752888217296591,-0.004723242731628585,0.8911254936457323,20200401,-0.008056042913367532,0.8256253098817999,202102,-0.009005467511322716,0.806893542575781
HISTORICAL_DISCOVERY,tx_total_oi_change_1,4,302.5,1098.6,2190,2173,73,32,539,0.3437643810400368,0.5734008283479061,0.08283479061205706,0.2991256327657616,0.20064427059364934,-0.001732826667610738,-0.007271548539086417,0.0016546179304306088,0.012358893270358683,0.05341302475203396,0.1002750218130989,-0.05521033819905042,-0.08300711630234596,1.2080292182161363,-0.004288909732868519,-0.01005044246467537,-0.059892435882981224,0.9048150602547163,0.7921179572129802,9,-0.010834556039911809,0.7768276202495308,-0.005077549522682381,0.8877792850010687,42,-0.013626753987795491,0.7235937029163936,-0.007885988262235742,0.8283668460759307,20210323,-0.011441537957571591,0.7660045604511122,202003,-0.011385026752234125,0.7671671099016915
HISTORICAL_DISCOVERY,tx_total_oi_change_1,5,1098.6,2789.3999999999996,4410,4394,147,35,589,0.3359126081019572,0.5680473372781065,0.09604005461993628,0.283340919435594,0.1918525261720528,-0.006414266380385425,-0.001327422452020709,-0.003441942814119882,0.005366964741375943,0.05092365948487965,0.09280822501226302,-0.05621695554031701,-0.08855733336224561,1.048001576929028,-0.004289218957032516,-0.010050939956313131,-0.059060142270885116,0.902782769695579,0.7880148983165755,17,-0.01077837615719586,0.7735519989533292,-0.005020856079234237,0.8866401418204934,85,-0.013596493776200199,0.7187827021063483,-0.007855378972135311,0.825398242645519,20200331,-0.010778052501618628,0.7741007081141489,202011,-0.010762350737961052,0.774962392814956
HISTORICAL_DISCOVERY,tx_total_oi_change_1,6,2789.3999999999996,,4410,4392,147,36,608,0.3406193078324226,0.572632058287796,0.08674863387978142,0.28620218579234974,0.20013661202185792,-0.006722392651125394,0.00039565227895677394,0.004244463723458448,0.011252644648965726,0.05244635422889913,0.09506523139431929,-0.05234551635350197,-0.0807452764273669,1.1773472777671852,-0.004123111081090777,-0.009886185227147477,-0.059770306303406885,0.9072640095635236,0.7929747729832666,17,-0.010621135460249134,0.7784451813050287,-0.00486231026383128,0.8910614292903556,85,-0.013426917599150085,0.724270400245322,-0.00768444105335024,0.8305084297664734,20210326,-0.010602361865245928,0.7793188110147744,202103,-0.011617311246002938,0.7600416315094702
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_1,1,,-2085.6000000000004,2460,2450,82,24,488,0.35959183673469386,0.5187755102040816,0.12163265306122449,0.3081632653061224,0.21387755102040817,-0.0051254096863428125,0.0027815311255587906,0.011582948048080896,0.020341490731703927,0.05124637315808684,0.09319363885702675,-0.042549666406407866,-0.06687619484105121,1.393524842113488,0.003960175837127109,-0.0018494014956308103,-0.056091578847386456,1.1022076393755842,0.9557856993015309,11,-0.002658356896997384,0.936731059975443,0.0031465358350238003,1.0808439056013697,53,-0.005631849300767249,0.8682700487965598,0.00015568432574335968,1.0039311148116383,20230815,-0.002928043504059582,0.9307200141817157,202309,-0.002395958787679727,0.9431015968805643
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_1,2,-2085.6000000000004,-248.4000000000002,3540,3530,118,24,541,0.31359773371104815,0.5779036827195467,0.1084985835694051,0.25977337110481585,0.16543909348441926,-0.0027589136416316766,-0.0038811145574942757,-0.002967775121465024,-0.002316165940991427,0.04568191290175538,0.07991380564269368,-0.05044055052083602,-0.07872015825011965,1.0151631731834359,-0.006513255038319548,-0.012262302929934188,-0.05948828169437781,0.8500518507214859,0.7382104974331405,13,-0.012967341049974242,0.7241780761996875,-0.007222385221517221,0.8343385961033296,65,-0.015641316110098096,0.6722203298725625,-0.009912021349058601,0.7760073395215358,20240910,-0.013042596540174487,0.7232343717401531,202302,-0.013180078276701661,0.7222389044222264
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_1,3,-248.4000000000002,302.5,1260,1254,42,20,420,0.3620414673046252,0.5390749601275917,0.09888357256778309,0.3094098883572568,0.20095693779904306,-0.0019294392302157454,0.003138824898989001,0.0009955573305699525,0.009681306562414433,0.05302810716526506,0.09032723649048448,-0.048896502319976956,-0.07439290817740508,1.214191496252314,0.00037700393713188137,-0.005411790558406424,-0.05706018642489269,1.00904138882693,0.8794157832658311,6,-0.006287561049381217,0.8605724006361805,-0.0005038280152835265,0.987974902052955,26,-0.009107356920505053,0.8012794989722056,-0.003340164762776018,0.9215563160337985,20230426,-0.007208154072503659,0.8419969853533378,202301,-0.006410211637387262,0.8590330869348038
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_1,4,302.5,1098.6,1890,1881,63,20,451,0.3620414673046252,0.5412014885699096,0.09675704412546518,0.2961190855927698,0.20361509835194044,-0.004725761610999252,0.0033850609670130166,0.0055362908367670195,0.0075020077392587755,0.05183881353806461,0.08878839779972497,-0.04661592685282486,-0.0748439873389222,1.186313035376605,0.0008606379784911697,-0.004931084266546243,-0.05743054754288029,1.0209762112939431,0.8883844263733293,8,-0.005701125262428383,0.8715033112445791,8.61429569604116e-05,1.0020906209559926,39,-0.00857420239660774,0.809946035813295,-0.002803741821848267,0.9330816240762,20230215,-0.006060641374824209,0.8644953290600597,202305,-0.007776702094868105,0.8287630040204755
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_1,5,1098.6,2789.3999999999996,3030,3021,101,24,525,0.3591525984773254,0.5289639192320423,0.11188348229063225,0.3005627275736511,0.2058920887123469,-0.0027855877268461787,0.0007900722236501527,0.006344022890187003,0.02101460748305626,0.050027656776712615,0.09137534441515875,-0.043739297616661045,-0.06752680268719762,1.353171493080074,0.003187819708900739,-0.002617208801269411,-0.05682402721314189,1.0815146738153654,0.9380520032667752,13,-0.00339301792005047,0.9200345925085142,0.0024075151075018835,1.061296852029271,63,-0.00627368100858942,0.8546018864468471,-0.0004899924587599294,0.9877318554585713,20230407,-0.003255216390474311,0.9234428337148768,202304,-0.003679218620507612,0.9137152695764114
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_1,6,2789.3999999999996,,2250,2242,75,24,479,0.36931311329170385,0.5165031222123104,0.11418376449598573,0.30820695807314896,0.1975914362176628,-0.0030232543133453904,0.0011066055575497794,0.005466500956156349,0.017199466156214954,0.05070866207636803,0.08964062385966166,-0.04559724638154558,-0.0689588340044204,1.2999150167463027,0.005170454705306266,-0.0006462861048759202,-0.05589359144150964,1.1342236837912831,0.9844599881606434,10,-0.001447126519168492,0.9653589050557811,0.004364974035643394,1.1128081982247484,48,-0.004387873785963869,0.8967519950649943,0.0014070412838712144,1.035744421376785,20240807,-0.00168120251118195,0.959950372398707,202301,-0.0019847448592819677,0.9531158120647409
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi_change_1,1,,-2085.6000000000004,1110,1107,37,12,272,0.3821138211382114,0.5067750677506775,0.1111111111111111,0.3188798554652213,0.21589882565492322,-0.001507218950540933,0.00668341216742537,0.009458888243212197,0.032930486036993105,0.05224366957282155,0.10106822262340284,-0.04170034473231958,-0.06506935391712619,1.5532384531145895,0.007790631827587614,0.0019593808516279393,-0.055822582902579604,1.210880307243005,1.0490506650028644,5,0.001161446686715454,1.0289440495641162,0.006988087887719532,1.1883023226266596,25,-0.0018662431046110042,0.954336005810955,0.003942769384242012,1.1043144230427822,20250808,0.00028350333190489045,1.0069654981521696,202512,-0.0022154417341937326,0.9465369824637909
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi_change_1,2,-2085.6000000000004,-248.4000000000002,1740,1738,58,12,306,0.30724971231300346,0.595512082853855,0.09723820483314154,0.2566168009205984,0.17318757192174913,-0.0039875579829575835,-0.008218904613368364,-0.005157316911054777,0.0009917391532857469,0.04568593384419713,0.083042804640451,-0.057438525834423444,-0.08625831473779721,0.9627223171804303,-0.009823446537379897,-0.015553580825636392,-0.06050347383437199,0.7857550224118781,0.6846547762815414,7,-0.016356336174496153,0.6697147411027474,-0.010630880352638592,0.7690790741954376,31,-0.018960419677228845,0.6224386223931048,-0.0132501339866394,0.7161749109179525,20251217,-0.01698723167761284,0.6596129214264643,202512,-0.018862090920754183,0.6288542273243668
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi_change_1,3,-248.4000000000002,302.5,630,630,21,11,231,0.39365079365079364,0.5285714285714286,0.07777777777777778,0.3396825396825397,0.22698412698412698,0.0007343110922733445,0.0157378114732547,0.008841898554576693,0.005912123894373525,0.06352113720864103,0.09858304769027972,-0.04263428767940256,-0.07800393854713727,1.2638214111548562,0.007920860074582859,0.002088784652849556,-0.056933791295051946,1.2063480064253975,1.050376019358107,3,0.0012397071346926692,1.0297561179344559,0.007066924343280002,1.1832252695729377,14,-0.0018488358719671244,0.9564017857820787,0.00396039322250638,1.100880309828635,20250410,-0.0024833431096524515,0.9423751502265589,202504,-0.004448738067784697,0.8969033531058151
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi_change_1,4,302.5,1098.6,1230,1228,41,11,275,0.3550488599348534,0.5415309446254072,0.10342019543973942,0.2923452768729642,0.19136807817589577,-0.004350104937110763,0.002682618380139264,0.0053012030840298915,0.011532470316707392,0.048438753859712455,0.08958581216692175,-0.04447082431477702,-0.07103743438717502,1.261107090082288,0.0019139632592838605,-0.003883645093184589,-0.05714331238233394,1.048819328708631,0.9083505827011186,6,-0.004773454627931596,0.8879025299440787,0.0010190414305002035,1.025865619640903,26,-0.007594416473474328,0.8245753237052043,-0.0018184555781358615,0.9545988342854723,20251104,-0.00515422685362069,0.8798419145373567,202508,-0.0047454240579079396,0.888892544021605
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi_change_1,5,1098.6,2789.3999999999996,1830,1829,61,12,305,0.3214871514488792,0.5702569710224166,0.1082558775287042,0.2689994532531438,0.17823947512301805,-0.005028878275744622,-0.0016209060099567818,0.005246596834196689,0.01516151126789863,0.04837633496559629,0.0867728050884281,-0.04713653053017362,-0.07254385223102588,1.196142780122679,-0.0038000707166794393,-0.009564274551293156,-0.059078008690166814,0.908704904414819,0.7873648561584118,7,-0.010283673984053426,0.7722460183886269,-0.00452361776485636,0.8917379273872091,35,-0.013088862036483307,0.7145739324185674,-0.007345184592751096,0.8269118975363156,20250421,-0.010782904641192628,0.762651442617682,202512,-0.013817432851958989,0.7032374626006177
STRESS_PREVALENCE_SEEN_NOT_BLIND,tx_total_oi_change_1,6,2789.3999999999996,,750,749,25,9,217,0.3097463284379172,0.6114819759679573,0.0787716955941255,0.2590120160213618,0.1548731642189586,-0.004790522927445415,-0.011957212305935968,-0.014448556770858045,-0.0023932505975088275,0.04020977478609747,0.07487498749025757,-0.05948750937618709,-0.08798251945938788,0.8510211795516874,-0.012866540812255543,-0.018578955741128996,-0.062458228784260515,0.7280499550201659,0.6344825396105244,3,-0.01936289911108116,0.6205852417487638,-0.013655011623651528,0.712540664701903,13,-0.02184369537536658,0.5777118103521472,-0.016150262707270366,0.6645692132254851,20250409,-0.021730653302556576,0.5806767824615443,202504,-0.020839361736349427,0.593960352455798
HISTORICAL_DISCOVERY,tx_total_oi_change_5,1,,-6086.4,4380,4366,146,35,550,0.3962437013284471,0.4990838295923042,0.10467246907924874,0.34699954191479615,0.24530462666055886,-0.0021198880733408875,0.007332958088954809,0.021429752340768656,0.04573155423035647,0.06030757354031787,0.11392550214256661,-0.04022415253173939,-0.062315548685913734,1.8282034667909322,0.00924429563187054,0.0034036765107836858,-0.053726573895611494,1.2445379820046008,1.08355799828876,20,0.002597564978344049,1.063476381385469,0.008433526758819693,1.2220688870936192,99,-0.00046627327880377197,0.9888128570114757,0.005351820773086318,1.1383607701222356,20210520,0.0027496710237516317,1.0671204074818017,202003,-0.0005161072917675318,0.9878060628336408
HISTORICAL_DISCOVERY,tx_total_oi_change_5,2,-6086.4,-1040.9999999999998,4380,4351,146,31,577,0.3116524936796139,0.6108940473454378,0.07745345897494829,0.2622385658469317,0.17949896575499885,-0.006515201654822587,-0.007731345212558881,-0.005617001841984574,0.0016230880810652907,0.049029167537834074,0.08936226682922149,-0.061450777651116416,-0.08998205755871083,0.9931120631567583,-0.011302979677734692,-0.017024506185216233,-0.061642380379787545,0.7629512779124197,0.6671420492943041,16,-0.017735156925030894,0.6545227407629418,-0.012017750616331374,0.7488877625034159,77,-0.020354587615897014,0.609076161923427,-0.014652465037065602,0.6981433138512592,20210519,-0.017744581771789853,0.6548982105901469,202211,-0.01793847821657588,0.6527652993874961
HISTORICAL_DISCOVERY,tx_total_oi_change_5,3,-1040.9999999999998,921.5,2190,2175,73,32,510,0.34206896551724136,0.5797701149425287,0.07816091954022988,0.2896551724137931,0.1935632183908046,-0.003651840453477327,-0.005297157134313929,-0.003748506893063722,2.5056025993922474e-05,0.05323670021877351,0.08918150754627488,-0.05877006234529004,-0.08706969724615024,1.0242542510990298,-0.003877708084820958,-0.009641771893360226,-0.05964336131285862,0.9125234887891684,0.7975339674848629,9,-0.010423015203947951,0.7820344377021293,-0.004663492192325779,0.8952324502950119,42,-0.013215241007254191,0.7278539708919303,-0.007471958033931862,0.8346963816599241,20210714,-0.010635180848578714,0.7785354661057147,202004,-0.010634611617627231,0.7787131979502283
HISTORICAL_DISCOVERY,tx_total_oi_change_5,4,921.5,2600.5999999999995,2190,2172,73,33,510,0.3848987108655617,0.5170349907918969,0.09806629834254144,0.3314917127071823,0.2361878453038674,0.0025373905323856317,0.01089641084923979,0.013627371495565956,0.01981779021029076,0.06213943707106549,0.10535640576068514,-0.04179395621567001,-0.07172406232289961,1.4689129749284655,0.005665341668502061,-0.00015395135928178658,-0.05634936399656253,1.1418677979933485,0.9964188321184958,10,-0.0009789808990625687,0.9773321025064917,0.00483556011565393,1.1205314487617302,47,-0.003956373485884072,0.9099595723155591,0.001840905410672281,1.045101221977164,20200401,-0.001289369886234105,0.9703214542486799,202004,-0.001289369886234105,0.9703214542486799
HISTORICAL_DISCOVERY,tx_total_oi_change_5,5,2600.5999999999995,5724.600000000001,4380,4363,146,34,574,0.3699289479715792,0.5278478111391245,0.10222324088929635,0.3181297272518909,0.21911528764611507,-0.0018085371138705027,0.008580463002141183,0.01145822484721674,0.023564576734573527,0.061266019928801305,0.10661643079068978,-0.04651963205497413,-0.07525418023184859,1.4167509427678047,0.004724027211527995,-0.0010897914807559712,-0.05672029990505242,1.1182144480678773,0.9746815159462915,19,-0.0018707742392775415,0.9567266741730074,0.003938549586627493,1.098129387825075,93,-0.0048522204533824635,0.8896741006635845,0.0009397566696581548,1.023015279162666,20210326,-0.0017498585666072724,0.95959027952909,202103,-0.0033395690051924417,0.923827615349028
HISTORICAL_DISCOVERY,tx_total_oi_change_5,6,5724.600000000001,,4380,4360,146,32,560,0.31513761467889906,0.5995412844036697,0.0853211009174312,0.2610091743119266,0.17041284403669724,-0.006849559197784344,-0.007043403946319843,-0.006621735250659733,-0.007512422309659522,0.04563327322556998,0.08710430103226735,-0.05788356741183096,-0.09370350463616238,0.9295735668637068,-0.010448853582517367,-0.016175034151989613,-0.061572532998133006,0.7787927749244973,0.680699513722823,16,-0.016890182881815763,0.6678057943328801,-0.0111681324706588,0.7644329473208449,79,-0.019586078825895883,0.6203699254400602,-0.01387978295631377,0.7114825548898924,20200423,-0.01673418431187999,0.6715451964048866,202111,-0.01661617756079349,0.6732819187970185
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_5,1,,-6086.4,2490,2481,83,23,459,0.3667875856509472,0.5183393792825474,0.11487303506650544,0.30713422007255137,0.20395002015316405,-0.002092982819931423,0.008866113489070744,0.014596916110157348,0.015551821112401392,0.05532317746425334,0.09620282527681036,-0.038740957476967326,-0.07019107867382517,1.3705847964505664,0.004593370130442472,-0.0012197868367155673,-0.05596820448785558,1.1195160399512065,0.9706109611077488,11,-0.0020154018395017468,0.9516570352749314,0.003793155486296099,1.0982574722002976,54,-0.005012072982408729,0.8818695551104788,0.0007789885294939202,1.0198275396791325,20240910,-0.002198877882429349,0.9474532516191932,202304,-0.0019041896199527798,0.9544110790849585
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_5,2,-6086.4,-1040.9999999999998,2760,2752,92,23,481,0.36119186046511625,0.5228924418604651,0.1159156976744186,0.3026889534883721,0.2038517441860465,-0.005519038343879729,-0.0012034092661937727,0.003909239523161695,0.021236214808928885,0.04852525236245552,0.09251835273136534,-0.04866135500615781,-0.07046483298328697,1.312972000562452,0.0029802496382941965,-0.002824236285945282,-0.05639021009172254,1.0753676029943622,0.9338077426543472,12,-0.0036121418557062035,0.915710574405653,0.002187771559581121,1.0550853565402574,58,-0.006524013586635058,0.8503177915965296,-0.0007411344926816849,0.9816524429421029,20230815,-0.0037939492558597063,0.9118994494754824,202302,-0.004564905674967093,0.8952185623981317
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_5,3,-1040.9999999999998,921.5,1800,1792,60,21,454,0.36495535714285715,0.5357142857142857,0.09933035714285714,0.30859375,0.20703125,0.001423221598478648,0.003574607506740852,0.005137571142872869,0.01286817189490697,0.05422321676000854,0.09072860310823049,-0.04474553161446206,-0.06940013141483899,1.3073260995127034,0.0030449402879931925,-0.0027588074560398706,-0.056757042219711396,1.0774904620892247,0.9349979495288663,8,-0.0035635261808889267,0.9164122829217575,0.0022355282826279775,1.0566378140935877,38,-0.006400852818382653,0.852383436654924,-0.0006184793620296209,0.9845941286728908,20240807,-0.004094000833613002,0.9046694243693193,202304,-0.007286749741216317,0.8351584829078049
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_5,4,921.5,2600.5999999999995,1890,1880,63,20,446,0.2936170212765957,0.6090425531914894,0.0973404255319149,0.23617021276595745,0.1478723404255319,-0.005381351894805607,-0.009834018016684189,-0.015438147803160196,-0.005453550344608245,0.039181778146769375,0.0733323564142554,-0.05691028726793144,-0.08432632942142174,0.8696258560926583,-0.012449536158627405,-0.01816414649070541,-0.06074859471555559,0.73193563235367,0.6365168105688728,7,-0.018894758400699502,0.6233043494927774,-0.013184388888761302,0.7171697540737997,32,-0.021376806082935282,0.579509421311405,-0.015680958793623384,0.6681035175129502,20230214,-0.019691465103784195,0.6115232509207571,202402,-0.019089488471341624,0.6205773483150445
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,tx_total_oi_change_5,5,2600.5999999999995,5724.600000000001,3060,3048,102,24,496,0.3395669291338583,0.5692257217847769,0.09120734908136482,0.28641732283464566,0.19520997375328084,-0.0048579974250310114,-0.0041073570338063725,0.0020564847572201892,0.001812055368101244,0.04778230306891215,0.0828652278840088,-0.049863606673281526,-0.07716593727823409,1.073857595809729,-0.003449178257813983,-0.009215740128719334,-0.05916979234761513,0.9204647667295741,0.8025214489080099,12,-0.009958888795654692,0.7874371326336467,-0.004196636544337004,0.9036099774121489,59,-0.012744803566434261,0.7321856701764682,-0.006998828721917379,0.8417366927028396,20240812,-0.009839292327616855,0.7903258462565238,202305,-0.011220685211414293,0.7645638536467974
