stock_id,stock_name,signal_date,period,setup_id,setup_family,signal_close,signal_open,signal_daily_return,signal_gap,signal_volume_ratio20,market_ma60_context,stock_er20,stock_er20_quartile,stock_atr20_pct,stock_atr20_percentile_bucket,specialist_status,primary_active_specialist,structure_status,unavailable_reason,completion_ratio,location_flag,a_pivot_date,a_pivot_price,a_confirmation_date,a_confirmation_index,b_pivot_date,b_pivot_price,b_confirmation_date,b_confirmation_index,c_pivot_date,c_pivot_price,c_confirmation_date,c_confirmation_index,completion_ratio_bucket,primary_group,outcome_status,outcome_reason,entry_date,entry_open,day5_exit_date,day10_exit_date,day5_gross_return,day5_net_return,day10_gross_return,day10_net_return,mfe5,mae5,mfe10,mae10,up5_within_5d,up8_within_10d,up10_within_10d,up8_before_down5,up10_before_down5,downside_first,calendar_month,measured_move_length,projected_target_d
2603,長榮,20200102,HISTORICAL_DISCOVERY,A1,BREAKOUT,12.7,12.6,0.024193548387096753,0.016129032258064502,1.7768842343166107,0050_ABOVE_MA60,0.21329736594491083,Q2,0.01328978479586462,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191202,12.3,20191204,222,20191204,12.5,20191206,224,20191209,12.2,20191211,227,,,AVAILABLE,,20200103,12.8,20200109,20200116,0.00390625,-0.0018994600177623055,0.015625,0.00975787299802483,0.015625,-0.01562500000000011,0.031249999999999778,-0.01562500000000011,False,False,False,False,False,False,202001,,
2603,長榮,20200102,HISTORICAL_DISCOVERY,A2,BREAKOUT,12.7,12.6,0.024193548387096753,0.016129032258064502,1.7768842343166107,0050_ABOVE_MA60,0.21329736594491083,Q2,0.01328978479586462,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191202,12.3,20191204,222,20191204,12.5,20191206,224,20191209,12.2,20191211,227,,,AVAILABLE,,20200103,12.8,20200109,20200116,0.00390625,-0.0018994600177623055,0.015625,0.00975787299802483,0.015625,-0.01562500000000011,0.031249999999999778,-0.01562500000000011,False,False,False,False,False,False,202001,,
2603,長榮,20200102,HISTORICAL_DISCOVERY,D2,VOLATILITY_CONTRACTION_EXPANSION,12.7,12.6,0.024193548387096753,0.016129032258064502,1.7768842343166107,0050_ABOVE_MA60,0.21329736594491083,Q2,0.01328978479586462,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191202,12.3,20191204,222,20191204,12.5,20191206,224,20191209,12.2,20191211,227,,,AVAILABLE,,20200103,12.8,20200109,20200116,0.00390625,-0.0018994600177623055,0.015625,0.00975787299802483,0.015625,-0.01562500000000011,0.031249999999999778,-0.01562500000000011,False,False,False,False,False,False,202001,,
3529,力旺,20200102,HISTORICAL_DISCOVERY,B1,TREND_PULLBACK,363.5,356.5,0.019635343618513268,0.0,0.3981191222570533,0050_ABOVE_MA60,0.3612645216029519,Q3,0.02910615967554424,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.21739130434782608,AT_OR_ABOVE_C,20191217,355.0,20191219,233,20191219,378.0,20191223,235,20191223,358.5,20191225,237,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200103,371.0,20200109,20200116,-0.07277628032345018,-0.0781315188105114,-0.047169811320754707,-0.05268746584984426,-0.04312668463611857,-0.07277628032345018,-0.029649595687331498,-0.07277628032345018,False,False,False,False,False,True,202001,23.0,381.5
3529,力旺,20200102,HISTORICAL_DISCOVERY,B2,TREND_PULLBACK,363.5,356.5,0.019635343618513268,0.0,0.3981191222570533,0050_ABOVE_MA60,0.3612645216029519,Q3,0.02910615967554424,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.21739130434782608,AT_OR_ABOVE_C,20191217,355.0,20191219,233,20191219,378.0,20191223,235,20191223,358.5,20191225,237,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200103,371.0,20200109,20200116,-0.07277628032345018,-0.0781315188105114,-0.047169811320754707,-0.05268746584984426,-0.04312668463611857,-0.07277628032345018,-0.029649595687331498,-0.07277628032345018,False,False,False,False,False,True,202001,23.0,381.5
3529,力旺,20200102,HISTORICAL_DISCOVERY,B3,TREND_PULLBACK,363.5,356.5,0.019635343618513268,0.0,0.3981191222570533,0050_ABOVE_MA60,0.3612645216029519,Q3,0.02910615967554424,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.21739130434782608,AT_OR_ABOVE_C,20191217,355.0,20191219,233,20191219,378.0,20191223,235,20191223,358.5,20191225,237,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200103,371.0,20200109,20200116,-0.07277628032345018,-0.0781315188105114,-0.047169811320754707,-0.05268746584984426,-0.04312668463611857,-0.07277628032345018,-0.029649595687331498,-0.07277628032345018,False,False,False,False,False,True,202001,23.0,381.5
6415,矽力*-KY,20200102,HISTORICAL_DISCOVERY,A1,BREAKOUT,1025.0,965.0,0.07894736842105265,0.015789473684210575,2.2010915579785406,0050_ABOVE_MA60,0.3702197650032593,Q4,0.033805337105718265,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.7443609022556391,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,1025.0,20200109,20200116,-0.040000000000000036,-0.045562990218104116,0.1073170731707318,0.10089655479398572,-0.040000000000000036,-0.06829268292682922,0.13170731707317063,-0.06829268292682922,False,True,True,False,False,True,202001,133.0,1059.0
6415,矽力*-KY,20200102,HISTORICAL_DISCOVERY,A2,BREAKOUT,1025.0,965.0,0.07894736842105265,0.015789473684210575,2.2010915579785406,0050_ABOVE_MA60,0.3702197650032593,Q4,0.033805337105718265,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.7443609022556391,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,1025.0,20200109,20200116,-0.040000000000000036,-0.045562990218104116,0.1073170731707318,0.10089655479398572,-0.040000000000000036,-0.06829268292682922,0.13170731707317063,-0.06829268292682922,False,True,True,False,False,True,202001,133.0,1059.0
6415,矽力*-KY,20200102,HISTORICAL_DISCOVERY,A3,BREAKOUT,1025.0,965.0,0.07894736842105265,0.015789473684210575,2.2010915579785406,0050_ABOVE_MA60,0.3702197650032593,Q4,0.033805337105718265,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.7443609022556391,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,1025.0,20200109,20200116,-0.040000000000000036,-0.045562990218104116,0.1073170731707318,0.10089655479398572,-0.040000000000000036,-0.06829268292682922,0.13170731707317063,-0.06829268292682922,False,True,True,False,False,True,202001,133.0,1059.0
6415,矽力*-KY,20200102,HISTORICAL_DISCOVERY,A4,BREAKOUT,1025.0,965.0,0.07894736842105265,0.015789473684210575,2.2010915579785406,0050_ABOVE_MA60,0.3702197650032593,Q4,0.033805337105718265,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.7443609022556391,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,1025.0,20200109,20200116,-0.040000000000000036,-0.045562990218104116,0.1073170731707318,0.10089655479398572,-0.040000000000000036,-0.06829268292682922,0.13170731707317063,-0.06829268292682922,False,True,True,False,False,True,202001,133.0,1059.0
6415,矽力*-KY,20200102,HISTORICAL_DISCOVERY,D1,VOLATILITY_CONTRACTION_EXPANSION,1025.0,965.0,0.07894736842105265,0.015789473684210575,2.2010915579785406,0050_ABOVE_MA60,0.3702197650032593,Q4,0.033805337105718265,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.7443609022556391,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,1025.0,20200109,20200116,-0.040000000000000036,-0.045562990218104116,0.1073170731707318,0.10089655479398572,-0.040000000000000036,-0.06829268292682922,0.13170731707317063,-0.06829268292682922,False,True,True,False,False,True,202001,133.0,1059.0
