stock_id,stock_name,signal_date,period,setup_id,setup_family,signal_close,signal_open,signal_daily_return,signal_gap,signal_volume_ratio20,market_ma60_context,stock_er20,stock_er20_quartile,stock_atr20_pct,stock_atr20_percentile_bucket,specialist_status,primary_active_specialist,structure_status,unavailable_reason,completion_ratio,location_flag,a_pivot_date,a_pivot_price,a_confirmation_date,a_confirmation_index,b_pivot_date,b_pivot_price,b_confirmation_date,b_confirmation_index,c_pivot_date,c_pivot_price,c_confirmation_date,c_confirmation_index,completion_ratio_bucket,primary_group,outcome_status,outcome_reason,entry_date,entry_open,day5_exit_date,day10_exit_date,day5_gross_return,day5_net_return,day10_gross_return,day10_net_return,mfe5,mae5,mfe10,mae10,up5_within_5d,up8_within_10d,up10_within_10d,up8_before_down5,up10_before_down5,downside_first,calendar_month,measured_move_length,projected_target_d
6415,矽力*-KY,20200102,HISTORICAL_DISCOVERY,D2,VOLATILITY_CONTRACTION_EXPANSION,1025.0,965.0,0.07894736842105265,0.015789473684210575,2.2010915579785406,0050_ABOVE_MA60,0.3702197650032593,Q4,0.033805337105718265,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.7443609022556391,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,1025.0,20200109,20200116,-0.040000000000000036,-0.045562990218104116,0.1073170731707318,0.10089655479398572,-0.040000000000000036,-0.06829268292682922,0.13170731707317063,-0.06829268292682922,False,True,True,False,False,True,202001,133.0,1059.0
6415,矽力*-KY,20200102,HISTORICAL_DISCOVERY,D3,VOLATILITY_CONTRACTION_EXPANSION,1025.0,965.0,0.07894736842105265,0.015789473684210575,2.2010915579785406,0050_ABOVE_MA60,0.3702197650032593,Q4,0.033805337105718265,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.7443609022556391,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,1025.0,20200109,20200116,-0.040000000000000036,-0.045562990218104116,0.1073170731707318,0.10089655479398572,-0.040000000000000036,-0.06829268292682922,0.13170731707317063,-0.06829268292682922,False,True,True,False,False,True,202001,133.0,1059.0
6533,晶心科,20200102,HISTORICAL_DISCOVERY,A1,BREAKOUT,133.5,133.0,0.011363636363636465,0.007575757575757569,0.546693716729247,0050_ABOVE_MA60,0.30358038453637626,Q3,0.03000105555572543,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.5714285714285714,AT_OR_ABOVE_C,20191216,126.0,20191218,232,20191218,136.5,20191220,234,20191223,127.5,20191225,237,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,137.0,20200109,20200116,-0.06569343065693434,-0.07111072384769924,-0.021897810218978075,-0.027587324351392727,-0.058394160583941646,-0.08394160583941601,-0.021897810218978075,-0.08394160583941601,False,False,False,False,False,True,202001,10.5,138.0
6533,晶心科,20200102,HISTORICAL_DISCOVERY,A3,BREAKOUT,133.5,133.0,0.011363636363636465,0.007575757575757569,0.546693716729247,0050_ABOVE_MA60,0.30358038453637626,Q3,0.03000105555572543,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.5714285714285714,AT_OR_ABOVE_C,20191216,126.0,20191218,232,20191218,136.5,20191220,234,20191223,127.5,20191225,237,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,137.0,20200109,20200116,-0.06569343065693434,-0.07111072384769924,-0.021897810218978075,-0.027587324351392727,-0.058394160583941646,-0.08394160583941601,-0.021897810218978075,-0.08394160583941601,False,False,False,False,False,True,202001,10.5,138.0
6533,晶心科,20200102,HISTORICAL_DISCOVERY,D2,VOLATILITY_CONTRACTION_EXPANSION,133.5,133.0,0.011363636363636465,0.007575757575757569,0.546693716729247,0050_ABOVE_MA60,0.30358038453637626,Q3,0.03000105555572543,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.5714285714285714,AT_OR_ABOVE_C,20191216,126.0,20191218,232,20191218,136.5,20191220,234,20191223,127.5,20191225,237,B2_R_0_5_TO_0_8,A_R_LT_0_8,AVAILABLE,,20200103,137.0,20200109,20200116,-0.06569343065693434,-0.07111072384769924,-0.021897810218978075,-0.027587324351392727,-0.058394160583941646,-0.08394160583941601,-0.021897810218978075,-0.08394160583941601,False,False,False,False,False,True,202001,10.5,138.0
2603,長榮,20200103,HISTORICAL_DISCOVERY,A1,BREAKOUT,13.0,12.8,0.023622047244094446,0.007874015748031704,3.9423291668317337,0050_ABOVE_MA60,0.3363285660584066,Q3,0.014060450102377425,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,1.1999999999999993,AT_OR_ABOVE_C,20191209,12.2,20191211,227,20191218,12.7,20191220,234,20191231,12.4,20200103,243,B4_R_1_0_TO_1_2,B_R_0_8_TO_1_2,AVAILABLE,,20200106,13.0,20200110,20200117,0.011538461538461497,0.005681156024943096,0.0,-0.0057963209541517,0.011538461538461497,-0.03076923076923077,0.01538461538461533,-0.03076923076923077,False,False,False,False,False,False,202001,0.5,12.9
2603,長榮,20200103,HISTORICAL_DISCOVERY,A2,BREAKOUT,13.0,12.8,0.023622047244094446,0.007874015748031704,3.9423291668317337,0050_ABOVE_MA60,0.3363285660584066,Q3,0.014060450102377425,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,1.1999999999999993,AT_OR_ABOVE_C,20191209,12.2,20191211,227,20191218,12.7,20191220,234,20191231,12.4,20200103,243,B4_R_1_0_TO_1_2,B_R_0_8_TO_1_2,AVAILABLE,,20200106,13.0,20200110,20200117,0.011538461538461497,0.005681156024943096,0.0,-0.0057963209541517,0.011538461538461497,-0.03076923076923077,0.01538461538461533,-0.03076923076923077,False,False,False,False,False,False,202001,0.5,12.9
5269,祥碩,20200103,HISTORICAL_DISCOVERY,B1,TREND_PULLBACK,632.0,648.0,-0.010954616588419452,0.014084507042253502,1.364115698280287,0050_ABOVE_MA60,0.16602102313328454,Q2,0.02851669777863668,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.25,AT_OR_ABOVE_C,20191125,537.0,20191127,217,20191219,653.0,20191223,235,20191220,603.0,20191224,236,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200106,629.0,20200110,20200117,0.04610492845786962,0.04004487416348642,0.2527821939586645,0.24551624018229914,0.04610492845786962,-0.022257551669316422,0.2527821939586645,-0.022257551669316422,False,True,True,True,True,False,202001,116.0,719.0
6104,創惟,20200103,HISTORICAL_DISCOVERY,B1,TREND_PULLBACK,35.5,36.3,-0.022038567493112837,0.0,1.1945348080676643,0050_ABOVE_MA60,0.19109182922602957,Q2,0.022489118733921516,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.9310344827586244,AT_OR_ABOVE_C,20191213,34.1,20191217,231,20191217,35.55,20191219,233,20191219,34.15,20191223,235,B3_R_0_8_TO_1_0,B_R_0_8_TO_1_2,AVAILABLE,,20200106,35.6,20200110,20200117,-0.012640449438202306,-0.018376332815143358,0.033707865168539186,0.027727448659774664,-0.012640449438202306,-0.037921348314606806,0.033707865168539186,-0.037921348314606806,False,False,False,False,False,False,202001,1.4499999999999957,35.599999999999994
6531,愛普*,20200103,HISTORICAL_DISCOVERY,B1,TREND_PULLBACK,85.8,88.0,-0.02277904328018221,0.002277904328018332,0.989516602596282,0050_ABOVE_MA60,0.26866106346116175,Q3,0.05291889047850812,Q1,PERSISTENT_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.09090909090909091,AT_OR_ABOVE_C,20191220,79.9,20191224,235,20191227,90.9,20191231,240,20191230,84.8,20200102,241,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200106,85.8,20200110,20200117,0.037296037296037365,0.03130761973725208,0.38111888111888126,0.3731389813032382,0.07226107226107237,0.006993006993007089,0.38111888111888126,0.006993006993007089,True,True,True,True,True,False,202001,11.0,95.8
6531,愛普*,20200103,HISTORICAL_DISCOVERY,B2,TREND_PULLBACK,85.8,88.0,-0.02277904328018221,0.002277904328018332,0.989516602596282,0050_ABOVE_MA60,0.26866106346116175,Q3,0.05291889047850812,Q1,PERSISTENT_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.09090909090909091,AT_OR_ABOVE_C,20191220,79.9,20191224,235,20191227,90.9,20191231,240,20191230,84.8,20200102,241,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200106,85.8,20200110,20200117,0.037296037296037365,0.03130761973725208,0.38111888111888126,0.3731389813032382,0.07226107226107237,0.006993006993007089,0.38111888111888126,0.006993006993007089,True,True,True,True,True,False,202001,11.0,95.8
8046,南電,20200103,HISTORICAL_DISCOVERY,C1,MEAN_REVERSION,46.65,47.9,-0.02609603340292277,0.0,1.542306112849379,0050_ABOVE_MA60,0.21327770344652633,Q2,0.025327873866379948,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191213,46.9,20191217,231,20191217,49.9,20191219,233,20191231,45.15,20200103,243,,,AVAILABLE,,20200106,46.0,20200110,20200117,0.016304347826086918,0.010433183719885374,0.0913043478260871,0.08498660761894161,0.016304347826086918,-0.03152173913043488,0.0913043478260871,-0.03152173913043488,False,True,False,True,False,False,202001,,
3529,力旺,20200106,HISTORICAL_DISCOVERY,C1,MEAN_REVERSION,348.0,350.0,-0.019718309859154903,-0.014084507042253502,0.3706896551724138,0050_ABOVE_MA60,0.014767212728177206,Q1,0.029234351344030973,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191223,358.5,20191225,237,20191227,372.0,20191231,241,20191231,352.5,20200103,243,,,AVAILABLE,,20200107,349.0,20200113,20200120,0.011461318051575908,0.005599080206411528,0.03008595988538687,0.024111676622064326,0.011461318051575908,-0.014326647564469885,0.03151862464183375,-0.014326647564469885,False,False,False,False,False,False,202001,,
3529,力旺,20200106,HISTORICAL_DISCOVERY,C3,MEAN_REVERSION,348.0,350.0,-0.019718309859154903,-0.014084507042253502,0.3706896551724138,0050_ABOVE_MA60,0.014767212728177206,Q1,0.029234351344030973,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191223,358.5,20191225,237,20191227,372.0,20191231,241,20191231,352.5,20200103,243,,,AVAILABLE,,20200107,349.0,20200113,20200120,0.011461318051575908,0.005599080206411528,0.03008595988538687,0.024111676622064326,0.011461318051575908,-0.014326647564469885,0.03151862464183375,-0.014326647564469885,False,False,False,False,False,False,202001,,
3661,世芯-KY,20200106,HISTORICAL_DISCOVERY,B3,TREND_PULLBACK,231.0,228.0,0.008733624454148492,-0.004366812227074246,0.5936912528441934,0050_ABOVE_MA60,0.060042256355412056,Q1,0.046116920137693265,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191213,231.5,20191217,231,20191218,245.0,20191220,234,20191224,217.5,20191226,238,,,AVAILABLE,,20200107,233.0,20200113,20200120,0.04077253218884125,0.03475999858567446,0.0858369098712446,0.07954885155688327,0.04077253218884125,-0.06866952789699576,0.13090128755364816,-0.06866952789699576,False,True,True,False,False,True,202001,,
6415,矽力*-KY,20200106,HISTORICAL_DISCOVERY,B1,TREND_PULLBACK,970.0,975.0,-0.011213047910295648,-0.006116207951070374,2.244096457393496,0050_ABOVE_MA60,0.15181128659973406,Q2,0.03311688535820592,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.3308270676691729,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200107,981.0,20200113,20200120,0.182466870540265,0.17561991393020296,0.12640163098878698,0.11989306253547935,0.182466870540265,-0.02650356778797147,0.182466870540265,-0.02650356778797147,True,True,True,True,True,False,202001,133.0,1059.0
6415,矽力*-KY,20200106,HISTORICAL_DISCOVERY,B2,TREND_PULLBACK,970.0,975.0,-0.011213047910295648,-0.006116207951070374,2.244096457393496,0050_ABOVE_MA60,0.15181128659973406,Q2,0.03311688535820592,Q1,DISCOVERY_ONLY_HIGH_UPSIDE,True,AVAILABLE,,0.3308270676691729,AT_OR_ABOVE_C,20191210,902.0,20191212,228,20191213,1035.0,20191217,231,20191224,926.0,20191226,238,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200107,981.0,20200113,20200120,0.182466870540265,0.17561991393020296,0.12640163098878698,0.11989306253547935,0.182466870540265,-0.02650356778797147,0.182466870540265,-0.02650356778797147,True,True,True,True,True,False,202001,133.0,1059.0
6531,愛普*,20200106,HISTORICAL_DISCOVERY,B1,TREND_PULLBACK,86.4,85.8,0.006993006993007089,0.0,0.5652866514790771,0050_ABOVE_MA60,0.18129888006277448,Q2,0.049831864322240946,Q1,PERSISTENT_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.14545454545454622,AT_OR_ABOVE_C,20191220,79.9,20191224,235,20191227,90.9,20191231,240,20191230,84.8,20200102,241,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200107,87.1,20200113,20200120,0.030998851894374235,0.025027907275243566,0.40068886337543064,0.3925652357805146,0.05625717566016086,-0.0011481056257175437,0.40068886337543064,-0.0011481056257175437,True,True,True,True,True,False,202001,11.0,95.8
6531,愛普*,20200106,HISTORICAL_DISCOVERY,B2,TREND_PULLBACK,86.4,85.8,0.006993006993007089,0.0,0.5652866514790771,0050_ABOVE_MA60,0.18129888006277448,Q2,0.049831864322240946,Q1,PERSISTENT_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.14545454545454622,AT_OR_ABOVE_C,20191220,79.9,20191224,235,20191227,90.9,20191231,240,20191230,84.8,20200102,241,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200107,87.1,20200113,20200120,0.030998851894374235,0.025027907275243566,0.40068886337543064,0.3925652357805146,0.05625717566016086,-0.0011481056257175437,0.40068886337543064,-0.0011481056257175437,True,True,True,True,True,False,202001,11.0,95.8
6531,愛普*,20200106,HISTORICAL_DISCOVERY,B3,TREND_PULLBACK,86.4,85.8,0.006993006993007089,0.0,0.5652866514790771,0050_ABOVE_MA60,0.18129888006277448,Q2,0.049831864322240946,Q1,PERSISTENT_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.14545454545454622,AT_OR_ABOVE_C,20191220,79.9,20191224,235,20191227,90.9,20191231,240,20191230,84.8,20200102,241,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200107,87.1,20200113,20200120,0.030998851894374235,0.025027907275243566,0.40068886337543064,0.3925652357805146,0.05625717566016086,-0.0011481056257175437,0.40068886337543064,-0.0011481056257175437,True,True,True,True,True,False,202001,11.0,95.8
8046,南電,20200106,HISTORICAL_DISCOVERY,C1,MEAN_REVERSION,44.55,46.0,-0.045016077170418,-0.013933547695605508,1.7149048162040104,0050_ABOVE_MA60,0.3627860494855509,Q3,0.026029061880135214,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191213,46.9,20191217,231,20191217,49.9,20191219,233,20191231,45.15,20200103,243,,,AVAILABLE,,20200107,45.15,20200113,20200120,0.10741971207087486,0.10102837969173448,0.10299003322259126,0.09660932107507728,0.10741971207087486,0.0,0.11184939091915846,0.0,True,True,True,True,True,False,202001,,
8046,南電,20200106,HISTORICAL_DISCOVERY,C2,MEAN_REVERSION,44.55,46.0,-0.045016077170418,-0.013933547695605508,1.7149048162040104,0050_ABOVE_MA60,0.3627860494855509,Q3,0.026029061880135214,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191213,46.9,20191217,231,20191217,49.9,20191219,233,20191231,45.15,20200103,243,,,AVAILABLE,,20200107,45.15,20200113,20200120,0.10741971207087486,0.10102837969173448,0.10299003322259126,0.09660932107507728,0.10741971207087486,0.0,0.11184939091915846,0.0,True,True,True,True,True,False,202001,,
6104,創惟,20200107,HISTORICAL_DISCOVERY,C1,MEAN_REVERSION,34.25,34.8,-0.011544011544011523,0.0043290043290042934,0.7437185929648241,0050_ABOVE_MA60,0.00546144016866269,Q1,0.023507196072433383,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,AVAILABLE,,0.06896551724138049,AT_OR_ABOVE_C,20191213,34.1,20191217,231,20191217,35.55,20191219,233,20191219,34.15,20191223,235,B1_R_0_TO_0_5,A_R_LT_0_8,AVAILABLE,,20200108,34.05,20200114,20200130,0.058737151248164476,0.05259994313130557,-0.03524229074889851,-0.04085427816949977,0.058737151248164476,0.005873715124816492,0.0807635829662261,-0.03524229074889851,True,True,False,True,False,False,202001,1.4499999999999957,35.599999999999994
6531,愛普*,20200107,HISTORICAL_DISCOVERY,B2,TREND_PULLBACK,89.0,87.1,0.03009259259259256,0.008101851851851638,1.183455912095024,0050_ABOVE_MA60,0.21944550401510612,Q2,0.05044354321811796,Q1,PERSISTENT_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191230,84.8,20200102,241,20200102,91.3,20200106,243,20200103,84.1,20200107,244,,,AVAILABLE,,20200108,86.8,20200114,20200130,0.1370967741935485,0.13050251924556655,0.26728110599078336,0.25994124439199695,0.1370967741935485,0.0023041474654377225,0.4055299539170507,0.0023041474654377225,True,True,True,True,True,False,202001,,
8046,南電,20200107,HISTORICAL_DISCOVERY,C1,MEAN_REVERSION,45.4,45.15,0.019079685746352437,0.013468013468013407,2.1896593821291326,0050_ABOVE_MA60,0.2782981277396683,Q3,0.026558020101401132,Q1,REGIME_HIGH_UPSIDE_SPECIALIST,True,STRUCTURE_INVALID,STRUCTURAL_VALIDITY_FAILED,,,20191213,46.9,20191217,231,20191217,49.9,20191219,233,20191231,45.15,20200103,243,,,AVAILABLE,,20200108,45.5,20200114,20200130,0.10329670329670337,0.09691589045960186,-0.014285714285714235,-0.019984374071805887,0.10329670329670337,-0.007692307692307776,0.10329670329670337,-0.014285714285714235,True,True,True,True,True,False,202001,,
