period,setup_family,row_type,comparison,n,day5_gross_positive_rate,day5_net_positive_rate,day5_gross_mean,day5_net_mean,day5_gross_pf,day5_net_pf,day10_gross_positive_rate,day10_net_positive_rate,day10_gross_mean,day10_net_mean,day10_gross_pf,day10_net_pf,median_mfe5,mean_mfe5,median_mae5,mean_mae5,median_mfe10,mean_mfe10,median_mae10,mean_mae10,up5_within_5d_rate,up8_within_10d_rate,up10_within_10d_rate,up8_before_down5_rate,up10_before_down5_rate,downside_first_rate,effect_direction_count,mean_mfe10_delta,mean_mae10_delta,day5_net_mean_delta,day10_net_mean_delta,up8_before_down5_rate_delta,up10_before_down5_rate_delta,downside_first_rate_delta,day5_net_pf_delta,day10_net_pf_delta
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,TREND_PULLBACK,GROUP,C_R_GE_1_2,19,0.47368421052631576,0.3157894736842105,-0.016219985486500048,-0.021909523028563593,0.43684475620521884,0.3125981391391103,0.2631578947368421,0.15789473684210525,-0.03894768195376324,-0.04451086049958602,0.10759169159409829,0.0684963730876235,0.019374068554396384,0.018654278662827567,-0.029761904761904767,-0.03586700515935901,0.02529761904761907,0.025985006344557665,-0.06609808102345416,-0.06525670332242779,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.631578947368421,,,,,,,,,,
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,TREND_PULLBACK,DELTA,A_MINUS_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.021443533413860474,0.00270275846873419,-0.024890241080463886,0.012361301304701259,-0.32100262785526584,-0.11623205983424295,0.3539518900343643,-3.9091260806050094,0.3350869906617512
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,TREND_PULLBACK,DELTA,C_MINUS_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.06237196463240928,-0.015134106096965694,-0.04618487025662128,-0.040306433791137145,-0.653250773993808,-0.3591331269349845,0.631578947368421,-4.575472533628313,-0.8244823275985089
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,VOLATILITY_CONTRACTION_EXPANSION,GROUP,A_R_LT_0_8,59,0.559322033898305,0.5084745762711864,0.00933249360648937,0.0034913453388191757,1.4304656915207175,1.1439043054870086,0.5254237288135594,0.5084745762711864,-0.005201202052915307,-0.010960093582587668,0.8581903948583706,0.7210054290001083,0.027397260273972712,0.03627039527465695,-0.040723981900452455,-0.035357062866390274,0.05161290322580636,0.05656777128962652,-0.05927835051546393,-0.0650103148654408,0.3050847457627119,0.3220338983050847,0.22033898305084745,0.2711864406779661,0.1864406779661017,0.5254237288135594,,,,,,,,,,
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,VOLATILITY_CONTRACTION_EXPANSION,GROUP,B_R_0_8_TO_1_2,19,0.5263157894736842,0.5263157894736842,0.009532961565770711,0.0036925699593387735,1.531196783417637,1.1793991333315215,0.5789473684210527,0.47368421052631576,0.004330145249751616,-0.0014942208256951077,1.157074450364697,0.9504363725390016,0.04421052631578948,0.0410837289192402,-0.016355140186915862,-0.01808316639024754,0.04842105263157892,0.057006787228508424,-0.032631578947368456,-0.04474342730732963,0.3157894736842105,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.21052631578947367,,,,,,,,,,
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,VOLATILITY_CONTRACTION_EXPANSION,GROUP,C_R_GE_1_2,12,0.5833333333333334,0.5833333333333334,0.008986119888588015,0.0031397463414087755,1.5808196778955534,1.1764606034407241,0.5833333333333334,0.5833333333333334,0.036322472327257486,0.03032132099309728,3.309610156101057,2.680390667813567,0.04153375165048323,0.03852318750212468,-0.024271140424958704,-0.022659515435586374,0.08668639833357505,0.0742469656118439,-0.030285343709468227,-0.032663177059118816,0.4166666666666667,0.5833333333333334,0.25,0.5833333333333334,0.25,0.08333333333333333,,,,,,,,,,
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,VOLATILITY_CONTRACTION_EXPANSION,DELTA,A_MINUS_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.0004390159388819037,-0.020266887558111173,-0.0002012246205195978,-0.009465872756892561,0.06066012488849243,0.028545941123996443,0.3148974130240857,-0.035494827844512855,-0.22943094353889326
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,VOLATILITY_CONTRACTION_EXPANSION,DELTA,C_MINUS_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.01724017838333547,0.012080250248210814,-0.000552823617929998,0.03181554181879239,0.3728070175438597,0.09210526315789475,-0.12719298245614036,-0.002938529890797348,1.7299542952745655
STRESS_PREVALENCE_SEEN_NOT_BLIND,BREAKOUT,GROUP,A_R_LT_0_8,89,0.4044943820224719,0.39325842696629215,0.0019833091163749057,-0.0038138043698951805,1.0761028632800513,0.8700901572197886,0.4157303370786517,0.39325842696629215,0.0013211388479534647,-0.004475831379984367,1.0355716789905207,0.8890956205420336,0.020408163265306145,0.036663801192378734,-0.03316326530612246,-0.03510068750270995,0.023636363636363678,0.0553543420857581,-0.05932203389830504,-0.051839538359887576,0.30337078651685395,0.3707865168539326,0.2696629213483146,0.3707865168539326,0.2696629213483146,0.47191011235955055,,,,,,,,,,
STRESS_PREVALENCE_SEEN_NOT_BLIND,BREAKOUT,GROUP,B_R_0_8_TO_1_2,86,0.3953488372093023,0.36046511627906974,-0.01860898125099816,-0.02429709586111155,0.32022734513271667,0.21296279243860042,0.5,0.5,-0.012956245016417525,-0.018669341420549882,0.5949938749421395,0.4619826550949252,0.008000000000000007,0.010406929555403429,-0.03628899835796384,-0.03820147476644776,0.02941176470588225,0.03375292442766937,-0.057644110275689275,-0.060481330830445684,0.12790697674418605,0.18604651162790697,0.011627906976744186,0.11627906976744186,0.011627906976744186,0.5348837209302325,,,,,,,,,,
