scope,period,decile,ratio_min,ratio_max,ratio_median,n,day5_gross_positive_rate,day5_net_positive_rate,day5_gross_mean,day5_net_mean,day5_gross_pf,day5_net_pf,day10_gross_positive_rate,day10_net_positive_rate,day10_gross_mean,day10_net_mean,day10_gross_pf,day10_net_pf,median_mfe5,mean_mfe5,median_mae5,mean_mae5,median_mfe10,mean_mfe10,median_mae10,mean_mae10,up5_within_5d_rate,up8_within_10d_rate,up10_within_10d_rate,up8_before_down5_rate,up10_before_down5_rate,downside_first_rate
PRIMARY_ACTIVE_SPECIALISTS,STRESS_PREVALENCE_SEEN_NOT_BLIND,8,0.7402597402597403,1.0077519379844957,0.8571428571428571,85,0.5529411764705883,0.5058823529411764,-0.005664244458133756,-0.011422668067675727,0.7619357111710324,0.568077215086874,0.5764705882352941,0.5764705882352941,0.00744404686635878,0.0016076433802490902,1.2905909677161884,1.0575726946168813,0.01760563380281699,0.022563743231090058,-0.02396166134185307,-0.03593790991645152,0.043831168831168776,0.050927624048540315,-0.04220779220779225,-0.05188113472976671,0.2,0.3058823529411765,0.1411764705882353,0.25882352941176473,0.1411764705882353,0.4117647058823529
PRIMARY_ACTIVE_SPECIALISTS,STRESS_PREVALENCE_SEEN_NOT_BLIND,9,1.0077519379844957,1.3880597014925373,1.2105263157894737,84,0.4166666666666667,0.4166666666666667,0.009145281301229108,0.0032966606230602886,1.4618444689562125,1.142901701821319,0.44047619047619047,0.42857142857142855,0.02014517257666865,0.014242067684358418,1.693580147400928,1.4427577610990439,0.008000000000000007,0.030603503760154357,-0.0358744394618834,-0.02605000014051587,0.02941176470588225,0.06671620863620008,-0.0426182778878576,-0.043187808092745375,0.16666666666666666,0.35714285714285715,0.15476190476190477,0.32142857142857145,0.15476190476190477,0.39285714285714285
PRIMARY_ACTIVE_SPECIALISTS,STRESS_PREVALENCE_SEEN_NOT_BLIND,10,1.3880597014925373,4.846153846153846,2.2745098039215685,84,0.5952380952380952,0.5476190476190477,0.03533423371839387,0.029334187863925335,3.364149753736032,2.683611691327471,0.5833333333333334,0.5119047619047619,0.02933892175180922,0.02337878959021376,1.9562075048974001,1.7063753233386096,0.03210672799693348,0.05875230116180381,-0.018900343642611728,-0.021810792364476514,0.05428571428571427,0.07739233661027212,-0.0402263998382858,-0.04089669739924783,0.44047619047619047,0.39285714285714285,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,1,-7.880952380952383,-0.5409836065573771,-0.9497474747474748,4442,0.47276001800990547,0.4412426834759118,-0.003599413557807664,-0.009367864481300024,0.8719774705814132,0.6985896943542433,0.4389914452949122,0.41580369203061684,-0.013509283765955352,-0.01922076022876382,0.7152221114193111,0.619113745346342,0.024242424242424176,0.0320751527144091,-0.025735294117646967,-0.03653441781449548,0.034487367696099835,0.05112008023542025,-0.050646852171973455,-0.0666418681661906,0.27465105808194507,0.2309770373705538,0.17131922557406573,0.20576316974335884,0.15218370103556955,0.4844664565511031
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,2,-0.5409836065573771,-0.15217391304347827,-0.32727272727272677,4441,0.5219545147489304,0.48007205584327856,0.002241138839223205,-0.003560574179324516,1.0972502176304737,0.8619239444685288,0.4827741499662238,0.4539518126548075,0.004226384877991928,-0.0015869917702413972,1.1198376975366782,0.958380261894829,0.0242587601078168,0.03239548705767475,-0.021531100478468845,-0.03142301093903769,0.03693181818181812,0.05650900416561663,-0.03879310344827591,-0.054233054878697985,0.26390452600765596,0.25895068678225625,0.1943256023418149,0.23035352398108533,0.17338437288898897,0.41229452825940105
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,3,-0.1521739130434773,0.14285714285714335,0.018181818181817147,4441,0.47962170682278765,0.43886512046836296,-0.0011804343976599301,-0.006962741678168373,0.9537314132824208,0.755479667322186,0.483900022517451,0.4573294303084891,0.0028406472651701683,-0.0029649689916400866,1.0776104679641898,0.924824790813741,0.020134228187919545,0.029672597979580332,-0.023188405797101463,-0.033641307587430225,0.03616636528028927,0.055687297840137054,-0.03940217391304335,-0.055461798462203886,0.2517451024544022,0.26120243188471065,0.18802071605494258,0.24048637694213015,0.17563611799144338,0.4098176086467012
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,4,0.1436781609195403,0.32960893854748624,0.24292389853137508,4442,0.465105808194507,0.4347140927510131,0.00377236248035017,-0.002038580928453583,1.1602785058679266,0.9232497711497483,0.5094552003601981,0.4806393516434039,0.01097859040599785,0.005125406773996714,1.3427069214653082,1.1474312585750404,0.018092326947145465,0.031914882167390746,-0.024553571428571397,-0.030781104731790288,0.037174721189590976,0.06077564779050866,-0.036960985626283416,-0.04945414078631074,0.2609185051778478,0.2791535344439442,0.2120666366501576,0.2624943719045475,0.19990995047276003,0.37235479513732556
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,5,0.32960893854748624,0.5,0.4166666666666665,4441,0.4753433911281243,0.43818959693762666,0.005726336882589862,-9.693176269618024e-05,1.2453040415294576,0.9963187996157759,0.51407340689034,0.48592659310965997,0.013212377131206618,0.007346466759005935,1.4153918097007914,1.2129798504410323,0.019230769230769162,0.03531279620532453,-0.022922636103151817,-0.029470126127886305,0.035955056179775235,0.062794871117859,-0.03466666666666662,-0.047707610344666855,0.27336185543796443,0.2922765142985814,0.22832695338887637,0.27673947309164604,0.21819410042783158,0.38302184192749383
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,6,0.5,0.6956521739130435,0.5952380952380952,4441,0.4647601891465886,0.4183742400360279,0.003655789693441112,-0.0021543686657892924,1.1386984808561387,0.9267468580580257,0.4791713578022968,0.4636343165953614,0.012295599381868413,0.006435042368221444,1.366576288439667,1.1767953529124253,0.020618556701030855,0.03612317102934719,-0.02732240437158473,-0.03240832759966517,0.03868471953578334,0.06407816894800436,-0.03952569169960474,-0.04947968176939969,0.27111011033551,0.30308489079036255,0.23147939653231253,0.2792163927043459,0.21031299256924116,0.41071830668768294
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,7,0.6956521739130435,0.9249999999999989,0.8013714715137852,4442,0.4954975236380009,0.4554254840162089,0.006911105190820822,0.0010819306230559031,1.2939921366072566,1.0409955330370022,0.5092300765420982,0.48131472309770373,0.015842437842798273,0.009961715795160284,1.4896413290721773,1.28407593468778,0.021912350597609542,0.03725430269495063,-0.025000000000000022,-0.031300873243166716,0.042005420054200604,0.06765376926191162,-0.036597114526058516,-0.04855816162468782,0.3041422782530392,0.3117964880684376,0.24673570463755065,0.2820801440792436,0.22467357046375508,0.38338586222422333
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,8,0.925,1.2702702702702702,1.0800000000000012,4441,0.47399234406665164,0.4384147714478721,0.003293376858870997,-0.0025144477392762066,1.1303318782767928,0.9110256759899814,0.47444269308714254,0.4494483224498987,0.009552270641768092,0.003707487437664393,1.2781141960136129,1.0995339173818857,0.02187500000000009,0.0359780902367076,-0.026771653543307128,-0.032576357468353974,0.038205980066445155,0.06353052149147309,-0.03837953091684432,-0.050038986854920656,0.2934023868498086,0.28867372213465436,0.2323800945732943,0.2684080162125647,0.21481648277414997,0.40779103805449224
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,9,1.2702702702702702,1.8837209302325582,1.5027027027027025,4441,0.431209187120018,0.4053141184417924,0.0016019340251717364,-0.004197418694806158,1.0565358740911124,0.8668934701568071,0.4719657734744427,0.44697140283719883,0.009927800348909766,0.004080837681759785,1.2635261833095226,1.1005786349343178,0.01806239737274229,0.03542483739643219,-0.03196347031963476,-0.03721546580833251,0.03629032258064524,0.06618813576085748,-0.0462633451957295,-0.05632783620974383,0.2911506417473542,0.29047511821661787,0.23192974555280343,0.25962621031299254,0.2049088043233506,0.45079936951137134
