scope,period,dimension,dimension_value,total_frozen_signal_observations,measured_move_available_count,coverage_rate,structure_invalid_count,no_abc_count
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2395,532,273,0.5131578947368421,259,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2408,671,271,0.4038748137108793,400,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2409,652,319,0.4892638036809816,333,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2449,752,419,0.5571808510638298,333,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2454,718,366,0.5097493036211699,352,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2455,753,315,0.41832669322709165,438,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2458,639,235,0.3677621283255086,404,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2474,568,272,0.4788732394366197,296,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2481,780,387,0.49615384615384617,393,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2492,745,266,0.35704697986577183,479,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2498,665,331,0.49774436090225566,334,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2603,726,436,0.6005509641873278,290,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2606,760,356,0.46842105263157896,404,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2609,723,417,0.5767634854771784,306,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2610,745,363,0.487248322147651,382,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2615,773,384,0.49676584734799484,389,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2618,723,313,0.43291839557399725,410,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2637,777,313,0.40283140283140284,464,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,2915,673,321,0.4769687964338782,352,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3006,852,392,0.460093896713615,460,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3008,695,241,0.34676258992805753,454,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3016,729,347,0.47599451303155005,382,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3017,731,341,0.466484268125855,390,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3034,695,351,0.5050359712230216,344,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3035,788,361,0.4581218274111675,427,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3037,723,360,0.4979253112033195,363,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3042,718,333,0.4637883008356546,385,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3105,782,320,0.4092071611253197,462,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3141,834,423,0.5071942446043165,411,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3189,764,328,0.4293193717277487,436,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3227,692,339,0.48988439306358383,353,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3228,883,471,0.5334088335220838,412,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3260,765,360,0.47058823529411764,405,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3293,664,374,0.5632530120481928,290,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3324,727,340,0.4676753782668501,387,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3374,760,296,0.3894736842105263,464,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3406,774,336,0.43410852713178294,438,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3413,719,327,0.45479833101529904,392,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3443,710,294,0.4140845070422535,416,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3481,675,297,0.44,378,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3515,736,380,0.5163043478260869,356,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3529,774,417,0.5387596899224806,357,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3532,731,387,0.5294117647058824,344,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3533,663,318,0.4796380090497738,345,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3545,630,301,0.4777777777777778,329,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3552,815,361,0.4429447852760736,454,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3576,563,281,0.4991119005328597,282,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3596,693,319,0.4603174603174603,374,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3653,619,400,0.6462035541195477,219,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3661,766,422,0.5509138381201044,344,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3665,647,272,0.42040185471406494,375,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3680,716,340,0.4748603351955307,376,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3707,745,335,0.44966442953020136,410,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,3711,689,354,0.5137880986937591,335,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4142,685,343,0.5007299270072992,342,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4736,815,469,0.5754601226993865,346,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4743,584,232,0.3972602739726027,352,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4919,683,370,0.541727672035139,313,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4927,733,266,0.36289222373806274,467,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4958,603,220,0.3648424543946932,383,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4961,734,314,0.42779291553133514,420,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4966,596,314,0.5268456375838926,282,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,4968,747,298,0.3989290495314592,449,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,5269,717,358,0.499302649930265,359,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,5274,668,322,0.4820359281437126,346,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,5347,707,311,0.43988684582743987,396,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,5351,655,326,0.49770992366412214,329,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,5425,752,378,0.5026595744680851,374,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,5483,746,410,0.5495978552278821,336,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,5871,685,367,0.5357664233576642,318,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6104,699,344,0.49213161659513593,355,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6116,781,423,0.5416133162612036,358,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6138,714,356,0.49859943977591037,358,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6147,718,378,0.5264623955431755,340,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6182,812,430,0.5295566502463054,382,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6213,651,330,0.5069124423963134,321,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6223,754,277,0.3673740053050398,477,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6239,663,329,0.4962292609351433,334,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6269,671,333,0.496274217585693,338,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6271,474,248,0.5232067510548524,226,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6278,726,309,0.4256198347107438,417,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6415,686,369,0.5379008746355685,317,0
SECONDARY_ELIGIBLE_UNIVERSE,HISTORICAL_DISCOVERY,STOCK,6443,734,343,0.4673024523160763,391,0
