time_slice,entry_gap_bucket,lower_inclusive,upper_exclusive,observations,evaluable_observations,unique_dates,unique_months,unique_stocks,path_success_rate,downside_first_rate,timeout_rate,plus10_before_minus5_rate,plus15_before_minus5_rate,day1_return,day3_return,day5_return,day10_return,mfe5_mean,mfe10_mean,mae5_mean,mae10_mean,mfe_abs_mae,gross_mean,net_mean,median_net,gross_profit_factor,net_profit_factor,top1_positive_winners_removed,top1_removed_net_mean,top1_removed_net_pf,top1_removed_gross_mean,top1_removed_gross_pf,top5_positive_winners_removed,top5_removed_net_mean,top5_removed_net_pf,top5_removed_gross_mean,top5_removed_gross_pf,removed_best_signal_date,remove_best_signal_date_net_mean,remove_best_signal_date_net_pf,removed_best_calendar_month,remove_best_calendar_month_net_mean,remove_best_calendar_month_net_pf
HISTORICAL_DISCOVERY,LT_MINUS_1PCT,,-0.01,800,796,412,36,263,0.39195979899497485,0.535175879396985,0.0728643216080402,0.3391959798994975,0.23869346733668342,0.005919217084292294,0.002686657302408766,0.006376113481923592,0.025313556274134744,0.06485090549284776,0.11638318344932548,-0.05520885730414102,-0.08799435999681468,1.3226209435870486,0.00464038627377949,-0.0011730338565047788,-0.05807741031131046,1.1107026824893338,0.9739105008078633,4,-0.0020776661530417396,0.9540227412587532,0.003730558590761624,1.0885502904862736,18,-0.005153167090429792,0.8879799017173755,0.0006371201956613461,1.0148556586625288,20210908,-0.001400716977788099,0.96888572763294,202211,-0.0022820054831612694,0.9497752338139456
HISTORICAL_DISCOVERY,MINUS_1_TO_0PCT,-0.01,0.0,425,421,310,36,210,0.38954869358669836,0.5439429928741093,0.0665083135391924,0.33966745843230406,0.21377672209026127,-0.0016565159186068394,0.0037389757830081846,0.010555212871535337,0.023844670524886983,0.05917493483975039,0.10953158520022953,-0.047646752943759106,-0.07594082632580444,1.4423280664647056,0.0037247575867248137,-0.0020828189001945202,-0.05725854244189358,1.089831561189537,0.9532613152042446,2,-0.0029139629465180328,0.934920991212445,0.0028887472260824103,1.0693381743354018,9,-0.005733319972488947,0.8740940431916084,5.297142688357416e-05,1.0012502236953726,20200915,-0.002502115350620449,0.9439856243825789,202110,-0.004141274618678747,0.9084490892725349
HISTORICAL_DISCOVERY,0_TO_1PCT,0.0,0.01,954,944,535,36,275,0.3728813559322034,0.5466101694915254,0.08050847457627118,0.2997881355932203,0.2086864406779661,-0.001759642562379219,0.004113197591342226,0.007748773161994757,0.018432548702425375,0.0567713806537368,0.10565690574288773,-0.04840731698669629,-0.07861901678618023,1.3439102911989134,-0.000300069829204397,-0.006085821147487968,-0.05810315589291544,0.9929253349047087,0.8663515297847327,4,-0.006863487766099609,0.8499121521240669,-0.0010822476233471156,0.9745922589363645,20,-0.009834159118978333,0.7886111797584017,-0.004070189151978347,0.9060713405591291,20210524,-0.006280771348310279,0.8622164124058284,202103,-0.008145802261690259,0.8244367085724507
HISTORICAL_DISCOVERY,1_TO_2PCT,0.01,0.02,614,613,400,36,256,0.3523654159869494,0.567699836867863,0.0799347471451876,0.300163132137031,0.22022838499184338,-0.0063479351999092175,-0.0025389858031144713,0.0042105477107096285,0.01068147784451923,0.051675550080701745,0.1001043895594488,-0.05284231395630733,-0.08373201094787086,1.1955330873609487,-0.0020450341548489417,-0.007819379641479437,-0.05856882053173459,0.9532021496311376,0.833361780774391,3,-0.00874011160241229,0.8146516794046025,-0.0029710837784915163,0.9323434890482957,13,-0.011766038567739891,0.7545724228034161,-0.006014606180732458,0.8652827183805963,20200727,-0.008120320204131495,0.8272307614553273,202102,-0.009451134523164198,0.8009481404670294
HISTORICAL_DISCOVERY,2_TO_3PCT,0.02,0.03,370,369,277,36,184,0.37398373983739835,0.5663956639566395,0.05962059620596206,0.32791327913279134,0.2601626016260163,-0.006936878194629596,0.0022247298025723345,0.006195175315846493,0.008754790066611885,0.05843596786591082,0.10855982519968953,-0.05533682188720568,-0.0912738804071997,1.1893854486669364,0.000890064710135904,-0.004902083283084481,-0.06079778329527292,1.0198843829360267,0.8978063662544348,2,-0.005903487540481482,0.8775971568714666,-0.00011706037599540107,0.9973990012176814,8,-0.008920179740051758,0.8180728158290271,-0.0031513172829319555,0.9311247000674284,20211207,-0.005402610257399363,0.8876771154992409,202103,-0.007344852407796204,0.849829855522256
HISTORICAL_DISCOVERY,GE_3PCT,0.03,,510,507,298,36,174,0.4378698224852071,0.5285996055226825,0.03353057199211045,0.39447731755424065,0.3155818540433925,-0.007513389687649179,0.009858831893897666,0.014911364702213206,0.034056292440877496,0.07818840293210354,0.140440976661439,-0.06543123384714375,-0.10252880330003172,1.3697709535384341,0.007878547590869053,0.0020460078177610467,-0.0570878178852262,1.175866913637726,1.0428927731092574,3,0.0010044960702747872,1.020933779993688,0.006831052270178571,1.151582185678796,12,-0.0020516423969857453,0.9580071122416847,0.0037571718829769,1.081883478276567,20201126,0.001705850095981386,1.035691126712724,202103,-0.0013718672895890447,0.9721401060969592
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LT_MINUS_1PCT,,-0.01,429,427,255,24,180,0.41451990632318503,0.5152224824355972,0.0702576112412178,0.35362997658079626,0.23185011709601874,0.009093105173201646,0.0033631826494029617,0.00827290443566288,0.020365296351213452,0.06297182835958168,0.10813052803720655,-0.04502509417113653,-0.0756744580302287,1.4288906832211874,0.0066850278149181794,0.0008588576675591302,-0.05651120243439569,1.1621663270712757,1.0194429091178305,2,-2.0904925209438494e-05,0.9995289687486355,0.005800202921032437,1.14004309637971,10,-0.0032481482407150522,0.9281901415826238,0.0025541128788697854,1.0605070150527696,20240216,0.0003962756761431255,1.008949920727975,202402,-0.0011296346116851407,0.9748038211701422
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,MINUS_1_TO_0PCT,-0.01,0.0,303,302,228,24,171,0.3675496688741722,0.5331125827814569,0.09933774834437085,0.3211920529801324,0.19205298013245034,-0.0027466467543301653,0.002562620516130706,0.0030489679518055264,0.00756510479696058,0.05606182730882021,0.09420243963028872,-0.05093940154599359,-0.07915928428898793,1.1900365254236323,0.001256672490541529,-0.00453656561419679,-0.0567946858223594,1.030762053100026,0.8968660153742651,2,-0.005725943340416898,0.8706888545899308,6.0373816229554546e-05,1.001468101727034,7,-0.008570357959858261,0.8096781567387689,-0.002800793341119,0.9330286046503549,20240116,-0.0051384073776934115,0.8835705929246606,202302,-0.00877981969338721,0.8086701455088454
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,0_TO_1PCT,0.0,0.01,843,842,400,24,268,0.37292161520190026,0.504750593824228,0.12232779097387174,0.30997624703087884,0.2042755344418052,-0.0008412682156879924,0.003293935994129961,0.011410029741615842,0.017249502240137365,0.05451472010265459,0.09420688743014899,-0.041380692197727754,-0.06749865109538083,1.3956854826184206,0.006042325987961655,0.00022024796552780684,-0.05548261099628559,1.1599728515836292,1.005398253390716,4,-0.0006208119736830709,0.9848562520555801,0.005196415702574384,1.1369234861103794,19,-0.00359158808489732,0.9139569836771001,0.0022083106740487762,1.0571465543367276,20230712,3.1408531230085266e-05,1.0007689053679625,202302,-0.0020064817052804313,0.9522727592026371
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,1_TO_2PCT,0.01,0.02,426,426,285,24,196,0.36384976525821594,0.5657276995305164,0.07042253521126761,0.29577464788732394,0.176056338028169,-0.0064290733755911445,0.0028714818503427428,-0.0010101602848074504,-0.004758861212453001,0.04382195723834463,0.08177639232970402,-0.046398690961630004,-0.07977382738716393,1.0251030320110015,-0.0006285139222536105,-0.006410659496426754,-0.05850159162189151,0.9849638281253144,0.8576426184059135,2,-0.007257475240047015,0.8395945566966737,-0.0014802658808148535,0.9647533078211296,9,-0.010168055177402565,0.7789748817272976,-0.004407924614077463,0.896775451139015,20230331,-0.006835294805273656,0.8485693233981026,202301,-0.007987815659411927,0.8262913972486385
