period,feature,feature_family,bucket,lower,upper,observations,evaluable_observations,unique_dates,unique_months,unique_stocks,path_success_rate,downside_first_rate,timeout_rate,plus10_before_minus5_rate,plus15_before_minus5_rate,day1_return,day3_return,day5_return,day10_return,mfe5_mean,mfe10_mean,mae5_mean,mae10_mean,mfe_abs_mae,gross_mean,net_mean,median_net,gross_profit_factor,net_profit_factor,top1_positive_winners_removed,top1_removed_net_mean,top1_removed_net_pf,top1_removed_gross_mean,top1_removed_gross_pf,top5_positive_winners_removed,top5_removed_net_mean,top5_removed_net_pf,top5_removed_gross_mean,top5_removed_gross_pf,removed_best_signal_date,remove_best_signal_date_net_mean,remove_best_signal_date_net_pf,removed_best_calendar_month,remove_best_calendar_month_net_mean,remove_best_calendar_month_net_pf
HISTORICAL_DISCOVERY,peer_rs_20d_vs_0050,RS,4,0.05504124222685125,0.13250955030292486,4410,4387,679,36,554,0.3362206519261454,0.5803510371552314,0.08342831091862321,0.2831091862320492,0.1951219512195122,-0.004142761604889749,-0.0005204879789417146,0.0025549248238842985,0.008686364036631644,0.05258999952810503,0.09530085359129539,-0.05165621643361974,-0.08230540323356282,1.1578930403980239,-0.004406279176653624,-0.010167187411118883,-0.059867389348927005,0.900743344603927,0.7868895536748498,17,-0.010896822957906236,0.7724810330351136,-0.0051401154364056215,0.884661499249497,84,-0.013724543853089978,0.7178334419301038,-0.007984258352769539,0.8235888952004099,20200804,-0.01020780180402599,0.7860870230084818,202103,-0.01360482406790324,0.7229013304458445
HISTORICAL_DISCOVERY,peer_rs_20d_vs_0050,RS,5,0.13250955030292486,,4410,4387,543,36,450,0.3590152723957146,0.5871894232961021,0.053795304308183266,0.31616138591292453,0.2338728060177798,-0.007557089325341808,-0.00426836776564068,-0.00012172810327248283,0.008843904904764714,0.06242128615751284,0.11562100983126455,-0.06763972315534073,-0.10274508517516903,1.125319129709645,-0.004553837815401203,-0.010314240052707268,-0.060753847975751785,0.9036615077276218,0.7958733302229564,18,-0.01109170202090594,0.7813874352266239,-0.005335788986176987,0.8875821325438811,86,-0.013954943910577163,0.7292350663649744,-0.008215706601041576,0.8296002255768898,20210909,-0.010355644345535273,0.7951006244029941,202004,-0.013020833860156957,0.75041367638966
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,peer_rs_20d_vs_0050,RS,1,,-0.04264611769178067,2572,2556,394,24,384,0.3611111111111111,0.5152582159624414,0.12363067292644757,0.30438184663536777,0.20735524256651017,-0.000808270622478532,0.007022154267337611,0.012310585967391992,0.017926853815643875,0.054404737536790176,0.09152542776181215,-0.04000572720209436,-0.06513427411102399,1.4051807441010762,0.0039886013634744194,-0.0018210840982655397,-0.05608862217501119,1.1032969892461166,0.9563217736628016,11,-0.002596725897971564,0.9379862436161123,0.0032084586101950637,1.082735216651118,55,-0.005567390753903776,0.869340937292525,0.00022040070909530539,1.0055851245159058,20230407,-0.0018818951695001296,0.9548808951470242,202304,-0.0020812899740043096,0.9501801574285904
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,peer_rs_20d_vs_0050,RS,2,-0.04264611769178067,0.00614004243635147,3288,3278,463,24,456,0.34777303233679074,0.5179987797437462,0.1342281879194631,0.2907260524710189,0.18334350213544845,-0.0024394092195862325,0.0028533823446743314,0.007082667238376848,0.017541169398111362,0.04927718904981436,0.08674756269804,-0.04172560842329774,-0.06572044708906766,1.3199478478969466,0.002463979057756907,-0.0033369819753458403,-0.05619396973574921,1.0642911823044217,0.9195095771171451,14,-0.00411044748465744,0.9012764751495548,0.0016860294779503992,1.043804705449927,69,-0.007019947569068622,0.8342379975078462,-0.0012405314823675483,0.9683128661511461,20240827,-0.0033712037399054543,0.91870892991411,202302,-0.004235808487089215,0.8991743924018734
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,peer_rs_20d_vs_0050,RS,3,0.00614004243635147,0.05504124222685125,3262,3251,477,24,485,0.3571208858812673,0.5226084281759459,0.12027068594278684,0.29560135342971394,0.19717010150722855,-0.0036783700576668013,0.001032616322208856,0.0045768223201370925,0.0137889178830018,0.048628355369021936,0.08743896370338096,-0.04440630675213747,-0.06837039390304399,1.2789009790901322,0.0028885184438667234,-0.0029149872548700456,-0.05619542812212683,1.0736750822331034,0.9311760588408025,14,-0.003694333676052951,0.9131510190340184,0.0021046741284500648,1.0534510297911912,68,-0.006609280202713093,0.8472164095615242,-0.000827276460033534,0.9793406896312934,20230724,-0.0029662505089907737,0.9299872565883189,202306,-0.004096910825042799,0.9044337161827227
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,peer_rs_20d_vs_0050,RS,4,0.05504124222685125,0.13250955030292486,3180,3173,466,24,480,0.34352347935707533,0.5512133627481879,0.10526315789473684,0.2833280806807438,0.18657421998109044,-0.004272468929009519,-0.0026686477842406886,0.0017119811617180827,0.008172785435868055,0.04712951344541418,0.08576444446794189,-0.04795862021426646,-0.07416636288964273,1.1563792685311634,-0.0007598947214407093,-0.006541837711608909,-0.057802237104101435,0.9815253137185989,0.852550420159978,13,-0.00729412547747217,0.8362678314616886,-0.0015165483396874031,0.9632804869624837,63,-0.010068549114255131,0.777566096618864,-0.004307231669007913,0.897361051792208,20240930,-0.006598656949089352,0.8513166181459954,202302,-0.008708241249925757,0.808735093476935
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,peer_rs_20d_vs_0050,RS,5,0.13250955030292486,,2128,2120,387,24,361,0.34056603773584904,0.6122641509433963,0.04716981132075472,0.294811320754717,0.20943396226415095,-0.00623634050128384,-0.006559343895113692,-0.006607947989845655,-0.0019445556741074289,0.050668551232169984,0.0910511872313643,-0.06136757288199706,-0.09192755168162148,0.9904667922268576,-0.0071822592763974725,-0.012927871044092949,-0.06151303238546564,0.8476409275496298,0.7442012427347479,8,-0.01365847750809743,0.7307648468579621,-0.007917102066008916,0.8326862866977954,39,-0.016356666472314197,0.6823108107942749,-0.010631017641738925,0.778630237429981,20230518,-0.013013236445552693,0.7426336072636129,202310,-0.013350325884902859,0.7365836728327609
STRESS_PREVALENCE_SEEN_NOT_BLIND,peer_rs_20d_vs_0050,RS,1,,-0.04264611769178067,1564,1564,166,12,205,0.3663682864450128,0.530690537084399,0.10294117647058823,0.3101023017902813,0.18989769820971866,-0.0026582959755051955,0.003060951106271482,0.007720563935241335,0.015704050634231977,0.05188026711639043,0.0872268537446092,-0.04628037341094442,-0.0686241723790274,1.2710805933342966,0.0029161452318406745,-0.002886896904315336,-0.056796461832723986,1.0740359758134375,0.9321179024951992,7,-0.003702596876792887,0.9133273105891586,0.002095737880412511,1.0529690864554475,33,-0.006654040798667821,0.8468391105480403,-0.0008729569745980885,0.978304736121014,20251113,-0.0029957153510703264,0.9296041993763753,202512,-0.003532612997622845,0.9173823853478259
STRESS_PREVALENCE_SEEN_NOT_BLIND,peer_rs_20d_vs_0050,RS,2,-0.04264611769178067,0.00614004243635147,1206,1204,207,12,242,0.3122923588039867,0.5722591362126246,0.11544850498338871,0.25083056478405313,0.17275747508305647,-0.0026443247828828306,-0.0036452138514598644,-0.0011286020333525185,0.010300355241645829,0.04485711803168726,0.08514459344974472,-0.04929115129093274,-0.07740508257394951,1.099987114778945,-0.004943280859037151,-0.010701180642755118,-0.058665360220227225,0.8817663877838953,0.7631787360522563,5,-0.011492544082847864,0.7467217633952241,-0.00573922426791378,0.8632990401901819,23,-0.014244787175392806,0.6907794309048669,-0.008507505912620741,0.8004042258006423,20250414,-0.0109889862266859,0.7572134581859152,202508,-0.012242776446903155,0.7327109220009541
STRESS_PREVALENCE_SEEN_NOT_BLIND,peer_rs_20d_vs_0050,RS,3,0.00614004243635147,0.05504124222685125,1142,1139,212,12,231,0.3652326602282704,0.5417032484635645,0.09306409130816505,0.3090430201931519,0.21246707638279191,-0.004548194349274713,-0.0010636959339074131,0.004907297489414192,0.020690536242270834,0.05117180049971783,0.0985046905962567,-0.049856198371265335,-0.07749153706895641,1.2711670760718243,0.0022477314537126176,-0.0035520690433984334,-0.0575564033709195,1.0549030673162736,0.9195088801222682,5,-0.004356808134378745,0.9017066048398107,0.0014383762101960046,1.0349795330164935,24,-0.007316599450964939,0.8376968329267178,-0.001538655807260268,0.9632087275115264,20251013,-0.0037077806816118645,0.9160541663566749,202512,-0.008619116102105718,0.8137107973213125
STRESS_PREVALENCE_SEEN_NOT_BLIND,peer_rs_20d_vs_0050,RS,4,0.05504124222685125,0.13250955030292486,1504,1501,215,12,239,0.3457694870086609,0.5729513657561626,0.08127914723517655,0.28847435043304465,0.20119920053297802,-0.003054588876776538,0.0030912092699521285,0.0036522839182990697,0.009360948827247443,0.05402798991576648,0.09564451966838004,-0.0498314197079356,-0.08206363234099391,1.1654921545631116,-0.00296972065890234,-0.008739395131316753,-0.05941866245287856,0.9310792895781426,0.8115256909929913,6,-0.009509044779210548,0.7957471254332105,-0.0037438274792252497,0.9134612787870554,30,-0.012409818545635274,0.7377181754199041,-0.006661501486113963,0.8484910617054087,20250414,-0.00886114606197454,0.8090273183883263,202507,-0.010068876383891343,0.7856146532941178
STRESS_PREVALENCE_SEEN_NOT_BLIND,peer_rs_20d_vs_0050,RS,5,0.13250955030292486,,1424,1423,191,12,216,0.30428671820098385,0.6191145467322557,0.07659873506676036,0.2550948699929726,0.1735769501054111,-0.006212321586564889,-0.007711888042667315,-0.008257327652523998,0.0025847758897109604,0.043740593868053325,0.08245038815276852,-0.055700277596068964,-0.08426200220875568,0.9785002253863021,-0.011216436567889121,-0.01693818955913357,-0.061929686860724115,0.7568041719626224,0.6589309626440395,5,-0.017620214227999042,0.6464443176254717,-0.011902396721261125,0.7428378971933318,25,-0.020250230337846044,0.599403135780215,-0.01454779372944942,0.6901149521273083,20250808,-0.017073436710753356,0.6564492097040245,202512,-0.01937832450848552,0.6187345874670583
HISTORICAL_DISCOVERY,peer_rs_acceleration_3v20,RS,1,,-0.3,4312,4280,728,36,536,0.37873831775700934,0.5385514018691588,0.08271028037383178,0.32663551401869156,0.22476635514018692,-0.00225169549621749,0.0014718477605699736,0.006320772400850255,0.016841616726953428,0.058749254379588355,0.1056884187045585,-0.05262576238272769,-0.08283437557452293,1.275900469720746,0.0030600294609745746,-0.0027438779628773335,-0.057468710612824866,1.0731319236235088,0.9389060699992963,19,-0.0035522957426505643,0.9212573272696174,0.002246949430017457,1.0534616616172303,92,-0.006568640353757713,0.8568894472067995,-0.000786906611350224,0.9815978957200224,20201012,-0.0028229588033074054,0.9371746635847876,202103,-0.004549985068671728,0.9002034267670005
HISTORICAL_DISCOVERY,peer_rs_acceleration_3v20,RS,2,-0.3,-0.06666666666666665,4049,4032,733,36,563,0.3482142857142857,0.5575396825396826,0.09424603174603174,0.29191468253968256,0.19618055555555555,-0.004140376242420458,0.0004970398243599012,0.004522005595711089,0.013823967150910721,0.05498578968654707,0.10029895734819791,-0.052065045156337156,-0.08215148338657734,1.2209025718528372,-0.001438139044664783,-0.007216587098014973,-0.058696029976631856,0.9667106178489142,0.8444567989550718,17,-0.007996322733830158,0.828377384971355,-0.0022223925582080433,0.9487739749220166,81,-0.010849493521178963,0.7708524881556408,-0.005092188093255927,0.8844963254488271,20210525,-0.00726150032577415,0.8435275759167594,202103,-0.009076788350249167,0.807260312891399
HISTORICAL_DISCOVERY,peer_rs_acceleration_3v20,RS,3,-0.06666666666666665,0.09999999999999998,4652,4622,728,36,587,0.34984855041107743,0.5638251839030722,0.08632626568585028,0.30051925573344873,0.2109476417135439,-0.004421923296409145,0.002296348512259216,0.00907900000481598,0.01683922174103637,0.05733059770090236,0.1027743995260068,-0.05054904387254467,-0.07966749294372222,1.2900418442765293,-0.0019504470585786737,-0.00772605235965428,-0.059148485578686426,0.9550952106062118,0.834517130665857,19,-0.008492170887149078,0.818855499231538,-0.002720997139145982,0.9376124952240236,91,-0.011309311174868789,0.7625371529795888,-0.00555454676864159,0.8746364603216463,20210714,-0.007757626714380333,0.833876795094402,202004,-0.008721943192129343,0.8152441849861285
HISTORICAL_DISCOVERY,peer_rs_acceleration_3v20,RS,4,0.09999999999999998,0.3,4502,4488,733,36,588,0.3431372549019608,0.5601604278074866,0.09670231729055258,0.2945632798573975,0.20476827094474154,-0.0030955114958028367,0.0012750548927444537,0.006363250813208134,0.016021030148899416,0.05379497644014709,0.09668167392400744,-0.04915275496332601,-0.07714632401432203,1.2532246371979916,-0.0021630177007617725,-0.007937465765960888,-0.05882069182671206,0.9495716752733622,0.8279543093030394,18,-0.00868323582574488,0.8125444923992262,-0.002913096848477592,0.9323568123101501,89,-0.011517749252997547,0.7553018605947208,-0.0057641575943695724,0.8682800894458528,20210517,-0.007973692345251212,0.8272076026446054,202004,-0.008951411820864792,0.8082267332547642
