row_type,universe,stock_count,median_atr14_pct,median_daily_range_pct,median_up8_episode_rate_per_252,median_up10_episode_rate_per_252,median_up15_episode_rate_per_252,median_mfe10,median_p75_mfe10,median_er20,average_pairwise_correlation
UNIVERSE,PREVIOUS_STABLE_SPECIALIST_UNIVERSE,15,3.349568087873648,2.9504741833508956,10.628571428571428,7.542857142857143,2.742857142857143,0.034912718204488824,0.07499999999999996,0.2191858403420648,0.2794639365968387
UNIVERSE,HIGH_UPSIDE_SWING_PRIMARY,15,5.541649569560941,4.585959085132467,14.742857142857142,12.342857142857142,9.0,0.05754571013453591,0.13468013468013473,0.22058135143518923,0.3561221508344909
ABSOLUTE_DIFFERENCE,HIGH_UPSIDE_MINUS_PREVIOUS,0,2.192081481687293,1.6354849017815716,4.114285714285714,4.799999999999999,6.257142857142857,0.022632991930047086,0.05968013468013478,0.001395511093124413,0.07665821423765218
RATIO,HIGH_UPSIDE_DIVIDED_BY_PREVIOUS,1.0,1.6544370570113882,1.5543125613538256,1.3870967741935483,1.6363636363636362,3.28125,1.6482735545677765,1.7957351290684642,1.00636679399977,1.2743044958542937
