stock_id,stock_name,period,threshold_id,threshold_return,threshold_horizon_sessions,episode_ordinal,signal_date,entry_date,first_hit_day,cooldown_sessions,blocked_through_calendar_index,mfe10,mae10
1476,儒鴻,2020,UP8_10D,0.08,10,9,20201023,20201026,10,10,447,0.08179419525065956,-0.02242744063324542
1476,儒鴻,2020,UP10_10D,0.1,10,1,20200319,20200320,5,10,299,0.1283783783783783,-0.09459459459459463
1476,儒鴻,2020,UP10_10D,0.1,10,2,20200407,20200408,5,10,310,0.15537848605577698,0.043824701195219085
1476,儒鴻,2020,UP10_10D,0.1,10,3,20200511,20200512,8,10,333,0.11524163568773238,-0.022304832713754608
1476,儒鴻,2020,UP10_10D,0.1,10,4,20200528,20200529,7,10,346,0.1217948717948718,-0.009615384615384581
1476,儒鴻,2020,UP10_10D,0.1,10,5,20200722,20200723,10,10,383,0.10889570552147232,-0.0030674846625766694
1476,儒鴻,2020,UP10_10D,0.1,10,6,20201028,20201029,9,10,450,0.11066666666666669,-0.01200000000000001
1476,儒鴻,2020,UP15_10D,0.15,10,1,20200320,20200323,3,10,300,0.19714964370546317,-0.04513064133016631
1476,儒鴻,2020,UP15_10D,0.15,10,2,20200512,20200513,10,10,334,0.17100371747211907,-0.022304832713754608
1476,儒鴻,2020,UP15_10D,0.15,10,3,20200728,20200729,9,10,387,0.17956656346749233,0.04489164086687314
1476,儒鴻,2021,UP5_5D,0.05,5,1,20210201,20210202,5,10,517,0.1094527363184079,0.021144278606965106
1476,儒鴻,2021,UP5_5D,0.05,5,2,20210303,20210304,5,10,531,0.14733178654292334,-0.02436194895591648
1476,儒鴻,2021,UP5_5D,0.05,5,3,20210319,20210322,5,10,543,0.057421451787649014,-0.014084507042253502
1476,儒鴻,2021,UP5_5D,0.05,5,4,20210412,20210413,5,10,557,0.1108870967741935,-0.005040322580645129
1476,儒鴻,2021,UP5_5D,0.05,5,5,20210428,20210429,5,10,569,0.17547169811320762,0.01132075471698113
1476,儒鴻,2021,UP5_5D,0.05,5,6,20210514,20210517,2,10,580,0.1753130590339893,-0.00536672629695889
1476,儒鴻,2021,UP5_5D,0.05,5,7,20210616,20210617,4,10,602,0.10666666666666669,0.03166666666666673
1476,儒鴻,2021,UP5_5D,0.05,5,8,20210818,20210819,5,10,647,0.07007575757575757,-0.03409090909090906
1476,儒鴻,2021,UP5_5D,0.05,5,9,20210903,20210906,5,10,659,0.07826086956521738,-0.022608695652173938
1476,儒鴻,2021,UP5_5D,0.05,5,10,20211022,20211025,3,10,691,0.05719237435008662,0.008665511265164572
1476,儒鴻,2021,UP5_5D,0.05,5,11,20211109,20211110,1,10,703,0.05071315372424712,-0.014263074484944571
1476,儒鴻,2021,UP5_5D,0.05,5,12,20211130,20211201,5,10,718,0.08448275862068955,0.0017241379310344307
1476,儒鴻,2021,UP8_10D,0.08,10,1,20210129,20210201,10,10,516,0.08765432098765435,0.0
1476,儒鴻,2021,UP8_10D,0.08,10,2,20210224,20210225,10,10,527,0.09161147902869748,-0.07174392935982343
1476,儒鴻,2021,UP8_10D,0.08,10,3,20210323,20210324,10,10,545,0.098901098901099,0.03406593406593417
1476,儒鴻,2021,UP8_10D,0.08,10,4,20210409,20210412,9,10,556,0.10200000000000009,-0.014000000000000012
1476,儒鴻,2021,UP8_10D,0.08,10,5,20210426,20210427,9,10,567,0.1558441558441559,-0.020408163265306145
1476,儒鴻,2021,UP8_10D,0.08,10,6,20210513,20210514,4,10,579,0.13080895008605853,-0.04302925989672979
1476,儒鴻,2021,UP8_10D,0.08,10,7,20210616,20210617,7,10,602,0.10666666666666669,0.03166666666666673
1476,儒鴻,2021,UP8_10D,0.08,10,8,20210819,20210820,4,10,648,0.09496124031007747,0.036821705426356655
1476,儒鴻,2021,UP8_10D,0.08,10,9,20210908,20210909,4,10,662,0.10320284697508897,0.028469750889679624
1476,儒鴻,2021,UP8_10D,0.08,10,10,20211015,20211018,8,10,686,0.09532374100719432,0.012589928057553879
1476,儒鴻,2021,UP8_10D,0.08,10,11,20211102,20211103,6,10,698,0.09046052631578938,-0.023026315789473673
1476,儒鴻,2021,UP8_10D,0.08,10,12,20211130,20211201,7,10,718,0.08448275862068955,0.0017241379310344307
1476,儒鴻,2021,UP10_10D,0.1,10,1,20210201,20210202,10,10,517,0.1094527363184079,0.021144278606965106
1476,儒鴻,2021,UP10_10D,0.1,10,2,20210225,20210226,9,10,528,0.12899543378995437,-0.03995433789954339
1476,儒鴻,2021,UP10_10D,0.1,10,3,20210401,20210406,10,10,552,0.11850311850311845,-0.007276507276507305
1476,儒鴻,2021,UP10_10D,0.1,10,4,20210423,20210426,10,10,566,0.11861313868613133,-0.03649635036496346
1476,儒鴻,2021,UP10_10D,0.1,10,5,20210513,20210514,7,10,579,0.13080895008605853,-0.04302925989672979
