period,start_date,end_date,stock_id,stock_name,sessions,market_sessions,coverage,longest_missing_run_sessions,discontinuity_count,median_close,median_daily_turnover_proxy,median_atr14_pct,p75_atr14_pct,median_daily_range_pct,p75_daily_range_pct,median_abs_close_return_pct,p90_abs_close_return_pct,abs_return_ge_5pct_rate,median_abs_overnight_gap_pct,p95_abs_overnight_gap_pct,median_er10,median_er20,p75_er20,forward_evaluable_observations,median_mfe5,median_mae5,median_mfe10,p75_mfe10,median_mae10,median_day5_close_return,median_day10_close_return,median_abs_day5_close_displacement,median_abs_day10_close_displacement,up8_before_down5_rate,up10_before_down5_rate,down5_before_up8_rate,down5_before_up10_rate,swing_persistence,up5_raw_hit_count,up5_raw_hit_rate,up5_deoverlapped_episode_count,up5_episodes_per_year,up5_episodes_per_252_sessions,up8_raw_hit_count,up8_raw_hit_rate,up8_deoverlapped_episode_count,up8_episodes_per_year,up8_episodes_per_252_sessions,up10_raw_hit_count,up10_raw_hit_rate,up10_deoverlapped_episode_count,up10_episodes_per_year,up10_episodes_per_252_sessions,up15_raw_hit_count,up15_raw_hit_rate,up15_deoverlapped_episode_count,up15_episodes_per_year,up15_episodes_per_252_sessions,up8_episode_retention,up10_episode_retention,median_mfe10_retention,normal_liquidity_gate_pass,severe_tradability_gate_pass,persistent_character_gate_pass,period_character_status
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,3228,金麗科,481,481,1.0,0,0,221.5,198396000.0,5.3405086318043,6.555930437316132,4.314720812182741,6.527415143603134,2.187500000000009,7.564766839378234,0.20166320166320167,0.8356545961002881,4.600000000000004,0.3081985337737928,0.1967848134080274,0.3495761699089241,471,0.019656019656019597,-0.03368794326241131,0.04166666666666674,0.1195408616243182,-0.056585365853658476,-0.011494252873563204,-0.012345679012345734,0.0495495495495496,0.07528409090909083,0.28874734607218683,0.23779193205944799,0.5265392781316348,0.5329087048832272,0.5517603785063171,152,0.3227176220806794,29,14.5,15.193347193347194,157,0.3333333333333333,25,12.5,13.097713097713099,128,0.27176220806794055,20,10.0,10.47817047817048,96,0.20382165605095542,17,8.5,8.906444906444907,0.7958679833679834,0.7276507276507277,0.5050813008130092,False,True,False,REGIME_SHIFT
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,3661,世芯-KY,481,481,1.0,0,0,2480.0,6124415920.0,4.93824612872376,5.58400787474023,4.166666666666666,5.6000000000000005,2.257336343115135,5.932203389830515,0.1683991683991684,1.055408970976246,3.900709219858145,0.3017106254456302,0.21041913156805364,0.3449279113579841,471,0.03394255874673635,-0.030303030303030276,0.0652173913043479,0.13035600255427837,-0.042944785276073594,0.010729613733905685,0.02770448548812654,0.05428571428571427,0.08016877637130793,0.4118895966029724,0.32696390658174096,0.445859872611465,0.4607218683651805,0.6084382333488522,188,0.3991507430997877,32,16.0,16.765072765072766,211,0.44798301486199577,31,15.5,16.241164241164242,166,0.3524416135881104,23,11.5,12.04989604989605,93,0.19745222929936307,16,8.0,8.382536382536383,0.9868762993762993,0.764033264033264,0.908493427704754,True,True,True,MAINTAINED_HIGH_UPSIDE
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,5351,鈺創,481,481,1.0,0,0,43.7,154429900.0,3.305665391785648,3.7133063401583897,2.777777777777775,3.785488958990545,1.4705882352941124,4.042806183115344,0.04573804573804574,0.6896551724137945,1.9867549668874274,0.2568126866561675,0.1719602060898875,0.28704621298269106,471,0.015238095238095273,-0.026221692491060766,0.02927400468384067,0.057623132263419974,-0.04199475065616798,-0.003875968992248069,-0.0037453183520598232,0.02970297029702973,0.04292343387470998,0.13800424628450106,0.0870488322717622,0.4288747346072187,0.4288747346072187,0.4886489377429566,82,0.1740976645435244,24,12.0,12.573804573804575,66,0.14012738853503184,16,8.0,8.382536382536383,41,0.0870488322717622,10,5.0,5.23908523908524,11,0.02335456475583864,3,1.5,1.5717255717255718,0.5906394199077126,0.43243243243243246,0.4660700189106801,False,True,False,REGIME_SHIFT
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,8046,南電,481,481,1.0,0,0,228.0,790449082.5,3.0451636501583303,3.463580806645393,2.529182879377432,3.382663847780127,1.3636363636363669,3.595890410958913,0.035343035343035345,0.634249471458781,2.4742268041237137,0.28581564391859937,0.2153910280700117,0.3246946866148417,471,0.01327433628318575,-0.024193548387096753,0.022687609075043635,0.055202716914537264,-0.03937007874015752,-0.007233273056057921,-0.010752688172043001,0.029661016949152463,0.04646840148698883,0.1337579617834395,0.06581740976645435,0.3970276008492569,0.3970276008492569,0.581001829184496,67,0.14225053078556263,19,9.5,9.954261954261955,64,0.13588110403397027,13,6.5,6.810810810810811,31,0.06581740976645435,10,5.0,5.23908523908524,3,0.006369426751592357,1,0.5,0.5239085239085239,0.4845088991430455,0.42446292446292455,0.3442598072691399,True,True,False,REGIME_SHIFT
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,6415,矽力*-KY,481,481,1.0,0,0,415.5,1189147664.0,4.652227865399041,5.144638098454918,3.974358974358974,5.3418803418803416,1.995798319327735,5.648535564853563,0.1392931392931393,0.9345794392523255,3.3333333333333437,0.30642941373897514,0.2121657189775468,0.3393039430084782,471,0.0219780219780219,-0.034037558685446,0.0388059701492538,0.1063969813969814,-0.06000000000000005,-0.011666666666666714,-0.017094017094017144,0.049350649350649256,0.07132018209408197,0.2929936305732484,0.24628450106157113,0.5392781316348195,0.5456475583864119,0.5674731950745158,149,0.31634819532908703,29,14.5,15.193347193347194,148,0.31422505307855625,25,12.5,13.097713097713099,124,0.2632696390658174,20,10.0,10.47817047817048,74,0.15711252653927812,10,5.0,5.23908523908524,0.8248214769953901,0.7227007227007228,0.563567140821714,True,True,False,REGIME_SHIFT
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,3529,力旺,481,481,1.0,0,0,2305.0,1222020000.0,4.685626311049346,5.380579535791634,4.081632653061225,5.394990366088632,1.8181818181818077,5.42056074766355,0.12474012474012475,0.8620689655172376,3.1325301204819356,0.2772542049518882,0.20293009512009882,0.32246310190355304,471,0.03100775193798455,-0.028225806451612878,0.053763440860215006,0.11234920634920642,-0.04109589041095896,0.004608294930875667,0.005347593582887722,0.05017921146953408,0.06306306306306309,0.3333333333333333,0.2760084925690021,0.416135881104034,0.42038216560509556,0.4885861429899795,173,0.3673036093418259,30,15.0,15.717255717255718,166,0.3524416135881104,27,13.5,14.145530145530147,139,0.2951167728237792,21,10.5,11.002079002079002,76,0.1613588110403397,13,6.5,6.810810810810811,0.9376771876771878,0.8228050535742845,0.7735961768219817,True,True,True,MAINTAINED_HIGH_UPSIDE
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,6531,愛普*,481,481,1.0,0,0,331.5,1372832577.0,4.141209814963493,4.690974356440635,3.565640194489465,4.6801872074882995,1.7377567140600347,4.704301075268824,0.08108108108108109,0.7900677200902928,2.5041736227044975,0.25507594072485595,0.20000024587554416,0.3417181422801267,471,0.021505376344086002,-0.02714932126696834,0.041855203619909576,0.08469403731685887,-0.03716216216216217,0.0015503875968991832,0.0057636887608070175,0.039408866995073843,0.04785478547854782,0.25690021231422505,0.17834394904458598,0.3842887473460722,0.3885350318471338,0.42441219752019776,131,0.2781316348195329,30,15.0,15.717255717255718,128,0.27176220806794055,23,11.5,12.04989604989605,90,0.1910828025477707,18,9.0,9.430353430353431,40,0.08492569002123142,9,4.5,4.715176715176716,0.8502104355762892,0.7577962577962579,0.7351957505410197,True,True,True,MAINTAINED_HIGH_UPSIDE
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,3552,同致,481,481,1.0,0,0,131.5,37901500.0,2.650347347855891,3.142219222004209,2.2123893805309733,3.125,1.1029411764705843,3.2258064516129004,0.035343035343035345,0.5924170616113722,2.145922746781115,0.2937480537740053,0.21150923107038896,0.3231007207471652,471,0.008928571428571397,-0.02212389380530977,0.022058823529411686,0.04698822463768115,-0.03355704697986572,-0.009803921568627416,-0.013253012048192736,0.025723472668810254,0.03767123287671237,0.09129511677282377,0.044585987261146494,0.35668789808917195,0.35668789808917195,0.538453579669767,54,0.11464968152866242,14,7.0,7.334719334719335,48,0.10191082802547771,11,5.5,5.762993762993763,21,0.044585987261146494,7,3.5,3.6673596673596673,9,0.01910828025477707,1,0.5,0.5239085239085239,0.38201663201663205,0.30561330561330563,0.44705882352940957,False,False,False,LOST_TRADABILITY
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,6533,晶心科,481,481,1.0,0,0,426.5,466777704.0,3.5989934884280808,4.2847862886396415,3.0523255813953485,4.0348964013086155,1.6008537886872953,4.083885209713034,0.060291060291060294,0.7858546168958758,2.6923076923076827,0.2559275707228764,0.18367863300089518,0.2929359068611032,471,0.013613861386138515,-0.028818443804034533,0.024096385542168752,0.05845606451502672,-0.04223744292237441,-0.008652657601977753,-0.008092485549133,0.033333333333333326,0.04367816091954024,0.16348195329087048,0.11677282377919321,0.4309978768577495,0.4309978768577495,0.45251552899530456,86,0.18259023354564755,23,11.5,12.04989604989605,80,0.16985138004246284,16,8.0,8.382536382536383,55,0.11677282377919321,12,6.0,6.286902286902287,20,0.04246284501061571,6,3.0,3.1434511434511436,0.5685828941642895,0.4825473246525878,0.4626506024096407,True,True,False,REGIME_SHIFT
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,20230101,20241231,2603,長榮,481,481,1.0,0,1,161.0,3791732406.0,2.974212345970088,3.6061504537489686,2.601632894792504,3.432904411764706,1.2506680222630628,3.747933473661387,0.052083333333333336,0.5805820988590615,2.8413814510904696,0.3040641685142447,0.18479013018661578,0.3329552405517882,461,0.02310231023102305,-0.013215859030836996,0.04449648711943799,0.08396946564885499,-0.021186440677966156,0.004524886877828038,0.012658227848101333,0.03038674033149169,0.04790419161676651,0.2668112798264642,0.15184381778741865,0.25379609544468545,0.25379609544468545,0.5822741374516948,118,0.2559652928416486,27,13.5,14.145530145530147,126,0.27331887201735355,23,11.5,12.04989604989605,73,0.15835140997830802,14,7.0,7.334719334719335,23,0.049891540130151846,4,2.0,2.0956340956340958,0.8925848925848926,0.5576102418207681,0.773237258092911,True,True,True,MAINTAINED_HIGH_UPSIDE
