period,start_date,end_date,stock_id,stock_name,sessions,market_sessions,coverage,longest_missing_run_sessions,discontinuity_count,median_close,median_daily_turnover_proxy,median_atr14_pct,p75_atr14_pct,median_daily_range_pct,p75_daily_range_pct,median_abs_close_return_pct,p90_abs_close_return_pct,abs_return_ge_5pct_rate,median_abs_overnight_gap_pct,p95_abs_overnight_gap_pct,median_er10,median_er20,p75_er20,forward_evaluable_observations,median_mfe5,median_mae5,median_mfe10,p75_mfe10,median_mae10,median_day5_close_return,median_day10_close_return,median_abs_day5_close_displacement,median_abs_day10_close_displacement,up8_before_down5_rate,up10_before_down5_rate,down5_before_up8_rate,down5_before_up10_rate,swing_persistence,up5_raw_hit_count,up5_raw_hit_rate,up5_deoverlapped_episode_count,up5_episodes_per_year,up5_episodes_per_252_sessions,up8_raw_hit_count,up8_raw_hit_rate,up8_deoverlapped_episode_count,up8_episodes_per_year,up8_episodes_per_252_sessions,up10_raw_hit_count,up10_raw_hit_rate,up10_deoverlapped_episode_count,up10_episodes_per_year,up10_episodes_per_252_sessions,up15_raw_hit_count,up15_raw_hit_rate,up15_deoverlapped_episode_count,up15_episodes_per_year,up15_episodes_per_252_sessions,repeatability_qualifying_years,swing_repeatability_pass,repeatability_status
2022,20220101,20221231,1785,光洋科,246,246,1.0,0,0,39.025,68082000.0,2.696458298215909,3.4262974010517517,2.252089069217026,3.059405208127844,1.2320796087029906,3.541972209102895,0.04065040650406504,0.630254882489234,2.322477861458233,0.2543045253353923,0.15795684601997856,0.295939566954256,236,0.012995720447613435,-0.024611264564434077,0.017839462517680316,0.04428790484844536,-0.045186070331171,-0.01165100961019322,-0.022521581732107943,0.028835978835978826,0.04026072861689306,0.0847457627118644,0.06779661016949153,0.4576271186440678,0.4576271186440678,0.5653222353748466,26,0.11016949152542373,9,9.0,9.21951219512195,20,0.0847457627118644,5,5.0,5.121951219512195,16,0.06779661016949153,4,4.0,4.097560975609756,8,0.03389830508474576,1,1.0,1.024390243902439,3,True,PASS
2020,20200101,20201231,1795,美時,245,245,1.0,0,0,81.6,134860440.0,3.367207551638413,4.338622700666024,2.4453024453024526,3.9490445859872723,1.088270858524798,4.648505427792351,0.06938775510204082,0.7025761124121788,3.203228317060982,0.23815916076484447,0.1871778637593236,0.3363091079593966,235,0.013237063778580138,-0.01927710843373487,0.025358324145534628,0.05388232000526971,-0.03071253071253066,-0.0036900369003689537,-0.001094091903720007,0.026589595375722475,0.03034300791556732,0.10212765957446808,0.09361702127659574,0.2936170212765957,0.2936170212765957,0.3923973341540689,40,0.1702127659574468,10,10.0,10.285714285714285,28,0.11914893617021277,5,5.0,5.142857142857142,25,0.10638297872340426,5,5.0,5.142857142857142,14,0.059574468085106386,3,3.0,3.0857142857142854,3,True,PASS
2021,20210101,20211231,1795,美時,244,244,1.0,0,0,94.1,145810112.3,3.969846179840702,5.65311280429594,3.2234449534784826,5.5864185151016805,1.6155131015763657,4.746742229451998,0.0860655737704918,0.5517026357013566,3.22191263006118,0.3570236704075204,0.28339617046209686,0.4207910799593342,234,0.01613808930882099,-0.027836544940035013,0.03233174983900622,0.08964857940422938,-0.04878048780487809,-0.013438675696011981,-0.020152587607333516,0.040346298066318675,0.06558225269217088,0.23931623931623933,0.19658119658119658,0.4829059829059829,0.49145299145299143,0.6433778010329343,54,0.23076923076923078,11,11.0,11.360655737704919,64,0.27350427350427353,9,9.0,9.295081967213115,52,0.2222222222222222,8,8.0,8.262295081967213,41,0.1752136752136752,5,5.0,5.163934426229508,3,True,PASS
2022,20220101,20221231,1795,美時,246,246,1.0,0,0,141.5,1639188204.5,5.532124787976472,6.184142330971178,4.813419300483273,6.620044534573939,2.2321873442949727,6.2303030303030305,0.16666666666666666,0.8492607284529385,2.807253536309859,0.28369004885879545,0.22589163306588234,0.38252580616494364,236,0.03338907469342256,-0.03040575243965077,0.0729272775006563,0.14539815870720102,-0.04473711219283327,-0.004088443888193571,0.026820317087492662,0.051094890510948954,0.07331463956069639,0.4491525423728814,0.3516949152542373,0.4491525423728814,0.461864406779661,0.48165603778339017,97,0.4110169491525424,17,17.0,17.414634146341463,114,0.4830508474576271,15,15.0,15.365853658536585,87,0.3686440677966102,13,13.0,13.317073170731708,56,0.23728813559322035,8,8.0,8.195121951219512,3,True,PASS
2020,20200101,20201231,2014,中鴻,245,245,1.0,0,0,9.13,34083984.0,3.00648674886267,3.6010209882607724,2.463054187192118,3.532008830022078,1.2019230769230727,4.2946683763010265,0.07755102040816327,0.4878048780487809,3.12854551213753,0.30487188468550913,0.24147060632214676,0.38281408176993975,235,0.019251336898395754,-0.013903743315507922,0.03549571603427193,0.09879769743175093,-0.02192448233861166,0.004895960832313362,0.013681592039801238,0.027093596059113434,0.047552447552447696,0.28936170212765955,0.23404255319148937,0.22127659574468084,0.22127659574468084,0.6105186128806216,66,0.28085106382978725,13,13.0,13.37142857142857,74,0.3148936170212766,11,11.0,11.314285714285713,57,0.2425531914893617,9,9.0,9.257142857142858,29,0.12340425531914893,6,6.0,6.171428571428571,3,True,PASS
2021,20210101,20211231,2014,中鴻,244,244,1.0,0,0,39.2,1218253171.1,5.018507066362914,6.9074730624894585,4.6501011905434835,6.428238308639066,2.339868453396293,7.8715407296884505,0.22540983606557377,1.1719465299395715,4.759081498211937,0.28647673116130257,0.22695470909275883,0.35838768075271643,234,0.02864980596815203,-0.03334033613445375,0.0480715633709522,0.16890342052313884,-0.050451464244567756,-0.007108677125742036,-0.003933866602027991,0.05302519118308591,0.08453131132763142,0.37606837606837606,0.33760683760683763,0.49145299145299143,0.49145299145299143,0.574850882685555,88,0.37606837606837606,16,16.0,16.524590163934427,96,0.41025641025641024,13,13.0,13.426229508196721,87,0.3717948717948718,11,11.0,11.360655737704919,67,0.2863247863247863,8,8.0,8.262295081967213,3,True,PASS
2022,20220101,20221231,2014,中鴻,246,246,1.0,0,0,27.575000000000003,336360807.92499995,3.4878805881180144,3.9718797547227904,2.7510865812745005,3.8628008021390428,1.2641891368355807,4.578795643818073,0.08536585365853659,0.659198359174018,2.96598320133431,0.28879386673124263,0.24087468804373516,0.38424538123089214,236,0.013998171667374049,-0.029754492299609914,0.022918271587646144,0.07463807130892564,-0.05006748909187925,-0.006267901283007027,-0.016616465863453833,0.03804329284168745,0.054834347532116356,0.2245762711864407,0.13135593220338984,0.4872881355932203,0.4915254237288136,0.630301617517209,49,0.2076271186440678,11,11.0,11.268292682926829,53,0.2245762711864407,10,10.0,10.24390243902439,31,0.13135593220338984,5,5.0,5.121951219512195,16,0.06779661016949153,4,4.0,4.097560975609756,3,True,PASS
2020,20200101,20201231,2027,大成鋼,245,245,1.0,0,0,26.3,156708078.75,2.869776596879165,3.6313569818227966,2.678571428571419,3.6745406824146944,1.291512915129145,3.716866016338636,0.04897959183673469,0.4629629629629539,2.517486526774445,0.31118930514920473,0.24132001594680125,0.3632949426266453,235,0.015898251192368873,-0.019677996422182487,0.026315789473684292,0.06673971036585358,-0.03554502369668244,-0.00219780219780219,-0.009554140127388422,0.032258064516129004,0.053211009174311874,0.17872340425531916,0.14893617021276595,0.41702127659574467,0.41702127659574467,0.6282004795245824,44,0.18723404255319148,10,10.0,10.285714285714285,42,0.17872340425531916,8,8.0,8.22857142857143,35,0.14893617021276595,6,6.0,6.171428571428571,17,0.07234042553191489,3,3.0,3.0857142857142854,3,True,PASS
2021,20210101,20211231,2027,大成鋼,244,244,1.0,0,0,45.900000000000006,1413480270.375,4.32607753698344,6.000655778028434,3.561672468844826,5.67641003139029,1.7771427775236326,5.628988264006031,0.12295081967213115,0.7952317713273871,5.068381461720125,0.264848195749533,0.20918609602554267,0.35619218179368595,234,0.024950721029152412,-0.02498546764770404,0.03757624164972406,0.11151154540763669,-0.039686966793542555,-0.0017977737863014709,-0.01207086216664871,0.03936007601421143,0.060049971239574285,0.2564102564102564,0.24358974358974358,0.42735042735042733,0.43162393162393164,0.5331615531909055,63,0.2692307692307692,13,13.0,13.426229508196721,67,0.2863247863247863,10,10.0,10.327868852459016,63,0.2692307692307692,8,8.0,8.262295081967213,51,0.21794871794871795,7,7.0,7.229508196721311,3,True,PASS
2022,20220101,20221231,2027,大成鋼,246,246,1.0,0,0,41.425,499603699.45000005,2.9185814777881305,3.3121759145513496,2.2537151476439394,3.090663690193468,1.2288454357757883,3.7613271680776714,0.032520325203252036,0.7110356781741989,2.5583938754784707,0.27268966299952363,0.2177135424152046,0.34085338337831755,236,0.014343480440198397,-0.019630484988452546,0.028240622062719045,0.060327223306384126,-0.02939537333159503,-0.002232368091586945,-0.002029452284704081,0.02735635853866608,0.03835012033158036,0.1864406779661017,0.1016949152542373,0.2796610169491525,0.2796610169491525,0.5381058423293057,38,0.16101694915254236,9,9.0,9.21951219512195,44,0.1864406779661017,7,7.0,7.170731707317072,24,0.1016949152542373,7,7.0,7.170731707317072,5,0.0211864406779661,1,1.0,1.024390243902439,3,True,PASS
2020,20200101,20201231,2049,上銀,245,245,1.0,0,0,300.0,735282257.5,3.253764216160209,4.059934255191349,2.6954177897574128,3.8880248833592534,1.3445378151260456,4.768849752339019,0.09387755102040816,0.8032128514056325,3.731194949521916,0.31091105501933647,0.2413406706645405,0.4684419315762886,235,0.022018348623853212,-0.016181229773462813,0.047543581616481756,0.09678645568672872,-0.02491694352159468,0.0013280212483399723,0.01243339253996445,0.036163522012578664,0.05226480836236935,0.2936170212765957,0.23829787234042554,0.2978723404255319,0.2978723404255319,0.6131733511789906,74,0.3148936170212766,14,14.0,14.4,74,0.3148936170212766,11,11.0,11.314285714285713,58,0.24680851063829787,9,9.0,9.257142857142858,29,0.12340425531914893,6,6.0,6.171428571428571,3,True,PASS
