stock_id,stock_name,discovery_rank,swing_score,reserve_reason,blocking_selected_stock_id,maximum_correlation_to_selected
2609,陽明,14,0.8554924242424242,PAIRWISE_CORRELATION_GT_0_80,2603,0.8583282844166821
