period,start_date,end_date,stock_id,stock_name,sessions,market_sessions,coverage,longest_missing_run_sessions,discontinuity_count,median_close,median_daily_turnover_proxy,median_atr14_pct,p75_atr14_pct,median_daily_range_pct,p75_daily_range_pct,median_abs_close_return_pct,p90_abs_close_return_pct,abs_return_ge_5pct_rate,median_abs_overnight_gap_pct,p95_abs_overnight_gap_pct,median_er10,median_er20,p75_er20
HISTORICAL_DISCOVERY,20200101,20221231,2344,華邦電,735,735,1.0,0,0,24.05,746777546.4000001,3.5923645577862575,4.384162963807175,2.9827315541601234,4.210807259587746,1.7191977077363862,4.579426365140658,0.08027210884353742,0.9478672985782088,3.2353739649789532,0.2613461698794281,0.1925316445273671,0.3403152531201172
HISTORICAL_DISCOVERY,20200101,20221231,2345,智邦,735,735,1.0,0,0,252.5,784581457.5,3.965268466904238,4.456867039593701,3.3674963396778916,4.496305088639583,1.6018306636155666,4.720190779014309,0.08707482993197278,0.8888888888888946,2.928670428670428,0.24310893843543188,0.16923400059085542,0.30803960582668444
HISTORICAL_DISCOVERY,20200101,20221231,2347,聯強,735,735,1.0,0,0,52.8,216379096.35000002,2.0399400469009006,2.3493348700093586,1.7114914425427767,2.3064257367221193,0.7415254237288171,2.1599627993489854,0.006802721088435374,0.3978779840848934,1.5957446808510634,0.3021339060372352,0.2524756645464979,0.3903522217670347
HISTORICAL_DISCOVERY,20200101,20221231,2351,順德,735,735,1.0,0,0,97.5,204808675.2,4.577259344289434,5.855231543640784,4.019292604501608,5.5991953252227225,1.8599562363238453,5.56716995741386,0.12380952380952381,0.9074410163339319,3.567184089255399,0.25863936555581435,0.18415268622231723,0.2961063047169997
HISTORICAL_DISCOVERY,20200101,20221231,2353,宏碁,735,735,1.0,0,0,24.65,395923055.15,2.3956642831667576,2.9989114184271726,2.005730659025796,2.910813823857294,1.00166944908181,3.0233270146502194,0.027210884353741496,0.5586592178770777,2.226482073127441,0.2640331682918903,0.2109032363453256,0.33252779074746236
HISTORICAL_DISCOVERY,20200101,20221231,2357,華碩,735,735,1.0,0,1,285.0,765331305.0,2.0573459014090365,2.452594714278391,1.6215442115543537,2.317062288059968,0.8108241369927494,2.460721274811298,0.01907356948228883,0.4735598845814537,1.8236075350224128,0.27381543594008767,0.204122211475542,0.37115691982128984
HISTORICAL_DISCOVERY,20200101,20221231,2368,金像電,728,735,0.9904761904761905,7,0,63.55,1089867520.0,4.474655475521946,5.5719232074309195,3.9548022598870016,5.50421923864985,1.904761904761909,5.623484496723936,0.13067400275103164,0.8238928939237944,2.9800838574423514,0.2795472124400006,0.1683934033376891,0.3296008700284224
HISTORICAL_DISCOVERY,20200101,20221231,2371,大同,735,735,1.0,0,0,27.4,318467433.6,3.1623343775801156,4.063966642861989,2.6365348399246678,3.9587531112954855,1.1450381679389388,3.9531528728739715,0.07210884353741497,0.5076142131979822,2.362022694787205,0.3137853194429172,0.19701841555618238,0.3068426405111139
HISTORICAL_DISCOVERY,20200101,20221231,2376,技嘉,735,735,1.0,0,1,90.6,720464944.4,3.7450997438259894,4.317414092015631,3.16821744949334,4.320142520712446,1.5204761559517443,4.62478323699422,0.08038147138964577,0.8736350304477503,3.2332904756209366,0.29516031987772395,0.22258600565007794,0.37700608553657744
HISTORICAL_DISCOVERY,20200101,20221231,2377,微星,735,735,1.0,0,0,129.5,577188783.0,3.3639194942852764,4.022182919163679,2.9629629629629632,3.877187850421726,1.3215859030837107,3.617728833887586,0.04625850340136054,0.7633587786259444,2.6112559859655713,0.28609225509922553,0.21285993851535676,0.3483426059809933
HISTORICAL_DISCOVERY,20200101,20221231,2379,瑞昱,735,735,1.0,0,0,396.0,1161394225.0,3.349568087873648,4.015980419365378,2.9504741833508956,3.875253868817758,1.415929203539823,3.9482370910942386,0.055782312925170066,0.8726003490401313,2.824406779661018,0.32091134151828576,0.246446047964893,0.3961289722115737
HISTORICAL_DISCOVERY,20200101,20221231,2383,台光電,735,735,1.0,0,0,169.0,503404197.0,3.678859974270466,4.575825565646655,3.1609195402298855,4.625739184562714,1.3539651837524147,4.314122008763063,0.0761904761904762,0.7968127490039834,2.8588957055214643,0.2670774578250168,0.18104647769854165,0.30518293534176066
HISTORICAL_DISCOVERY,20200101,20221231,2395,研華,735,735,1.0,0,1,335.0,276309852.0,2.729085453304055,3.139490727339387,2.295918367346939,3.021200497615592,1.0025069653435748,3.0849886571128184,0.017711171662125342,0.7389962865880284,2.8427221711912667,0.23784167816298918,0.17627541171102892,0.28011014675296453
HISTORICAL_DISCOVERY,20200101,20221231,2408,南亞科,735,735,1.0,0,1,65.8,874844388.0,2.945611838310061,3.623728955543527,2.5512576130921882,3.498544093178039,1.3595197185123475,3.8120781420191125,0.047683923705722074,0.8752777139354961,3.0204174228675242,0.29158603844103836,0.1881203779532352,0.32193925860128414
HISTORICAL_DISCOVERY,20200101,20221231,2409,友達,728,735,0.9904761904761905,7,0,16.825000000000003,1384274104.1,3.634363619190954,4.587278428632881,3.105590062111801,4.466779728651236,1.724137931034475,4.909697556775368,0.09628610729023383,0.8928571428571397,3.15608505504448,0.2685352632552698,0.20736252511127218,0.35306250947815165
HISTORICAL_DISCOVERY,20200101,20221231,2449,京元電子,735,735,1.0,0,0,37.9,376165606.2,2.500762304481559,3.151016221480426,2.086049543676655,2.833637868766688,1.0964912280701733,3.160648874934596,0.027210884353741496,0.6088280060882911,2.4193623429353,0.2898868261302151,0.22418678216567284,0.37454508574852075
HISTORICAL_DISCOVERY,20200101,20221231,2454,聯發科,735,735,1.0,0,0,733.0,5217823002.0,3.111627760747324,3.711200319034749,2.553191489361702,3.5389021391802418,1.4084507042253502,4.395989822502011,0.06938775510204082,0.9345794392523366,3.529206473847228,0.27949766919032587,0.23234935154266698,0.3645649698242112
HISTORICAL_DISCOVERY,20200101,20221231,2455,全新,735,735,1.0,0,0,97.5,254598605.0,3.9505410065763615,4.60530497984359,3.454545454545452,4.678955598730041,1.7523364485981352,4.83344074471894,0.08979591836734693,0.8583690987124415,2.9585804299481056,0.31684748633629445,0.1950579902823956,0.3384726433762155
HISTORICAL_DISCOVERY,20200101,20221231,2458,義隆,735,735,1.0,0,1,145.5,430683861.0,3.071373647430441,3.8146272093839486,2.7207731608168215,3.7037037037037033,1.2266518934963888,3.5126954767109475,0.027247956403269755,0.6536017514818138,2.62212276214834,0.29832284745562887,0.20010818728316376,0.3430574238313522
HISTORICAL_DISCOVERY,20200101,20221231,2474,可成,734,735,0.998639455782313,1,0,180.5,593070630.5,2.1829878913359337,2.539077907185584,1.8469656992084433,2.5943396226415096,0.9230769230769265,2.78481012658228,0.017735334242837655,0.5540166204986097,2.0852668213457015,0.27649673837222316,0.1926561170195391,0.3050487202027934
HISTORICAL_DISCOVERY,20200101,20221231,2481,強茂,735,735,1.0,0,0,57.8,537890268.2,4.3607654465896335,5.522347778340489,3.8834951456310676,5.605839893939148,1.8808777429467183,5.669058918856349,0.1401360544217687,0.952380952380949,3.3204419889502725,0.27559819585645356,0.21608566737904186,0.3615271016327227
HISTORICAL_DISCOVERY,20200101,20221231,2492,華新科,735,735,1.0,0,0,169.0,690577650.0,3.2625146951178756,4.022392815220957,2.793296089385475,3.8959942594234005,1.552795031055898,4.080638015064243,0.07346938775510205,0.7751937984496138,2.942801429964241,0.28025771824065154,0.21939217334516126,0.3420748198950331
HISTORICAL_DISCOVERY,20200101,20221231,2498,宏達電,735,735,1.0,0,0,37.5,371156928.8,3.6835671988279364,4.8794059795648534,3.0744336569579267,4.735691719932408,1.5180265654648917,5.127529057253557,0.10340136054421768,0.8130081300812941,3.3975492876210085,0.268390246563059,0.19205858241065682,0.29708115864525914
HISTORICAL_DISCOVERY,20200101,20221231,2603,長榮,728,735,0.9904761904761905,7,1,92.1,8675915248.5,4.607294530689572,6.000151020197388,3.8539553752535434,5.9394638093946375,2.1164613661814045,7.254784688995219,0.19146005509641872,0.9764042265829831,4.028682833030661,0.3199326870734977,0.24474770225699433,0.3991685740865701
HISTORICAL_DISCOVERY,20200101,20221231,2606,裕民,735,735,1.0,0,0,40.85,268498710.5,3.6248777212819516,4.575227049287528,3.0534351145038165,4.752924566357404,1.477272727272727,4.755060225049076,0.08571428571428572,0.7029876977152849,3.2985125364056502,0.3370831790369804,0.2328918881765312,0.3594779713104206
HISTORICAL_DISCOVERY,20200101,20221231,2609,陽明,735,735,1.0,0,1,64.8,3670562509.8,4.58690816464678,6.641587625699713,3.914193696802395,6.259469696969705,1.99601593625498,8.082651391162027,0.20299727520435967,0.9456317624966515,4.075630252100847,0.30970884261806236,0.2370117461057634,0.43134381619230594
HISTORICAL_DISCOVERY,20200101,20221231,2610,華航,735,735,1.0,0,0,17.0,926017712.1,3.652424006771505,4.629743127767587,2.952029520295205,4.573035487959444,1.4705882352941013,5.149453720882295,0.10612244897959183,0.7448789571694592,3.4362535888880203,0.30509338427659977,0.21390675337303078,0.3522437259998185
HISTORICAL_DISCOVERY,20200101,20221231,2615,萬海,735,735,1.0,0,1,74.9,1775465491.8,4.912554590254894,6.364363362385703,4.0519491454070895,6.276059818769407,1.9680226576778315,7.419726324346287,0.2016348773841962,0.9454411375833804,4.17174796747967,0.3160133616317264,0.24918308887048193,0.40436085896943996
HISTORICAL_DISCOVERY,20200101,20221231,2618,長榮航,735,735,1.0,0,0,18.35,921967224.75,3.6017836134886356,4.692794649205003,2.9925187032418843,4.625594016252839,1.449275362318847,4.948229895373029,0.09931972789115646,0.7363770250368162,3.563870967741937,0.28760970020144605,0.21664131141462395,0.3471003648218446
HISTORICAL_DISCOVERY,20200101,20221231,2637,慧洋-KY,735,735,1.0,0,0,58.0,396259045.0,3.7366591214895406,4.839831182432318,2.880658436213989,4.746824628353359,1.4571948998178597,5.222554365679005,0.10884353741496598,0.669344042838016,3.3846936181032246,0.299626098462049,0.22697109294359225,0.380910352843312
HISTORICAL_DISCOVERY,20200101,20221231,2915,潤泰全,735,735,1.0,0,1,71.7,237632818.4,2.3732601150554875,3.2189204863903633,1.8626046407101562,2.935129555768721,0.9144047195082217,3.4612794612794566,0.043596730245231606,0.43290043290042934,2.1815065521131762,0.3204993966495196,0.2280708273621009,0.40270500454210845
HISTORICAL_DISCOVERY,20200101,20221231,3006,晶豪科,735,735,1.0,0,0,78.2,763579240.0,4.650235454910889,5.818435308585412,3.8567493112947626,5.649737551425734,1.9011406844106515,6.0679671205986985,0.14829931972789115,1.0542168674698704,4.0509144014072795,0.291108701508625,0.22287178956483325,0.37988332414928894
HISTORICAL_DISCOVERY,20200101,20221231,3008,大立光,735,735,1.0,0,0,2920.0,1649267730.0,2.9315798341683577,3.3008374521670962,2.380952380952381,3.190837608645827,1.2820512820512775,3.587114415107237,0.04217687074829932,0.7194244604316502,2.803840775380674,0.2794079831268053,0.2057410551814593,0.3486361593092535
HISTORICAL_DISCOVERY,20200101,20221231,3016,嘉晶,735,735,1.0,0,0,73.9,277812473.40000004,4.341735447284179,5.181753464818711,3.6231884057971016,5.1341960220464955,1.6666666666666718,5.2515586486878405,0.11972789115646258,0.917431192660545,3.067514677103728,0.3038258970477272,0.19512747038721703,0.3249547530447341
HISTORICAL_DISCOVERY,20200101,20221231,3017,奇鋐,735,735,1.0,0,0,74.7,665092594.4,4.068656150100889,4.8572831934497005,3.5220125786163488,5.025253150454313,1.5018773466833446,4.9105004277159985,0.09115646258503401,0.8474576271186418,2.86705202312138,0.29031240284043136,0.18533453025498117,0.30873605972777374
HISTORICAL_DISCOVERY,20200101,20221231,3034,聯詠,735,735,1.0,0,1,321.5,2007802691.0,3.4312500533611963,4.1324875287783165,2.905770529769372,3.9215686274509802,1.5549091458577302,4.071559043021178,0.05858310626702997,0.8569036919552353,3.068324155696832,0.2975429690594473,0.2515973326947259,0.39589497685515507
HISTORICAL_DISCOVERY,20200101,20221231,3035,智原,735,735,1.0,0,0,89.8,1245434334.5,5.157205890448986,6.468212779132945,4.3478260869565215,6.25,1.9512195121951237,6.501278772378514,0.17551020408163265,1.0101010101010055,3.7308956512519074,0.29956324018818986,0.22277961621748238,0.3803815300748674
HISTORICAL_DISCOVERY,20200101,20221231,3037,欣興,734,735,0.998639455782313,1,0,121.5,4082257851.2,4.7456107377734815,5.450346675757648,3.982300884955746,5.47945205479452,2.062975027144398,5.739327313410386,0.1446111869031378,1.049868766404194,3.846289234379579,0.3119701471407754,0.2078376069843947,0.3750603563010577
HISTORICAL_DISCOVERY,20200101,20221231,3042,晶技,735,735,1.0,0,0,86.7,430248571.5,3.480349238306328,4.708195906754846,2.941176470588235,4.347826086956523,1.3808975834292303,4.388532306375694,0.06938775510204082,0.7430997876857859,2.5912558904929375,0.3229644821123385,0.2176015757775582,0.32596457852033184
HISTORICAL_DISCOVERY,20200101,20221231,3105,穩懋,735,735,1.0,0,0,300.0,1130508000.0,3.530917131812354,4.220334506412536,3.0120481927710845,4.251842581004032,1.5075376884422065,4.470292006463978,0.07482993197278912,0.9079118028534339,3.148459383753511,0.28026444521763005,0.2162875780497649,0.36352383986960213
HISTORICAL_DISCOVERY,20200101,20221231,3141,晶宏,735,735,1.0,0,0,81.4,349432200.0,5.574453420628784,6.9074849185883,4.545454545454542,6.847843908837515,2.0168067226890796,7.336543366553437,0.20136054421768707,1.0000000000000009,4.146837423012997,0.32284628847517033,0.2310698236917143,0.3861506305594468
HISTORICAL_DISCOVERY,20200101,20221231,3189,景碩,735,735,1.0,0,0,107.5,1422401716.0,4.860774206214105,5.932250848286909,4.3478260869565215,5.977593330107567,2.1442495126705596,5.968054464519503,0.1619047619047619,0.9756097560975618,3.8535196687370514,0.29704147922990076,0.20031085676536733,0.33490194191426526
HISTORICAL_DISCOVERY,20200101,20221231,3227,原相,735,735,1.0,0,0,161.5,285143500.0,3.139473027985013,3.952344792082797,2.6455026455026456,3.875968992248062,1.379310344827589,3.8217995244650242,0.05442176870748299,0.6535947712418277,2.625277561063438,0.24943773241341,0.18614115028138706,0.30298369867785335
HISTORICAL_DISCOVERY,20200101,20221231,3228,金麗科,735,735,1.0,0,0,288.0,332846000.0,6.24934153517742,7.863198776876283,5.410122164048857,7.9272937323058565,2.8795811518324554,9.814413975946827,0.3006802721088435,1.3782542113323082,6.0485124909298245,0.3257522520620826,0.235897822230484,0.4091617961042444
HISTORICAL_DISCOVERY,20200101,20221231,3260,威剛,735,735,1.0,0,0,71.6,339737700.0,3.206830651968289,4.088728513420297,2.788339670468951,4.054059195249975,1.4516129032257963,4.563717532467531,0.09115646258503401,0.8215962441314506,3.3334959151322923,0.2973649143580018,0.19735853256943434,0.33649269022620854
HISTORICAL_DISCOVERY,20200101,20221231,3293,鈊象,735,735,1.0,0,1,720.0,554989000.0,3.171048259674252,3.951624197306453,2.6813787884000138,3.954294113529782,1.3049154274037855,4.012860082304536,0.06267029972752043,0.6406152532913101,2.424233510648183,0.27812531072067587,0.21999115602601765,0.3551029587859914
HISTORICAL_DISCOVERY,20200101,20221231,3324,雙鴻,735,735,1.0,0,0,178.5,442282000.0,3.9901262606226604,4.777651359204861,3.430079155672823,4.867141028209125,1.7738359201773801,5.017751479289938,0.10204081632653061,0.8474576271186418,2.9162512462612096,0.2922618652154059,0.19943042205267805,0.3440126903917555
HISTORICAL_DISCOVERY,20200101,20221231,3374,精材,735,735,1.0,0,0,128.0,568172000.0,4.169947585822858,5.20123556629482,3.486924034869237,5.004173622704508,1.7985611510791366,5.477832512315275,0.11972789115646258,0.9345794392523255,3.7101839586641248,0.2801474407690317,0.19486159828762378,0.326809561576403
HISTORICAL_DISCOVERY,20200101,20221231,3406,玉晶光,735,735,1.0,0,0,482.5,1733469837.0,4.117202241648543,4.654655526637763,3.3829499323410013,4.680811681634332,1.7612524461839474,5.207018927444797,0.11428571428571428,0.8802816901408494,3.4798139785670994,0.314464856550477,0.21665235724531143,0.3673758692222756
HISTORICAL_DISCOVERY,20200101,20221231,3413,京鼎,735,735,1.0,0,0,206.0,228535320.0,3.5238185885887208,4.359865559388199,2.9702970297029703,4.2323768044677035,1.5915119363395291,4.297880361212495,0.0707482993197279,0.7792207792207684,3.1022196542924574,0.3013112317337608,0.19102315147877064,0.3089873305011897
HISTORICAL_DISCOVERY,20200101,20221231,3443,創意,735,735,1.0,0,0,417.0,1141842956.0,4.435341245481569,5.307391616599326,3.8323353293413174,5.156837318122668,1.9329896907216537,5.748362514170548,0.11972789115646258,0.8818342151675429,3.3831144455643134,0.2786243856387781,0.2026304267788118,0.3602216336462547
HISTORICAL_DISCOVERY,20200101,20221231,3481,群創,728,735,0.9904761904761905,7,0,13.225,1468330213.675,3.5653362851568717,4.618930399004196,3.058103975535179,4.3360752056404275,1.552795031055898,4.803076923076921,0.09353507565337002,0.8955223880596996,3.3465355153203418,0.28784773702934685,0.2213146853635613,0.3624177372789851
HISTORICAL_DISCOVERY,20200101,20221231,3515,華擎,735,735,1.0,0,1,156.5,216084197.0,4.578821186671083,5.656636137920721,3.997649823736775,5.738256970769911,1.9354838709677358,5.614827260317122,0.1362397820163488,0.8817051049494706,3.363452928007541,0.25997392974063127,0.22571508344627203,0.34947074045017146
HISTORICAL_DISCOVERY,20200101,20221231,3529,力旺,735,735,1.0,0,0,1050.0,1094300000.0,5.847070659345248,6.661808101817815,5.06108202443281,6.901314536102116,2.4193548387096753,7.241443108233117,0.21496598639455783,1.17647058823529,4.131946473441244,0.3013624314196253,0.2198398659249127,0.3520374339517951
HISTORICAL_DISCOVERY,20200101,20221231,3532,台勝科,735,735,1.0,0,0,154.0,335772904.5,4.596031099983761,5.604658407586023,4.087193460490464,5.609018845809814,1.851851851851849,5.637021519710536,0.1251700680272109,0.9615384615384581,3.324723247232471,0.2943959550174764,0.21925546741358898,0.36457587219719395
HISTORICAL_DISCOVERY,20200101,20221231,3533,嘉澤,735,735,1.0,0,0,550.0,427624209.0,3.741629273646814,4.2673722256246425,3.2128514056224895,4.436665399154495,1.546391752577314,4.160310756531582,0.050340136054421766,0.7518796992481258,2.8091854597878627,0.2693474924619624,0.17727807865164558,0.297726470536662
HISTORICAL_DISCOVERY,20200101,20221231,3545,敦泰,728,735,0.9904761904761905,7,1,90.8,545064335.5,4.726499494499123,6.306546968799684,4.118630675214277,6.1365071435014675,2.090411527579017,6.380471380471381,0.17079889807162535,1.0298672097068362,3.8788804388480065,0.29880197669518493,0.21700558204218826,0.35437907368352317
HISTORICAL_DISCOVERY,20200101,20221231,3552,同致,735,735,1.0,0,0,156.5,336700000.0,5.599472218442192,6.6202036676966785,4.507042253521127,6.409452433746118,2.2222222222222254,9.177764910248996,0.22448979591836735,1.104972375690605,4.624034453212486,0.3092521812027762,0.2584408476355931,0.37628671078822107
HISTORICAL_DISCOVERY,20200101,20221231,3576,聯合再生,728,735,0.9904761904761905,7,0,15.725000000000001,201320095.35000002,3.4736184771010468,4.681865603178657,2.980132450331121,4.365674073108748,1.3671875,4.780219780219784,0.09491059147180192,0.7407407407407307,3.102646351242981,0.25762199325949303,0.18421871279745958,0.29482221042965273
HISTORICAL_DISCOVERY,20200101,20221231,3596,智易,735,735,1.0,0,0,97.6,248569106.5,3.274475342904594,3.9570139359303353,2.7638190954773907,3.87907401766677,1.2752391073326264,3.794373433196126,0.04353741496598639,0.6561679790026309,2.568771643126722,0.3078759148075826,0.2002710994319119,0.3470734646395899
HISTORICAL_DISCOVERY,20200101,20221231,3653,健策,735,735,1.0,0,1,315.0,543543060.0,4.446621845125198,5.114824476788767,3.8913666710044286,5.2727272727272725,1.9084038969316208,5.4330774019506105,0.11989100817438691,0.840175133962151,2.783816425120767,0.2818816170685291,0.16138843119185808,0.2954815461000216
HISTORICAL_DISCOVERY,20200101,20221231,3661,世芯-KY,735,735,1.0,0,0,674.0,2769698880.0,5.870191104442796,6.72061162775181,5.134189031505251,7.174028536733454,2.7456647398843903,8.271489905910299,0.24081632653061225,1.157407407407418,4.708494996936897,0.294062278288493,0.22058135143518923,0.3847605997907817
HISTORICAL_DISCOVERY,20200101,20221231,3665,貿聯-KY,734,735,0.998639455782313,1,0,252.5,426465917.0,3.2646035066524908,3.905347221213661,2.734375,3.8910505836575875,1.379310344827589,4.115135709456194,0.06002728512960437,0.7653061224489832,2.763469065999779,0.2593475033263367,0.19270904550805415,0.30870061057515047
HISTORICAL_DISCOVERY,20200101,20221231,3680,家登,735,735,1.0,0,0,256.5,289938000.0,4.571135484510406,5.5544800835494454,3.804347826086957,5.655934362133823,1.8656716417910557,5.744147157190637,0.12789115646258503,1.0706638115631661,3.6514453288646846,0.30564632794356267,0.2197366470293195,0.37868255540676754
HISTORICAL_DISCOVERY,20200101,20221231,3707,漢磊,735,735,1.0,0,0,83.5,828345000.0,5.082839527707527,6.3609664067113965,4.273504273504273,6.127494901398595,1.9685039370078705,6.293152840696406,0.17006802721088435,1.0060362173038184,3.67832290323094,0.30453519687747305,0.21822919665502014,0.33532943231563206
HISTORICAL_DISCOVERY,20200101,20221231,3711,日月光投控,735,735,1.0,0,0,94.1,1181452950.0,2.724788954548562,3.362081751115712,2.262443438914027,3.123475609756099,1.3048635824436605,3.620667102681486,0.034013605442176874,0.8894536213468918,2.8628318584070835,0.31708066269941454,0.2077585748317502,0.3501370936827446
HISTORICAL_DISCOVERY,20200101,20221231,4142,國光生,735,735,1.0,0,0,44.5,215634393.0,3.4632596225465355,4.425271834535765,2.7777777777777777,4.41071876830391,1.3227513227513255,5.162413140410824,0.10204081632653061,0.6305170239596425,3.4799475904752986,0.26625324230378195,0.17771035222162213,0.2990949002708183
HISTORICAL_DISCOVERY,20200101,20221231,4736,泰博,735,735,1.0,0,0,190.0,208656000.0,3.522496825464462,4.303770504459782,2.9177718832891246,4.406282763173222,1.4836795252225476,4.551994767822108,0.08163265306122448,0.6116207951070374,3.168999797119086,0.26654829271054403,0.20651182012860705,0.341123074258195
