model,fit_period,feature,coefficient_or_weight,direction,intercept,regularization_alpha,training_observations,comparison_to_final_sign_agreement,comparison_to_final_cosine_similarity
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,volume_ratio20,-0.005971939349956073,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,prior_volume_contraction_5_20,-0.005100327311856357,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,atr5,-0.07037909096996112,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,atr20,-0.07559188797622117,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,atr60,-0.07771426187768567,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,atr5_atr20,-0.004053812289768318,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,range_compression10,-0.05817767390631302,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,range_compression20,-0.056273519379160884,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,volatility20,-0.0710150440891747,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,rs5_vs_0050,-0.013540769358370376,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,rs20_vs_0050,-0.026762284913579275,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,rs60_vs_0050,-0.0297932753875052,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,recent_breakout_flag,-0.014388718186909908,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,recent_retest_flag,-0.011905788249653413,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,recent_local_low_distance,-0.042632694457851845,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,recent_local_high_distance,0.025772004091339628,POSITIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,bias5,-0.012064189785792604,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,bias10,-0.014390928187647313,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
IC_WEIGHTED_LINEAR_RANK,HISTORICAL_DISCOVERY_2020_2022,bias20,-0.02183086343685248,NEGATIVE,0.0,,323809,1.0,0.9999999999999999
