time_slice_type,time_slice,model,ranking_mode,top_k,primary_evaluation,observations,evaluable_observations,unique_dates,unique_stocks,winner_rate,same_day_universe_winner_rate,winner_rate_lift,gross_mean,net_mean,median_net_return,gross_profit_factor,net_profit_factor,day1_return,day3_return,day5_return,day10_return,mfe5,mae5,mfe10,mae10,mfe_abs_mae,entry_gap_mean,signal_close_to_exit_proxy_mean,gap_payoff_erosion,top1_positive_removed_count,top1_removed_gross_mean,top1_removed_net_mean,top1_removed_gross_pf,top1_removed_net_pf,top5_positive_removed_count,top5_removed_gross_mean,top5_removed_net_mean,top5_removed_gross_pf,top5_removed_net_pf,net_tail_dependent
PERIOD,STRESS_PREVALENCE_SEEN_NOT_BLIND,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,20,False,4860,4828,243,403,0.09631317315658658,0.20333962689023227,0.47365668280968565,-0.00014251530629985753,-0.005929454081545589,-0.007724543021790021,0.9929042285945894,0.7437131405915246,-0.0008437093073128651,-0.0009091475564811029,-0.0010992380059170327,-0.00024214361569014576,0.017351168089608616,-0.019600287694080242,0.030624715772337087,-0.032810369941414314,0.9333852628611047,0.0013676545377445677,0.0012894754351748198,0.0014319907414746774,21,-0.0008202751871396605,-0.00660327849073562,0.9593365202148354,0.7158300809467459,103,-0.003015585914188653,-0.008786028087920925,0.8530585358515578,0.6283460373123964,False
PERIOD,STRESS_PREVALENCE_SEEN_NOT_BLIND,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,30,False,7290,7237,243,473,0.1073649302197043,0.20333962689023227,0.52800790412418,0.000720858440230801,-0.0050710197258323165,-0.007602846189314862,1.0355343371159722,0.7825807812924821,-0.0008100586110806218,-0.0003270503169412306,-0.0002801519616256543,0.0005203244156825829,0.018421334352851673,-0.01974868403644424,0.032369278659495876,-0.033365799189374205,0.9701334733742663,0.001404679719628441,0.0021851018316182843,0.0014642433913874832,32,1.030017873603094e-05,-0.005777439838861245,1.0005054967920994,0.753388414581299,156,-0.0022089887305981816,-0.007984007929089763,0.8934563054572794,0.6650657099501739,False
YEAR,2020,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,5,False,1225,1210,245,209,0.14214876033057852,0.22402529854783007,0.6345210172780077,0.0058652857120840155,4.2877926759161176e-05,-0.0043162011254911994,1.316665889591665,1.0020034821277268,0.00020801659961536685,0.0030719928862452217,0.005064905421206756,0.00559344860191993,0.021965198808379927,-0.016232945018524413,0.03731464211416218,-0.030152901265262665,1.237514154472098,0.0004302134960881683,0.0063365133558622635,0.000471227643778248,6,0.005020093292215402,-0.000797420014390249,1.269690107879543,0.9629251038760132,28,0.0025816842883421578,-0.0032216856721243754,1.1361593126314289,0.8529493439551524,True
YEAR,2020,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,10,True,2450,2429,245,276,0.13709345409633594,0.22402529854783007,0.6119552344534253,0.005750639205673756,-7.089338624282805e-05,-0.003749693610396984,1.312219676852487,0.9966642135923425,2.9263707346891426e-06,0.002196347552417928,0.003519758996092134,0.004644274141686882,0.02108214628787709,-0.01731867534610269,0.03656925647852937,-0.031319395487864804,1.1676233180394144,0.0007089108600281952,0.006518668719737348,0.000768029514063592,12,0.004944288776293929,-0.0008725652373526185,1.2671142841349183,0.9591455323199078,57,0.0026331097965221722,-0.003170414013749014,1.139604779746544,0.8543214324035228,False
YEAR,2020,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,20,False,4900,4857,245,360,0.13320980028824378,0.22402529854783007,0.5946194521410406,0.005817301037364797,-4.467099003366177e-06,-0.003515275236744724,1.3191492808249576,0.9997877324481755,0.0002527948944817418,0.002198764951485442,0.0036483683751688677,0.004705599788686448,0.021502750887508113,-0.017396750374711074,0.036824373600311475,-0.031454494161208234,1.1707189888854017,0.0006972194839693246,0.006569408499715988,0.0007521074623511913,23,0.005069284197588116,-0.0007481371504099565,1.2767945366573064,0.9646183732252106,114,0.0027703888793877062,-0.0030338244251541958,1.1484219345781546,0.8592224191453197,False
YEAR,2020,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,30,False,7350,7293,245,414,0.13039901275195392,0.22402529854783007,0.5820727105252059,0.005463819886103097,-0.00035567887895410026,-0.0035194240094561856,1.2967643576932502,0.9832489607102624,-5.035863649790689e-05,0.0014625990764112996,0.0029561526098445924,0.004541733608362554,0.020775375454013797,-0.01793116319968672,0.036623001994737066,-0.032017382552306385,1.1438474689461744,0.0007950359131648525,0.00631219737427864,0.0008483774881755425,35,0.004695576438370288,-0.0011194641802014435,1.2538136825171855,0.9475307769966448,171,0.0023689133382423645,-0.003432751144559883,1.125649363868312,0.8421219487313578,False
YEAR,2021,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,5,False,1220,1214,244,256,0.14250411861614498,0.22823851953392735,0.6243648920749415,0.009894084757556147,0.004049465874122701,-0.0006613533967806222,1.6455230790732072,1.2254762125944432,0.00044972322032357386,0.0034459071672001493,0.0054814390527881994,0.012728310117207873,0.021456163712010985,-0.015356116262711359,0.038550656455792025,-0.02451926356269124,1.572259964383722,0.0011516740334363812,0.011042591112799333,0.001148506355243186,7,0.009106582230713919,0.003266588143600776,1.5907179182011821,1.1808364415743529,31,0.006838469669524248,0.0010113983032293777,1.434771562966011,1.0548771143461944,False
YEAR,2021,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,10,True,2440,2432,244,351,0.1377467105263158,0.22823851953392735,0.6035208728465308,0.008525569453412615,0.0026887404795527385,-0.00028546619788493517,1.5210699966843473,1.1416186413802782,-8.967336941234127e-07,0.0027109768548061164,0.005065062435870832,0.011897111215237594,0.021157233134131915,-0.015844314136249656,0.03823882772574348,-0.02543600147999452,1.5033348600729726,0.0014520199522731101,0.009961903443364131,0.0014363339899515163,13,0.007759429744205022,0.001927086457698006,1.471709663597549,1.1009589988496935,61,0.005438114836427294,-0.00038101202806977997,1.3240328406691437,0.9804350740981433,False
YEAR,2021,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,20,False,4880,4856,244,487,0.13385502471169686,0.22823851953392735,0.5864699130761734,0.00783518072916539,0.002002280439538543,-0.0011488684638183704,1.4680173958613183,1.1031344155162772,-0.0003078865981675649,0.002118385484248539,0.004057576097955521,0.01073586288231836,0.020715517300997244,-0.01656651842354934,0.037455618997816194,-0.026331689014886254,1.4224540999493493,0.0013515171378702668,0.009165513515572196,0.001330332786406806,24,0.007119423083693618,0.0012907298571231075,1.423161382362231,1.0661549447055092,120,0.004719055746260991,-0.0010959236002297576,1.2749166863611303,0.9449456040476909,False
YEAR,2021,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,30,False,7320,7276,244,566,0.13551401869158877,0.22823851953392735,0.5937385984114956,0.007456885546124143,0.0016261861914362292,-0.0013114742517522618,1.4367706058045002,1.0822697287495666,-0.0004986161597870695,0.0019966769986780623,0.004134927187929757,0.010277321507648228,0.020638546427409574,-0.01652626516892859,0.03734120953395945,-0.026554743734520363,1.4061973223043012,0.0015340009561363422,0.008975260002865863,0.0015183744567417194,36,0.006720316924273438,0.000893935935586321,1.39168014432033,1.0450009900031614,178,0.004312494359407475,-0.0015000991843283698,1.2464153571456602,0.9259656826982674,False
YEAR,2022,LINEAR_RIDGE_NET_RETURN,RAW_RANKING,5,False,1230,1229,246,240,0.0870626525630594,0.16079299393706092,0.5414579978350192,-0.0017379408087723862,-0.007515778597706936,-0.009409439212209136,0.9144733232786195,0.6788837282838488,-0.0008232181200800389,0.0005791929525656781,0.0017209485945714376,3.7682333164038854e-05,0.018530132137866695,-0.017641767183592696,0.030686289932970203,-0.03003229839087608,1.0217762734500802,0.00032134289107796035,-0.001488435811064531,0.00024950499770785514,6,-0.0024669410598705957,-0.008240494751532802,0.8791908124471588,0.6496386459673335,26,-0.004412736728264152,-0.010175218971815383,0.787436653899306,0.5744546558193748,False
