time_slice_type,time_slice,model,score_decile,observations,evaluable_observations,unique_dates,unique_stocks,winner_rate,same_day_universe_winner_rate,winner_rate_lift,gross_mean,net_mean,median_net_return,gross_profit_factor,net_profit_factor,day1_return,day3_return,day5_return,day10_return,mfe5,mae5,mfe10,mae10,mfe_abs_mae,entry_gap_mean,signal_close_to_exit_proxy_mean,gap_payoff_erosion,top1_positive_removed_count,top1_removed_gross_mean,top1_removed_net_mean,top1_removed_gross_pf,top1_removed_net_pf,top5_positive_removed_count,top5_removed_gross_mean,top5_removed_net_mean,top5_removed_gross_pf,top5_removed_net_pf,net_tail_dependent
YEAR,2024,LINEAR_RIDGE_NET_RETURN,6,13995,13964,242,1017,0.1898453165282154,0.19536350121729637,0.9717542700929419,-0.004897355076354882,-0.010655934801893786,-0.024379929755319822,0.8424764296046113,0.690562561392467,-0.00311283694965949,-0.0027204889471536464,-0.0027766994177047017,-0.0019599023266929573,0.025595344763210896,-0.030362353438015344,0.047373907286469896,-0.04920162645097268,0.9628524645150902,0.003285428199012045,-0.0016180144331383042,0.0032793406432165785,53,-0.005606066563269211,-0.011360545545987717,0.8203651009509916,0.6713535082995242,262,-0.008134854100742774,-0.013874604634514912,0.7432515413664944,0.6046551894799779,False
YEAR,2024,LINEAR_RIDGE_NET_RETURN,7,13968,13936,242,1014,0.17680826636050517,0.19536350121729637,0.9050219987808632,-0.003345613534769813,-0.00911329807740963,-0.018386589628545717,0.8831665030043698,0.714361217551805,-0.002529745819334211,-0.0018053582890498838,-0.0014475881111167199,-0.0007793168740016301,0.02441136661807148,-0.02741844959930621,0.044430158418988216,-0.044616612224509085,0.9958209779670711,0.002830503506183891,-0.00047983998115037023,0.0028657735536194427,55,-0.004062356918619719,-0.00982589814967545,0.8586967021336054,0.6932415939178339,271,-0.006515837489107501,-0.012265025125376576,0.7768826485320666,0.623051917545679,False
YEAR,2024,LINEAR_RIDGE_NET_RETURN,8,13944,13899,242,973,0.15526296855888913,0.19536350121729637,0.7947388718540381,-0.0031015005307445573,-0.008870681262331532,-0.015162833959269846,0.8840732311792072,0.7040349280082235,-0.00210255143825398,-0.0020541644653975784,-0.0012934698162984921,-0.00034567438024083575,0.022334135388740385,-0.025330264111346715,0.04069998236207829,-0.04131493046892708,0.9851155962295206,0.002385515872266745,-0.0007108637104126576,0.0023906368203319,56,-0.003820370398562814,-0.009585385252088453,0.8577789087466711,0.6814777879124456,277,-0.006221453711759133,-0.0119723983249936,0.7720912146159019,0.6085088353335609,False
YEAR,2024,LINEAR_RIDGE_NET_RETURN,9,13971,13922,242,888,0.14430397931331707,0.19536350121729637,0.7386434948911594,-0.00017670380721361377,-0.005963337124030455,-0.009941906705784155,0.9925198113281566,0.7768952918670766,-0.0016254759394057107,-0.0008293980209960244,0.0006106542169924837,0.002581455672669632,0.0215934982688875,-0.02221551618700917,0.03929061272868689,-0.03608908219313046,1.088711885728306,0.0018881995394687623,0.0017370388109998946,0.0019137426182135083,58,-0.0009035502270923917,-0.006685972010389861,0.9619104479648375,0.7509016517709042,290,-0.0033216773935941272,-0.009090013551742524,0.8623164534999986,0.6670018260586191,False
YEAR,2024,LINEAR_RIDGE_NET_RETURN,10,13849,13807,242,694,0.1389150430940827,0.19536350121729637,0.7110593443939771,0.0038029839187534845,-0.002006793099004024,-0.004238111804256166,1.186448879392341,0.9136744621564221,-0.0005135215086037735,0.0011195160227290887,0.0031484331288311788,0.006668740378261251,0.021096469676568776,-0.01827597909722664,0.03816929319790352,-0.030458511810288448,1.2531568658259422,0.0011352811952182373,0.004958462537056665,0.0011554786183031805,64,0.0030370208430466673,-0.0027683168476192884,1.1482058282072884,0.8814682458956011,319,0.0005968024861974732,-0.005194393584778677,1.0285834169606718,0.7817170673704203,False
YEAR,2025,LINEAR_RIDGE_NET_RETURN,1,11694,11663,243,644,0.26219669038840776,0.20333962689023227,1.2894520089286285,-0.004206040449574257,-0.00996797423149262,-0.05295344874860099,0.883756626587807,0.7478245885284271,-0.003480975188702477,-0.0033168989135476273,-0.00323774382622842,-7.536627885298211e-05,0.034063823638999326,-0.039597276084725457,0.06197478614991033,-0.06243128555623637,0.992687970426064,0.0038612166123949206,-0.0003239964457676644,0.003882044003806592,45,-0.004931588315316699,-0.010689331300573852,0.8642303585002579,0.730618686837246,221,-0.007551708417898832,-0.01329417808705993,0.7952463555866217,0.6700493474912179,False
YEAR,2025,LINEAR_RIDGE_NET_RETURN,2,11578,11549,243,741,0.2436574595203048,0.20333962689023227,1.198278285677376,-0.0034562358237470096,-0.00922245442563612,-0.038078895649944634,0.8993474047804765,0.7551745611842889,-0.0032866810368393463,-0.0029075950795797,-0.0023061046970426517,0.0009525441535994986,0.03233770892189221,-0.037151966579822004,0.05808313553356087,-0.058614830941430156,0.9909289952844772,0.0033159812620142414,-0.00012365870383250014,0.0033325771199145095,44,-0.004170978391182259,-0.009933072620831828,0.8789954247912488,0.7373146359017814,219,-0.006769592317581134,-0.01251651954557355,0.8065941289199029,0.6740288728213715,False
YEAR,2025,LINEAR_RIDGE_NET_RETURN,3,11597,11562,243,800,0.23559937727036845,0.20333962689023227,1.1586495995566608,-0.0027257812986068134,-0.008496744584508081,-0.029066354158959078,0.9175614297613697,0.7663223528286318,-0.0032920856393722324,-0.00296808920488604,-0.0020650401426307364,0.002028090043700545,0.030977638524478497,-0.03601703278360475,0.0568665180897618,-0.05676295765370323,1.0018244369275182,0.003357303312720767,0.0006807649777872238,0.0034065462763940373,45,-0.003447105311796297,-0.009213907653688205,0.896151459579685,0.7475851713699774,224,-0.006021468049654168,-0.011773264110576184,0.8214148604784163,0.6824844625368611,False
YEAR,2025,LINEAR_RIDGE_NET_RETURN,4,11579,11548,243,824,0.22358850017319015,0.20333962689023227,1.0995815404632798,-0.0025360697399228116,-0.0083080758322105,-0.0259375794519544,0.921072185502922,0.7650682809153241,-0.003275497150541986,-0.0031404333292566113,-0.0028720482176549282,-0.0003646785106939736,0.02915371525450789,-0.03463275555708338,0.05287723369080631,-0.055336799527463856,0.9555527992644957,0.003190937640498171,0.000677430636497395,0.0032135003764202064,46,-0.003269130836557067,-0.009036893073063499,0.898663062464204,0.7454770569425331,230,-0.005882922345117175,-0.01163541464489733,0.8205576635563546,0.6775324754764895,False
YEAR,2025,LINEAR_RIDGE_NET_RETURN,5,11551,11530,243,837,0.21960104076322637,0.20333962689023227,1.0799716913111699,-0.001102006538088388,-0.006882401279524221,-0.022704093059245603,0.9642001172741214,0.79757116007515,-0.0022987974702480107,-0.0009953559604675341,-3.227059731882261e-05,0.003707740201841553,0.030206776857493508,-0.031951720522486564,0.05489669165680537,-0.05200537815496562,1.055596432607878,0.003101962858446205,0.002059847424002572,0.00316185396209096,47,-0.0018466665536050865,-0.007622753025509858,0.9402535681328031,0.7767094712192265,232,-0.0045033389573126215,-0.010263943293599415,0.8566478098261782,0.704185878280317,False
