signal_date,year,month,period,model,eligible_stocks,evaluable_stocks,daily_spearman_ic_net_return,top10_candidates,top10_evaluable,top10_winner_rate,universe_winner_rate,top10_gross_mean,top10_net_mean,top10_median_net,universe_net_mean,universe_net_median,bottom10_net_mean,top_decile_net_mean,bottom_decile_net_mean,top10_minus_universe_net_spread,top10_minus_bottom10_net_spread,top_decile_minus_bottom_decile_net_spread,top1_score,top10_mean_score,universe_mean_score,universe_median_score,top10_vs_universe_score_spread,top10_vs_median_score_spread,score_vs_entry_gap_spearman,top10_entry_gap_mean,universe_entry_gap_mean,top10_entry_gap_vs_net_spearman,top10_signal_close_to_exit_proxy_mean,top10_gap_payoff_erosion,monthly_mean_daily_ic,yearly_mean_daily_ic
20230313,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,485,485,-0.055757302274015805,10,10,0.1,0.24742268041237114,0.009210870538780525,0.003372860873376342,0.003334267820830507,0.019792533703392626,0.015573974973161177,0.05087426352274481,0.008807612147003846,0.023845189494308416,-0.016419672830016285,-0.04750140264936847,-0.01503757734730457,-0.0006382416813770558,-0.0015217289474534095,-0.007643726907883716,-0.007523330833647747,0.006121997960430307,0.006001601886194337,0.05015331050128967,-0.0044355680462563555,-0.006283644172923946,-0.46200821319684904,0.0047230694306759965,-0.004487801108104528,0.07141493672508459,0.10048784650792071
20230314,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,494,494,-0.017054516739668426,10,10,0.1,0.19433198380566802,0.0008815786674272408,-0.004914611212228156,0.000925923869559121,0.003442166218472603,-0.003009222504506805,0.0377751365385439,-0.0013139867731235665,0.0071766717982129444,-0.008356777430700759,-0.042689747750772056,-0.008490658571336511,-0.0003425201306614155,-0.0008994201170476668,-0.007643726908181205,-0.007806141483055629,0.006744306791133538,0.006906721366007963,-0.3502376667947082,0.007705611171265003,0.011845023260998495,0.1393939393939394,0.008649865271496415,0.007768286604069174,0.07141493672508459,0.10048784650792071
20230315,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,494,494,-0.07998372105691613,10,10,0.1,0.24696356275303644,0.03157911304125842,0.025607363596719612,0.028833879358607706,0.021889225341648985,0.014806361971945476,0.025087665632769856,0.012441435880861896,0.0353552347944939,0.003718138255070627,0.0005196979639497563,-0.022913798913632002,0.0007166516566606751,3.469354895643409e-05,-0.007643726890675382,-0.008020659852087882,0.007678420439631816,0.008055353401044317,0.1290445163702662,-0.006530652272027237,-0.005208625611858748,-0.0424242424242424,0.024845978166450854,-0.006733134874807565,0.07141493672508459,0.10048784650792071
20230316,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,501,501,-0.1600796889128369,10,10,0.0,0.281437125748503,0.01216326517316495,0.0063062143561542746,0.021701347353744065,0.03043085431738684,0.024501313332731114,0.050286567540059,0.017785351908579633,0.04440250333131359,-0.024124639961232566,-0.043980353183904725,-0.026617151422733958,0.0006567776195493492,-0.0001092593618971168,-0.007643726919682093,-0.007851769590730766,0.007534467557784976,0.007742510228833649,-0.40931744875403064,0.006859845213622595,0.012198576880737503,-0.41337576970244394,0.019083880498221795,0.006920615325056844,0.07141493672508459,0.10048784650792071
20230317,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,511,511,-0.10974216229550686,10,10,0.0,0.2328767123287671,0.0031244397766615807,-0.002682771001056165,0.005198942487750285,0.023663118326862312,0.01815403987142457,0.04941704062091308,0.012452933257142473,0.03450102823561492,-0.026345889327918478,-0.05209981162196924,-0.022048094978472446,0.002047173684143121,-0.0001252381038652067,-0.007643726918046069,-0.007777400486232157,0.007518488814180862,0.00765216238236695,-0.13320938935500026,0.0024491207043550235,0.004884644349974675,0.2563752137870962,0.005550936512277826,0.0024264967356162456,0.07141493672508459,0.10048784650792071
20230320,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,514,514,0.08446083154712766,10,10,0.0,0.16342412451361868,0.0068356811057837304,0.0010045538772967735,0.014065172394169628,0.01102375160380752,0.006985178501036816,0.007154113291837906,0.014514288204495834,0.005987738693423968,-0.010019197726510746,-0.006149559414541133,0.008526549511071867,0.0008632727403680733,0.00023846782218925854,-0.0076437269119310446,-0.00754737786036673,0.007882194734120303,0.007785845682555989,-0.34350389683101284,0.002789686464080776,0.00807185650755166,-0.2978737164032316,0.009618245080911192,0.0027825639751274615,0.07141493672508459,0.10048784650792071
20230321,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,515,515,0.10932965535757382,10,10,0.0,0.14757281553398058,0.002655919801182527,-0.003147678347025399,0.0038044010745636532,0.0030791251403649677,0.0006810745954942417,-0.01147585372158525,0.008677488088442136,-0.01309844797201181,-0.006226803487390367,0.00832817537455985,0.021775936060453947,0.0016890217467833485,0.00045855180426250026,-0.007643726901050895,-0.007516031939879094,0.008102278705313395,0.007974583744141594,-0.2612213392702678,0.005976988002042471,0.009546548698008257,0.2969696969696971,0.00869940658209709,0.006043486780914564,0.07141493672508459,0.10048784650792071
20230322,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,519,519,0.12884070588302451,10,10,0.0,0.14258188824662812,-0.009287865323612554,-0.01502027421251935,-0.0070176935623933265,0.006981707001967662,0.006225959100213551,-0.022480368689918335,0.008680427451430238,-0.012318988161682615,-0.022001981214487012,0.007460094477398985,0.020999415613112853,0.0014113773078163845,0.000364312212251899,-0.007643726924824079,-0.007660396647051188,0.008008039137075979,0.008024708859303087,-0.040413788252963,-5.405839803970247e-05,-0.0004426393085148558,0.3167890100792657,-0.009273630370969278,1.4234952643276885e-05,0.07141493672508459,0.10048784650792071
20230323,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,517,517,0.20192165327605788,10,10,0.0,0.11218568665377177,0.0005876465029021171,-0.005202770014365742,0.007493232231184412,-0.0017267133851682184,-0.0008888201045355135,-0.029143333190103177,0.004611705783268262,-0.021860721595702366,-0.0034760566291975234,0.023940563175737437,0.026472427378970625,0.0009885264277318577,9.35252740521062e-06,-0.007643726889342515,-0.007677794168311405,0.007653079416747726,0.007687146695716615,-0.17154193167312962,0.001014223061671571,0.005881801400630559,-4.441756250966239e-17,0.0015991311722035495,0.0010114846693014324,0.07141493672508459,0.10048784650792071
20230324,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,516,515,0.09304882335141712,10,10,0.0,0.141747572815534,0.014808489864621011,0.008945074260951903,0.010866248946497643,0.004889380003947902,0.004918617887673146,0.0008360741725279696,0.013041567574058714,0.0008149578401361586,0.004055694257004001,0.008109000088423933,0.012226609733922556,-9.921005127312872e-05,-0.0007095002128806138,-0.007643726886688376,-0.0075062964723454995,0.006934226673807763,0.006796796259464886,-0.13690175621773484,-0.0004946643865607614,0.0026842313630688432,0.07503664793768676,0.014308258378716299,-0.0005002314859047126,0.07141493672508459,0.10048784650792071
20230327,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,519,518,0.07801998668866407,10,10,0.1,0.14671814671814673,0.026802221095862843,0.020866929512697537,0.016388388876983177,0.005044033322944951,0.003002239124663103,0.025133522178002538,0.014125818404692916,0.00554032798305225,0.015822896189752585,-0.004266592665305002,0.008585490421640666,0.0017126006165943787,-0.0005948257599888635,-0.007643726944125757,-0.007552645282539946,0.007048901184136893,0.006957819522551082,-0.09727195085181409,0.000226979200513,0.0026035528231717797,-0.723756066518854,0.026995480860340725,0.00019325976447788148,0.07141493672508459,0.10048784650792071
20230328,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,523,522,-0.06745033682267929,10,10,0.1,0.24521072796934865,0.035557063420351365,0.02957163602322251,0.0205457949306939,0.026888176113017897,0.02041534662763315,0.06415834657024788,0.017630729577999524,0.03596193799681751,0.0026834599102046122,-0.034586710547025376,-0.018331208418817985,0.0007130300532660989,-0.000694875344215865,-0.007643726897410512,-0.0076513256805713185,0.006948851553194647,0.006956450336355453,-0.2068953404163315,0.002200322348905026,0.004692737807574287,0.1515151515151515,0.03776967885180245,0.0022126154314510843,0.07141493672508459,0.10048784650792071
20230329,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,519,518,-0.07047609201165511,10,10,0.2,0.24903474903474904,0.0365149805987117,0.03052178597337757,0.02111625199686935,0.026842991449552676,0.02018645380464562,0.004527724188598166,0.014140747991534955,0.030165149538923245,0.0036787945238248923,0.025994061784779404,-0.016024401547388288,0.00037376068507996314,-0.0009618837635218993,-0.0076437269372033245,-0.007537716906261798,0.006681843173681425,0.006575833142739899,-0.2364397108606637,0.006083210155415464,0.007438762509395327,0.49090909090909085,0.04296317269499996,0.0064481920962882605,0.07141493672508459,0.10048784650792071
20230330,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,518,517,-0.017003458856060145,10,10,0.0,0.2495164410058027,0.021223605013771452,0.015315082266875089,0.019776751565340082,0.021031352366871366,0.011337887295398764,0.04214235276464142,0.013850951231639316,0.023876498181480518,-0.005716270099996278,-0.026827270497766332,-0.010025546949841202,0.0020666077914539066,-0.0009033810949491027,-0.007643726889240293,-0.0076397803563832125,0.006740345794291191,0.00673639926143411,-0.25583918734257033,0.0023976852984594955,0.005033005722543751,0.48469906412048075,0.023711143026142745,0.0024875380123712924,0.07141493672508459,0.10048784650792071
20230331,2023,202303,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,516,516,-0.06120610563540969,10,10,0.1,0.28875968992248063,0.01343543185628059,0.007570386365368885,0.009061546511670593,0.022924451193301065,0.012024667944109502,0.05189077750940896,0.008214763234628187,0.04294143736234689,-0.01535406482793218,-0.04432039114404007,-0.0347266741277187,0.0010241613024727725,-0.0010879529907781525,-0.00764372695823509,-0.007547263530096035,0.0065557739674569375,0.006459310539317882,-0.017195791472975026,-0.0027283171739611923,0.0005492839570881617,-0.5460533760344655,0.010540327356079982,-0.0028951045002006074,0.07141493672508459,0.10048784650792071
20230406,2023,202304,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,511,511,-0.04451115192381365,10,10,0.0,0.26418786692759294,-0.008828791258378899,-0.01456451567366169,-0.016341568646350238,0.009495423644874332,-0.0057986284375177504,0.08657029226078893,-0.000669329810480492,0.029144970491797848,-0.024059939318536023,-0.10113480793445062,-0.02981430030227834,0.000994860183890267,-0.0004295969985270865,-0.007643726955868855,-0.007627262604010777,0.007214129957341769,0.007197665605483691,-0.21746266414999565,0.0014684119212287961,0.0041985450835616755,0.23928181646454114,-0.007361023834372482,0.0014677674240064168,0.13526219583445218,0.10048784650792071
20230407,2023,202304,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,507,507,0.08882577099953892,10,10,0.0,0.252465483234714,-0.003101949828977901,-0.008864465138465455,-0.005997198724008816,-0.0014471998904097463,-0.02360790745102473,0.02338436705707536,-0.005634240130143229,-0.004602942319198223,-0.007417265248055708,-0.03224883219554082,-0.001031297810945006,0.0022534823591527546,0.00045193982933711157,-0.00764372690218892,-0.007883007493524202,0.008095666731526032,0.008334947322861313,-0.24297040477743378,0.002097003358524874,0.004487275628783995,-0.806643965330132,-0.001062599538932041,0.0020393502900458603,0.13526219583445218,0.10048784650792071
20230410,2023,202304,RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,LINEAR_RIDGE_NET_RETURN,508,508,0.050812993943865466,10,10,0.0,0.22440944881889763,0.002277119016743834,-0.003523251186949337,-0.004909387029513348,-0.0035181211724926347,-0.023111854390729773,0.029446386311184798,-0.008330204110623062,0.0007797651090588416,-5.13001445670222e-06,-0.032969637498134134,-0.009109969219681904,0.0021828453526580747,0.000318000744698194,-0.007643726924513714,-0.007779237551414626,0.007961727669211908,0.00809723829611282,-0.09357996957405461,0.0036414628677600147,0.003448878638094256,-0.4424242424242425,0.005898131848497157,0.003621012831753323,0.13526219583445218,0.10048784650792071
