time_slice,model,market_proxy,regime_dimension,regime_group,observations,evaluable_observations,unique_dates,unique_stocks,winner_rate,same_day_universe_winner_rate,winner_rate_lift,gross_mean,net_mean,median_net_return,gross_profit_factor,net_profit_factor,day1_return,day3_return,day5_return,day10_return,mfe5,mae5,mfe10,mae10,mfe_abs_mae,entry_gap_mean,signal_close_to_exit_proxy_mean,gap_payoff_erosion,top1_positive_removed_count,top1_removed_gross_mean,top1_removed_net_mean,top1_removed_gross_pf,top1_removed_net_pf,top5_positive_removed_count,top5_removed_gross_mean,top5_removed_net_mean,top5_removed_gross_pf,top5_removed_net_pf,net_tail_dependent,top10_minus_regime_universe_net_spread
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,IC_WEIGHTED_LINEAR_RANK,0050,0050_CLOSE_VS_MA20,BELOW_MA20,1680,1680,168,148,0.02976190476190476,0.18973219246582954,0.15686270408362477,0.0022501581779133723,-0.0035505460962787245,-0.0013993212900554218,1.1749582581597309,0.7714024338051618,-0.00041946100659074476,0.0003009814047789969,0.0014744734165260873,0.0028984301581839074,0.012608713924452813,-0.011755618687602064,0.02141521801614746,-0.01958144897632236,1.093648281189123,0.0008081071873756938,0.0030857556186053093,0.0008355974406919369,9,0.0016403704394852366,-0.004156844370293683,1.1268616922839907,0.7338004112882635,41,-0.0001329234670131749,-0.005919922296447898,0.9899169312116507,0.6281548468286957,False,0.0036867638246502977
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,IC_WEIGHTED_LINEAR_RANK,0050,0050_MA20_SLOPE5,RISING_OR_FLAT,3140,3140,314,164,0.015605095541401274,0.19022767303803248,0.08203378242597398,-0.0014399885296225165,-0.007219943084167135,-0.005795725520729668,0.8840409528444652,0.5334274874867778,-0.00038926579309038917,-0.0007188381211434514,-0.0009197936723451017,-0.0019601207558329016,0.009421019338776818,-0.010532779524902213,0.01639983155328408,-0.018680517578649258,0.8779109831532789,0.00047923747733988087,-0.0009559173357760691,0.00048407119384644745,13,-0.0019396001681977436,-0.007716717144851144,0.8444550012919526,0.5033891657293422,64,-0.0033766505317704186,-0.009145431887697703,0.7336281028434564,0.42104304160129563,False,-0.0008367890488390137
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,IC_WEIGHTED_LINEAR_RANK,0050,0050_MA20_SLOPE5,FALLING,1670,1670,167,160,0.03053892215568862,0.19046501754150746,0.16033874645265694,0.0024218621983064354,-0.003380261507173805,-0.0020010051565356925,1.2047631885615135,0.7682640977419256,-0.00025389805179337174,0.0010043216024922565,0.0013207626624483512,0.0026089260830107538,0.012622122073070433,-0.01119071768860694,0.020997845540779256,-0.018321175086310048,1.1460970948566105,0.001075608440355862,0.0035185537737854496,0.0010966915754790142,8,0.0018835975673833763,-0.003915468055819776,1.1584911893209136,0.7328585636733217,39,0.00016188461531185962,-0.005627272500900138,1.0133673562554941,0.623228139654603,False,0.0025324299981718495
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,IC_WEIGHTED_LINEAR_RANK,0050,0050_VOLATILITY20,HIGH,2080,2080,208,148,0.028365384615384615,0.20436294002466984,0.1387990631371836,-1.5000636687553162e-05,-0.005802925532545787,-0.0031356047424651538,0.9988750924506127,0.6414308336526842,-0.0002392772587952801,0.0002742736371724036,0.000754832322004583,0.00035924349046838864,0.012151723516606643,-0.011309256928399366,0.020498645658875443,-0.019915818928270934,1.0292645124312298,0.0007643612800490815,0.0007626840273404681,0.0007776846640280213,10,-0.0005962471417630073,-0.006380841776554648,0.9555020033087367,0.607616325094833,47,-0.0023242348765469024,-0.008098872372258521,0.8296425243244081,0.5108697269106278,False,0.0011262878789500526
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,IC_WEIGHTED_LINEAR_RANK,0050,0050_VOLATILITY20,LOW,2730,2730,273,152,0.015018315018315019,0.17885223996061608,0.08397051678873078,-0.00016331603938932103,-0.005950759301673926,-0.005281931563049149,0.9856214135171597,0.5864970868844824,-0.0004207353987196229,-0.0004214006555117101,-0.0008251024595767053,-0.0009322707233925285,0.009298666546243594,-0.010343652687580902,0.016089630095220676,-0.017519518029411325,0.9183831466259409,0.0006268133010034527,0.00047180278059218676,0.0006351188199815078,12,-0.0006527620886581691,-0.006437423211624827,0.9427824729729943,0.554646308657744,57,-0.0020212587380029966,-0.007797971178422911,0.8257609169863677,0.4694526779506187,False,-0.00030895519880934363
STRESS_PREVALENCE_SEEN_NOT_BLIND,IC_WEIGHTED_LINEAR_RANK,0050,0050_CLOSE_VS_MA20,ABOVE_OR_EQUAL_MA20,1320,1317,132,98,0.03644646924829157,0.20841535826891375,0.17487420097546502,0.0022752507757615803,-0.003526943198715792,-0.0057987299296855,1.2017340334793647,0.7548610921638866,-0.0010346485820820505,-0.000777580932973029,0.00048037945827022354,0.0017057514713878178,0.010303794856659628,-0.010771302481456696,0.01901868056020511,-0.017220333009093935,1.104431636145566,0.0012320051192614655,0.0035039177694148383,0.001228666993653258,6,0.001702145697452017,-0.004096787120264557,1.150232380498265,0.716551544012073,27,0.00013461693513359035,-0.005655309682773028,1.0116910504536702,0.6149881394087178,False,0.0019722910605587834
STRESS_PREVALENCE_SEEN_NOT_BLIND,IC_WEIGHTED_LINEAR_RANK,0050,0050_CLOSE_VS_MA20,BELOW_MA20,820,820,82,103,0.08780487804878048,0.20658135283363802,0.42503777250161884,-0.0017365371580398694,-0.007515927570539049,-0.005797892782894707,0.9097208966383736,0.6629010840505112,0.000752052332614926,0.0015241469054356489,0.0006799843549920961,0.00011660369691976656,0.01749237885978169,-0.017268513272013907,0.027083403492656994,-0.031105253745590224,0.870701898597969,0.00032413567672583886,-0.0013124145357981272,0.00042412262224174216,4,-0.002413693388576578,-0.008189084015011802,0.8751290074942226,0.634500823518945,18,-0.004337178789969857,-0.010101608053537993,0.779468314077277,0.5568754624725216,False,0.00294835585243672
STRESS_PREVALENCE_SEEN_NOT_BLIND,IC_WEIGHTED_LINEAR_RANK,0050,0050_MA20_SLOPE5,RISING_OR_FLAT,1410,1407,141,102,0.03411513859275053,0.20563050027454996,0.16590505079354137,0.0003246600407448992,-0.005466585642042659,-0.007612362648561562,1.0277668699497393,0.6342898835832746,-0.0010196500056726418,-0.0009227577284847137,-0.0005124183259366913,-6.346907026545471e-05,0.009827266897899636,-0.011057000203574608,0.017767629511602615,-0.017864006628895673,0.9946049551315568,0.0014018016998161098,0.0017238552476696778,0.0013991952069247785,6,-0.00021998257315512828,-0.006008129707574704,0.9812660048720885,0.5997750531953033,27,-0.001692260775190428,-0.00747192310327957,0.8580451077401909,0.5097267473947292,False,0.0009728684390725856
STRESS_PREVALENCE_SEEN_NOT_BLIND,IC_WEIGHTED_LINEAR_RANK,0050,0050_MA20_SLOPE5,FALLING,730,730,73,92,0.09863013698630137,0.21168174940763368,0.46593594989792997,0.0015284220887085444,-0.004269258633146158,-0.00273437420467983,1.07870977737164,0.8076124230554792,0.0009434223124980628,0.002087734928369514,0.0026181089071620946,0.003330672193363643,0.019297101323146475,-0.01751888625301425,0.03048895676567669,-0.03157647851712944,0.96555911860587,-0.000115058896792779,0.0015246786979364949,-3.7433907720495468e-06,4,0.0007853096270956482,-0.005007976240501797,1.040219814257045,0.7755598346827159,18,-0.0013225829947129204,-0.00710386899568313,0.9335698173622123,0.6877685564161983,False,0.005081200208636126
STRESS_PREVALENCE_SEEN_NOT_BLIND,IC_WEIGHTED_LINEAR_RANK,0050,0050_VOLATILITY20,HIGH,1300,1297,130,118,0.07016191210485737,0.22071240751931273,0.3178883910217783,0.006147742183709447,0.0003231977930036548,-0.0024315295650864438,1.5167948456000255,1.0219811656026827,0.0001974867801520527,0.0017801150559703745,0.003609228350176686,0.007518546895700267,0.016108172785894107,-0.013157133484858162,0.026038034143873595,-0.01909852464787209,1.3633531711976865,0.0008300993447069718,0.0070325010294043635,0.0008847588456949163,6,0.005566321190749386,-0.0002548249781143222,1.4657544960266458,0.9827491462436818,30,0.0037276632257849255,-0.002082997128547152,1.306108814364532,0.8616090655623906,True,0.004362086803837244
