period,cohort,feature,resolution,bucket,lower_bound_exclusive,upper_bound_inclusive,equality_rule,signals,evaluable_signals,outcome_observation_rate,primary_success_rate,gross_average_return,net_average_return,gross_median_return,net_median_return,gross_win_rate,net_win_rate,gross_profit_factor,net_profit_factor,average_day1_close_return,average_day3_close_return,average_day5_close_return,average_day10_close_return,average_mfe_5d,average_mfe_10d,average_mae_5d,average_mae_10d,average_trade_mfe_abs_mae,aggregate_mfe_abs_mae,top1_removed_winners,top1_removed_gross_average_return,top1_removed_gross_profit_factor,top1_removed_net_profit_factor
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_5,QUINTILE,1,,-0.02108433734939994,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,65950,65694,0.9961182714177407,0.24300544950832648,-0.003889268560133641,-0.009653402209386663,-0.025925925925925908,-0.03155950775640509,0.42099735135628824,0.405303376259628,0.8897736948416483,0.7490488319058496,-0.0022173964955717372,-0.0010320363861327207,0.0004248155491436237,0.0016506928264344942,0.033690187599769446,0.05897084945833268,-0.03647912275664528,-0.06071269524747978,4.747015924611372,0.9713100236771419,277,-0.0046724607065478,0.8681355000147286,0.7299500702396967
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_5,QUINTILE,2,-0.02108433734939994,-0.005612065941772304,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,65950,65734,0.9967247915087187,0.17800529406395474,-0.0032572219651798525,-0.009025135709322219,-0.012411347517730431,-0.018139885168612598,0.42904737274469834,0.4011622600176469,0.8890036504219362,0.7226816196943997,-0.0030431971715919465,-0.0023624014392239173,-0.002386670926586601,-0.003245166281251236,0.02418006161606039,0.04422162976487678,-0.02889078106195448,-0.04851299634592073,4.5994370724042115,0.9115419185728197,283,-0.004039145723572246,0.86295061564551,0.7000908052671471
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_5,QUINTILE,3,-0.005612065941772304,0.005237125400066711,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,65951,65709,0.9963306090885657,0.15529075164741513,-0.001175293862888465,-0.006955515798554554,-0.005382131324004336,-0.011132821456045744,0.45493007046218936,0.41767489993760365,0.9540841285742893,0.7575772100455619,-0.0021909159148056534,-0.0021043859313090774,-0.002158390324418098,-0.0010117441842152329,0.02187101067472765,0.04058709846212544,-0.0255765188365734,-0.04214556528532386,4.709483617636573,0.9630218075698437,299,-0.0019807728702801158,0.9229681491118905,0.7308962401984149
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_5,QUINTILE,4,0.005237125400066711,0.02031904965605982,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,65949,65658,0.9955874994313788,0.18837003868530872,0.0002551367580872978,-0.005533347931728887,-0.007427581539728945,-0.01317814773288576,0.4516738249718237,0.42329952176429375,1.009376094079087,0.817355617542698,-0.0022970596223824318,-0.002017896372464447,-0.001034532494255999,0.0017773967657144245,0.025180687609230482,0.04651050128564965,-0.027891251682610786,-0.04470198191871207,4.802491456175631,1.0404572524374034,297,-0.0005485703621895879,0.9799316206345633,0.7919256894458816
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_5,QUINTILE,5,0.02031904965605982,,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,65950,65639,0.995284306292646,0.2637304041804415,-0.000614093244448743,-0.0063970782932176555,-0.024822695035460973,-0.030494924160333982,0.4231173540120965,0.4084157284541203,0.9819903953253003,0.8283742496080967,-0.004199540007023825,-0.002818139093946806,-0.0007483607279966924,0.005270014457254061,0.034852170723191,0.06442520811202591,-0.03870589500933805,-0.058547864033480626,4.995197427850841,1.1003852860487673,278,-0.0013917974671479442,0.9593554205810724,0.8084445740994352
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,DECILE,1,,-0.055139260461741266,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32846,0.9960879454131918,0.27899896486634596,-0.0031706692126815643,-0.008939046733636316,-0.03365860624523992,-0.039276204135233125,0.4298240272788163,0.4176155391828533,0.9153805040724287,0.7797193782771477,-0.0010332775662457642,0.00036603840351969233,0.0019885902115083774,0.0100741723663969,0.03923215109228255,0.06748704635900514,-0.04082757580928696,-0.06531292792804634,4.960131538208179,1.0332877195974735,142,-0.003970840306756887,0.8944835174086035,0.7611523400082624
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,DECILE,2,-0.055139260461741266,-0.032401242787387895,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32856,0.9963912054586809,0.20255052349646943,-0.005832907502853393,-0.01158577548247975,-0.022598870056497133,-0.02827863351459673,0.4129839298758218,0.3932006330654979,0.8265119340109589,0.685767389309567,-0.003527770193293759,-0.0033725852819135762,-0.0045883644581122965,-0.00600595572265379,0.026581641344062087,0.04765168472039877,-0.034557400932145016,-0.05733869084931786,4.4080253321689185,0.8310563777192633,136,-0.006602275338985047,0.8044414748430955,0.6664072919782943
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,DECILE,3,-0.032401242787387895,-0.018838304552590814,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32881,0.9971493555724034,0.1824457893616374,-0.003418579739021657,-0.009185571453018123,-0.013039117352056095,-0.018765159273657475,0.4307046622669627,0.4057662479851586,0.8871181253080684,0.725496431778886,-0.0033538210916211368,-0.0035280210676111893,-0.0033241284253146034,-0.003988351934739861,0.024279800759577433,0.04489620071792428,-0.03081211426956035,-0.0511558397608846,4.733384805108514,0.8776358853218036,142,-0.004209427639981619,0.8616045091892731,0.7032861841826102
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,DECILE,4,-0.018838304552590814,-0.008703633904108261,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,32975,32856,0.9963912054586809,0.16910153396639882,-0.00308263427675623,-0.008851748062792021,-0.010638297872340274,-0.01637787575685487,0.4310628195763331,0.40150961772583393,0.8909127055415635,0.7185994456923795,-0.0027758368591829135,-0.003210424231002608,-0.003061445469989701,-0.0037593100871988233,0.022567904837031576,0.04189592742871394,-0.028153289482705533,-0.0467129789302254,4.4772647966407035,0.8968798048887734,142,-0.003861607654768318,0.8639372407970022,0.6953014096521507
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,DECILE,5,-0.008703633904108261,0.0,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,33195,33088,0.9967766229853894,0.15640111218568664,-0.0014775517863293952,-0.007256073140813682,-0.006108424931204504,-0.011857578292226466,0.45004231141199225,0.41277804642166344,0.9430417998692827,0.7503196031325184,-0.0019375682018812404,-0.002499979720192304,-0.002476375506900349,-0.002002738222042239,0.021795661971331228,0.04050589768424273,-0.02573527800759566,-0.042648405520921376,4.717614526861197,0.9497634715645435,149,-0.0022831265836778893,0.9123839984365436,0.7240086991742104
