period,cohort,feature,cluster_unit,clusters,bootstrap_reps,comparison,metric,point_estimate,ci_low,ci_high
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,MID_MINUS_LOW,primary_success_rate,-0.05601402579036091,-0.07465246779820404,-0.03825986525776282
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,MID_MINUS_LOW,average_mfe_10d,-0.011403805445522414,-0.015151214307766527,-0.007839888002791343
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,MID_MINUS_LOW,average_mae_10d,0.014513399146533365,0.010534235418810196,0.018570029962099093
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,MID_MINUS_HIGH,gross_average_return,-0.0012405481486864078,-0.003166465418701823,0.0006774123852242929
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,MID_MINUS_HIGH,net_average_return,-0.0012337941454318036,-0.0031484505921942443,0.0006729841083914163
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,MID_MINUS_HIGH,primary_success_rate,-0.07857985107015675,-0.08717100569187265,-0.07011153705058762
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,MID_MINUS_HIGH,average_mfe_10d,-0.0186156895923801,-0.020354141951117,-0.016853347570286656
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,MID_MINUS_HIGH,average_mae_10d,0.010498682993508639,0.008649660612200424,0.012363582789955958
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_MID,gross_average_return,0.0012405481486864078,-0.0006774123852242939,0.003166465418701823
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_MID,net_average_return,0.0012337941454318036,-0.0006729841083914174,0.0031484505921942443
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_MID,primary_success_rate,0.07857985107015675,0.0701115370505876,0.08717100569187265
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_MID,average_mfe_10d,0.0186156895923801,0.016853347570286652,0.020354141951117
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_MID,average_mae_10d,-0.010498682993508639,-0.012363582789955958,-0.008649660612200424
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_LOW,gross_average_return,0.004144226004199546,-0.0003703303872827919,0.008469094738150123
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_LOW,net_average_return,0.004120362304010401,-0.0003679802201714661,0.008420185684839801
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_LOW,primary_success_rate,0.022565825279795837,0.0010602285994749526,0.04281624752365588
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_LOW,average_mfe_10d,0.0072118841468576875,0.002876254006840335,0.011397939920157918
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_10,signal_date,735,5000,HIGH_MINUS_LOW,average_mae_10d,0.004014716153024726,-0.0004702251151104645,0.008698904666615144
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,LOW_D1_D3,gross_average_return,-0.0019431946523601645,-0.006562900424257308,0.002674554653188471
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,LOW_D1_D3,net_average_return,-0.00771870236505134,-0.012311598756079975,-0.0031276529552956857
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,LOW_D1_D3,primary_success_rate,0.22445916204346988,0.20239041879534103,0.2465846593761847
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,LOW_D1_D3,average_mfe_10d,0.05282078903302331,0.04832559451788828,0.05712806188495724
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,LOW_D1_D3,average_mae_10d,-0.05453890389988139,-0.05968552206692132,-0.049725235176280094
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,LOW_D1_D3,gross_profit_factor,0.93964232013782,0.8089323597839588,1.0888148567985503
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_D4_D7,gross_average_return,-0.001926796076162202,-0.0042662191314518485,0.0003498067477146536
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_D4_D7,net_average_return,-0.007702660236909841,-0.010028548286693018,-0.005439257738371356
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_D4_D7,primary_success_rate,0.1587498478022647,0.15082601994060438,0.16703094285157188
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_D4_D7,average_mfe_10d,0.04089072868124202,0.03917603115298176,0.042687151096971604
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_D4_D7,average_mae_10d,-0.04317178829898445,-0.045735093702746914,-0.04073454228649771
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,MID_D4_D7,gross_profit_factor,0.927023168643328,0.8453012128237382,1.0138350774063418
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_D8_D10,gross_average_return,-0.001276111076815648,-0.0036787959354539217,0.0011472485782813202
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_D8_D10,net_average_return,-0.007055269993176897,-0.009443977525635165,-0.004645976187487133
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_D8_D10,primary_success_rate,0.2494793201190706,0.23977366459851432,0.2590650496943798
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_D8_D10,average_mfe_10d,0.06247229745270927,0.05997166625349436,0.06499005145963009
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_D8_D10,average_mae_10d,-0.05764897910399285,-0.06060142143909432,-0.05475543005136039
HISTORICAL_DISCOVERY,ALL_ELIGIBLE,bias_20,signal_date,735,5000,HIGH_D8_D10,gross_profit_factor,0.9620508609869486,0.8942115869852048,1.035485481066305
