boundary_source,resolution,feature,boundary_number,probability,boundary_value,finite_discovery_observations,entry_gap_denominator,boundary_sha256
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_20d_high,4,0.4,-0.0726903279902563,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_20d_high,5,0.5,-0.05460750853242324,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_20d_high,6,0.6,-0.03914042578426148,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_20d_high,7,0.7,-0.02513464991023351,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_20d_high,8,0.8,-0.012158054711246202,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_20d_high,9,0.9,0.0,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,1,0.1,-0.2566280318232878,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,2,0.2,-0.19621749408983447,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,3,0.3,-0.15537848605577687,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,4,0.4,-0.12316176470588225,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,5,0.5,-0.09698275862068961,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,6,0.6,-0.07390817469204924,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,7,0.7,-0.05186972255729805,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,8,0.8,-0.030555555555555558,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,distance_to_60d_high,9,0.9,-0.0082235151728241,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,1,0.1,-0.011783024154158243,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,2,0.2,-0.004792332268370725,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,3,0.3,0.0,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,4,0.4,0.0,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,5,0.5,0.002702702702702675,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,6,0.6,0.005138746145940454,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,7,0.7,0.008130081300812941,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,8,0.8,0.0117647058823529,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,DECILE,entry_gap,9,0.9,0.01831501831501825,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_5,1,0.2,-0.02108433734939994,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_5,2,0.4,-0.005612065941772304,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_5,3,0.6,0.005237125400066711,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_5,4,0.8,0.02031904965605982,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_10,1,0.2,-0.032401242787387895,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_10,2,0.4,-0.008703633904108261,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_10,3,0.6,0.008627963125530373,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_10,4,0.8,0.03353658536585358,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_20,1,0.2,-0.046261557405770246,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_20,2,0.4,-0.01089143886422876,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_20,3,0.6,0.016897773664318633,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_20,4,0.8,0.056599034016765006,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_60,1,0.2,-0.06305932179875685,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_60,2,0.4,-0.00420771027788042,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_60,3,0.6,0.04727958353487657,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias_60,4,0.8,0.12867679351055708,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,atr_adjusted_bias20,1,0.2,-1.2629579962372193,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,atr_adjusted_bias20,2,0.4,-0.3377635104392309,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,atr_adjusted_bias20,3,0.6,0.513092232108872,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,atr_adjusted_bias20,4,0.8,1.5178058298819381,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,atr_adjusted_bias10,1,0.2,-0.8571428571431486,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,atr_adjusted_bias10,2,0.4,-0.26069563425715375,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,atr_adjusted_bias10,3,0.6,0.2669309195762347,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,atr_adjusted_bias10,4,0.8,0.9263157894737856,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_3,1,0.2,-0.033434650455926994,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_3,2,0.4,-0.008797653958944385,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_3,3,0.6,0.008620689655172376,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_3,4,0.8,0.033557046979865834,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_5,1,0.2,-0.04336043360433606,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_5,2,0.4,-0.01132075471698113,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_5,3,0.6,0.011655011655011593,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_5,4,0.8,0.04556130796297556,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_10,1,0.2,-0.06068601583113453,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_10,2,0.4,-0.014778325123152691,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_10,3,0.6,0.01990632318501162,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_10,4,0.8,0.07333333333333347,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_20,1,0.2,-0.07757248709693901,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_20,2,0.4,-0.01340033500837523,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_20,3,0.6,0.03959076976154774,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,return_20,4,0.8,0.1255411255411254,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias20_change_3d,1,0.2,-0.03849041311409294,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias20_change_3d,2,0.4,-0.011664922773082152,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias20_change_3d,3,0.6,0.006662341947425209,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias20_change_3d,4,0.8,0.031023030483913024,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias10_change_3d,1,0.2,-0.03547613658427036,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias10_change_3d,2,0.4,-0.010312288517071578,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias10_change_3d,3,0.6,0.007295918360676823,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,bias10_change_3d,4,0.8,0.031308865654805514,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,distance_to_20d_high,1,0.2,-0.12377850162866455,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,distance_to_20d_high,2,0.4,-0.0726903279902563,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,distance_to_20d_high,3,0.6,-0.03914042578426148,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,distance_to_20d_high,4,0.8,-0.012158054711246202,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,distance_to_60d_high,1,0.2,-0.19621749408983447,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,distance_to_60d_high,2,0.4,-0.12316176470588225,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,distance_to_60d_high,3,0.6,-0.07390817469204924,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,distance_to_60d_high,4,0.8,-0.030555555555555558,329750,T_CLOSE_ELIGIBLE,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,entry_gap,1,0.2,-0.004792332268370725,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,entry_gap,2,0.4,0.0,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,entry_gap,3,0.6,0.005138746145940454,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
POOLED_2020_2022_ALL_ELIGIBLE,QUINTILE,entry_gap,4,0.8,0.0117647058823529,329617,T_PLUS_1_ENTRY_OBSERVED_ONLY,14555cbeecf3cade3c7f0b1e1090834bac4abf07e9a39432ae5995549e1e8e33
