year,cohort,feature,resolution,bucket,lower_bound_exclusive,upper_bound_inclusive,equality_rule,signals,evaluable_signals,outcome_observation_rate,primary_success_rate,gross_average_return,net_average_return,gross_median_return,net_median_return,gross_win_rate,net_win_rate,gross_profit_factor,net_profit_factor,average_day1_close_return,average_day3_close_return,average_day5_close_return,average_day10_close_return,average_mfe_5d,average_mfe_10d,average_mae_5d,average_mae_10d,average_trade_mfe_abs_mae,aggregate_mfe_abs_mae,top1_removed_winners,top1_removed_gross_average_return,top1_removed_gross_profit_factor,top1_removed_net_profit_factor
2020,ALL_ELIGIBLE,bias_5,QUINTILE,1,,-0.02108433734939994,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,16721,16649,0.9956940374379523,0.26458045528259955,0.001490979320585333,-0.004304533616076733,-0.008036739380022806,-0.013780796088504556,0.4678959697279116,0.449816805814163,1.0451544184175852,0.8802632265516074,-0.001786565914488247,-0.000830639226089014,0.0038550449124622557,0.013509362832800813,0.0371877815936562,0.06682743841480653,-0.03772332278284243,-0.05962386112707491,5.330031258016086,1.1208170210979593,78,0.0006499000651548567,1.019590060514325,0.8576725523571145
2020,ALL_ELIGIBLE,bias_5,QUINTILE,2,-0.02108433734939994,-0.005612065941772304,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,18693,18625,0.9963622746482641,0.1934496644295302,0.0015760353381231813,-0.004220192308749671,-0.005228758169934733,-0.010988081764733905,0.46260402684563756,0.4316241610738255,1.058970916440334,0.8581577409200821,-0.0023359336115833817,-7.699207615116073e-06,0.0027102894173151658,0.002986093601721814,0.026387453871595603,0.04828670827982154,-0.025675132094896372,-0.04476051263961962,5.158519196200299,1.0787791611904085,87,0.0007519029142321378,1.0280027246742602,0.8314095977619115
2020,ALL_ELIGIBLE,bias_5,QUINTILE,3,-0.005612065941772304,0.005237125400066711,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,20522,20428,0.9954195497514862,0.1693264147248874,0.0018657899609486335,-0.0039323790696369505,-0.0033195043608094665,-0.009081269753129558,0.4683767378108479,0.42936166046602703,1.077459386015935,0.8549992548823259,-0.0014685235591539196,-0.00018631966006867626,0.0008883028191670803,0.0038276726985116377,0.023500178623878574,0.04327612554276008,-0.02336798170567552,-0.0393615803531211,5.165908087742006,1.0994509151949887,96,0.0010498920009664957,1.0433820606283386,0.8259105733106555
2020,ALL_ELIGIBLE,bias_5,QUINTILE,4,0.005237125400066711,0.02031904965605982,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,20509,20391,0.994246428397289,0.20857240939630228,0.004236958798007596,-0.001574660300232319,-0.0028818443804035088,-0.008663274618521457,0.475552940022559,0.44838409102054827,1.1652679181710095,0.9449212860073986,-0.001931121539458093,0.0004525274802680989,0.0020051309987975177,0.007991629024034686,0.026653338002329746,0.05031866681649818,-0.02541925443386298,-0.0420402711024509,5.423980095548244,1.1969158498971872,97,0.0034162386994343553,1.1326208036169094,0.9167777286424775
2020,ALL_ELIGIBLE,bias_5,QUINTILE,5,0.02031904965605982,,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,20154,20039,0.9942939366875062,0.29023404361495087,0.006105970137800593,0.00028403794255825926,-0.008830022075055233,-0.014575152078259651,0.4660911223114926,0.4506212884874495,1.1983660577054782,1.0084213074670485,-0.003988511323990147,0.0006108917997840193,0.004572964585062806,0.01673686361940624,0.03664834236308266,0.0701763010587265,-0.03448369918027367,-0.05244291255077811,5.622133567403296,1.3381465224834328,94,0.005278907071436314,1.1706926019307364,0.9841167691649279
2020,ALL_ELIGIBLE,bias_10,DECILE,1,,-0.055139260461741266,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,7928,7899,0.9963420787083754,0.3209266995822256,0.005354791094819476,-0.00046326451644056627,0.0,-0.005807631531061911,0.49436637549056844,0.48069375870363334,1.154397312209788,0.9876259420629818,-0.0008653131264586328,0.0016517762542720147,0.009180009335396836,0.03325704593039124,0.04721803898485773,0.08334182597279222,-0.04442544652550539,-0.06409539808410178,6.115582814326563,1.3002778430900224,40,0.004457841119175061,1.127884221506691,0.9639896484560513
2020,ALL_ELIGIBLE,bias_10,DECILE,2,-0.055139260461741266,-0.032401242787387895,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,8070,8036,0.9957868649318463,0.2152812344449975,-0.00021618251341884152,-0.0060021276159264465,-0.008013761467889902,-0.013767905144228404,0.45893479342956695,0.4345445495271279,0.9928344337929782,0.8191411430402545,-0.0018428941496316039,0.0013100901471804105,0.001082132265714795,-0.0036367696155665983,0.029786719488976553,0.05239341115794039,-0.029630759212393283,-0.05523021655765711,5.073047762648387,0.9486367141661438,37,-0.0010433118316250504,0.965577702599853,0.7953082121831345
2020,ALL_ELIGIBLE,bias_10,DECILE,3,-0.032401242787387895,-0.018838304552590814,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,8792,8758,0.9961328480436761,0.1929664306919388,0.0013894505940693586,-0.004405453185556828,-0.0047562425683709275,-0.01051102792599727,0.47019867549668876,0.4424526147522265,1.0506044773341583,0.8552295897634091,-0.00229968022587382,-0.0008214837488196517,0.0014234917305927174,-9.33348616153216e-05,0.026012346344727096,0.048526797062088615,-0.02712672199502062,-0.048938592522260634,5.179904474019704,0.9915854658062611,42,0.0005394538031072195,1.0195529538280226,0.8282867301336408
2020,ALL_ELIGIBLE,bias_10,DECILE,4,-0.018838304552590814,-0.008703633904108261,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,9639,9587,0.9946052495072103,0.1755502242620215,0.0001185522959497857,-0.005669365882138218,-0.006195786864931829,-0.01194710841648871,0.450401585480338,0.41848336288724314,1.004542021525054,0.8058693531481321,-0.0019126479604203888,-0.0009191968291400722,0.001116458501649431,-0.0004486680590465613,0.023907691497689877,0.043945233390621834,-0.024572995571025033,-0.04388463085748215,4.746791261649678,1.0013809511885037,44,-0.0006957689917194234,0.9734657702632042,0.7791644383856849
2020,ALL_ELIGIBLE,bias_10,DECILE,5,-0.008703633904108261,0.0,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10150,10109,0.995960591133005,0.1596597091700465,0.0003763893433714028,-0.005413276293385792,-0.004587155963302725,-0.010351624552550863,0.46038183796616877,0.4210109803145712,1.0152203283467323,0.8053082999217638,-0.0017725406939532317,-0.0015886545938395575,-0.0008788220557584328,0.0009926761535578288,0.021875417321250014,0.041392132356692216,-0.024158570731397353,-0.04100879874573617,4.8788081798382645,1.00934759424027,47,-0.000440763810714441,0.9822593818456665,0.7771300602728589
2020,ALL_ELIGIBLE,bias_10,DECILE,6,0.0,0.008627963125530373,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10228,10186,0.9958936253421979,0.1678774788925977,0.0021241743845385745,-0.003675411412962761,-0.002621236481565481,-0.008403953082211384,0.4716277243275083,0.4328490084429609,1.0888409258763976,0.8634800311956973,-0.0018524210821436262,-0.0012119515216939217,0.00012650846519857056,0.003485843468117329,0.022511314663396988,0.042537832048166455,-0.023619966859834123,-0.039093994359631665,4.995813983537574,1.0880912207858424,49,0.001300754133274093,1.054140703900302,0.8338750340092929
2020,ALL_ELIGIBLE,bias_10,DECILE,7,0.008627963125530373,0.01881366077067721,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10255,10208,0.9954168698196002,0.19425940438871472,0.002421128545087232,-0.003379979128938748,-0.004650555074971197,-0.010406582920214194,0.4634600313479624,0.43358150470219436,1.0938337072104425,0.8827499836496919,-0.0020855048848804716,-0.0007327595442405455,-4.388311861198531e-05,0.005131507168777783,0.024586489080275276,0.046602754717099695,-0.02543265219031071,-0.041492592745144566,5.067425348984176,1.1231584153668757,48,0.001606308041343447,1.0619616403922774,0.855330933003493
2020,ALL_ELIGIBLE,bias_10,DECILE,8,0.01881366077067721,0.03353658536585358,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10237,10168,0.9932597440656442,0.2229543666404406,0.0045551235446998585,-0.0012580269390150018,-0.004226840961200573,-0.009979920691320601,0.47197088906372936,0.4474822974036192,1.1728765103269745,0.9570811894976663,-0.002199164910661214,8.821202647761519e-05,0.003231224257999522,0.009745080108124537,0.028456064493061428,0.053137844050414294,-0.026328083867599855,-0.04202465076778538,5.449331633743228,1.264444631414948,48,0.0037345305289584385,1.1410642018269022,0.9295813548733762
2020,ALL_ELIGIBLE,bias_10,DECILE,9,0.03353658536585358,0.0619469026548539,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10565,10510,0.9947941315664931,0.2681255946717412,0.007214965335890354,0.0013865345656167204,-0.003919008856806405,-0.009673671212882429,0.48001902949571834,0.460418648905804,1.26044425628296,1.0453125544663118,-0.003211578996602567,0.0011497048259066403,0.00483062437071391,0.01677680390108006,0.031739839773440845,0.06163086959483431,-0.02890434914949274,-0.04430509366756131,5.5458125110753045,1.3910560726329837,51,0.006377110320251583,1.2290824991354903,1.0180016850031246
2020,ALL_ELIGIBLE,bias_10,DECILE,10,0.0619469026548539,,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10735,10671,0.9940381928272007,0.32855402492737323,0.007016835261596302,0.0011896867697207267,-0.013184584178498993,-0.018908867165505917,0.46378033923718487,0.45131665260987724,1.2102919474929619,1.0327692391905112,-0.00452073866453438,0.0017829865356801533,0.00800031536037375,0.02393238677015957,0.04449877801998326,0.08313784375348786,-0.03887688640668945,-0.05714952727942727,6.367616681826805,1.4547424573958967,50,0.0061886991536305915,1.1846039641084214,1.010043109097319
2020,ALL_ELIGIBLE,bias_10,QUINTILE,1,,-0.032401242787387895,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,15998,15935,0.9960620077509689,0.26764982742390964,0.002545356271110464,-0.0032565060518951346,-0.005324813631522929,-0.011076413547340432,0.47649827423909635,0.457420771885786,1.0785449438131436,0.9077328301051711,-0.001358305978809935,0.0014794643900368021,0.005096260346883196,0.01465154221358439,0.03842744698806443,0.06773458019606493,-0.03696450474651769,-0.059624698445161745,5.590147815463498,1.136015476176572,76,0.0016932243368709072,1.052000544114143,0.8842830986795199
2020,ALL_ELIGIBLE,bias_10,QUINTILE,2,-0.032401242787387895,-0.008703633904108261,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,18431,18345,0.9953339482393793,0.18386481330062687,0.0007252858634031096,-0.005065967277795901,-0.0055710306406684396,-0.011325325226125293,0.4598528209321341,0.42992641046606705,1.027115002211566,0.8299413243681618,-0.0020974192103981023,-0.0008725480879328638,0.0012630377885987528,-0.00027903011175286796,0.024912464850121167,0.04613249611260091,-0.0257921580687821,-0.04629741887929354,4.953613495797076,0.9964377546160269,85,-9.711795161280685e-05,0.9963860428207959,0.8034089655116888
2020,ALL_ELIGIBLE,bias_10,QUINTILE,3,-0.008703633904108261,0.008627963125530373,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,20378,20295,0.9959269800765531,0.16378418329637842,0.0012535974453338958,-0.004541047090528486,-0.003597122302158362,-0.009352747110012617,0.4660261148066026,0.42695245134269527,1.0515500408032235,0.8340356286624927,-0.0018126324226601723,-0.0013995884448927502,-0.00037424966421036564,0.002243989396529156,0.022194572301644646,0.0419671556164782,-0.023888247053853968,-0.040047764132439274,4.937521427868672,1.0479275566468937,95,0.00044038130303310506,1.0180244532955292,0.8054020683234161
2020,ALL_ELIGIBLE,bias_10,QUINTILE,4,0.008627963125530373,0.03353658536585358,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,20492,20376,0.9943392543431583,0.208578720062819,0.00348603142867877,-0.002321085829608917,-0.0043509812582823715,-0.010109391726405136,0.4677071063996859,0.44051825677267376,1.1336918092300385,0.9201524618408287,-0.0021422233351228444,-0.00032307958099642235,0.0015904558981423235,0.00743376520015184,0.026517478616848188,0.0498638848869634,-0.025879489120752216,-0.04175809951655268,5.257937889209335,1.1941128898166842,96,0.0026679717494727593,1.1018365663518135,0.8926808503868009
2020,ALL_ELIGIBLE,bias_10,QUINTILE,5,0.03353658536585358,,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,21300,21181,0.9944131455399061,0.2985694726405741,0.007115147290340483,0.001287362532662369,-0.007352941176470562,-0.01310396663498185,0.47183796799017985,0.45583305792927625,1.2328533012946588,1.0384587518667783,-0.0038711343913667598,0.0014687525160531473,0.006427516517008238,0.020381790672051567,0.038167800211043136,0.07246609556372115,-0.03392851916372938,-0.0507761267194579,5.960487239738406,1.4271686370270429,100,0.006287726472908565,1.2048032733481242,1.0138179303370767
2020,ALL_ELIGIBLE,bias_20,DECILE,1,,-0.07910312420360083,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,7354,7321,0.9955126461789502,0.3780904248053545,0.014107057741902674,0.008238633594585482,0.016222479721900385,0.010351524703038455,0.5380412511951919,0.5279333424395575,1.4432460611956748,1.2399171656204182,-0.0008308671076792971,0.003349963785443484,0.014504072401911565,0.05066458051100599,0.050677638182060065,0.09266970876033151,-0.04278375114027112,-0.05747687482698186,7.241507554879876,1.6122955369318162,40,0.013186708149547158,1.4120647454488995,1.212105627786294
2020,ALL_ELIGIBLE,bias_20,DECILE,2,-0.07910312420360083,-0.046261557405770246,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,7917,7891,0.9967159277504105,0.2220250918768217,0.0018365102408934172,-0.003961266572403734,-0.004566210045662045,-0.01031898794097243,0.4739576732986947,0.44949942973007223,1.0638442848572804,0.8750453468497834,-0.0017456284398860663,0.00024063213649514194,0.00019245567951043738,-0.0026766205992372425,0.028782030937182335,0.04982655047807335,-0.030152444613507492,-0.05374826286407048,5.095500598412921,0.9270355509737095,38,0.001004027927212879,1.0347358570810543,0.8496648792247762
2020,ALL_ELIGIBLE,bias_20,DECILE,3,-0.046261557405770246,-0.026246020312501818,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,9161,9116,0.9950878725030019,0.18780166739798157,0.0006849404785701429,-0.005106160393703392,-0.005489483094601844,-0.011249492707039836,0.45941202281702503,0.43023255813953487,1.0253951287852257,0.8298577854105822,-0.001917483287784318,0.00015154473637891882,0.00035070054268044123,-0.004483693077998431,0.025090617008448998,0.045367350753549605,-0.025909761609956866,-0.04905864389220065,4.9400889793082445,0.9247575382074944,42,-0.00012604495451876778,0.9953482377387978,0.8038992608335935
2020,ALL_ELIGIBLE,bias_20,DECILE,4,-0.026246020312501818,-0.01089143886422876,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10029,9988,0.9959118556187058,0.16019223067681218,-0.0009909109685989625,-0.006772737169875058,-0.006077628662890966,-0.011840988148007787,0.4523428113736484,0.41750100120144173,0.9618168934587839,0.7669033621552287,-0.0019190372120395365,-0.000704136901032637,-8.153885912823162e-06,-0.0024314242489640032,0.022045504759556342,0.04140167588497431,-0.023676668907302478,-0.04408812074014937,4.569375809907356,0.9390664693782556,46,-0.0018099494426408302,0.9305778127655087,0.740080190873581
2020,ALL_ELIGIBLE,bias_20,DECILE,5,-0.01089143886422876,0.003375440969952681,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10146,10096,0.9950719495367633,0.15194136291600635,0.00020889098595748792,-0.005580025097013917,-0.004651162790697716,-0.01041307840759217,0.45711172741679873,0.41798732171156894,1.0085605159904203,0.7970569363867485,-0.0015891236924620337,-0.0009707395948866128,-5.567942734547427e-05,0.0005242902589364726,0.021168035133064218,0.04005565577848448,-0.022673659834243045,-0.03990645780761255,4.698260726664691,1.0037386924089131,47,-0.0006032231720269801,0.9753945244283377,0.7687730260022406
2020,ALL_ELIGIBLE,bias_20,DECILE,6,0.003375440969952681,0.016897773664318633,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,9916,9867,0.9950584913271481,0.16752812404986317,0.000505367673469827,-0.005284588966723577,-0.004975124378109541,-0.010725679212807527,0.4577885882233708,0.4203912029998986,1.0201976383468538,0.8119744023722536,-0.0018190529904925149,-0.0015455892313235562,-0.00023394443617507185,0.0027709751846395135,0.02302582251130434,0.04300176388798314,-0.024544424770703382,-0.040681995960969726,5.076470052342498,1.057021979188017,46,-0.0003100561743795304,0.987665995561241,0.7841406304522432
2020,ALL_ELIGIBLE,bias_20,DECILE,7,0.016897773664318633,0.03316112995608717,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10046,9997,0.9951224367907625,0.1953586075822747,0.0035459749428898317,-0.002261472051625438,-0.003095975232197956,-0.008863528032229985,0.47584275282584776,0.4458337501250375,1.1403918022064428,0.9198435654484732,-0.001837611843802971,8.849222352504235e-05,0.002282705786609817,0.007136053794289117,0.026332602989404222,0.04874617708150906,-0.024912672822343888,-0.03997057787355061,5.419143532810216,1.2195514719782286,48,0.002715978949125458,1.1070144010136553,0.8911204450491313
2020,ALL_ELIGIBLE,bias_20,DECILE,8,0.03316112995608717,0.056599034016765006,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10076,10005,0.9929535529972211,0.22018990504747626,0.0029924418617016625,-0.002811753874486011,-0.006329113924050556,-0.012077967177626284,0.4605697151424288,0.43598200899550227,1.1091940049393547,0.9075905713605498,-0.0026001987242217826,-0.0002071864031752047,0.0018279446760124285,0.007826495386038804,0.028130914682283032,0.052124894069322025,-0.027381969782498176,-0.043318181639337976,5.116389516451302,1.2033029110803333,47,0.0021719167531439047,1.07888079477268,0.8813392472142295
2020,ALL_ELIGIBLE,bias_20,DECILE,9,0.056599034016765006,0.10184245189615981,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,10845,10798,0.9956662056247119,0.25458418225597335,0.00504594352895844,-0.0007699058853133732,-0.0055684466746941386,-0.011318285384802635,0.47212446749398035,0.452769031302093,1.1750168662045124,0.9757626466650913,-0.003510225399893666,-0.000457762854574387,0.003645544734981933,0.012080231721899662,0.030952787311428646,0.05875390485964847,-0.02986086099631874,-0.046300048844947726,5.140842378553399,1.2689814876093746,51,0.004214415414791812,1.145485189776717,0.9499742584560763
2020,ALL_ELIGIBLE,bias_20,DECILE,10,0.10184245189615981,,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,11109,11053,0.9949590422180214,0.32678910702976566,0.005424618218828108,-0.00039318179259300283,-0.019895287958115238,-0.025586419099887,0.4551705419343165,0.4425947706505021,1.15661524459284,0.9895481261793231,-0.0045026261306931065,0.0012756633751781613,0.006958368828845619,0.023497386808212326,0.04538784358300418,0.08664167786381756,-0.04094733641139528,-0.06051241504386891,6.444875993411588,1.431800033117271,51,0.004600465521550408,1.1322081127062633,0.9679148199047741
2020,ALL_ELIGIBLE,bias_20,QUINTILE,1,,-0.046261557405770246,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,15271,15212,0.9961364678148124,0.29713384170391793,0.007741892718864019,0.0019101158311282188,0.002532558605489954,-0.0032717511652084544,0.5047988430186695,0.4872469103339469,1.2560257625317361,1.0579329598662446,-0.0013053860185683072,0.0017370439825345068,0.007080132909637879,0.022994621402346423,0.03931961578071046,0.0704454540926153,-0.03623144770859273,-0.0555427125209515,6.128528448639447,1.268311375070893,77,0.006868263385647067,1.2259849770136064,1.0314293752011723
2020,ALL_ELIGIBLE,bias_20,QUINTILE,2,-0.046261557405770246,-0.01089143886422876,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,19190,19104,0.9955184992183429,0.17336683417085427,-0.00019123227343598227,-0.005977484139536862,-0.00577813390313392,-0.011529815851670521,0.45571608040201006,0.42357621440536014,0.992766811251329,0.7974523853662558,-0.0019182957142636482,-0.00029582482991434995,0.00016308339272286514,-0.0034107208698537527,0.02349856397547476,0.04329400692046072,-0.024742250621990362,-0.04645994282212693,4.74666047828284,0.9318566552312154,88,-0.0010064630640553643,0.9621067975029093,0.7710476276178649
2020,ALL_ELIGIBLE,bias_20,QUINTILE,3,-0.01089143886422876,0.016897773664318633,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,20062,19963,0.9950652975775097,0.15964534388618945,0.000355428854799057,-0.005434001538552023,-0.004830917874396046,-0.010583852538246428,0.4574462756098783,0.41917547462806193,1.0143852595233174,0.8045119604222307,-0.0017027695564938304,-0.0012548672992758992,-0.00014378947303608395,0.0016347466112839118,0.022086273276684682,0.04151181210350694,-0.023598312322749487,-0.0402897786992208,4.885286889357343,1.030331102422009,92,-0.0004501718658070699,0.9818641763007906,0.7767319558529573
2020,ALL_ELIGIBLE,bias_20,QUINTILE,4,0.016897773664318633,0.056599034016765006,BOUNDARY_EQUALITY_STAYS_IN_LOWER_BUCKET,20122,20002,0.9940363780936289,0.20777922207779223,0.003269097706749064,-0.002536723008415761,-0.00459156424149143,-0.010347279217701632,0.4682031796820318,0.4409059094090591,1.1241506900686886,0.9134833226436594,-0.002219057786138248,-5.94062196374406e-05,0.0020552342881833166,0.007481412664674859,0.027232118462219564,0.05043621125124553,-0.02614781511243206,-0.04164504921025207,5.267441149280526,1.2110974103214478,94,0.0024515684589274203,1.0926657982515926,0.8862988072923951
