cohort,feature,discovery_shape,later_period_same_direction,stable_inverted_u_descriptive,multiplicity_status,discovery_peak_decile,discovery_spearman_bucket_vs_gross,discovery_adjacent_increases,discovery_adjacent_decreases,discovery_mid_minus_low_gross,discovery_mid_minus_high_gross,discovery_high_minus_mid_gross,discovery_high_minus_low_gross,profile_correlation_discovery_confirmation,profile_correlation_discovery_stress,profile_stability_score,eta_squared_discovery,eta_squared_confirmation,eta_squared_stress,stable_information_score,high_minus_mid_mfe_discovery,high_minus_mid_mfe_confirmation,high_minus_mid_mfe_stress,high_minus_mid_mae_discovery,high_minus_mid_mae_confirmation,high_minus_mid_mae_stress,high_extension_mechanism
N_RETEST,bias_10,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,10,0.7696969696969697,4,5,0.009626654850421787,0.0008268500940773072,-0.0008268500940773072,0.008799804756344478,-0.16666666666666669,-0.5333333333333333,-0.5333333333333333,0.00660985989383026,0.013195714508635523,0.04453981806815315,0.0,-0.0007508348829023473,-0.00302041233032032,0.0032970065324739936,-0.0020551253406772066,-0.011100034163323315,-0.008255371526395244,NOT_STABLY_MAE_DRIVEN
N_RETEST,bias_20,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,10,-0.17575757575757575,5,4,-0.014929280417130247,0.0009550137523757179,-0.0009550137523757179,-0.015884294169505965,0.6333333333333333,0.13939393939393938,0.13939393939393938,0.00920884464034591,0.022059272454140685,0.05854741224956004,0.0012836571316845813,0.01274482061931994,-0.001132852334887413,-0.0075586615081059474,-0.006262933965234564,-0.014741810342803127,-0.00411054311993693,NOT_STABLY_MAE_DRIVEN
N_RETEST,bias_60,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,1,-0.7454545454545454,3,6,-0.017177050682104754,-0.0006750974977835084,0.0006750974977835084,-0.016501953184321246,-0.3939393939393939,0.5030303030303029,-0.3939393939393939,0.022385293103677328,0.01809127719445127,0.03162635159812767,0.0,0.015210734616871384,0.008209703822458225,-0.005783864031518968,-0.011749340027332578,-0.01428913958078356,-0.009775859888610947,NOT_STABLY_MAE_DRIVEN
N_RETEST,atr_adjusted_bias20,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,2,-0.3939393939393939,2,7,-0.013317723394623882,0.01208967951580911,-0.01208967951580911,-0.025407402910432992,0.2833333333333333,0.16666666666666669,0.16666666666666669,0.008663690133188738,0.02081498524299851,0.040789185780877875,0.0014439483555314565,-0.018082274445451706,-0.01552682402467885,-0.02369139794062218,-0.008685842813384859,-0.003825210038907241,-0.004193056820320715,NOT_STABLY_MAE_DRIVEN
N_RETEST,atr_adjusted_bias10,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,7,0.12727272727272726,4,5,0.00308529055402119,0.001984340507916034,-0.001984340507916034,0.001100950046105156,0.5393939393939393,-0.18333333333333335,-0.18333333333333335,0.005575913950360297,0.006724216019738035,0.023910708346125107,0.0,-0.0068481108173311656,-0.004240717667447096,-0.0025056753298238893,0.005854751581025587,-0.0032713421443272064,-0.0021039981411306863,NOT_STABLY_MAE_DRIVEN
N_COMPACT_RETEST_HYPOTHESIS,bias_5,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,5,0.2142857142857143,2,5,0.05002722716316782,-0.005967254046645398,0.005967254046645398,0.05599448120981322,0.10714285714285716,-0.5428571428571429,-0.5428571428571429,0.05712759838496057,0.11380770544057711,0.09973596165937444,0.0,0.01827958149649507,-0.023682126959929314,-0.0018420812405586656,-0.001363209541465689,-0.02128108795879851,-0.014964459812801506,NOT_STABLY_MAE_DRIVEN
N_COMPACT_RETEST_HYPOTHESIS,bias_10,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,4,0.08571428571428573,3,2,,-0.017073688208658726,0.017073688208658726,,-0.8285714285714287,0.7,-0.8285714285714287,0.038568766199941304,0.18161656533178228,0.17216517658973063,0.0,0.030297235062611096,-0.04218902995233538,0.02444423905035413,0.002650674565402328,-0.0359556152025093,0.02854911539003857,NOT_STABLY_MAE_DRIVEN
N_COMPACT_RETEST_HYPOTHESIS,bias_20,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,1,-0.3939393939393939,4,5,-0.02106418281747891,0.02860245665028422,-0.02860245665028422,-0.04966663946776313,-0.35,0.0,-0.35,0.16023493516504805,0.07035825404251565,0.060950530960269894,0.0,-0.00044618124194356623,0.025260959547873135,0.020781280744334996,-0.02864508317772258,0.013805869058947089,0.029804626260436173,NOT_STABLY_MAE_DRIVEN
N_COMPACT_RETEST_HYPOTHESIS,bias_60,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,1,-0.8545454545454544,3,6,-0.030517237173262563,0.011709368783079727,-0.011709368783079727,-0.04222660595634229,0.5636363636363636,0.09090909090909088,0.09090909090909088,0.08656436074883334,0.12045839662827902,0.2933232556936936,0.007869487340803028,0.010305641657745779,0.00563776261118544,-0.030803984095587923,-0.008652922546138545,-0.00768372726828815,-0.03694682818153169,NOT_STABLY_MAE_DRIVEN
N_COMPACT_RETEST_HYPOTHESIS,atr_adjusted_bias20,NO_STABLE_RELATION,False,False,UNADJUSTED_EXPLORATORY_NO_FEATURE_SELECTION,9,-0.28571428571428575,3,4,-0.03693056509005346,0.006845400543874308,-0.006845400543874308,-0.04377596563392777,0.523809523809524,0.28571428571428575,0.28571428571428575,0.15000034610604257,0.10452210975677524,0.20345791877011168,0.029863459930507215,-0.025907204735813878,0.004003629758719429,-0.005864476351029685,-0.007467056151219974,0.013298725084439932,-0.0033208596737533402,NOT_STABLY_MAE_DRIVEN
