stock_id,name,signal_date,entry_date,entry_price,baseline_status,baseline_trade_completed,forward_1d_date,forward_1d_close,forward_1d_close_return,forward_1d_mfe,forward_1d_mae,forward_1d_observed_stock_bars,forward_1d_complete_stock_window,forward_3d_date,forward_3d_close,forward_3d_close_return,forward_3d_mfe,forward_3d_mae,forward_3d_observed_stock_bars,forward_3d_complete_stock_window,forward_5d_date,forward_5d_close,forward_5d_close_return,forward_5d_mfe,forward_5d_mae,forward_5d_observed_stock_bars,forward_5d_complete_stock_window,forward_8d_date,forward_8d_close,forward_8d_close_return,forward_8d_mfe,forward_8d_mae,forward_8d_observed_stock_bars,forward_8d_complete_stock_window
1326,台化,20260226,20260302,52.0,entered,True,20260302,48.2,-0.07307692307692304,0.017307692307692246,-0.07403846153846161,1,True,20260304,43.55,-0.1625000000000001,0.017307692307692246,-0.16538461538461546,3,True,20260306,46.0,-0.11538461538461542,0.017307692307692246,-0.17307692307692313,5,True,20260311,44.0,-0.15384615384615385,0.017307692307692246,-0.19519230769230766,8,True
1326,台化,20260603,20260604,57.0,entered,True,20260604,55.2,-0.03157894736842104,0.03508771929824572,-0.03157894736842104,1,True,20260608,48.75,-0.14473684210526316,0.03508771929824572,-0.1578947368421053,3,True,20260610,46.2,-0.18947368421052624,0.03508771929824572,-0.1903508771929825,5,True,20260615,51.6,-0.09473684210526312,0.03508771929824572,-0.20614035087719296,8,True
1326,台化,20260625,20260626,58.3,entered,True,20260626,54.2,-0.07032590051457965,0.0,-0.07718696397941682,1,True,20260630,54.6,-0.0634648370497426,0.0,-0.08919382504288154,3,True,20260702,61.9,0.061749571183533414,0.061749571183533414,-0.08919382504288154,5,True,20260707,63.3,0.08576329331046306,0.25214408233276164,-0.08919382504288154,8,True
1402,遠東新,20221114,20221115,32.75,entered,True,20221115,31.65,-0.03358778625954206,0.007633587786259444,-0.03358778625954206,1,True,20221117,31.55,-0.036641221374045796,0.007633587786259444,-0.04427480916030535,3,True,20221121,30.6,-0.06564885496183204,0.007633587786259444,-0.0778625954198473,5,True,20221124,31.8,-0.02900763358778624,0.007633587786259444,-0.0778625954198473,8,True
1402,遠東新,20240229,20240301,32.15,entered,True,20240301,31.9,-0.007776049766718529,0.0,-0.013996889580093264,1,True,20240305,31.85,-0.009331259720062102,0.0,-0.013996889580093264,3,True,20240307,32.05,-0.0031104199066874783,0.0015552099533437946,-0.015552099533437058,5,True,20240312,32.35,0.0062208398133749565,0.010886469673405896,-0.015552099533437058,8,True
1402,遠東新,20240516,20240517,35.2,entered,True,20240517,34.7,-0.014204545454545414,0.0014204545454543638,-0.017045454545454586,1,True,20240521,34.4,-0.022727272727272818,0.0014204545454543638,-0.03693181818181834,3,True,20240523,33.65,-0.04403409090909105,0.0014204545454543638,-0.05255681818181823,5,True,20240528,33.7,-0.042613636363636354,0.0014204545454543638,-0.05397727272727293,8,True
1402,遠東新,20260126,20260127,29.05,entered,True,20260127,28.3,-0.025817555938037917,0.008605851979345935,-0.027538726333907082,1,True,20260129,28.25,-0.027538726333907082,0.008605851979345935,-0.030981067125645523,3,True,20260202,27.75,-0.04475043029259895,0.008605851979345935,-0.061962134251290935,5,True,20260205,28.6,-0.015490533562822706,0.008605851979345935,-0.061962134251290935,8,True
1402,遠東新,20260820,20260821,29.25,entered,True,20260821,30.35,0.037606837606837695,0.04615384615384621,-0.006837606837606813,1,True,20260825,29.0,-0.008547008547008517,0.047863247863247915,-0.013675213675213627,3,True,20260827,28.4,-0.029059829059829068,0.047863247863247915,-0.03589743589743588,5,True,,,,,,0,False
1442,名軒,20240429,20240430,57.5,entered,True,20240430,57.9,0.006956521739130306,0.006956521739130306,-0.05739130434782602,1,True,20240503,61.3,0.06608695652173902,0.08695652173913038,-0.05739130434782602,3,True,20240507,61.5,0.06956521739130439,0.09565217391304337,-0.05739130434782602,5,True,20240510,54.6,-0.050434782608695605,0.09565217391304337,-0.05739130434782602,8,True
1449,佳和,20231128,20231129,25.1,entered,True,20231129,25.35,0.009960159362549792,0.013944223107569709,-0.017928286852589737,1,True,20231201,22.95,-0.08565737051792832,0.013944223107569709,-0.10159362549800799,3,True,20231205,22.7,-0.09561752988047811,0.013944223107569709,-0.10159362549800799,5,True,20231208,22.9,-0.08764940239043839,0.013944223107569709,-0.10159362549800799,8,True
1453,大將,20220822,20220823,24.8,entered,True,20220823,24.1,-0.028225806451612878,0.03427419354838701,-0.032258064516129115,1,True,20220825,23.3,-0.06048387096774188,0.03427419354838701,-0.06451612903225812,3,True,20220829,21.8,-0.12096774193548387,0.03427419354838701,-0.12096774193548387,5,True,20220901,22.0,-0.11290322580645162,0.03427419354838701,-0.12096774193548387,8,True
1477,聚陽,20220812,20220815,185.0,entered,True,20220815,185.0,0.0,0.008108108108108025,-0.01621621621621616,1,True,20220817,183.5,-0.008108108108108136,0.008108108108108025,-0.032432432432432434,3,True,20220819,178.0,-0.037837837837837784,0.008108108108108025,-0.05135135135135138,5,True,20220824,183.0,-0.010810810810810811,0.008108108108108025,-0.05945945945945941,8,True
1477,聚陽,20230616,20230619,269.0,entered,True,20230619,260.0,-0.03345724907063197,0.005576208178438735,-0.04646840148698883,1,True,20230621,272.5,0.013011152416356975,0.027881040892193232,-0.0780669144981413,3,True,20230627,270.5,0.005576208178438735,0.027881040892193232,-0.0780669144981413,5,True,20230630,302.0,0.12267657992565062,0.13011152416356886,-0.0780669144981413,8,True
1477,聚陽,20230621,20230626,269.0,entered,True,20230626,266.0,-0.01115241635687736,0.011152416356877248,-0.020446096654275103,1,True,20230628,289.5,0.07620817843866168,0.07620817843866168,-0.020446096654275103,3,True,20230630,302.0,0.12267657992565062,0.13011152416356886,-0.020446096654275103,5,True,20230705,306.5,0.1394052044609666,0.19516728624535307,-0.020446096654275103,8,True
1477,聚陽,20240715,20240716,453.5,entered,True,20240716,454.0,0.0011025358324145973,0.015435501653803696,-0.016538037486218293,1,True,20240718,450.0,-0.007717750826901848,0.015435501653803696,-0.023153252480705655,3,True,20240722,438.0,-0.034178610804851184,0.030871003307607392,-0.03858875413450935,5,True,20240729,445.5,-0.01764057331863289,0.030871003307607392,-0.05071664829106948,8,True
1503,士電,20230714,20230717,164.0,entered,True,20230717,163.5,-0.0030487804878048808,0.060975609756097615,-0.018292682926829285,1,True,20230719,144.0,-0.12195121951219512,0.060975609756097615,-0.12804878048780488,3,True,20230721,157.5,-0.03963414634146345,0.060975609756097615,-0.14634146341463417,5,True,20230726,149.0,-0.09146341463414631,0.060975609756097615,-0.14634146341463417,8,True
1503,士電,20240314,20240315,210.0,entered,True,20240315,205.0,-0.023809523809523836,0.03333333333333344,-0.03809523809523807,1,True,20240319,239.0,0.13809523809523805,0.16666666666666674,-0.042857142857142816,3,True,20240321,266.5,0.269047619047619,0.269047619047619,-0.042857142857142816,5,True,20240326,320.0,0.5238095238095237,0.5452380952380953,-0.042857142857142816,8,True
1503,士電,20260119,20260120,205.5,entered,True,20260120,218.0,0.06082725060827254,0.07785888077858871,-0.007299270072992692,1,True,20260122,237.0,0.15328467153284664,0.15328467153284664,-0.007299270072992692,3,True,20260126,228.0,0.10948905109489049,0.197080291970803,-0.007299270072992692,5,True,20260129,241.5,0.17518248175182483,0.22627737226277378,-0.007299270072992692,8,True
