feature,quintile,feature_min,feature_max,global_q20,global_q40,global_q60,global_q80,trades,gross_sample_size,gross_average_return,gross_median_return,gross_win_rate,gross_profit_factor,net_sample_size,net_average_return_slippage_0_1,net_median_return_slippage_0_1,net_win_rate_slippage_0_1,net_profit_factor_slippage_0_1,average_actual_mfe,average_actual_mae,day8_forward_sample_size,average_day8_forward_return,median_day8_forward_return,day8_forward_win_rate,day8_forward_profit_factor
t1_gap_pct,Q2,-0.003984063745019917,0.0016977928692700761,-0.003984063745019939,0.001699525310973371,0.007386044771465938,0.015151515151515138,477,477,0.0026423982973197997,-0.013274336283185861,0.3668763102725367,1.1120493488069123,477,-0.0031619669965123973,-0.01900802165742448,0.33752620545073375,0.8836178901351751,0.06248171649709275,-0.037277076207297206,475,0.0031344341149848586,-0.008534850640113723,0.4442105263157895,1.10309930298765
t1_gap_pct,Q3,0.001700680272108901,0.007383966244725704,-0.003984063745019939,0.001699525310973371,0.007386044771465938,0.015151515151515138,477,477,0.001047642322577576,-0.014423076923076983,0.3522012578616352,1.0439342563820824,477,-0.004747386755783133,-0.020119789482892895,0.3270440251572327,0.8274483129087847,0.05921441115920563,-0.03989007358892681,474,0.0018231391492921087,-0.0034419270100384813,0.4578059071729958,1.058202658993417
t1_gap_pct,Q4,0.00738916256157629,0.015151515151515138,-0.003984063745019939,0.001699525310973371,0.007386044771465938,0.015151515151515138,477,477,-7.591346299203256e-05,-0.019108280254776955,0.35429769392033544,0.9971369367515287,477,-0.005863705934540002,-0.02479331349251656,0.3249475890985325,0.8057170139635965,0.06318587585965182,-0.04321052753076788,475,0.007089317039464283,-0.006249999999999978,0.4442105263157895,1.2457160738712936
t1_gap_pct,Q5,0.015151515151515138,0.048387096774193505,-0.003984063745019939,0.001699525310973371,0.007386044771465938,0.015151515151515138,477,477,0.003535096100524207,-0.024498886414253906,0.33542976939203356,1.1132317551571989,477,-0.0022734358664140805,-0.03017190424528763,0.32914046121593293,0.9348559744682705,0.0767863377743635,-0.04905292898131678,476,0.007918029537344388,-0.01650240630089511,0.41386554621848737,1.2009594594926885
entry_price,Q1,19.75,39.1,39.1,59.0,93.5,162.10000000000002,477,477,0.004293798007962301,-0.01440329218107006,0.35639412997903563,1.1826825206733658,477,-0.0015198371399775252,-0.020119789482892895,0.3270440251572327,0.9440336726275527,0.0638537102270661,-0.03784416286911461,474,0.006580313463467325,-0.011549342863974632,0.43248945147679324,1.2225849202157206
entry_price,Q2,39.1,59.0,39.1,59.0,93.5,162.10000000000002,477,477,0.01019046565660772,-0.011727078891257903,0.3920335429769392,1.445652696080835,477,0.004343592265472764,-0.01746144891585992,0.3689727463312369,1.165006941100281,0.07115000091643021,-0.03878292222795618,476,0.01242319927970363,-0.0010692010692010534,0.48739495798319327,1.4268173226747851
entry_price,Q3,59.0,93.5,39.1,59.0,93.5,162.10000000000002,477,477,-0.0008322419433754884,-0.01805555555555549,0.33752620545073375,0.9686905296817537,477,-0.0066157900784180245,-0.023743560035036127,0.31027253668763105,0.7818108847125375,0.06594836519422782,-0.04184757727663323,475,-0.0006393516572658975,-0.011936339522546469,0.4126315789473684,0.9821862412073558
entry_price,Q4,93.5,162.0,39.1,59.0,93.5,162.10000000000002,477,477,0.0016777211968911172,-0.015923566878980888,0.3584905660377358,1.0621806730349281,477,-0.004120379697957043,-0.021631918767614885,0.3417190775681342,0.8652020101527078,0.06732685107513067,-0.04308680792852118,474,0.003823285485165506,-0.007736972853251922,0.44936708860759494,1.1154377559095607
entry_price,Q5,162.5,506.0,39.1,59.0,93.5,162.10000000000002,477,477,0.005069361398501456,-0.017857142857142905,0.35429769392033544,1.1947217522465554,477,-0.0007507192502891993,-0.02357267859450426,0.3312368972746331,0.9746922649007155,0.06919600765698447,-0.04316928269085482,476,0.011676992173601523,-0.009697330492542955,0.44537815126050423,1.3722080048237593
avg_volume_20d_lots,Q1,2001.35,2613.39935,2613.43987,3813.1562400000003,6050.89901,11723.16049,477,477,0.007277401343445245,-0.011001100110010986,0.389937106918239,1.3225790843325456,477,0.0014459239492223852,-0.016745128150618186,0.3668763102725367,1.0555793221612446,0.06673675560603284,-0.03840855891302554,475,0.010116482191655538,-0.001312335958005395,0.48,1.3701203060158957
avg_volume_20d_lots,Q2,2613.45,3812.98155,2613.43987,3813.1562400000003,6050.89901,11723.16049,477,477,-0.00044632104504577187,-0.016975308641975273,0.3312368972746331,0.9820839953045475,477,-0.006232558883993218,-0.022663665530786237,0.31027253668763105,0.7826625254909247,0.06064404617068813,-0.04011122108782384,475,-0.000737030590254784,-0.013661202185792365,0.39789473684210525,0.9775567994697523
avg_volume_20d_lots,Q3,3813.2727,6050.53265,2613.43987,3813.1562400000003,6050.89901,11723.16049,477,477,0.006732096392355627,-0.015094339622641506,0.3710691823899371,1.2763181144505753,477,0.0009044544836049119,-0.02079692142939518,0.3417190775681342,1.0323834002914842,0.06884188098670423,-0.03957344632799954,475,0.013032411184437868,-0.003525264394829586,0.47368421052631576,1.4426098981335214
avg_volume_20d_lots,Q4,6051.44855,11717.1895,2613.43987,3813.1562400000003,6050.89901,11723.16049,477,477,0.002837986287846194,-0.019607843137254943,0.3438155136268344,1.1026715055961216,477,-0.002966873830787239,-0.025300350315421473,0.32075471698113206,0.9052704364445614,0.07054513882641109,-0.04291170599528686,475,0.0036746296418497713,-0.014164305949008527,0.4126315789473684,1.1015319842312943
avg_volume_20d_lots,Q5,11747.04445,278803.9889,2613.43987,3813.1562400000003,6050.89901,11723.16049,477,477,0.003997941337985811,-0.01671309192200554,0.36268343815513626,1.1509223673535638,477,-0.0018140796192158673,-0.02242369221520552,0.33962264150943394,0.9397128992403895,0.07070711348000297,-0.04372582066894424,475,0.007806781248572474,-0.0045045045045044585,0.4631578947368421,1.2348678735631602
