period,regime_feature,regime_bucket,feature_min,feature_max,trades,gross_sample_size,gross_average_return,gross_median_return,gross_win_rate,gross_profit_factor,net_sample_size,net_average_return_slippage_0_1,net_median_return_slippage_0_1,net_win_rate_slippage_0_1,net_profit_factor_slippage_0_1,average_actual_mfe,average_actual_mae,day8_forward_sample_size,average_day8_forward_return,median_day8_forward_return,day8_forward_win_rate,day8_forward_profit_factor
All,taiex_close_vs_ma60,Above MA60,,,2237,2237,0.004571449908500419,-0.015923566878980888,0.3598569512740277,1.1814364859168789,2237,-0.0012438280222480088,-0.021631918767614885,0.3379526151095217,0.9568173892588054,0.06825699565534964,-0.041196196439325164,2229,0.007634676082146238,-0.007751937984496138,0.44728577837595335,1.2412177610675827
All,taiex_close_vs_ma60,At/Below MA60,,,148,148,-0.003351085718266126,-0.01196343402225758,0.3581081081081081,0.8667875881140025,148,-0.009120753953302913,-0.017700264809641743,0.30405405405405406,0.6837916958163126,0.055977329373622986,-0.037166741506275504,146,-0.006290328704657885,-0.011287758346581855,0.4178082191780822,0.8162770769528916
All,taiex_ma20_vs_ma60,MA20 Above MA60,,,1958,1958,0.0043448308043850395,-0.0173797102070945,0.355464759959142,1.1675317164923942,1958,-0.001469027935501928,-0.023068669695809077,0.33350357507660877,0.9503092916886429,0.06919315840117135,-0.04219251298442228,1956,0.0069521023461615004,-0.00899168399168404,0.4427402862985685,1.2115295279335716
All,taiex_ma20_vs_ma60,MA20 At/Below MA60,,,427,427,0.0028646230539253904,-0.010799136069114423,0.3793911007025761,1.1314311461740945,427,-0.0029413540354680363,-0.016537361565904823,0.34660421545667447,0.883901883799501,0.059708055922294626,-0.03523098068899378,419,0.005968956580267346,-0.005281690140845119,0.45823389021479716,1.2220694724164725
All,taiex_joint_regime,Bear Rally: MA60 >= Close > MA20,,,148,148,-0.003351085718266126,-0.01196343402225758,0.3581081081081081,0.8667875881140025,148,-0.009120753953302913,-0.017700264809641743,0.30405405405405406,0.6837916958163126,0.055977329373622986,-0.037166741506275504,146,-0.006290328704657885,-0.011287758346581855,0.4178082191780822,0.8162770769528916
All,taiex_joint_regime,Recovery: Close > MA60 >= MA20,,,279,279,0.006161844911575371,-0.00927643784786647,0.3906810035842294,1.3078910001276858,279,0.0003366072112687438,-0.01502354362201784,0.36917562724014336,1.014339799728521,0.06168707932445736,-0.03420412548842856,273,0.0125252043883226,-0.001104972375690516,0.47985347985347987,1.5459267488896682
All,taiex_joint_regime,Strong Bull: MA20 > MA60,,,1958,1958,0.0043448308043850395,-0.0173797102070945,0.355464759959142,1.1675317164923942,1958,-0.001469027935501928,-0.023068669695809077,0.33350357507660877,0.9503092916886429,0.06919315840117135,-0.04219251298442228,1956,0.0069521023461615004,-0.00899168399168404,0.4427402862985685,1.2115295279335716
2022,taiex_close_ma20,Q1,0.0005978528273431483,0.012842959333863924,46,46,-0.009962634555357648,-0.015318799812470696,0.3695652173913043,0.5945758563175514,46,-0.015688788949801264,-0.021017860222267946,0.34782608695652173,0.44235846105109317,0.05749270424931256,-0.03947450852531559,46,-0.021758399480716072,-0.017775587788791514,0.391304347826087,0.3997427859806271
2022,taiex_close_ma20,Q2,0.01548953958015753,0.022459086703200626,32,32,0.0032435249215988574,-0.010999113867966426,0.40625,1.1319913605711251,32,-0.0025633008046867765,-0.01673535119287193,0.375,0.9080460620792526,0.06291675431105409,-0.03509981385482773,32,0.0015233641709440117,0.0014084507042253502,0.5,1.0425889195258415
2022,taiex_close_ma20,Q3,0.023221141990943606,0.03297656560236306,52,52,0.0014897117396996075,-0.008102348214988953,0.34615384615384615,1.0607748090176319,52,-0.004307560404629981,-0.013846112892231404,0.3269230769230769,0.8472753304135952,0.05837823083011325,-0.03841721920759699,52,0.010033387043363162,-0.002334011280864412,0.4807692307692308,1.339819994936699
2022,taiex_close_ma20,Q4,0.035793379940005865,0.04485592444434183,23,23,-0.000202428896453702,-0.014376996805111841,0.2608695652173913,0.9924412642798893,23,-0.005984942711305334,-0.020073558608497025,0.21739130434782608,0.8065790546844374,0.057679599213192746,-0.04514165808365899,23,-0.0020116933203423643,-0.010558069381598867,0.391304347826087,0.937454771290626
2022,taiex_close_ma20,Q5,0.048940254871652655,0.10094115747804167,76,76,0.01319554138860162,-0.004824290646363472,0.4473684210526316,1.8860722173755144,76,0.007328807380512213,-0.010585445534462272,0.42105263157894735,1.4060847634815614,0.06182196660249241,-0.03077416184739889,76,0.018578101641600755,0.0045539380365807736,0.5131578947368421,2.1102442116289915
2022,taiex_ma20_slope,Q1,5.705346689532931e-05,0.0011469421326715246,52,52,-0.00041251403278993375,-0.007755702722590074,0.38461538461538464,0.9819605602596692,52,-0.006195992173575827,-0.013503033982918876,0.36538461538461536,0.7648144454243686,0.06299367824526726,-0.03562560709435425,52,-0.010419723880399237,-0.011161387631975883,0.4423076923076923,0.6825137331163698
2022,taiex_ma20_slope,Q2,0.0012467701284055721,0.002258541870050257,50,50,-0.012022747018900515,-0.011332726168791663,0.28,0.5519592396458178,50,-0.017739872122419613,-0.017068355037058724,0.26,0.425871679708488,0.04949616658906292,-0.04054491288190687,50,-0.010791307627077727,-0.011496980155306369,0.4,0.7067638941982306
2022,taiex_ma20_slope,Q3,0.0023090626804487258,0.0027040676692329235,28,28,-6.056561756343345e-05,-0.010904593461649792,0.42857142857142855,0.997700059118155,28,-0.005847089802345398,-0.01664378410816594,0.42857142857142855,0.801713457000356,0.06244630588856826,-0.039096382800809626,28,0.011567140262410958,0.0037669356445506064,0.5,1.376530197289161
2022,taiex_ma20_slope,Q4,0.0033728314560330652,0.003726149084591679,21,21,0.034135385448709504,0.021052631578947434,0.7142857142857143,8.43726596592433,21,0.02814673663738548,0.015139549254840897,0.5714285714285714,5.416320326564353,0.07140441493281538,-0.02005137606330167,21,0.034914348267138386,0.022091310751104487,0.6666666666666666,7.582112617349022
2022,taiex_ma20_slope,Q5,0.004620601365046939,0.0072028143706224235,78,78,0.00805926567747895,-0.012051658257510145,0.34615384615384615,1.399228635891908,78,0.002223780311600143,-0.01777314347094274,0.3333333333333333,1.0931679447783726,0.060516665430830466,-0.03741354412675322,78,0.012302230310040642,-0.00670666189111746,0.46153846153846156,1.521320721254385
2022,taiex_close_ma60,Q1,-0.046672816043886955,0.020145001230839732,129,129,0.006043266162888082,-0.0032206119162641045,0.43410852713178294,1.3102918949777467,129,0.00022067382413475348,-0.008980009769890782,0.3953488372093023,1.0097193021100892,0.060859091888294255,-0.033869846500067066,129,0.008173990888356254,0.005599104143336975,0.5271317829457365,1.3300451603171235
2022,taiex_close_ma60,Q2,0.034464921698775575,0.04875798462762315,44,44,0.004561389410579658,-0.013554948391013899,0.3181818181818182,1.2303043433578131,44,-0.001252887670424912,-0.019268590476451748,0.3181818181818182,0.946997231443211,0.06428214365951869,-0.035665204193902504,44,0.012751429427981083,-0.008377014361152735,0.4090909090909091,1.5385762059735189
