stock_id,name,signal_date,entry_date,entry_price,exit_reason,actual_exit_date,actual_exit_price,counterfactual_day8_date,counterfactual_day8_close,actual_return,counterfactual_day8_return,difference,actual_net_return_slippage_0_1,counterfactual_day8_net_return_slippage_0_1,net_difference,actual_nonpositive_to_day8_positive,day8_available
1319,東陽,20230605,20230606,51.8,Close Confirmed Stop,20230607,50.4,20230615,54.2,-0.027027027027026973,0.04633204633204646,0.07335907335907343,-0.032661613034051094,0.04028811573362059,0.07294972876767168,True,True
1319,東陽,20230613,20230614,52.2,Trailing Stop,20230628,51.8,20230627,51.1,-0.00766283524904221,-0.021072796934865967,-0.013409961685823757,-0.013407738054173135,-0.026752226149909592,-0.013344488095736457,False,True
1319,東陽,20230727,20230728,58.8,Day 5 Weakness,20230807,58.5,20230809,60.0,-0.005102040816326481,0.020408163265306145,0.025510204081632626,-0.010857305302997798,0.014491639507530038,0.025348944810527838,True,True
1319,東陽,20240125,20240126,87.1,Day 5 Weakness,20240202,84.9,20240215,89.4,-0.025258323765786295,0.02640642939150406,0.051664753157290355,-0.030927769356631742,0.02047982196082286,0.05140759131745461,True,True
1319,東陽,20250723,20250724,107.0,Day 5 Weakness,20250731,106.0,20250804,104.5,-0.009345794392523366,-0.02336448598130836,-0.014018691588784993,-0.01508701431506461,-0.029038769467061406,-0.013951755151996795,False,True
1319,東陽,20260115,20260116,109.0,Day 8 Time Stop,20260127,115.0,20260127,115.0,0.05504587155963292,0.05504587155963292,0.0,0.04893776105590427,0.04893776105590427,0.0,False,True
1319,東陽,20260603,20260604,94.0,Trailing Stop,20260615,101.5,20260615,105.0,0.07978723404255317,0.11702127659574457,0.037234042553191404,0.07352304872350038,0.11056758005273758,0.0370445313292372,False,True
1324,地球,20231208,20231211,20.8,Close Confirmed Stop,20231213,18.55,20231220,18.2,-0.10817307692307687,-0.1250000000000001,-0.01682692307692324,-0.11334498368204354,-0.13006488774803668,-0.016719904065993135,False,True
1326,台化,20221111,20221114,72.6,Day 5 Weakness,20221121,71.7,20221123,72.5,-0.01239669421487588,-0.0013774104683195176,0.011019283746556363,-0.018136733655901363,-0.007177257766799143,0.01095947588910222,False,True
1326,台化,20230109,20230110,73.1,Close Confirmed Stop,20230112,71.6,20230131,72.2,-0.020519835841313228,-0.012311901504787892,0.008207934336525335,-0.026208670566877822,-0.018053819261084427,0.008154851305793395,False,True
1326,台化,20250718,20250721,25.1,Trailing Stop,20250730,26.95,20250730,29.5,0.07370517928286846,0.17529880478087634,0.10159362549800788,0.06749949570778334,0.16848306828678075,0.10098357257899741,False,True
1326,台化,20250812,20250813,29.5,Day 5 Weakness,20250820,28.75,20250822,31.0,-0.025423728813559365,0.05084745762711873,0.0762711864406781,-0.03106189985023039,0.04475962826389073,0.07582152811412113,True,True
1326,台化,20260127,20260128,40.8,Trailing Stop,20260202,41.55,20260206,39.05,0.018382352941176405,-0.04289215686274506,-0.06127450980392146,0.01250636096781043,-0.04842118017947505,-0.06092754114728548,False,True
1326,台化,20260226,20260302,52.0,Close Confirmed Stop,20260303,48.0,20260311,44.0,-0.07692307692307687,-0.15384615384615385,-0.07692307692307698,-0.08226991894899341,-0.15874186902746246,-0.07647195007846905,False,True
1326,台化,20260603,20260604,57.0,Close Confirmed Stop,20260608,49.65,20260615,51.6,-0.1289473684210527,-0.09473684210526312,0.03421052631578958,-0.13397241291857592,-0.09997739174106106,0.033995021177514864,False,True
1326,台化,20260625,20260626,58.3,Close Confirmed Stop,20260629,54.4,20260707,63.3,-0.06689536878216118,0.08576329331046306,0.15265866209262424,-0.07229791335933072,0.07946162334971348,0.15175953670904418,True,True
1402,遠東新,20221114,20221115,32.75,Close Confirmed Stop,20221116,31.55,20221124,31.8,-0.036641221374045796,-0.02900763358778624,0.007633587786259555,-0.042249578896579494,-0.03463428953395375,0.007615289362625746,False,True
1402,遠東新,20240229,20240301,32.15,Day 5 Weakness,20240308,31.85,20240312,32.35,-0.009331259720062102,0.0062208398133749565,0.015552099533437058,-0.015072037592990464,0.0004094546661734149,0.015481492259163879,True,True
1402,遠東新,20240516,20240517,35.2,Close Confirmed Stop,20240521,34.45,20240528,33.7,-0.021306818181818232,-0.042613636363636354,-0.02130681818181812,-0.026986630718902088,-0.04814236184636592,-0.021155731127463835,False,True
1402,遠東新,20260126,20260127,29.05,Close Confirmed Stop,20260202,27.8,20260205,28.6,-0.04302925989672979,-0.015490533562822706,0.027538726333907082,-0.048557550163985774,-0.02118486749515105,0.027372682668834723,False,True
1402,遠東新,20260820,20260821,29.25,Day 5 Weakness,20260828,28.35,,,-0.03076923076923077,,,-0.03639341691284949,,,False,False
1442,名軒,20240429,20240430,57.5,Trailing Stop,20240510,57.0,20240510,54.6,-0.008695652173912993,-0.050434782608695605,-0.04173913043478261,-0.014438744433961627,-0.05591114772658787,-0.04147240329262624,False,True
1449,佳和,20231128,20231129,25.1,Close Confirmed Stop,20231201,22.85,20231208,22.9,-0.08964143426294824,-0.08764940239043839,0.0019920318725098474,-0.09492243629509277,-0.09293517942570129,0.001987256869391482,False,True
1453,大將,20220822,20220823,24.8,Close Confirmed Stop,20220825,23.7,20220901,22.0,-0.04435483870967749,-0.11290322580645162,-0.06854838709677413,-0.049879004112164296,-0.11806306953986251,-0.06818406542769821,False,True
