removed_top_fraction,selection_base,ranking_population_size,removed_trade_count,remaining_trade_count,removed_gross_profit,total_gross_profit,share_of_total_gross_profit_contributed,remaining_average_gross_return,remaining_median_gross_return,remaining_gross_win_rate,remaining_gross_profit_factor
0.0,all_completed_trades,2385,0,2385,0,69.81661308526584,0.0,0.004079820863317421,-0.015837104072398245,0.35974842767295595,1.1619401165088434
0.01,all_completed_trades,2385,24,2361,9.147629892291476,69.81661308526584,0.13102368459380337,0.0002468203586279426,-0.016447368421052655,0.35324015247776364,1.0096984411665004
0.05,all_completed_trades,2385,120,2265,29.73319737763529,69.81661308526584,0.42587567720196684,-0.008831269147295026,-0.01855670103092777,0.3258278145695364,0.667098082522506
0.1,all_completed_trades,2385,239,2146,45.367688747587245,69.81661308526584,0.6498122258119348,-0.0166063914205849,-0.021414908711773817,0.28844361602982294,0.40689722314005256
0.01,profitable_trades_only,858,9,2376,4.056032234656471,69.81661308526584,0.05809551703264247,0.00238819045637861,-0.01596812749003984,0.3573232323232323,1.0944366046792942
0.05,profitable_trades_only,858,43,2342,14.530053638854229,69.81661308526584,0.20811742358668875,-0.0020493940562946946,-0.016962230592174055,0.3479931682322801,0.920120133099005
0.1,profitable_trades_only,858,86,2299,23.86201476753267,69.81661308526584,0.34178132844098863,-0.006146864727499181,-0.01773049645390068,0.33579817311874727,0.7648106799195727
