stock_id,stock_name,eligible,failure_reasons,discovery_sessions,discovery_coverage,discovery_longest_missing_run_sessions,discovery_median_close,discovery_median_turnover_proxy,discovery_median_atr14_pct,discovery_p95_gap_pct,coverage_2020,sessions_2020,coverage_2021,sessions_2021,coverage_2022,sessions_2022
5356,協益,False,TURNOVER,735,1.0,0,26.55,2787750.0,1.3984208061458476,1.676670850062181,1.0,245,1.0,244,1.0,246
5364,力麗店,False,2020_COVERAGE|2021_COVERAGE|2022_COVERAGE|TURNOVER,619,0.8421768707482993,11,19.4,294750.0,4.439866217136956,6.224999999999996,0.7755102040816326,190,0.8770491803278688,214,0.8739837398373984,215
5371,中光電,False,TURNOVER,735,1.0,0,54.2,70822700.0,2.8365383514154585,2.5458805154236597,1.0,245,1.0,244,1.0,246
5381,合正,False,TURNOVER|PRICE,704,0.9578231292517007,3,5.81,268470.0,3.3354084017643877,6.827626010003845,0.9020408163265307,221,1.0,244,0.9715447154471545,239
5383,金利,False,TURNOVER,733,0.9972789115646259,1,25.5,2575000.0,3.5944471235836684,4.260546108567692,1.0,245,1.0,244,0.991869918699187,244
5386,青雲,False,TURNOVER,735,1.0,0,39.65,6345000.0,4.434599124699691,6.260442260442243,1.0,245,1.0,244,1.0,246
5388,中磊,False,TURNOVER,735,1.0,0,75.0,112560840.0,2.351464605348739,2.2238083124450276,1.0,245,1.0,244,1.0,246
5392,能率,False,TURNOVER,735,1.0,0,24.5,7660800.0,2.921614025337215,2.016616352910428,1.0,245,1.0,244,1.0,246
5398,慕康生醫,False,TURNOVER,708,0.963265306122449,3,19.95,419950.0,2.2671589117768143,2.9435956167521127,0.9551020408163265,234,0.9877049180327869,241,0.9471544715447154,233
5403,中菲,False,TURNOVER,735,1.0,0,65.2,4630800.0,1.2237485249632185,1.4644159931335388,1.0,245,1.0,244,1.0,246
5410,國眾,False,TURNOVER,735,1.0,0,23.2,5285250.0,1.4240553209075546,1.7365384615384585,1.0,245,1.0,244,1.0,246
5425,台半,True,,735,1.0,0,63.5,418829000.0,4.252232625949208,3.3792657371229757,1.0,245,1.0,244,1.0,246
5426,振發,False,TURNOVER,735,1.0,0,10.9,1677600.0,2.0961077005016455,2.51898426584048,1.0,245,1.0,244,1.0,246
5432,新門,False,2021_COVERAGE|TURNOVER,696,0.9469387755102041,5,24.5,425400.0,3.707361268171176,4.451949301479281,0.9755102040816327,239,0.8729508196721312,213,0.991869918699187,244
5434,崇越,False,TURNOVER,735,1.0,0,132.5,71082880.0,2.1457765839951137,2.0008501056888175,1.0,245,1.0,244,1.0,246
5438,東友,False,TURNOVER,731,0.9945578231292517,1,14.35,962800.0000000001,2.05611951392291,2.511342298317025,1.0,245,0.9959016393442623,243,0.9878048780487805,243
5439,高技,False,TURNOVER,735,1.0,0,49.45,22559550.0,2.4353030584010424,2.0657426805865997,1.0,245,1.0,244,1.0,246
5443,均豪,False,TURNOVER,735,1.0,0,30.15,16659750.0,3.195924879219932,2.9127424745978967,1.0,245,1.0,244,1.0,246
5450,南良,False,TURNOVER,735,1.0,0,17.75,952849.9999999999,3.0495184180323416,3.1050562801500736,1.0,245,1.0,244,1.0,246
5452,佶優,False,TURNOVER,735,1.0,0,14.9,6106500.0,3.5346557650596493,3.542016806722697,1.0,245,1.0,244,1.0,246
5455,昇益,False,2020_COVERAGE|2020_SESSIONS|2021_COVERAGE|2021_SESSIONS|2022_COVERAGE|2022_SESSIONS|TURNOVER|P95_GAP|LONG_MISSING_RUN,380,0.5170068027210885,27,22.65,92800.0,2.1133892694031977,8.203836393491564,0.4489795918367347,110,0.7090163934426229,173,0.3943089430894309,97
5457,宣德,False,TURNOVER,735,1.0,0,77.4,140603100.0,4.442756949114568,3.3311130235902993,1.0,245,1.0,244,1.0,246
5460,同協,False,TURNOVER,724,0.9850340136054422,7,11.6,792025.0,1.3804475835149346,1.3636363636363669,1.0,245,0.9672131147540983,236,0.9878048780487805,243
5464,霖宏,False,TURNOVER,735,1.0,0,21.35,2376150.0,3.284386531778031,3.5640101738024663,1.0,245,1.0,244,1.0,246
5465,富驊,False,TURNOVER,727,0.9891156462585035,7,16.45,1800000.0,2.37749677512764,2.78663125276672,1.0,245,0.9713114754098361,237,0.9959349593495935,245
5468,凱鈺,False,2020_COVERAGE|TURNOVER|P95_GAP,705,0.9591836734693877,3,17.1,1097100.0,5.729454805888959,8.9660578220132,0.8775510204081632,215,1.0,244,1.0,246
5469,瀚宇博,False,TURNOVER,735,1.0,0,41.6,109125379.0,2.3741557205480346,2.4921794402475914,1.0,245,1.0,244,1.0,246
5471,松翰,False,TURNOVER,735,1.0,0,68.5,171479077.60000002,3.192743352530062,2.6674208144796254,1.0,245,1.0,244,1.0,246
5474,聰泰,False,TURNOVER,735,1.0,0,109.0,12947000.0,3.806220074139467,3.00191256830601,1.0,245,1.0,244,1.0,246
5475,德宏,False,TURNOVER,728,0.9904761904761905,7,11.7,5037150.0,5.214134401969453,7.470641922725873,1.0,245,0.9713114754098361,237,1.0,246
5478,智冠,False,TURNOVER,735,1.0,0,91.2,19053300.0,2.573528877359084,2.4601031479589284,1.0,245,1.0,244,1.0,246
5480,統盟,False,INSUFFICIENT_TOTAL_HISTORY,,,,,,,,,,,,,
5481,新華,False,TURNOVER,733,0.9972789115646259,1,13.1,1650600.0,2.1981456978530547,2.3033393262400836,0.9959183673469387,244,1.0,244,0.9959349593495935,245
5483,中美晶,True,,734,0.998639455782313,1,158.5,1045895100.0,3.6456498909755344,2.920432394116605,0.9959183673469387,244,1.0,244,1.0,246
5484,慧友,False,TURNOVER,726,0.9877551020408163,7,13.575,773209.7,3.1304575031385196,3.494904625032661,1.0,245,0.9713114754098361,237,0.991869918699187,244
5487,通泰,False,2022_COVERAGE|TURNOVER,659,0.8965986394557823,6,35.0,420000.0,2.9379630063468594,3.829287006083183,0.9918367346938776,243,0.9672131147540983,236,0.7317073170731707,180
5488,松普,False,TURNOVER|PRICE,735,1.0,0,7.91,1393200.0,2.8751441068353376,2.73883237505528,1.0,245,1.0,244,1.0,246
5489,彩富,False,TURNOVER,733,0.9972789115646259,1,33.5,899000.0,1.0761734120202089,1.5658434379458075,1.0,245,0.9918032786885246,242,1.0,246
5490,同亨,False,TURNOVER,735,1.0,0,26.3,4250400.0,1.9286948769885177,2.2727272727272707,1.0,245,1.0,244,1.0,246
5493,三聯,False,TURNOVER,726,0.9877551020408163,7,43.3,1572200.0,1.8115182686929507,2.381138500417614,0.9714285714285714,238,0.9918032786885246,242,1.0,246
5498,凱崴,False,TURNOVER,735,1.0,0,11.85,8366000.0,3.3751496949057906,2.680555285327926,1.0,245,1.0,244,1.0,246
5508,永信建,False,TURNOVER,735,1.0,0,50.4,6184500.0,1.6405094337857857,1.4279287316476434,1.0,245,1.0,244,1.0,246
5511,德昌,False,TURNOVER|ATR14,734,0.998639455782313,1,30.0,1274875.0,0.8197444574427898,1.3110870630293143,1.0,245,0.9959016393442623,243,1.0,246
5512,力麒,False,TURNOVER|PRICE,735,1.0,0,9.35,6070200.0,1.3827158344886192,1.423847027937756,1.0,245,1.0,244,1.0,246
5514,三豐,False,TURNOVER,717,0.9755102040816327,1,19.7,395200.0,2.0439193558752122,2.8138041733547325,0.963265306122449,236,0.9918032786885246,242,0.9715447154471545,239
5515,建國,False,TURNOVER,735,1.0,0,12.8,3308680.35,1.5770337692291188,1.4774406627854975,1.0,245,1.0,244,1.0,246
5516,雙喜,False,2020_COVERAGE|TURNOVER,705,0.9591836734693877,3,14.85,565500.0,2.1089777760168857,2.9006820119351975,0.8816326530612245,216,0.9959016393442623,243,1.0,246
5519,隆大,False,TURNOVER,735,1.0,0,20.95,11529150.0,1.618049203483159,1.6919345057610673,1.0,245,1.0,244,1.0,246
5520,力泰,False,TURNOVER,713,0.9700680272108844,2,50.4,112400.0,1.0913450405128415,1.9031204644412134,0.9551020408163265,234,0.9959016393442623,243,0.959349593495935,236
5521,工信,False,TURNOVER|PRICE,735,1.0,0,8.59,13943501.780000001,2.2576209941971523,2.0122448979591834,1.0,245,1.0,244,1.0,246
5522,遠雄,False,TURNOVER,735,1.0,0,55.8,42083863.800000004,2.0638299976556587,1.5913433700057953,1.0,245,1.0,244,1.0,246
5523,豐謙,False,TURNOVER,734,0.998639455782313,1,25.125,1438825.0,2.160779218135716,2.969412303814868,0.9959183673469387,244,1.0,244,1.0,246
5525,順天,False,TURNOVER,735,1.0,0,23.85,1561827.5999999999,1.4851552831751957,1.970658113566165,1.0,245,1.0,244,1.0,246
