stock_id,stock_name,discovery_cluster,cluster_descriptive_label,discovery_quality_score,discovery_rank_within_cluster,discovery_beta_0050,discovery_corr_0050,discovery_downside_capture,discovery_ATR14,discovery_ER20,discovery_idiosyncratic_vol,discovery_P95_gap,discovery_turnover,discovery_selected,2023_24_stability,2025_stability,final_status,current_industry_descriptive,industry_label_status
1785,光洋科,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.3590909090909091,28,1.077628618458626,0.49466128460465114,1.044711935376911,3.2682535998367963,0.1633678116292171,40.63702952242071,3.028811120868441,214076800.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
1795,美時,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.403030303030303,20,0.951327375790733,0.3902876550203573,0.6897449355942309,4.3282214564134165,0.2272367554212709,48.16794159647128,3.0382426888977068,225996629.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2002,中鋼,0,LOW_ATR__LOW_REALIZED_VOL,0.4915151515151515,21,0.5839666295099247,0.41450999819642226,0.559606405456811,1.7908754092181063,0.19454998790505262,27.527741928387194,1.943219491659215,883320145.8,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2014,中鴻,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.4221212121212122,19,0.9417311096107952,0.37520110530191936,0.665067072494603,3.7667016719198294,0.23815947971902962,49.93604254208352,3.842007228588699,336061139.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2027,大成鋼,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.47863636363636364,14,0.7086748618887811,0.34297115712021936,0.6400942137516605,3.174861987456439,0.22146647968427197,41.65940565884055,3.2258064516129004,530503860.6,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2049,上銀,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.6550505050505051,9,1.1018883538934758,0.579927916261951,1.0779411957072154,3.0763699788127945,0.2120036819489846,33.223256960444694,2.7605275703162278,535966807.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2301,光寶科,6,LOW_BETA__LOW_UPSIDE_CAPTURE,0.5354545454545455,3,0.4796343831800061,0.3962911095714113,0.4260253557877116,2.0456356211788895,0.20846481874083758,23.850409032770724,1.9868347495527696,340695102.65,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2303,聯電,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.621969696969697,13,1.1308217632342075,0.5698387498581349,1.0695798458707795,3.1904608505524843,0.2159118907869184,35.00123957623183,3.478666890704151,4736772896.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2308,台達電,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.7248989898989899,1,0.8778968027857773,0.607138250072833,0.8955832042782139,2.7165685642273396,0.19752628665641017,24.66041866034501,2.38009914282764,1524059052.0,True,CORE_STABLE,CORE_STABLE,CORE_SPECIALIST,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2313,華通,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.6205050505050506,8,1.0559210543428503,0.5513024045411064,0.9299467875473355,3.3300655668224306,0.17147629916207935,34.29768024426431,2.8643457382953255,706539153.6,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2317,鴻海,0,LOW_ATR__LOW_REALIZED_VOL,0.6524242424242425,3,0.733995718700576,0.5835721091274219,0.731708408362457,1.9079396746747876,0.16943451745931684,21.922289392930843,1.9704433497536922,3172207287.5,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2324,仁寶,6,LOW_BETA__LOW_UPSIDE_CAPTURE,0.5474242424242425,1,0.3582338112560789,0.3567003814263998,0.2992088558354532,1.553681968981035,0.2250113861799069,20.137692303117653,1.310103451831308,295597356.75,True,CORE_STABLE,CORE_STABLE,CORE_SPECIALIST,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2327,國巨*,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.5124242424242424,24,1.2981102979280479,0.6344208671365262,1.3014715321914172,3.1232935280213376,0.19874247492399652,34.03165666082935,3.3608317568870656,2417948005.5,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2330,台積電,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.7124242424242424,5,1.2236274435947379,0.9069153377800746,1.2480156515247158,1.8976432196065425,0.20083603898667832,12.200715829400249,2.941176470588236,17211249381.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2337,旺宏,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.59,10,1.0137767921805683,0.5342971823706099,0.907018291751093,3.0709976118761246,0.17099284485602478,34.42442682820229,3.1867419636845993,954836839.6000001,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2338,光罩,4,HIGH_REALIZED_VOL__HIGH_ATR,0.4632323232323232,23,1.3420706832402594,0.5195504087601696,1.2498702715850427,4.333422784230743,0.19422859816679666,47.37260303767029,3.9169577366398873,404512092.6,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2344,華邦電,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.5568181818181819,17,1.2855188297621325,0.579216060019321,1.2948481144633703,3.5923645577862575,0.1925316445273671,38.831689069342836,3.2353739649789532,746777546.4000001,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2345,智邦,4,HIGH_REALIZED_VOL__HIGH_ATR,0.7025252525252526,1,0.9659095443233087,0.4561712566736465,0.9420932025238501,3.965268466904238,0.16923400059085542,40.44305248061404,2.928670428670428,784581457.5,True,CORE_STABLE,CORE_STABLE,CORE_SPECIALIST,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2347,聯強,0,LOW_ATR__LOW_REALIZED_VOL,0.5415151515151515,14,0.4430644463631856,0.3952333557821563,0.4210058618323559,2.0399400469009006,0.2524756645464979,22.10185534519827,1.5957446808510634,216379096.35000002,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2351,順德,4,HIGH_REALIZED_VOL__HIGH_ATR,0.33111111111111113,26,1.107714358733281,0.442965020823707,1.0205298052606295,4.577259344289434,0.18415268622231723,48.11999440164343,3.567184089255399,204808675.2,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2353,宏碁,0,LOW_ATR__LOW_REALIZED_VOL,0.5660101010101011,11,0.6433083608140683,0.4213651386166291,0.5807488971841728,2.3956642831667576,0.2109032363453256,29.71760472747645,2.226482073127441,395923055.15,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2356,英業達,6,LOW_BETA__LOW_UPSIDE_CAPTURE,0.4385858585858586,7,0.3761447401699769,0.3666347754272209,0.2794351179992821,1.7007329716237751,0.19987704050444477,20.486735437647575,1.525054466230924,209156300.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2357,華碩,0,LOW_ATR__LOW_REALIZED_VOL,0.6758080808080809,2,0.5274212946297939,0.4271346229320634,0.48425346160533705,2.0573459014090365,0.204122211475542,23.972316727033494,1.8236075350224128,765331305.0,True,CORE_STABLE,CORE_STABLE,CORE_SPECIALIST,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2368,金像電,4,HIGH_REALIZED_VOL__HIGH_ATR,0.6250505050505051,7,0.9684598382317204,0.37926382977981116,0.6435716918512575,4.474655475521946,0.1683934033376891,50.67500144995025,2.9800838574423514,1089867520.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2371,大同,2,LOW_MARKET_CORRELATION__LOW_DOWNSIDE_CAPTURE,0.43368686868686873,3,0.5501406700497378,0.2832871871650469,0.41307419930559813,3.1623343775801156,0.19701841555618238,39.97416618012875,2.362022694787205,318467433.6,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2376,技嘉,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.668939393939394,1,0.8271813375298864,0.40474550336741494,0.6489811094844785,3.7450997438259894,0.22258600565007794,40.13783190356657,3.2332904756209366,720464944.4,True,CORE_STABLE,CORE_STABLE,CORE_SPECIALIST,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2377,微星,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.6764646464646464,4,0.7281806953827568,0.43424644900407416,0.5997577728225227,3.3639194942852764,0.21285993851535676,32.42100714011626,2.6112559859655713,577188783.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2379,瑞昱,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.7895454545454546,1,1.1421862197403356,0.6172500783817313,1.163935377984374,3.349568087873648,0.246446047964893,31.2478390110766,2.824406779661018,1161394225.0,True,CORE_STABLE,CORE_STABLE,CORE_SPECIALIST,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2382,廣達,0,LOW_ATR__LOW_REALIZED_VOL,0.6485858585858586,4,0.6158842679042053,0.5268610095313698,0.6246188381629225,1.8880927597901893,0.19733033619988238,21.325305097229954,1.778850623563941,638480619.4,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2383,台光電,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.6551010101010101,7,0.9048959941233948,0.4570434501478678,0.8089796704156833,3.678859974270466,0.18104647769854165,37.797062282290575,2.8588957055214643,503404197.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2395,研華,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.4786868686868687,17,0.7694967514153516,0.5489903713714243,0.6863593180558071,2.729085453304055,0.17627541171102892,25.161789577329063,2.8427221711912667,276309852.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2408,南亞科,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.6263636363636365,12,1.0763806846240833,0.5918037262001584,1.1017248323800695,2.945611838310061,0.1881203779532352,31.41266772154015,3.0204174228675242,874844388.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2409,友達,4,HIGH_REALIZED_VOL__HIGH_ATR,0.5604545454545454,13,0.9552306336629963,0.4119331258834145,0.8976257119683623,3.634363619190954,0.20736252511127218,44.81795995614544,3.15608505504448,1384274104.1,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2449,京元電子,0,LOW_ATR__LOW_REALIZED_VOL,0.5771212121212121,8,0.7670222708885432,0.5215987804718182,0.8594537108081688,2.500762304481559,0.22418678216567284,26.92871946265367,2.4193623429353,376165606.2,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2454,聯發科,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.7733333333333333,2,1.3103199208303757,0.666444950857642,1.2340862861487147,3.111627760747324,0.23234935154266698,31.46229418117471,3.529206473847228,5217823002.0,True,CORE_STABLE,CORE_STABLE,CORE_SPECIALIST,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2455,全新,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.5344444444444444,20,1.1755277302318936,0.5445110271531414,1.346821988160467,3.9505410065763615,0.1950579902823956,38.865004280920026,2.9585804299481056,254598605.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2458,義隆,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.5437373737373737,12,0.8131459180555914,0.4938568736959654,0.762197737874336,3.071373647430441,0.20010818728316376,30.650001320317067,2.62212276214834,430683861.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2474,可成,0,LOW_ATR__LOW_REALIZED_VOL,0.4652020202020202,25,0.5294645384221072,0.41730577447608247,0.5481041774639289,2.1829878913359337,0.1926561170195391,24.772969635614455,2.0852668213457015,593070630.5,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2481,強茂,4,HIGH_REALIZED_VOL__HIGH_ATR,0.5701010101010101,11,1.2164366357570287,0.4729877286702371,1.1286542812835765,4.3607654465896335,0.21608566737904186,48.63485514173528,3.3204419889502725,537890268.2,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2492,華新科,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.6046969696969697,15,1.2189244355332807,0.5977966389726805,1.4268275310803191,3.2625146951178756,0.21939217334516126,35.0836681268839,2.942801429964241,690577650.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2498,宏達電,4,HIGH_REALIZED_VOL__HIGH_ATR,0.47434343434343434,22,0.8706477280406492,0.37207123884820265,0.8261078338971136,3.6835671988279364,0.19205858241065682,46.61846498839735,3.3975492876210085,371156928.8,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2603,長榮,1,HIGH_GAP_RISK__HIGH_ATR,0.4896969696969697,14,0.9334685460688398,0.31690507373810783,0.7734405050503389,4.607294530689572,0.24474770225699433,59.943337773577866,4.028682833030661,8675915248.5,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2606,裕民,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.398030303030303,21,0.7941680256682327,0.3547722533419496,0.69664158587589,3.6248777212819516,0.2328918881765312,44.921111741553034,3.2985125364056502,268498710.5,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2609,陽明,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.5715151515151515,4,0.8695669648887043,0.2830701012459262,0.49499733164898674,4.58690816464678,0.2370117461057634,63.150361660890134,4.075630252100847,3670562509.8,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2610,華航,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.5752020202020203,3,0.7713314836698836,0.3456513855972093,0.5953032541090604,3.652424006771505,0.21390675337303078,44.94399894924433,3.4362535888880203,926017712.1,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2615,萬海,1,HIGH_GAP_RISK__HIGH_ATR,0.600909090909091,7,0.9571717437516634,0.3205125867797534,0.7458085825987015,4.912554590254894,0.24918308887048193,60.748606766355095,4.17174796747967,1775465491.8,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2618,長榮航,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.55,7,0.8097327393110131,0.3666255153758675,0.5880852146115624,3.6017836134886356,0.21664131141462395,44.10340672643026,3.563870967741937,921967224.75,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2637,慧洋-KY,5,LOW_MARKET_CORRELATION__HIGH_AUTOCORRELATION,0.46545454545454545,16,0.7979043490873037,0.3349942040115135,0.7142976197180395,3.7366591214895406,0.22697109294359225,48.168600114600196,3.3846936181032246,396259045.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2834,臺企銀,0,LOW_ATR__LOW_REALIZED_VOL,0.3105555555555556,35,0.5229683129462134,0.5170194915498938,0.44820458936478375,1.4105063357727958,0.18701774122246814,18.583474762911976,1.4150943396226356,213910431.78,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2880,華南金,0,LOW_ATR__LOW_REALIZED_VOL,0.40515151515151515,33,0.535810065095444,0.6069413778871688,0.481314453870178,1.2740530472240574,0.22320229504376346,15.058817920135512,1.5161375139683142,213347011.2,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2881,富邦金,0,LOW_ATR__LOW_REALIZED_VOL,0.615959595959596,6,0.7095020472230831,0.5681726623566452,0.6316625441324323,1.8997034606366026,0.20230319952448475,22.05582997357671,2.02733923758183,1018029512.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2882,國泰金,0,LOW_ATR__LOW_REALIZED_VOL,0.633030303030303,5,0.6582413411107093,0.5853217673123552,0.6520166426492807,1.6845088813196822,0.23713373221531958,19.570543685173906,1.7471896675436545,985701043.35,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2883,凱基金,0,LOW_ATR__LOW_REALIZED_VOL,0.5227272727272727,17,0.6792980951910058,0.5466890460095847,0.5875160724943069,1.9115620395713862,0.2661122198254624,22.33149081552855,1.7650048875855422,487048751.2,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2884,玉山金,0,LOW_ATR__LOW_REALIZED_VOL,0.5523484848484849,13,0.583723709485092,0.58474389882232,0.5075691095638937,1.318298205793754,0.23903344457554693,17.381100479921297,1.5886068745731892,622292318.6999999,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2885,元大金,0,LOW_ATR__LOW_REALIZED_VOL,0.5682828282828283,10,0.7352921397404254,0.635814349342388,0.6805897205781508,1.6402629525011851,0.1755371028716566,19.15826166253852,1.6007692307692223,466471736.9,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2886,兆豐金,0,LOW_ATR__LOW_REALIZED_VOL,0.5389393939393939,15,0.42382900870998663,0.4999593829944776,0.41253740308601383,1.313726194295109,0.24653367167558968,15.757830552482254,1.4583904266008907,604317529.2,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2887,台新新光金,0,LOW_ATR__LOW_REALIZED_VOL,0.41893939393939394,31,0.6124870145248761,0.5761010519919253,0.5789437034355908,1.6111190367235098,0.21099184382193475,18.651746168923815,1.6639909024014965,280655792.9,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2890,永豐金,0,LOW_ATR__LOW_REALIZED_VOL,0.3852525252525253,34,0.5641748495138816,0.5487260213367947,0.4976175554119491,1.6177267022883894,0.20299967285025125,18.448611707486002,1.4806068161466432,274707295.5,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2891,中信金,0,LOW_ATR__LOW_REALIZED_VOL,0.5754545454545454,9,0.6128235140270428,0.5777712893081368,0.5669565906196113,1.5700473949097773,0.2243728652365205,18.58118679238864,1.8308591992802499,781955024.4,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2892,第一金,0,LOW_ATR__LOW_REALIZED_VOL,0.4921212121212121,20,0.509564122529936,0.5706764296297306,0.438080722505669,1.2868111048519193,0.23501373324976488,15.737752711710842,1.4175701692167373,349681469.25,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2912,統一超,6,LOW_BETA__LOW_UPSIDE_CAPTURE,0.5224242424242425,4,0.22901180264958546,0.27532549273731416,0.29657497273747346,1.477730690260113,0.14423825787478173,17.162934022127015,1.1433066736593696,348170423.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
2915,潤泰全,0,LOW_ATR__LOW_REALIZED_VOL,0.40712121212121216,32,0.6106316387184453,0.3774894889011901,0.5286664095601613,2.3732601150554875,0.2280708273621009,32.167896850467315,2.1815065521131762,237632818.4,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
3006,晶豪科,1,HIGH_GAP_RISK__HIGH_ATR,0.5506060606060607,10,1.3878239088734472,0.5197817653409869,1.2053519828037131,4.650235454910889,0.22287178956483325,48.95773800039848,4.0509144014072795,763579240.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
3008,大立光,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.6753787878787879,5,0.8730809990739591,0.4914408741916062,0.9581054371253093,2.9315798341683577,0.2057410551814593,33.208945755029475,2.803840775380674,1649267730.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
3016,嘉晶,4,HIGH_REALIZED_VOL__HIGH_ATR,0.5097979797979798,18,1.1353489800070777,0.47901013458175556,1.0864547580507278,4.341735447284179,0.19512747038721703,44.656323477958935,3.067514677103728,277812473.40000004,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
3017,奇鋐,7,LOW_TREND_EFFICIENCY__LOW_AUTOCORRELATION,0.7046969696969697,2,0.8820923462304872,0.3997899320805769,0.7346130067807972,4.068656150100889,0.18533453025498117,43.40735786885103,2.86705202312138,665092594.4,True,CORE_STABLE,REGIME_SHIFT_TRADABLE,REGIME_SPECIALIST,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
3034,聯詠,3,HIGH_DOWNSIDE_CAPTURE__HIGH_MARKET_CORRELATION,0.7274242424242424,4,1.041177420839715,0.539230276388457,1.033853529860173,3.4312500533611963,0.2515973326947259,34.848070765553274,3.068324155696832,2007802691.0,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
3035,智原,1,HIGH_GAP_RISK__HIGH_ATR,0.6127272727272728,6,1.166685035877545,0.41699641656125697,0.956775534915668,5.157205890448986,0.22277961621748238,54.58073417090687,3.7308956512519074,1245434334.5,False,,,NOT_SELECTED,,UNAVAILABLE_NO_RELIABLE_REPOSITORY_SOURCE
