period,start_date,end_date,stock_id,stock_name,sessions,market_sessions,coverage,longest_missing_run_sessions,discontinuity_count,median_close,median_daily_turnover_proxy,p25_daily_turnover_proxy,median_abs_return_pct,p90_abs_return_pct,abs_return_ge_5pct_rate,worst_single_day_return_pct,median_atr14_pct,p75_atr14_pct,median_realized_vol20_annualized_pct,median_efficiency20,lag1_daily_return_autocorrelation,beta_0050,correlation_0050,upside_capture,downside_capture,idiosyncratic_volatility_annualized_pct,median_abs_overnight_gap_pct,p95_abs_overnight_gap_pct,maximum_close_drawdown_pct,market_aligned_return_sessions,forward_evaluable_events,median_mfe10_pct,median_mae10_pct,median_day10_close_return_pct,plus_8pct_within_10d_close_hit_rate,minus_5pct_within_10d_close_hit_rate,turnover_stability_cv_2020_2022,behavior_stability_raw_mean_cv
HISTORICAL_DISCOVERY,20200101,20221231,1101,台泥,735,735,1.0,0,0,43.0,693768814.5,516772734.5,0.5934718100890302,1.91752422747443,0.013605442176870748,-11.827956989247312,1.3532183295360838,1.8285510112609495,14.691653757046838,0.23854893535382662,0.000223488266018632,0.5089411311306985,0.48125733484578687,0.4465833099079917,0.5329618866199739,19.896629406412377,0.24449877750611915,1.527793461395292,-46.31956912028726,735,735,1.5116279069767424,-1.2499999999999956,0.23474178403755097,0.0380952380952381,0.1727891156462585,0.11592227337852473,0.06949230228239327
HISTORICAL_DISCOVERY,20200101,20221231,1102,亞泥,735,735,1.0,0,1,44.0,290531750.40000004,201463203.77499998,0.6119960209022501,1.9064946416356432,0.006811989100817439,-9.503239740820735,1.5311355692398059,1.8950716370214442,15.88935146196154,0.2408031626541618,-0.03441601017286102,0.43539394756418714,0.4591976169896806,0.39282519483450695,0.4180794993821486,18.09030803026726,0.23739081431389253,1.4803874780663817,-27.244897959183678,734,725,1.6990291262135804,-1.225490196078427,0.44943820224718767,0.034482758620689655,0.14344827586206896,0.20323060439775736,0.11163505400653823
HISTORICAL_DISCOVERY,20200101,20221231,1216,統一,735,735,1.0,0,0,68.0,516945541.2,355700365.8,0.6079027355623268,1.6963536547359337,0.004081632653061225,-5.218617771509171,1.4589115040515575,1.7137030048203599,15.71217725651618,0.14626435174237742,-0.10731000368272105,0.36249290818283436,0.42840227500023126,0.37364667697018,0.4173920482916256,16.41029313186927,0.4341534008682979,1.4319999999999948,-19.154557463672393,735,735,1.4367816091954033,-1.379310344827589,0.13531799729362692,0.0163265306122449,0.07210884353741497,0.13193765636319518,0.08332953929704817
HISTORICAL_DISCOVERY,20200101,20221231,1301,台塑,735,735,1.0,0,0,94.5,720332159.0,512244070.45000005,0.8510638297872353,2.2885117349692097,0.014965986394557823,-12.558139534883717,1.8314524812819593,2.2531138983002332,20.44271039189122,0.19011454337932956,0.11819672182096061,0.5800242576417203,0.49275001776372745,0.49541257476112605,0.5522773276527869,21.984781388154985,0.4672897196261738,1.5551465509839129,-34.70588235294119,735,735,2.043010752688179,-1.6209476309226867,0.0,0.07210884353741497,0.14285714285714285,0.1477447726316653,0.1612848217314319
HISTORICAL_DISCOVERY,20200101,20221231,1303,南亞,735,735,1.0,0,1,72.7,523178775.0,358788887.9,0.7747650408177265,2.3375937509412736,0.010899182561307902,-9.732824427480924,1.8333288452644436,2.117412707084413,19.417738709944782,0.19656746590625904,0.06050418417795104,0.7240906046618527,0.641092362735198,0.690116791507001,0.6747990186071342,18.59084271627607,0.45121277749077815,1.7058391863291908,-35.382513661202196,734,725,2.071973827699014,-1.834862385321101,0.6747638326585648,0.06482758620689655,0.13517241379310344,0.2528803389858522,0.14404022018884743
HISTORICAL_DISCOVERY,20200101,20221231,1326,台化,735,735,1.0,0,0,79.4,357781007.7,239270993.1,0.660066006600668,2.0372143196300962,0.012244897959183673,-7.050359712230225,1.6199620496078586,1.8936458666622338,18.0182543971926,0.16285397265544801,0.02796379516172908,0.6502339680445045,0.6284087419910263,0.5894963557410188,0.6760785058803735,17.275871788232557,0.3783102143757877,1.7589020499468218,-33.06997742663656,735,735,1.6296296296296253,-1.6331658291457218,0.0,0.04625850340136054,0.1251700680272109,0.22129873932307043,0.12783072522550654
HISTORICAL_DISCOVERY,20200101,20221231,1402,遠東新,735,735,1.0,0,0,29.5,221359537.1,156046884.25,0.6814310051107331,2.252720658266587,0.013605442176870748,-10.95890410958904,1.7525467290954957,2.086158350449173,18.590113333174717,0.18453390849345563,-0.021749392952963534,0.4602146803580901,0.41134319304457806,0.498431434715828,0.4776334503146336,21.887775985697665,0.33840947546530664,1.6192283364958884,-31.666666666666664,735,735,2.0477815699658564,-1.3986013986014068,0.5084745762711895,0.04625850340136054,0.1414965986394558,0.04106746475946254,0.04445937684835799
HISTORICAL_DISCOVERY,20200101,20221231,1476,儒鴻,735,735,1.0,0,0,447.0,400695406.0,284228098.0,1.2702078521940052,3.8495726495726594,0.047619047619047616,-9.940357852882709,3.299246842547416,3.765107752776177,32.69979214641336,0.21289923046411402,0.038480520701580895,0.8285597176458077,0.4606006971175032,0.8063125683264645,0.7505141457729437,34.27032688299392,0.692041522491349,2.869342535021758,-50.97560975609756,735,735,3.5058430717863187,-2.796052631578949,0.6321112515802696,0.21496598639455783,0.31020408163265306,0.11634383792190797,0.10003730874537571
HISTORICAL_DISCOVERY,20200101,20221231,1477,聚陽,735,735,1.0,0,0,195.0,350590185.0,218972250.0,1.2345679012345734,3.5417840375586844,0.04217687074829932,-9.82142857142857,3.2794127230348065,3.7653870938955856,31.99415463956547,0.23904368645238208,0.013099581045949054,0.6923404410857177,0.40591298958526023,0.7892533420835147,0.654354885407559,33.457160641042684,0.6048387096774244,2.541382667964944,-52.3725834797891,735,735,3.2786885245901676,-2.7989821882951627,0.49999999999998934,0.21224489795918366,0.3047619047619048,0.09414737021164085,0.07595269152104721
HISTORICAL_DISCOVERY,20200101,20221231,1513,中興電,735,735,1.0,0,0,48.75,295780699.2,100766728.1,1.1312217194570096,4.239849036959924,0.06394557823129252,-9.839816933638456,3.3042886924445063,4.091895480568406,34.3505657403914,0.24589178833031197,0.045062077461064914,0.5532110949737075,0.3031061850892244,0.6864077999757835,0.440973013107837,37.33080640796639,0.5464480874316946,2.270692024648654,-37.83570300157978,735,735,3.529411764705892,-2.4528301886792447,1.1494252873563315,0.25578231292517006,0.3034013605442177,0.6104867709337038,0.26345881169147534
HISTORICAL_DISCOVERY,20200101,20221231,1590,亞德客-KY,735,735,1.0,0,0,849.0,625138705.0,434373479.0,1.6845329249617125,5.080179358565125,0.10612244897959183,-9.999999999999998,4.077055309162678,4.901767404353752,45.7573007184311,0.2050139054891296,-0.04822552592164295,1.0544064385035787,0.4638691014391174,1.0737039981579026,0.8100534674165961,43.22124029207697,0.92592592592593,3.574231766012586,-45.35564853556485,735,735,4.633620689655182,-3.6418816388467334,0.8883248730964466,0.3047619047619048,0.38639455782312926,0.18301735223923635,0.11760610343783906
HISTORICAL_DISCOVERY,20200101,20221231,1605,華新,735,735,1.0,0,0,25.75,357076297.35,153249367.5,1.3452914798206317,4.522875816993462,0.08299319727891157,-9.93031358885017,3.3778966413616414,4.4411446745992125,35.96491101044897,0.22088408042971372,0.05562397468567139,0.8260577418440015,0.3957994920876933,0.9624426591260237,0.6360431795420011,41.13725554977124,0.7042253521126751,3.150432654708747,-35.051546391752574,735,735,3.0120481927710774,-2.813299232736577,0.519031141868509,0.2585034013605442,0.27346938775510204,1.0051012618499449,0.4491806755988275
HISTORICAL_DISCOVERY,20200101,20221231,1760,寶齡富錦,733,735,0.9972789115646259,1,0,100.5,261710410.5,61788854.400000006,1.9083969465648831,6.90235690235691,0.19151846785225718,-9.999999999999998,4.95764625839802,6.67303235253176,56.620539444005345,0.217350192922267,-0.03420673016875446,0.47537692258486863,0.16273724207776252,0.4534626847189864,0.03887256143801859,61.966135119286015,0.8368200836819994,3.947383532852744,-52.059925093632955,731,713,3.200000000000003,-5.292479108635096,-1.5098722415795574,0.3141654978962132,0.5189340813464236,0.9740778698916402,0.490679102135678
HISTORICAL_DISCOVERY,20200101,20221231,1785,光洋科,735,735,1.0,0,0,45.1,214076800.0,56577300.0,1.4145810663764857,4.638125072514214,0.08299319727891157,-9.967845659163988,3.2682535998367963,4.250286366983515,34.90300419953753,0.1633678116292171,0.08428349931960144,1.077628618458626,0.49466128460465114,1.1848949722461288,1.044711935376911,40.63702952242071,0.7075471698113178,3.028811120868441,-53.98981324278438,735,735,2.941176470588225,-3.589743589743588,-0.42735042735041473,0.1891156462585034,0.38095238095238093,0.5576332064143996,0.270608463625081
HISTORICAL_DISCOVERY,20200101,20221231,1795,美時,735,735,1.0,0,0,93.2,225996629.0,103625558.2,1.589242053789719,5.1588926810769795,0.10748299319727891,-10.000000000000009,4.3282214564134165,5.690912585856761,48.98743065015634,0.2272367554212709,0.06892534947373316,0.951327375790733,0.3902876550203573,1.0111645587023932,0.6897449355942309,48.16794159647128,0.7042253521126751,3.0382426888977068,-62.08510638297873,735,735,3.383458646616555,-3.9692701664532537,-0.3567181926278251,0.28435374149659864,0.41496598639455784,1.1041127651612221,0.5336368207206964
HISTORICAL_DISCOVERY,20200101,20221231,2002,中鋼,735,735,1.0,0,1,28.75,883320145.8,433625121.09999996,0.8045744494342588,2.6741072622198874,0.02997275204359673,-9.182209469153523,1.7908754092181063,2.45685578253221,20.325349260774107,0.19454998790505262,0.03700055379085157,0.5839666295099247,0.41450999819642226,0.6309329125047076,0.559606405456811,27.527741928387194,0.3878476087327165,1.943219491659215,-36.77777777777778,734,725,2.083333333333326,-1.7621145374449143,0.4854368932038833,0.08275862068965517,0.18620689655172415,0.7312478310459971,0.4569410486535684
HISTORICAL_DISCOVERY,20200101,20221231,2014,中鴻,735,735,1.0,0,0,24.45,336061139.0,69007559.065,1.538461538461522,5.837105909579976,0.1292517006802721,-12.717770034843202,3.7667016719198294,4.77180274888231,44.96582066572907,0.23815947971902962,0.09361073460296832,0.9417311096107952,0.37520110530191936,1.0255849155285086,0.665067072494603,49.93604254208352,0.743494423791824,3.842007228588699,-67.86296900489397,735,735,3.4236804564907297,-3.7558685446009377,0.10695187165774556,0.31564625850340133,0.40816326530612246,0.9486409043570365,0.49941649265967664
HISTORICAL_DISCOVERY,20200101,20221231,2027,大成鋼,735,735,1.0,0,0,38.5,530503860.6,222857687.47500002,1.3392857142856984,4.463108124922247,0.06802721088435375,-9.98970133882594,3.174861987456439,4.250848034383262,37.21990410296946,0.22146647968427197,0.06630790377256439,0.7086748618887811,0.34297115712021936,0.7652373522672701,0.6400942137516605,41.65940565884055,0.6423982869379063,3.2258064516129004,-45.289256198347104,735,735,2.9567053854276715,-3.589743589743588,-0.8038585209003246,0.20816326530612245,0.3795918367346939,0.768819442746486,0.3800576199815718
HISTORICAL_DISCOVERY,20200101,20221231,2049,上銀,735,735,1.0,0,0,292.5,535966807.0,326434205.25,1.3445378151260456,4.056547619047612,0.06666666666666667,-9.798994974874375,3.0763699788127945,3.8835877843639497,35.62523653098222,0.2120036819489846,0.0013840638780465,1.1018883538934758,0.579927916261951,0.9816177664505162,1.0779411957072154,33.223256960444694,0.7702182284980763,2.7605275703162278,-65.87473002159827,735,735,3.1634446397188043,-3.409090909090906,-0.43478260869564966,0.18095238095238095,0.38095238095238093,0.2748717455063717,0.12929042146653627
HISTORICAL_DISCOVERY,20200101,20221231,2301,光寶科,735,735,1.0,0,0,60.9,340695102.65,242207091.8,0.743494423791824,2.228174603174602,0.017687074829931974,-10.73446327683616,2.0456356211788895,2.426586850467291,22.971488504112497,0.20846481874083758,-0.1007275399250462,0.4796343831800061,0.3962911095714113,0.501353278111335,0.4260253557877116,23.850409032770724,0.4746835443038,1.9868347495527696,-24.40000000000001,735,735,2.196193265007329,-1.5184381778741929,0.7494646680942019,0.06802721088435375,0.145578231292517,0.12627359638056573,0.11436449805343496
HISTORICAL_DISCOVERY,20200101,20221231,2303,聯電,735,735,1.0,0,0,46.05,4736772896.0,2188855519.95,1.5100671140939603,4.22982338475296,0.0653061224489796,-10.547667342799183,3.1904608505524843,4.166279328883599,37.384387527611715,0.2159118907869184,0.05880717681596928,1.1308217632342075,0.5698387498581349,1.3139027500955711,1.0695798458707795,35.00123957623183,1.0101010101010166,3.478666890704151,-49.5,735,735,3.6163522012578664,-3.4055727554179516,0.8756567425569184,0.2571428571428571,0.34829931972789113,0.6957116373057708,0.3086713978140008
HISTORICAL_DISCOVERY,20200101,20221231,2308,台達電,735,735,1.0,0,0,256.0,1524059052.0,1007094986.25,1.1286681715575675,3.1725941975373892,0.021768707482993196,-7.14285714285714,2.7165685642273396,3.2466312025554895,28.70080003594752,0.19752628665641017,-0.015420868859726851,0.8778968027857773,0.607138250072833,1.0273436470912995,0.8955832042782139,24.66041866034501,0.7246376811594235,2.38009914282764,-34.82972136222911,735,735,2.857142857142847,-2.6104417670682722,0.561797752808979,0.145578231292517,0.27755102040816326,0.20208957665926436,0.1001817888768577
