period,start_date,end_date,stock_id,stock_name,sessions,market_sessions,coverage,longest_missing_run_sessions,discontinuity_count,median_close,median_daily_turnover_proxy,p25_daily_turnover_proxy,median_abs_return_pct,p90_abs_return_pct,abs_return_ge_5pct_rate,worst_single_day_return_pct,median_atr14_pct,p75_atr14_pct,median_realized_vol20_annualized_pct,median_efficiency20,lag1_daily_return_autocorrelation,beta_0050,correlation_0050,upside_capture,downside_capture,idiosyncratic_volatility_annualized_pct,median_abs_overnight_gap_pct,p95_abs_overnight_gap_pct,maximum_close_drawdown_pct,market_aligned_return_sessions,forward_evaluable_events,median_mfe10_pct,median_mae10_pct,median_day10_close_return_pct,plus_8pct_within_10d_close_hit_rate,minus_5pct_within_10d_close_hit_rate
2024,20240101,20241231,2324,仁寶,242,242,1.0,0,0,36.075,726772657.275,511560904.8875,0.9523880041686694,2.815804674309062,0.02066115702479339,-6.635071090047385,2.5888459586439114,3.11152152249963,25.14666928786124,0.16877148042816303,-0.1347818710924012,0.49985241437737427,0.44132922361969695,0.34484227043617954,0.4569129854794067,25.694260092268223,0.5621928285845235,2.3333620022361634,-26.674937965260536,242,242,2.3794831409608475,-2.523280423280422,0.27084716298141354,0.07024793388429752,0.2396694214876033
2025,20250101,20251231,2324,仁寶,243,243,1.0,0,0,29.75,644537536.5,425968421.5,1.0889292196007316,3.4023055207974378,0.05761316872427984,-9.931506849315063,2.5236740406118483,3.5977867488259,29.829430442098094,0.17233448334761173,0.030684899728121665,0.8229769370837666,0.5188040125400161,0.5365653099248131,0.7861868463338474,34.0127979491017,0.6299212598425141,2.4352290886228483,-40.22698612862548,237,233,2.555366269165238,-2.898550724637683,0.36231884057971175,0.12446351931330472,0.26609442060085836
2020,20200101,20201231,2308,台達電,245,245,1.0,0,0,179.5,1126456933.0,791608110.0,1.195219123505975,3.0526999656055267,0.0163265306122449,-7.14285714285714,2.8224852165709384,3.247091612547647,28.094323417001053,0.2811973143723696,-0.0020386739145723757,0.8552046919300237,0.6495368229288747,1.0773852666137524,0.8581901722948998,23.306711646834984,0.7092198581560294,2.2223503765815797,-27.213114754098356,245,245,4.370179948586128,-1.8867924528301883,2.8469750889679624,0.24897959183673468,0.2
2021,20210101,20211231,2308,台達電,244,244,1.0,0,0,282.25,1861382640.0,1400196746.375,1.1637773773065407,3.151083854046137,0.03278688524590164,-6.093189964157708,2.796284565052053,3.454245117073472,31.1764410400756,0.1645864545343366,0.006779497520618256,0.9266934902770628,0.5318249497627799,0.9408629689756367,1.0586803367235498,26.898977471265802,0.6644518272425293,2.032249561379885,-27.089783281733748,244,244,2.3911622968226687,-2.687229213946768,0.171702284451003,0.09016393442622951,0.29098360655737704
2022,20220101,20221231,2308,台達電,246,246,1.0,0,0,261.75,1469409882.25,1056552592.5,1.0576417553161743,3.2304322886791415,0.016260162601626018,-4.655870445344135,2.540484878222143,2.9571444486310585,28.394050242247896,0.17364347796493232,-0.05855440299411302,0.8732082448958725,0.6392161629759594,1.0489493759476551,0.8229414293483024,23.50350369032218,0.8163265306122547,2.4713091363433053,-29.12457912457912,246,246,2.297077922077917,-3.409090909090906,-0.648023737543385,0.0975609756097561,0.34146341463414637
2023,20230101,20231231,2308,台達電,239,239,1.0,0,0,310.0,1933876310.0,1440958439.25,0.8620689655172376,2.504201680672271,0.0041841004184100415,-4.395604395604391,2.1674862314278864,2.4131422133382845,22.861027932629042,0.1731430587323775,0.023006111689708963,1.006712664269102,0.5663577310602943,0.8673590611267666,1.0333291522508905,20.178404174533306,0.658978583196046,1.911002053531029,-23.56857523302264,239,239,2.26586102719033,-2.0134228187919434,0.0,0.0502092050209205,0.1589958158995816
2024,20240101,20241231,2308,台達電,242,242,1.0,0,0,374.5,3214328997.25,2263742167.125,1.1859404765622528,3.4294426431990113,0.049586776859504134,-9.999999999999998,2.740231863312719,3.2960721526956887,31.447640746822714,0.1805610208007342,-0.03531281580086247,0.9240574757782767,0.6590182949957151,0.8345120611051087,0.7964826352532098,26.66183737285873,0.7397032433142159,2.956636289033811,-19.12442396313364,242,242,3.881041638773597,-2.1031679164209285,1.7677782241864226,0.22727272727272727,0.2603305785123967
2025,20250101,20251231,2308,台達電,243,243,1.0,0,0,457.0,5264669640.0,3114836289.0,1.2468827930174564,4.752920035938908,0.09465020576131687,-9.87821380243572,3.3695061826199337,3.829717900215588,40.532088176051715,0.30369462270857495,0.07563405479006348,1.29395528438175,0.7184200764403703,1.555038766160421,1.1808805211735383,31.42334942383684,0.8974358974358942,3.9191984325785487,-35.885714285714286,237,233,6.5326633165829096,-1.982378854625555,3.8269550748752046,0.36909871244635195,0.26180257510729615
2020,20200101,20201231,2454,聯發科,245,245,1.0,0,0,579.0,4607961984.0,3714153278.0,1.4157014157014203,4.866057628514428,0.09387755102040816,-9.927007299270073,3.1979773099506565,3.9330929487193007,38.79940090100262,0.29136583748883194,-0.0016351190799401049,1.2216223940709163,0.6373170277851614,1.219532134914766,0.8860421377757359,34.389347544885545,0.8403361344537785,4.819378805163115,-37.93884484711212,245,245,4.857142857142849,-2.1770682148040676,2.586206896551735,0.35918367346938773,0.2938775510204082
2021,20210101,20211231,2454,聯發科,244,244,1.0,0,0,935.5,6620750040.5,4855289014.75,1.4084507042253502,4.267440098699158,0.06147540983606557,-7.641509433962268,3.006536752387169,3.745875757308377,35.22351285658743,0.14584625657655495,-0.07142965459163463,1.4761413862681174,0.660030638157337,1.7153176485765058,1.4901087433914046,30.626789045899628,0.8781558726673966,2.736475439616327,-29.11392405063291,244,244,3.7967071403309016,-2.8630552165474055,1.0148677960517216,0.22540983606557377,0.28688524590163933
2022,20220101,20221231,2454,聯發科,246,246,1.0,0,0,721.0,4627609557.0,3429832131.25,1.3921788190705886,4.244494407932664,0.052845528455284556,-14.622057001239153,3.092405105152158,3.5751256629950134,34.49113826809611,0.2574925430866895,0.06805550703704794,1.2830594968877855,0.7062138713300167,1.1958805282656924,1.3410657859732968,28.778211955540932,1.0889965742394536,3.5320108936127803,-53.78723404255319,246,246,2.3095796885001074,-3.9617486338797803,-1.3232323232323207,0.13821138211382114,0.4349593495934959
2023,20230101,20231231,2454,聯發科,239,239,1.0,0,0,742.0,4420110893.0,3308122799.5,1.115760111576014,2.985593641331355,0.02092050209205021,-11.974522292993628,2.3836431324333653,2.6889528590457097,28.59216258782728,0.2773525018060378,-0.14931052081410423,0.9601367539789551,0.4147298204909993,1.1960322027946575,0.7983159689905578,29.016406029612863,0.6282722513089034,2.2621523362109,-18.15889029003783,239,239,3.31125827814569,-1.7601760176017556,1.8099547511312153,0.1589958158995816,0.16736401673640167
2024,20240101,20241231,2454,聯發科,242,242,1.0,0,0,1220.0,7674947075.0,5591956360.0,1.6098208790852886,4.219483568075123,0.06611570247933884,-9.082568807339452,3.4341098528769827,3.823409858340854,40.0826465660627,0.2343561432046055,0.045692122951116444,1.1743958662867886,0.705690859525425,1.2605983549852111,1.3108909668105397,29.809143150985378,0.9049773755656076,3.9272864259794544,-33.93333333333334,242,242,4.824561403508776,-2.286851079954527,1.9803921568627425,0.2892561983471074,0.2975206611570248
2025,20250101,20251231,2454,聯發科,243,243,1.0,0,0,1370.0,9159885940.0,7111227892.5,1.3651877133105783,3.5691378985097097,0.04526748971193416,-9.756097560975608,2.7022941379209517,3.30542008309103,32.29044577962444,0.1501202886558845,0.028971154969618468,0.9487822921600083,0.6268193874715557,0.8821287684465059,1.003713524451731,29.58009131398192,0.7518796992481258,2.588841506751951,-26.60256410256411,237,233,2.657807308970095,-2.9962546816479363,0.0,0.15021459227467812,0.30472103004291845
2020,20200101,20201231,8046,南電,245,245,1.0,0,0,81.9,1421572490.0,751824819.1999999,2.3121387283236983,7.289221416880988,0.19591836734693877,-9.999999999999998,5.423570428568623,6.0872338423030845,58.88913074720084,0.2372205468307375,-0.009475848439278336,1.1317655777913167,0.4042965075869698,1.7297512632998528,0.6648594129618449,59.60922462829012,1.1278195488721776,4.446627398967199,-32.57839721254355,245,245,9.756097560975618,-3.1609195402298895,6.976744186046502,0.5755102040816327,0.3877551020408163
