stock_id,stock_name,discovery_quality_score,liquidity_component,continuity_component,behavior_stability_component,tradable_volatility_component,gap_safety_component,trend_structure_quality_component,future_outcomes_used_for_universe_selection,industry_used_for_score_cluster_or_selection,discovery_quality_rank
6505,台塑化,0.49015151515151517,0.22424242424242424,0.5666666666666667,0.7696969696969697,0.3282828282828283,0.8181818181818181,0.35757575757575755,False,False,114
2603,長榮,0.4896969696969697,0.9939393939393939,0.030303030303030304,0.036363636363636376,1.0,0.10303030303030303,0.6757575757575758,False,False,115
6271,同欣電,0.48868686868686867,0.5818181818181818,0.0,0.503030303030303,1.0,0.4606060606060606,0.46565656565656566,False,False,116
3552,同致,0.4875757575757576,0.32727272727272727,0.5666666666666667,0.4,1.0,0.036363636363636376,0.5878787878787879,False,False,117
1513,中興電,0.4863636363636364,0.26666666666666666,0.5666666666666667,0.35757575757575755,0.595959595959596,0.7515151515151515,0.703030303030303,False,False,118
3231,緯創,0.48500000000000004,0.30303030303030304,0.5666666666666667,0.4606060606060606,0.21717171717171718,0.8303030303030303,0.8818181818181818,False,False,119
2395,研華,0.4786868686868687,0.19393939393939394,0.5666666666666667,0.9090909090909091,0.4444444444444444,0.5878787878787879,0.09595959595959595,False,False,120
2027,大成鋼,0.47863636363636364,0.5454545454545454,0.5666666666666667,0.17575757575757578,0.6313131313131314,0.36969696969696975,0.6212121212121212,False,False,121
4743,合一,0.4781818181818182,0.6424242424242425,0.0696969696969697,0.593939393939394,1.0,0.0,0.34848484848484845,False,False,122
3045,台灣大,0.4776767676767677,0.296969696969697,0.5666666666666667,0.8363636363636364,0.0,1.0,0.22828282828282828,False,False,123
8261,富鼎,0.47474747474747475,0.2727272727272727,0.5666666666666667,0.2545454545454545,1.0,0.19999999999999996,0.7232323232323232,False,False,124
2498,宏達電,0.47434343434343434,0.4,0.5666666666666667,0.09696969696969693,0.9797979797979799,0.2727272727272727,0.6737373737373737,False,False,125
6147,頎邦,0.4733333333333334,0.21818181818181817,0.5666666666666667,0.48484848484848486,0.35353535353535354,0.7878787878787878,0.7666666666666666,False,False,126
6269,台郡,0.4682323232323232,0.2909090909090909,0.5666666666666667,0.303030303030303,0.4797979797979798,0.703030303030303,0.7929292929292929,False,False,127
2637,慧洋-KY,0.46545454545454545,0.42424242424242425,0.5666666666666667,0.07878787878787874,0.9292929292929293,0.2787878787878788,0.6303030303030304,False,False,128
2474,可成,0.4652020202020202,0.6242424242424243,0.10303030303030303,0.5272727272727273,0.3787878787878788,0.7757575757575758,0.4868686868686869,False,False,129
