period,setup,entry_gap_bucket,sample_size,success_rate,gross_average_return,gross_profit_factor,average_mfe_10d,average_mae_10d
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,CONSOLIDATION_BREAKOUT_V2,-1% to 0%,104,0.09615384615384616,-0.001403953452884174,0.9281308570450396,0.03263042025444366,-0.02743312199079613
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,CONSOLIDATION_BREAKOUT_V2,0% to 1%,313,0.1182108626198083,0.005275801877054447,1.2981548448981894,0.03301807616332649,-0.02617514316218861
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,CONSOLIDATION_BREAKOUT_V2,1% to 2%,53,0.18867924528301888,-0.0014576836359903745,0.9414267713535299,0.04090199166430047,-0.03530221738304521
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,CONSOLIDATION_BREAKOUT_V2,2% to 3%,19,0.21052631578947367,0.0009634388558913175,1.0323638653884748,0.04677870991443692,-0.043128233607990854
RETROSPECTIVE_CONFIRMATION_NOT_BLIND_OOS,CONSOLIDATION_BREAKOUT_V2,>= 3%,15,0.4666666666666667,0.02269220520107078,1.8612665653397382,0.09834346688065779,-0.03196852856742896
STRESS_PREVALENCE_SEEN_NOT_BLIND,V_REVERSAL,< -1%,214,0.19626168224299065,-0.023156807145154442,0.5504029323178523,0.053209867519965454,-0.09808086533390284
STRESS_PREVALENCE_SEEN_NOT_BLIND,V_REVERSAL,-1% to 0%,175,0.19428571428571428,-0.006541196610410357,0.8058586170487707,0.04900807488326291,-0.06381802360960313
STRESS_PREVALENCE_SEEN_NOT_BLIND,V_REVERSAL,0% to 1%,370,0.21621621621621623,-0.0026753741578104825,0.9175440166681582,0.04866842589162008,-0.06143957800185581
STRESS_PREVALENCE_SEEN_NOT_BLIND,V_REVERSAL,1% to 2%,139,0.30935251798561153,0.020329729518559003,1.8750745806050524,0.07331200788867796,-0.03704660086160778
STRESS_PREVALENCE_SEEN_NOT_BLIND,V_REVERSAL,2% to 3%,31,0.25806451612903225,-0.002593122029552645,0.9252548448571253,0.06567653163601801,-0.04630323832063888
STRESS_PREVALENCE_SEEN_NOT_BLIND,V_REVERSAL,>= 3%,21,0.3333333333333333,-0.0020048542731897386,0.9417033320336683,0.0666960027572831,-0.05162916976883517
STRESS_PREVALENCE_SEEN_NOT_BLIND,N_RETEST,< -1%,32,0.375,0.014060234352923015,1.5025599696509395,0.05562301402947577,-0.050324292412222374
STRESS_PREVALENCE_SEEN_NOT_BLIND,N_RETEST,-1% to 0%,53,0.16981132075471697,-0.002007681020639904,0.9243943652518872,0.04399347862182079,-0.046630088579624716
STRESS_PREVALENCE_SEEN_NOT_BLIND,N_RETEST,0% to 1%,124,0.25806451612903225,0.0008185725791514664,1.0238423596601332,0.058970663404959295,-0.05595371212713685
STRESS_PREVALENCE_SEEN_NOT_BLIND,N_RETEST,1% to 2%,46,0.30434782608695654,0.005736963922741432,1.1799782752976913,0.07126050445830384,-0.056364871568362174
